Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
5/29/2019,15:26:41,25.066,740.9,136,11.23,10.7,10.7,7.84,285.6,1480.9,0.666,0.66,,0.331,1.24,,,0.012
5/29/2019,15:26:42,25.101,740.9,137.4,11.34,10.9,10.9,7.84,285.1,1414,0.693,0.69,,0.52,2,,,0.012
5/29/2019,15:26:43,25.137,741,138.1,11.39,195.5,196,7.87,284.5,9.47,0.736,0.73,,5.295,21.46,,,0.012
5/29/2019,15:26:44,25.202,741,144.2,11.87,242.7,243.6,7.9,284,9.45,0.764,0.76,,5.295,21.46,,,0.012
5/29/2019,15:26:45,25.253,741,147.2,12.1,247.1,248.3,7.93,283.4,9.48,0.799,0.79,,5.351,21.69,,,0.012
5/29/2019,15:26:46,25.294,740.9,149,12.25,247.2,248.6,8.03,282.9,9.53,0.831,0.83,,5.13,20.79,,,0.014
5/29/2019,15:26:47,25.329,741,151.8,12.46,247.1,248.6,8.05,282.3,9.53,0.87,0.87,,5.355,21.71,,,0.017
5/29/2019,15:26:48,25.369,740.9,152.8,12.54,246.9,248.6,8.08,281.8,9.52,0.907,0.9,,5.024,20.36,,,0.021
5/29/2019,15:26:49,25.442,740.9,154,12.62,246.6,248.7,8.11,281.3,9.56,0.922,0.92,,5.058,20.49,,,0.027
5/29/2019,15:26:50,25.512,740.9,154.8,12.67,246.4,248.8,8.11,280.7,9.56,0.94,0.94,,5.071,20.55,,,0.034
5/29/2019,15:26:51,25.585,740.9,155.7,12.72,246.1,248.8,8.13,280.2,9.58,0.934,0.93,,5.126,20.77,,,0.04
5/29/2019,15:26:52,25.614,740.9,156.3,12.76,245.9,248.8,8.14,279.8,9.6,0.943,0.94,,5.193,21.05,,,0.047
5/29/2019,15:26:53,25.654,740.9,157,12.81,245.8,248.8,8.15,279.2,9.58,0.974,0.97,,5.233,21.21,,,0.056
5/29/2019,15:26:54,25.668,740.9,157.5,12.85,245.8,248.9,8.15,279,9.59,0.998,1,,5.249,21.27,,,0.064
5/29/2019,15:26:55,25.683,740.9,158,12.89,245.7,248.9,8.16,278.8,9.64,1.008,1.01,,3.235,13.07,,,0.075
