Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
1/17/2019,10:40:26,2.159,742.9,101.1,13.92,70.4,8.42,364.6,15.85,1.392,1.39,11.144,43.07,0.395
1/17/2019,10:40:27,2.159,743,101.2,13.93,70.3,8.42,364.8,15.89,1.402,1.4,10.237,39.55,0.417
1/17/2019,10:40:28,2.161,743,101.3,13.94,70.3,8.42,364.9,15.81,1.42,1.41,10.592,40.93,0.444
1/17/2019,10:40:29,2.161,743,101.4,13.95,70.3,8.42,365.1,15.78,1.441,1.43,11.947,46.18,0.467
1/17/2019,10:40:30,2.162,742.9,101.4,13.96,70.4,8.41,365.2,15.75,1.463,1.46,11.429,44.17,0.495
1/17/2019,10:40:31,2.16,743,101.5,13.97,70.4,8.41,365.3,15.68,1.483,1.48,11.487,44.4,0.514
1/17/2019,10:40:32,2.156,743,101.6,13.98,70.4,8.41,365.5,15.64,1.506,1.5,12.944,50.04,0.545
1/17/2019,10:40:33,2.153,743,101.6,13.99,70.4,8.41,365.6,15.63,1.52,1.51,11.202,43.29,0.571
1/17/2019,10:40:34,2.148,743,101.7,14.01,70.4,8.41,365.7,15.56,1.534,1.53,12.049,46.57,0.597
1/17/2019,10:40:35,2.145,742.9,101.8,14.02,70.4,8.41,365.8,15.48,1.536,1.53,12.087,46.72,0.624
1/17/2019,10:40:36,2.143,743.1,101.9,14.03,70.4,8.41,365.9,15.48,1.537,1.53,12.218,47.23,0.658
1/17/2019,10:40:37,2.138,742.9,101.9,14.04,70.4,8.41,366,15.52,1.549,1.54,12.966,50.13,0.687
1/17/2019,10:40:38,2.136,743,102,14.05,70.4,8.41,366.1,15.56,1.561,1.55,12.578,48.63,0.714
1/17/2019,10:40:39,2.132,743,102.1,14.06,70.4,8.41,366.2,15.5,1.574,1.57,13.018,50.33,0.74
1/17/2019,10:40:40,2.128,743,102.2,14.07,70.4,8.41,366.3,15.5,1.577,1.57,13.025,50.36,0.776
1/17/2019,10:40:41,2.124,742.9,102.2,14.09,70.4,8.41,366.4,15.53,1.593,1.59,13.054,50.47,0.796
1/17/2019,10:40:42,2.119,742.9,102.3,14.1,70.4,8.41,366.5,15.49,1.602,1.6,13.292,51.39,0.821
1/17/2019,10:40:43,2.116,742.9,102.4,14.11,70.3,8.4,366.5,15.54,1.6,1.59,13.601,52.59,0.847
1/17/2019,10:40:44,2.113,743,102.4,14.12,70.3,8.4,366.6,15.59,1.602,1.6,13.325,51.52,0.878
1/17/2019,10:40:45,2.11,742.9,102.5,14.13,70.3,8.4,366.7,15.61,1.611,1.6,13.325,51.52,0.903
1/17/2019,10:40:46,2.109,742.9,102.6,14.14,70.3,8.4,366.7,15.7,1.626,1.62,13.271,51.31,0.927
1/17/2019,10:40:47,2.108,743,102.7,14.15,70.3,8.4,366.8,15.75,1.645,1.64,13.207,51.06,0.951
1/17/2019,10:40:48,2.108,743,102.8,14.16,70.3,8.4,366.9,15.72,1.647,1.64,13.181,50.96,0.98
1/17/2019,10:40:49,2.107,742.9,102.8,14.17,70.3,8.4,366.9,15.69,1.655,1.65,13.12,50.73,1.004
1/17/2019,10:40:50,2.105,743,102.9,14.18,70.3,8.4,366.9,15.7,1.66,1.65,13.165,50.9,1.028
1/17/2019,10:40:51,2.105,743,102.9,14.19,70.3,8.4,367,15.74,1.665,1.66,13.146,50.83,1.051
1/17/2019,10:40:52,2.104,743,103,14.2,70.3,8.4,367,15.76,1.685,1.68,13.134,50.78,1.08
1/17/2019,10:40:53,2.103,742.9,103,14.21,70.3,8.4,367.1,15.88,1.686,1.68,13.116,50.71,1.105
1/17/2019,10:40:54,2.103,742.9,103.1,14.22,70.3,8.4,367.1,15.91,1.687,1.68,13.082,50.58,1.131
1/17/2019,10:40:55,2.103,742.9,103.2,14.22,70.3,8.4,367.1,16.02,1.705,1.7,13.036,50.4,1.156
1/17/2019,10:40:56,2.104,743,103.2,14.23,70.3,8.4,367.1,16.03,1.705,1.7,13.031,50.38,1.186
1/17/2019,10:40:57,2.105,743,103.2,14.23,70.3,8.41,367.1,16.01,1.721,1.71,13.017,50.33,1.211
1/17/2019,10:40:58,2.105,743,103.3,14.24,70.3,8.41,367.1,16.03,1.719,1.71,13.014,50.31,1.237
1/17/2019,10:40:59,2.106,742.9,103.3,14.24,70.3,8.41,367.1,16.06,1.723,1.72,12.981,50.19,1.261
1/17/2019,10:41:00,2.107,743,103.3,14.24,70.3,8.41,367.1,16.05,1.731,1.72,13.002,50.27,1.284
1/17/2019,10:41:01,2.109,743,103.4,14.25,70.3,8.41,367.1,16.06,1.738,1.73,12.989,50.22,1.312
1/17/2019,10:41:02,2.111,743,103.4,14.25,70.3,8.41,367.1,16.12,1.738,1.73,12.629,48.82,1.336
1/17/2019,10:41:03,2.112,743,103.4,14.25,70.3,8.41,367,16.27,1.738,1.73,12.544,48.49,1.361
1/17/2019,10:41:04,2.113,742.9,103.4,14.26,70.3,8.41,367,16.29,1.738,1.73,13.081,50.57,1.386
1/17/2019,10:41:05,2.113,742.9,103.4,14.26,70.2,8.41,367,16.21,1.74,1.73,12.885,49.82,1.417
1/17/2019,10:41:06,2.114,742.9,103.5,14.26,70.2,8.42,366.9,16.27,1.73,1.72,12.997,50.25,1.459
1/17/2019,10:41:07,2.115,742.9,103.5,14.26,70.2,8.42,366.9,16.31,1.731,1.72,12.723,49.19,1.475
1/17/2019,10:41:08,2.115,743,103.5,14.26,70.2,8.42,366.9,16.24,1.727,1.72,12.726,49.2,1.497
1/17/2019,10:41:09,2.115,742.9,103.5,14.26,70.2,8.42,366.9,16.25,1.739,1.73,12.757,49.32,1.529
1/17/2019,10:41:10,2.115,743,103.5,14.26,70.2,8.42,366.8,16.33,1.736,1.73,12.848,49.67,1.557
1/17/2019,10:41:11,2.114,743,103.4,14.26,70.2,8.42,366.8,16.33,1.731,1.72,12.942,50.04,1.585
1/17/2019,10:41:12,2.113,742.9,103.4,14.25,70.2,8.42,366.8,16.35,1.737,1.73,13.006,50.29,1.614
1/17/2019,10:41:13,2.113,742.9,103.4,14.25,70.2,8.42,366.7,16.37,1.739,1.73,13.073,50.54,1.65
1/17/2019,10:41:14,2.113,742.9,103.4,14.25,70.2,8.43,366.7,16.39,1.749,1.74,13.121,50.73,1.679
1/17/2019,10:41:15,2.113,743,103.4,14.25,70.2,8.43,366.7,16.41,1.757,1.75,13.139,50.8,1.709
1/17/2019,10:41:16,2.113,743,103.4,14.25,70.2,8.43,366.6,16.38,1.752,1.75,14.463,55.93,1.74
1/17/2019,10:41:17,2.113,743,103.4,14.25,70.2,8.43,366.6,16.31,1.752,1.75,13.71,53.01,1.777
1/17/2019,10:41:18,2.112,742.9,103.3,14.24,70.2,8.43,366.6,16.33,1.748,1.74,14.284,55.24,1.807
1/17/2019,10:41:19,2.11,742.9,103.4,14.25,70.2,8.43,366.5,16.43,1.744,1.74,13.37,51.69,1.838
1/17/2019,10:41:20,2.11,742.9,103.4,14.25,70.2,8.43,366.5,16.54,1.742,1.74,13.389,51.77,2.573
1/17/2019,10:41:21,2.108,742.9,103.4,14.25,70.2,8.43,366.5,16.41,1.753,1.75,13.48,52.12,2.547
1/17/2019,10:41:22,2.107,742.9,103.4,14.25,70.2,8.43,366.5,16.28,1.755,1.75,13.12,50.73,2.553
1/17/2019,10:41:23,2.107,743,103.4,14.25,70.2,8.44,366.4,16.33,1.757,1.75,14.2,54.91,2.562
1/17/2019,10:41:24,2.106,743,103.4,14.26,70.3,8.44,366.4,16.28,1.767,1.76,13.486,52.14,2.571
1/17/2019,10:41:25,2.105,743,103.5,14.26,70.3,8.44,366.4,16.19,1.778,1.77,13.08,50.57,2.601
1/17/2019,10:41:26,2.104,743,103.5,14.27,70.3,8.44,366.3,16.12,1.769,1.76,13.08,50.57,2.64
1/17/2019,10:41:27,2.103,743,103.5,14.27,70.3,8.44,366.3,16.03,1.785,1.78,14.257,55.13,2.66
1/17/2019,10:41:28,2.102,743,103.6,14.28,70.3,8.44,366.3,16.09,1.783,1.78,13.915,53.81,2.673
1/17/2019,10:41:29,2.1,743,103.6,14.29,70.3,8.44,366.3,16.04,1.786,1.78,14.28,55.22,2.687
1/17/2019,10:41:30,2.1,743,103.7,14.3,70.2,8.44,366.3,15.97,1.792,1.79,12.964,50.12,2.706
1/17/2019,10:41:31,2.099,743,103.7,14.3,70.3,8.44,366.2,15.9,1.786,1.78,14.617,56.53,2.725
1/17/2019,10:41:32,2.098,743,103.8,14.31,70.3,8.44,366.2,15.85,1.807,1.8,13.709,53.01,2.744
1/17/2019,10:41:33,2.098,742.9,103.8,14.31,70.3,8.44,366.2,15.79,1.802,1.8,13.53,52.31,2.761
1/17/2019,10:41:34,2.098,743,103.9,14.32,70.3,8.44,366.2,15.81,1.804,1.8,14.721,56.93,2.78
1/17/2019,10:41:35,2.098,743,103.9,14.32,70.3,8.44,366.1,15.8,1.822,1.82,14.721,56.93,2.793
1/17/2019,10:41:36,2.098,743,103.9,14.33,70.3,8.45,366.1,15.88,1.825,1.82,13.562,52.44,2.807
1/17/2019,10:41:37,2.097,743,104,14.33,70.3,8.45,366.1,15.87,1.833,1.83,13.731,53.09,2.824
1/17/2019,10:41:38,2.098,743,104,14.34,70.3,8.45,366.1,15.88,1.829,1.82,13.164,50.9,2.843
1/17/2019,10:41:39,2.099,743,104,14.34,70.3,8.45,366.1,15.88,1.823,1.82,12.582,48.64,2.857
1/17/2019,10:41:40,2.099,743,104,14.34,70.3,8.45,366.1,15.93,1.812,1.81,12.582,48.64,2.874
1/17/2019,10:41:41,2.099,743,104,14.35,70.3,8.45,366.1,15.95,1.819,1.81,13.27,51.31,2.893
1/17/2019,10:41:42,2.101,743,104.1,14.35,70.3,8.45,366,15.98,1.822,1.82,13.002,50.27,2.917
1/17/2019,10:41:43,2.102,743,104.1,14.35,70.3,8.45,366,15.94,1.819,1.81,12.714,49.15,2.937
1/17/2019,10:41:44,2.105,743,104.1,14.35,70.3,8.45,366,16.04,1.818,1.81,13.451,52.01,2.957
1/17/2019,10:41:45,2.107,742.9,104.1,14.35,70.3,8.45,366,16.13,1.836,1.83,13.355,51.63,2.975
1/17/2019,10:41:46,2.109,743,104.1,14.34,70.3,8.45,366,16.2,1.813,1.81,13.129,50.76,2.998
1/17/2019,10:41:47,2.11,743,104,14.34,70.3,8.45,366,16.27,1.815,1.81,12.963,50.12,3.018
1/17/2019,10:41:48,2.112,743,104,14.34,70.3,8.45,366,16.2,1.817,1.81,12.93,49.99,3.038
1/17/2019,10:41:49,2.114,743,104,14.34,70.3,8.45,366,16.22,1.804,1.8,12.844,49.66,3.058
1/17/2019,10:41:50,2.116,743,104,14.34,70.3,8.45,366,16.17,1.798,1.79,12.797,49.47,3.081
1/17/2019,10:41:51,2.117,743,104,14.33,70.3,8.45,366,16.21,1.785,1.78,12.763,49.34,3.098
1/17/2019,10:41:52,2.119,743,104,14.33,70.3,8.45,366,16.29,1.789,1.78,12.799,49.48,3.117
1/17/2019,10:41:53,2.12,743,104,14.33,70.3,8.45,365.9,16.34,1.782,1.78,13.402,51.82,3.136
1/17/2019,10:41:54,2.12,743,103.9,14.32,70.3,8.45,365.9,16.36,1.774,1.77,13.004,50.28,3.157
1/17/2019,10:41:55,2.121,743,103.9,14.32,70.3,8.45,365.9,16.42,1.773,1.77,12.802,49.49,3.175
1/17/2019,10:41:56,2.122,743,103.9,14.32,70.3,8.45,365.9,16.41,1.773,1.77,12.88,49.8,3.194
1/17/2019,10:41:57,2.122,743,103.9,14.32,70.3,8.45,365.9,16.36,1.766,1.76,12.889,49.83,3.921
1/17/2019,10:41:58,2.122,743,103.9,14.32,70.3,8.45,365.9,16.3,1.767,1.76,12.949,50.06,3.933
1/17/2019,10:41:59,2.122,743,104,14.33,70.3,8.45,365.9,16.24,1.771,1.76,12.943,50.04,4.001
1/17/2019,10:42:00,2.122,743,104,14.33,70.3,8.46,365.9,16.11,1.775,1.77,13.239,51.19,4.025
1/17/2019,10:42:01,2.122,743,104,14.33,70.3,8.46,365.9,16.08,1.774,1.77,12.848,49.67,4.049
1/17/2019,10:42:02,2.123,743,104,14.34,70.3,8.46,365.9,16.1,1.781,1.78,13.464,52.06,4.057
1/17/2019,10:42:03,2.123,742.9,104.1,14.34,70.3,8.46,365.9,16.09,1.782,1.78,13.116,50.71,4.068
1/17/2019,10:42:04,2.123,742.9,104.1,14.34,70.3,8.46,365.9,16.07,1.77,1.76,13.116,50.71,4.081
1/17/2019,10:42:05,2.123,743,104.1,14.35,70.3,8.46,365.9,16.04,1.784,1.78,14.02,54.21,4.09
1/17/2019,10:42:06,2.123,743,104.2,14.36,70.3,8.46,365.9,16.04,1.797,1.79,14.021,54.22,4.104
1/17/2019,10:42:07,2.124,743,104.2,14.36,70.3,8.46,365.9,15.92,1.796,1.79,13.922,53.83,4.114
1/17/2019,10:42:08,2.124,743,104.3,14.37,70.3,8.46,365.9,15.86,1.809,1.8,13.435,51.95,4.13
1/17/2019,10:42:09,2.124,743,104.3,14.37,70.3,8.46,365.9,15.85,1.824,1.82,13.435,51.95,4.144
1/17/2019,10:42:10,2.124,743,104.3,14.38,70.3,8.46,365.8,15.79,1.826,1.82,13.43,51.93,4.154
1/17/2019,10:42:11,2.124,742.9,104.4,14.38,70.3,8.46,365.8,15.82,1.822,1.82,13.427,51.92,4.164
1/17/2019,10:42:12,2.124,743,104.4,14.38,70.3,8.46,365.8,15.96,1.833,1.83,13.463,52.05,4.172
1/17/2019,10:42:13,2.124,743,104.4,14.39,70.3,8.46,365.8,16.04,1.854,1.85,15.282,59.1,4.178
1/17/2019,10:42:14,2.124,743,104.4,14.39,70.3,8.46,365.8,16.17,1.886,1.88,15.246,58.96,4.186
1/17/2019,10:42:15,2.125,743,104.5,14.39,70.3,8.46,365.8,16.39,1.919,1.91,15.659,60.56,4.191
1/17/2019,10:42:16,2.125,743,104.5,14.4,70.3,8.46,365.8,16.53,1.944,1.94,14.233,55.04,4.199
1/17/2019,10:42:17,2.125,743,104.5,14.4,70.3,8.46,365.8,16.71,1.965,1.96,13.94,53.9,4.203
1/17/2019,10:42:18,2.126,743,104.5,14.4,70.3,8.46,365.8,16.94,1.979,1.97,13.729,53.09,4.209
1/17/2019,10:42:19,2.126,742.9,104.5,14.4,70.3,8.46,365.8,23,1.989,1.98,14.368,55.56,4.217
1/17/2019,10:42:20,2.127,742.9,104.5,14.4,70.3,8.46,365.8,22.11,2.022,2.02,15.142,58.56,4.222
1/17/2019,10:42:21,2.127,743,104.5,14.4,70.3,8.46,365.8,60.63,2.05,2.04,15.313,59.22,4.228
1/17/2019,10:42:22,2.128,743,104.5,14.4,70.3,8.46,365.8,37.5,2.08,2.07,15.591,60.3,4.233
1/17/2019,10:42:23,2.128,743,104.5,14.4,70.3,8.46,365.8,38.79,2.113,2.11,15.221,58.87,4.239
1/17/2019,10:42:24,2.128,743,104.5,14.4,70.3,8.46,365.8,39.22,2.149,2.14,15.572,60.23,4.247
1/17/2019,10:42:25,2.129,743,104.5,14.4,70.3,8.46,365.8,45.27,2.166,2.16,15.433,59.69,4.251
1/17/2019,10:42:26,2.129,743,104.5,14.4,70.3,8.46,365.8,26.65,2.21,2.2,15.086,58.34,4.257
1/17/2019,10:42:27,2.129,743,104.5,14.4,70.3,8.46,365.8,24.6,2.224,2.22,15.051,58.21,4.261
1/17/2019,10:42:28,2.129,743,104.5,14.4,70.3,8.45,365.8,22.94,2.251,2.24,15.075,58.3,4.266
1/17/2019,10:42:29,2.13,742.9,104.5,14.4,70.3,8.45,365.8,22.81,2.277,2.27,15.176,58.69,4.272
1/17/2019,10:42:30,2.13,743,104.5,14.4,70.3,8.45,365.8,22.93,2.302,2.3,15.112,58.44,4.276
1/17/2019,10:42:31,2.13,743,104.5,14.4,70.3,8.45,365.8,22.78,2.32,2.31,15.074,58.3,4.28
1/17/2019,10:42:32,2.13,743,104.5,14.4,70.3,8.45,365.8,23.08,2.329,2.32,15.08,58.32,4.284
1/17/2019,10:42:33,2.13,742.9,104.4,14.39,70.3,8.45,365.9,35.69,2.319,2.31,15.128,58.51,4.289
1/17/2019,10:42:34,2.13,742.9,104.3,14.37,70.3,8.45,365.9,23.8,2.299,2.29,15.12,58.48,4.294
1/17/2019,10:42:35,2.13,743,104.1,14.34,70.3,8.45,365.9,18.61,2.296,2.29,15.089,58.36,4.297
1/17/2019,10:42:36,2.13,743,99.7,13.73,70.3,8.45,365.9,17.88,2.306,2.3,14.377,55.6,4.301
1/17/2019,10:42:37,2.13,743,98.3,13.54,70.3,8.45,365.9,17.98,2.326,2.32,15.058,58.23,4.306
1/17/2019,10:42:38,2.13,742.9,97.2,13.39,70.3,8.45,365.9,17.82,2.325,2.32,15.111,58.44,4.313
1/17/2019,10:42:39,2.13,743,96.6,13.31,70.3,8.45,365.9,17.66,2.321,2.32,14.877,57.53,4.325
1/17/2019,10:42:40,2.131,743,95.9,13.21,70.3,8.45,365.9,17.64,2.299,2.29,14.865,57.49,4.333
1/17/2019,10:42:41,2.131,743,95.1,13.11,70.3,8.45,365.9,17.51,2.291,2.29,14.748,57.03,4.344
1/17/2019,10:42:42,2.131,742.9,94.5,13.02,70.3,8.45,365.9,17.5,2.277,2.27,14.641,56.62,4.352
1/17/2019,10:42:43,2.132,743,93.9,12.93,70.3,8.45,365.9,17.59,2.244,2.24,14.513,56.12,4.359
1/17/2019,10:42:44,2.133,743,90.1,12.42,70.3,8.44,366,17.6,2.233,2.23,14.374,55.59,4.369
1/17/2019,10:42:45,2.134,742.9,89,12.26,70.3,8.44,366,17.61,2.205,2.2,14.445,55.86,4.373
1/17/2019,10:42:46,2.137,742.9,87.4,12.04,70.3,8.44,366,17.58,2.209,2.2,14.575,56.37,4.383
1/17/2019,10:42:47,2.137,742.9,87.2,12.01,70.3,8.44,366,17.62,2.21,2.2,15.024,58.1,4.385
1/17/2019,10:42:48,2.138,743,86.9,11.96,70.3,8.44,366,17.78,2.207,2.2,15.024,58.1,4.391
1/17/2019,10:42:49,2.14,743,86.2,11.88,70.3,8.44,366,18.05,2.213,2.21,15.18,58.71,4.395
1/17/2019,10:42:50,2.142,743,85.8,11.81,70.3,8.44,366,18.3,2.212,2.21,15.457,59.78,4.399
1/17/2019,10:42:51,2.143,743,85.3,11.74,70.3,8.44,366,18.39,2.213,2.21,15.58,60.26,4.403
1/17/2019,10:42:52,2.145,743,84.8,11.68,70.3,8.44,366,18.4,2.212,2.21,15.616,60.4,4.408
1/17/2019,10:42:53,2.148,743,84.4,11.62,70.3,8.44,366.1,18.42,2.234,2.23,15.647,60.52,4.413
1/17/2019,10:42:54,2.15,743,80.7,11.12,70.4,8.44,366.1,18.42,2.26,2.25,15.702,60.73,4.417
1/17/2019,10:42:55,2.153,743,79.9,11,70.3,8.44,366.1,18.44,2.276,2.27,15.75,60.92,4.42
1/17/2019,10:42:56,2.154,743,79.3,10.91,70.3,8.44,366.1,18.54,2.276,2.27,15.759,60.95,4.424
1/17/2019,10:42:57,2.156,742.9,78.7,10.84,70.3,8.44,366.1,18.67,2.293,2.29,15.78,61.03,4.427
1/17/2019,10:42:58,2.158,743,78.4,10.79,70.3,8.44,366.1,18.84,2.305,2.3,15.82,61.19,4.43
1/17/2019,10:42:59,2.16,743,77.9,10.73,70.3,8.44,366.1,18.94,2.331,2.33,15.856,61.33,4.432
