Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/29/2019,11:40:14,27.165,746,68.9,5.47,249,259.3,7.47,140.4,10.87,0.311,0.3,,1.18,4.69,,,0
7/29/2019,11:40:15,27.163,746.2,68.8,5.46,249,259.2,7.46,140.4,10.87,0.426,0.41,,1.166,4.64,,,0
7/29/2019,11:40:16,27.165,746.2,68.6,5.45,249,259.3,7.46,140.5,10.72,0.324,0.31,,1.152,4.58,,,0
7/29/2019,11:40:17,27.163,746.2,68.5,5.44,249,259.3,7.46,140.5,10.87,0.308,0.29,,1.159,4.61,,,0
7/29/2019,11:40:18,27.16,746.1,68.4,5.43,248.8,259.1,7.46,140.5,11.15,0.424,0.41,,1.146,4.55,,,0
7/29/2019,11:40:19,27.162,746.2,68.4,5.43,248.4,258.6,7.46,140.4,10.93,0.48,0.47,,1.112,4.42,,,0
7/29/2019,11:40:20,27.168,746.1,68.3,5.42,248.3,258.6,7.46,140.4,10.8,0.482,0.47,,1.101,4.37,,,0
7/29/2019,11:40:21,27.165,746.1,68.3,5.42,248.8,259.1,7.46,140.4,10.88,0.417,0.4,,1.123,4.46,,,0
7/29/2019,11:40:22,27.157,746.2,68.2,5.42,245,255.1,7.46,140.4,10.94,0.372,0.36,,1.129,4.49,,,0
7/29/2019,11:40:23,27.145,746,68.2,5.41,243.4,253.4,7.46,140.3,11.41,0.443,0.43,,1.234,4.91,,,0.015
7/29/2019,11:40:24,27.118,746.1,68.1,5.41,248.2,258.2,7.47,140.2,11.56,0.536,0.53,,1.415,5.65,,,0.086
7/29/2019,11:40:25,27.114,746.1,68,5.41,249,259,7.47,140.1,11.63,0.552,0.54,,1.461,5.84,,,0.087
7/29/2019,11:40:26,27.132,746.2,68,5.4,248.9,259,7.47,140.1,11.51,0.558,0.55,,1.417,5.66,,,0.116
7/29/2019,11:40:27,27.134,746,67.9,5.4,249,259.1,7.47,140.1,11.3,0.51,0.5,,1.453,5.81,,,0.158
7/29/2019,11:40:28,27.127,746.1,67.9,5.39,249.1,259.2,7.47,140.1,11.64,0.463,0.45,,1.464,5.85,,,0.154
7/29/2019,11:40:29,27.122,746.2,67.8,5.39,249,259.1,7.46,140,11.89,0.543,0.53,,1.545,6.18,,,0.149
7/29/2019,11:40:30,27.109,746.1,67.8,5.39,248.9,258.9,7.46,140,11.81,0.59,0.58,,1.64,6.57,,,0.177
7/29/2019,11:40:31,27.101,746.1,67.7,5.38,248.9,258.9,7.47,139.9,11.94,0.584,0.57,,1.614,6.46,,,0.189
7/29/2019,11:40:32,27.102,746.1,67.7,5.39,248.9,258.9,7.47,139.9,11.95,0.575,0.57,,1.567,6.27,,,0.196
7/29/2019,11:40:33,27.11,746.1,67.7,5.38,248.8,258.9,7.47,139.9,11.8,0.642,0.63,,1.561,6.25,,,0.249
7/29/2019,11:40:34,27.099,746.2,67.6,5.38,248.9,258.9,7.47,139.9,12.17,0.682,0.67,,1.58,6.33,,,0.317
7/29/2019,11:40:35,27.049,746.1,67.6,5.37,248.9,258.7,7.47,139.8,12.53,0.665,0.66,,1.654,6.62,,,0.363
7/29/2019,11:40:36,27.025,746.2,67.5,5.37,248.9,258.6,7.47,139.8,12.34,0.653,0.64,,1.687,6.76,,,0.401
7/29/2019,11:40:37,27.014,746.1,67.5,5.37,248.9,258.4,7.47,139.8,12.53,0.675,0.67,,1.683,6.75,,,0.435
7/29/2019,11:40:38,27.002,746,67.4,5.36,248.9,258.4,7.47,139.7,12.94,0.714,0.71,,1.727,6.92,,,0.468
7/29/2019,11:40:39,26.988,746.1,67.3,5.36,248.8,258.3,7.47,139.7,12.83,0.693,0.69,,1.705,6.84,,,0.506
7/29/2019,11:40:40,26.968,746.1,67.2,5.35,248.7,258.1,7.47,139.7,12.69,0.667,0.66,,1.664,6.67,,,0.546
7/29/2019,11:40:41,26.957,746.2,67.1,5.34,248.8,258.1,7.47,139.6,12.88,0.718,0.71,,1.641,6.57,,,0.568
7/29/2019,11:40:42,26.947,746.1,67,5.34,248.9,258.2,7.47,139.6,12.95,0.691,0.68,,1.595,6.38,,,0.584
7/29/2019,11:40:43,26.927,746.1,66.9,5.33,248.9,258.1,7.47,139.6,13.09,0.638,0.63,,1.521,6.09,,,0.605
7/29/2019,11:40:44,26.913,746.2,66.8,5.32,248.9,258,7.47,139.6,13.12,0.624,0.62,,1.536,6.14,,,0.678
7/29/2019,11:40:45,26.908,746,66.7,5.32,248.9,257.9,7.47,139.6,13.11,0.55,0.54,,1.556,6.23,,,0.754
7/29/2019,11:40:46,26.887,746.1,66.5,5.31,248.8,257.8,7.46,139.6,13.37,0.558,0.55,,1.476,5.9,,,0.848
7/29/2019,11:40:47,26.857,746.1,66.4,5.3,248.9,257.7,7.46,139.5,13.63,0.657,0.65,,1.449,5.79,,,0.9
7/29/2019,11:40:48,26.854,746.1,66.2,5.29,248.9,257.7,7.46,139.5,13.66,0.598,0.59,,1.51,6.04,,,0.951
7/29/2019,11:40:49,26.86,746.1,66.1,5.28,248.9,257.7,7.46,139.5,13.63,0.517,0.51,,1.5,6,,,1.034
7/29/2019,11:40:50,26.868,746,66,5.27,248.8,257.7,7.46,139.5,13.15,0.506,0.49,,1.475,5.9,,,1.12
7/29/2019,11:40:51,26.882,746.1,66,5.27,248.9,257.8,7.46,139.5,13.11,0.542,0.53,,1.503,6.01,,,1.177
7/29/2019,11:40:52,26.887,746,65.9,5.26,248.9,257.9,7.46,139.5,13.14,0.501,0.49,,1.493,5.97,,,1.238
7/29/2019,11:40:53,26.898,746.2,65.9,5.26,248.9,258,7.46,139.5,12.89,0.557,0.55,,1.425,5.69,,,1.311
7/29/2019,11:40:54,26.919,746.1,65.9,5.26,248.8,257.9,7.46,139.5,12.89,0.639,0.63,,1.407,5.62,,,1.352
7/29/2019,11:40:55,26.927,746.1,65.9,5.26,248.8,257.9,7.46,139.5,12.69,0.608,0.6,,1.393,5.56,,,1.357
7/29/2019,11:40:56,26.926,746.1,65.9,5.26,248.8,258,7.46,139.6,12.46,0.545,0.53,,1.384,5.53,,,1.372
7/29/2019,11:40:57,26.907,746.1,65.9,5.25,248.9,258,7.46,139.6,13.34,0.501,0.49,,1.454,5.81,,,1.387
7/29/2019,11:40:58,26.881,746.2,65.8,5.25,249.1,258,7.46,139.6,13.65,0.558,0.55,,1.47,5.88,,,1.412
7/29/2019,11:40:59,26.858,746.2,65.7,5.24,249,257.9,7.46,139.6,13.51,0.606,0.6,,1.455,5.82,,,1.421
7/29/2019,11:41:00,26.846,746.1,65.6,5.24,249,257.8,7.46,139.6,13.56,0.517,0.51,,1.471,5.88,,,1.433
7/29/2019,11:41:01,26.845,746.1,65.5,5.23,249,257.7,7.46,139.6,13.71,0.518,0.51,,1.445,5.77,,,1.438
7/29/2019,11:41:02,26.848,746.1,65.5,5.23,248.9,257.7,7.46,139.6,13.68,0.481,0.47,,1.396,5.57,,,1.44
7/29/2019,11:41:03,26.849,746.2,65.4,5.22,248.9,257.7,7.46,139.6,13.45,0.414,0.4,,1.436,5.74,,,1.453
7/29/2019,11:41:04,26.849,746.2,65.4,5.22,248.9,257.7,7.46,139.6,13.41,0.507,0.5,,1.431,5.72,,,1.458
7/29/2019,11:41:05,26.853,746.2,65.3,5.22,248.9,257.7,7.46,139.6,13.5,0.506,0.49,,1.439,5.75,,,1.485
7/29/2019,11:41:06,26.858,746.2,65.3,5.21,248.9,257.7,7.46,139.6,13.77,0.444,0.43,,1.491,5.96,,,1.497
7/29/2019,11:41:07,26.863,746.2,65.3,5.21,248.9,257.7,7.46,139.6,13.74,0.46,0.45,,1.514,6.06,,,1.524
7/29/2019,11:41:08,26.839,746.1,65.2,5.21,248.9,257.7,7.45,139.6,14.05,0.49,0.48,,1.48,5.92,,,1.561
7/29/2019,11:41:09,26.796,746,65.1,5.2,249,257.6,7.45,139.6,14.73,0.465,0.45,,1.448,5.79,,,1.597
7/29/2019,11:41:10,26.786,746.1,65,5.2,248.9,257.4,7.45,139.7,14.98,0.447,0.43,,1.438,5.74,,,1.647
7/29/2019,11:41:11,26.786,746.1,64.9,5.19,248.9,257.4,7.45,139.6,14.62,0.544,0.53,,1.41,5.63,,,1.673
7/29/2019,11:41:12,26.785,746.1,64.8,5.18,248.9,257.4,7.45,139.6,14.86,0.526,0.52,,1.413,5.65,,,1.701
7/29/2019,11:41:13,26.777,746.1,64.7,5.17,248.9,257.4,7.45,139.6,15.02,0.554,0.54,,1.464,5.85,,,1.724
7/29/2019,11:41:14,26.765,746.1,64.6,5.17,248.9,257.3,7.45,139.6,15.26,0.505,0.49,,1.427,5.7,,,1.734
7/29/2019,11:41:15,26.763,746.1,64.5,5.16,248.9,257.3,7.45,139.7,15.15,0.418,0.41,,1.332,5.31,,,1.775
7/29/2019,11:41:16,26.761,746.1,64.4,5.15,248.9,257.3,7.45,139.7,15.16,0.432,0.42,,1.382,5.52,,,1.8
7/29/2019,11:41:17,26.758,746.1,64.4,5.15,248.9,257.2,7.45,139.7,15.76,0.433,0.42,,1.43,5.71,,,1.822
7/29/2019,11:41:18,26.758,746.1,64.3,5.15,248.8,257.2,7.45,139.7,15.82,0.524,0.51,,1.402,5.6,,,1.857
7/29/2019,11:41:19,26.755,746,64.3,5.14,248.8,257.1,7.45,139.7,15.63,0.519,0.51,,1.404,5.61,,,1.893
7/29/2019,11:41:20,26.743,746.2,64.2,5.13,248.9,257.2,7.45,139.7,16.43,0.439,0.43,,1.429,5.71,,,1.929
7/29/2019,11:41:21,26.738,746.1,64.1,5.13,248.9,257.1,7.45,139.7,17.36,0.45,0.44,,1.456,5.82,,,1.972
7/29/2019,11:41:22,26.737,746.1,64,5.12,248.8,257.1,7.45,139.8,17.45,0.452,0.44,,1.478,5.91,,,2.001
7/29/2019,11:41:23,26.739,746,64,5.12,248.8,257.1,7.45,139.8,17.29,0.405,0.39,,1.429,5.71,,,2.038
7/29/2019,11:41:24,26.74,746.1,63.9,5.11,248.8,257.1,7.44,139.8,16.84,0.431,0.42,,1.399,5.59,,,2.061
7/29/2019,11:41:25,26.741,746.1,63.9,5.11,248.8,257.1,7.44,139.8,16.23,0.424,0.41,,1.435,5.73,,,2.101
7/29/2019,11:41:26,26.743,746.1,63.8,5.11,248.9,257.2,7.44,139.8,16.34,0.397,0.38,,1.429,5.71,,,2.125
7/29/2019,11:41:27,26.745,746,63.8,5.11,249,257.3,7.44,139.8,16.74,0.392,0.38,,1.421,5.68,,,2.168
7/29/2019,11:41:28,26.744,746.1,63.8,5.1,248.9,257.2,7.44,139.8,16.27,0.372,0.36,,1.426,5.7,,,2.21
7/29/2019,11:41:29,26.744,746,63.8,5.1,248.8,257.1,7.44,139.9,16.45,0.424,0.41,,1.407,5.62,,,2.255
7/29/2019,11:41:30,26.744,746.1,63.8,5.1,248.8,257.1,7.44,139.9,16.99,0.442,0.43,,1.436,5.74,,,2.289
7/29/2019,11:41:31,26.743,746,63.7,5.1,248.9,257.2,7.44,139.9,16.91,0.386,0.37,,1.439,5.75,,,2.323
7/29/2019,11:41:32,26.75,746.1,63.7,5.1,248.9,257.2,7.44,139.9,16.36,0.415,0.4,,1.442,5.76,,,2.343
7/29/2019,11:41:33,26.753,746.1,63.7,5.1,248.9,257.2,7.44,139.9,16.57,0.453,0.44,,1.486,5.94,,,2.364
7/29/2019,11:41:34,26.746,746.2,63.7,5.1,248.8,257.1,7.44,140,16.87,0.487,0.48,,1.473,5.89,,,2.411
7/29/2019,11:41:35,26.739,746.1,63.7,5.1,248.9,257.2,7.44,140,17,0.472,0.46,,1.423,5.69,,,2.438
7/29/2019,11:41:36,26.737,746.2,63.7,5.1,249,257.2,7.44,140,17.37,0.441,0.43,,1.356,5.41,,,2.46
7/29/2019,11:41:37,26.736,746,63.6,5.09,248.9,257.2,7.44,140,18.18,0.413,0.4,,1.388,5.54,,,2.488
7/29/2019,11:41:38,26.732,746.1,63.6,5.09,248.9,257.1,7.44,140,17.99,0.409,0.4,,1.478,5.91,,,2.514
7/29/2019,11:41:39,26.73,746,63.6,5.09,248.9,257.1,7.44,140,17.77,0.454,0.44,,1.489,5.95,,,2.515
7/29/2019,11:41:40,26.726,746.2,63.5,5.09,248.8,257,7.44,140,19.51,0.455,0.44,,1.525,6.1,,,2.515
7/29/2019,11:41:41,26.725,746,63.5,5.08,248.9,257.1,7.44,140.1,19.67,0.423,0.41,,1.521,6.08,,,2.522
7/29/2019,11:41:42,26.729,746.1,63.5,5.08,249,257.2,7.44,140.1,18.2,0.42,0.41,,1.45,5.8,,,2.551
7/29/2019,11:41:43,26.731,746.1,63.5,5.08,248.9,257.1,7.44,140.1,17.97,0.437,0.42,,1.432,5.72,,,2.607
7/29/2019,11:41:44,26.731,746.1,63.5,5.08,248.8,257,7.44,140.1,18.95,0.415,0.4,,1.497,5.99,,,2.664
7/29/2019,11:41:45,26.727,746.2,63.5,5.08,248.9,257.1,7.44,140.1,20.7,0.392,0.38,,1.535,6.14,,,2.727
7/29/2019,11:41:46,26.723,746.1,63.4,5.08,248.9,257.1,7.44,140.1,21.57,0.452,0.44,,1.499,5.99,,,2.765
7/29/2019,11:41:47,26.726,746.1,63.4,5.08,248.8,257,7.44,140.1,19.45,0.43,0.42,,1.49,5.96,,,2.804
7/29/2019,11:41:48,26.735,746.2,63.4,5.08,248.8,257.1,7.44,140.1,18.13,0.374,0.36,,1.467,5.86,,,2.836
7/29/2019,11:41:49,26.735,746.2,63.4,5.07,249,257.3,7.44,140.1,18.95,0.4,0.39,,1.435,5.73,,,2.882
7/29/2019,11:41:50,26.733,746.1,63.4,5.07,249,257.2,7.44,140.2,19.78,0.392,0.38,,1.451,5.8,,,2.918
7/29/2019,11:41:51,26.729,746.1,63.4,5.07,249,257.2,7.44,140.2,19.97,0.452,0.44,,1.443,5.76,,,2.937
7/29/2019,11:41:52,26.726,746,63.4,5.07,249.1,257.3,7.44,140.2,20.29,0.46,0.45,,1.426,5.7,,,2.957
7/29/2019,11:41:53,26.725,746.1,63.3,5.07,249.1,257.3,7.44,140.3,19.83,0.421,0.41,,1.458,5.83,,,2.981
7/29/2019,11:41:54,26.721,746.2,63.3,5.07,249,257.2,7.44,140.3,19.74,0.422,0.41,,1.46,5.84,,,3.006
7/29/2019,11:41:55,26.72,746.2,63.3,5.07,249,257.2,7.44,140.3,20.59,0.411,0.4,,1.441,5.76,,,3.029
7/29/2019,11:41:56,26.72,746.2,63.3,5.06,249,257.2,7.44,140.3,22.97,0.407,0.39,,1.437,5.74,,,3.053
7/29/2019,11:41:57,26.717,746.2,63.3,5.06,249,257.1,7.44,140.3,24.44,0.446,0.43,,1.452,5.8,,,3.082
7/29/2019,11:41:58,26.716,746.2,63.2,5.06,249,257.1,7.43,140.3,23.28,0.481,0.47,,1.432,5.72,,,3.095
7/29/2019,11:41:59,26.716,746,63.2,5.06,249,257.2,7.43,140.4,22.74,0.467,0.46,,1.397,5.58,,,3.123
7/29/2019,11:42:00,26.716,746.1,63.2,5.06,249.1,257.2,7.43,140.4,22.73,0.411,0.4,,1.468,5.87,,,3.177
7/29/2019,11:42:01,26.718,746.2,63.2,5.06,249,257.1,7.43,140.4,21.58,0.407,0.39,,1.501,6,,,3.187
7/29/2019,11:42:02,26.721,746.1,63.2,5.06,248.9,257.1,7.43,140.4,19.8,0.422,0.41,,1.463,5.85,,,3.228
7/29/2019,11:42:03,26.73,746.2,63.2,5.06,248.9,257.1,7.43,140.4,17.99,0.394,0.38,,1.447,5.78,,,3.302
7/29/2019,11:42:04,26.733,746.1,63.2,5.06,249,257.2,7.43,140.4,18.37,0.451,0.44,,1.442,5.76,,,3.345
7/29/2019,11:42:05,26.731,746,63.2,5.06,249,257.3,7.43,140.4,18.99,0.463,0.45,,1.44,5.75,,,3.416
7/29/2019,11:42:06,26.729,746.2,63.2,5.06,249,257.2,7.43,140.4,17.43,0.389,0.38,,1.395,5.57,,,3.476
7/29/2019,11:42:07,26.729,746.1,63.2,5.06,249,257.2,7.43,140.5,15.33,0.399,0.39,,1.383,5.52,,,3.512
7/29/2019,11:42:08,26.731,746.2,63.2,5.06,249,257.2,7.43,140.5,17.3,0.454,0.44,,1.422,5.68,,,3.56
7/29/2019,11:42:09,26.73,746.1,63.2,5.06,248.9,257.1,7.43,140.5,21.36,0.411,0.4,,1.434,5.73,,,3.592
7/29/2019,11:42:10,26.727,746.2,63.2,5.06,248.9,257.1,7.43,140.5,22.65,0.353,0.34,,1.46,5.83,,,3.61
7/29/2019,11:42:11,26.723,746.2,63.3,5.06,248.8,257,7.43,140.5,18.25,0.37,0.36,,1.506,6.02,,,3.615
7/29/2019,11:42:12,26.721,746.2,63.3,5.06,248.8,257,7.43,140.5,22.08,0.38,0.37,,1.5,6,,,3.641
7/29/2019,11:42:13,26.718,746.1,63.2,5.06,248.9,257.1,7.43,140.6,30.19,0.436,0.42,,1.456,5.82,,,3.678
7/29/2019,11:42:14,26.716,746.1,63.2,5.06,248.9,257.1,7.43,140.6,21.05,0.438,0.43,,1.454,5.81,,,3.728
7/29/2019,11:42:15,26.718,746,63.2,5.06,248.9,257.1,7.43,140.6,19.64,0.394,0.38,,1.468,5.87,,,3.757
7/29/2019,11:42:16,26.719,746.1,63.2,5.06,248.9,257.1,7.43,140.6,21.42,0.415,0.4,,1.443,5.77,,,3.776
7/29/2019,11:42:17,26.718,746.1,63.2,5.06,248.9,257.1,7.43,140.6,22.49,0.434,0.42,,1.441,5.76,,,3.806
7/29/2019,11:42:18,26.718,746.1,63.2,5.06,248.9,257.1,7.43,140.6,24.41,0.398,0.38,,1.506,6.02,,,3.81
7/29/2019,11:42:19,26.717,746.1,63.1,5.05,249,257.2,7.43,140.6,23.2,0.365,0.35,,1.519,6.08,,,3.818
7/29/2019,11:42:20,26.717,746.1,63.1,5.05,248.9,257.1,7.43,140.6,21.7,0.409,0.4,,1.479,5.91,,,3.833
7/29/2019,11:42:21,26.717,746.1,63.1,5.05,248.9,257,7.43,140.7,21.61,0.412,0.4,,1.517,6.07,,,3.844
7/29/2019,11:42:22,26.718,746.2,63.1,5.05,248.9,257.1,7.43,140.7,21.86,0.371,0.36,,1.498,5.99,,,3.893
7/29/2019,11:42:23,26.718,746.1,63.1,5.05,249,257.1,7.43,140.7,21.8,0.418,0.4,,1.415,5.65,,,3.94
7/29/2019,11:42:24,26.718,746.2,63.1,5.05,249,257.1,7.43,140.7,22.44,0.438,0.43,,1.469,5.87,,,3.972
7/29/2019,11:42:25,26.718,746.1,63.1,5.05,249,257.2,7.43,140.7,22.59,0.42,0.41,,1.474,5.89,,,3.987
7/29/2019,11:42:26,26.719,746.1,63.1,5.05,248.9,257.1,7.43,140.7,21.25,0.439,0.43,,1.405,5.61,,,4.024
7/29/2019,11:42:27,26.718,746.1,63.1,5.05,248.9,257.1,7.43,140.7,20.51,0.458,0.45,,1.416,5.66,,,4.06
7/29/2019,11:42:28,26.717,746,63.1,5.05,248.9,257.1,7.43,140.8,20.94,0.448,0.44,,1.49,5.96,,,4.089
7/29/2019,11:42:29,26.717,746.1,63.1,5.05,248.9,257.1,7.43,140.8,22.47,0.409,0.4,,1.552,6.21,,,4.115
7/29/2019,11:42:30,26.717,746.1,63.1,5.05,248.9,257.1,7.43,140.8,23.64,0.432,0.42,,1.513,6.05,,,4.13
7/29/2019,11:42:31,26.717,746.1,63.1,5.05,248.9,257.1,7.43,140.8,25.94,0.414,0.4,,1.478,5.91,,,4.163
7/29/2019,11:42:32,26.716,746.1,63.1,5.05,249,257.1,7.43,140.8,26.65,0.39,0.38,,1.452,5.8,,,4.212
7/29/2019,11:42:33,26.717,746.2,63,5.05,249,257.2,7.43,140.8,26.06,0.372,0.36,,1.456,5.82,,,4.275
7/29/2019,11:42:34,26.716,746.1,63,5.04,249.1,257.3,7.43,140.8,25.27,0.439,0.43,,1.522,6.09,,,4.356
7/29/2019,11:42:35,26.716,746.2,63,5.04,249,257.2,7.43,140.8,27.55,0.485,0.47,,1.519,6.08,,,4.435
7/29/2019,11:42:36,26.717,746,63,5.04,249,257.2,7.43,140.8,22.24,0.437,0.42,,1.506,6.02,,,4.506
7/29/2019,11:42:37,26.716,746.1,63,5.04,249,257.1,7.43,140.8,20.25,0.469,0.46,,1.501,6,,,4.574
7/29/2019,11:42:38,26.717,746.1,63,5.04,249.1,257.2,7.43,140.8,25.53,0.437,0.42,,1.485,5.94,,,4.64
7/29/2019,11:42:39,26.717,746.2,63,5.05,249.1,257.3,7.43,140.8,27.44,0.45,0.44,,1.52,6.08,,,4.693
7/29/2019,11:42:40,26.715,746,63,5.04,249.1,257.2,7.43,140.9,28.75,0.438,0.43,,1.51,6.04,,,4.729
7/29/2019,11:42:41,26.714,746,63,5.04,249,257.1,7.43,140.9,34.68,0.429,0.42,,1.54,6.16,,,4.769
7/29/2019,11:42:42,26.714,746.1,63,5.04,249,257.2,7.43,140.9,36.3,0.524,0.51,,1.487,5.95,,,4.858
7/29/2019,11:42:43,26.715,746.1,62.9,5.04,249.1,257.2,7.43,140.9,21.43,0.51,0.5,,1.421,5.68,,,4.913
7/29/2019,11:42:44,26.715,746.2,62.9,5.04,249.1,257.2,7.43,140.9,27.5,0.457,0.44,,1.48,5.92,,,4.911
7/29/2019,11:42:45,26.715,746,62.9,5.04,249.1,257.2,7.43,140.9,37.46,0.417,0.4,,1.504,6.02,,,4.9
