Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
5/29/2019,10:25:44,24.319,740.1,106.1,8.88,229.8,226.8,8.8,177.9,10.47,0.576,0.57,,0.418,1.59,,,0
5/29/2019,10:25:45,24.393,740.1,111.1,9.28,230.7,228,8.7,182.6,10.17,0.57,0.56,,0.685,2.68,,,0
5/29/2019,10:25:46,24.475,740.1,113.2,9.45,230.6,228.3,8.69,183,9.84,0.579,0.57,,2.793,11.27,,,0
5/29/2019,10:25:47,24.545,740.1,119.5,9.96,230.1,228.1,8.68,183.7,9.55,0.579,0.57,,2.695,10.87,,,0
5/29/2019,10:25:48,24.622,740.2,123,10.24,229.8,228.1,8.66,184.3,9.26,0.591,0.58,,3.033,12.24,,,0
5/29/2019,10:25:49,24.686,740.1,125.3,10.42,229.5,228.1,8.66,184.7,8.98,0.609,0.6,,3.399,13.73,,,0.005
5/29/2019,10:25:50,24.754,740,126.7,10.52,229.1,228,8.65,184.9,8.66,0.617,0.61,,3.42,13.82,,,0.012
5/29/2019,10:25:51,24.811,740,127.9,10.61,228.8,227.9,8.65,185,8.37,0.637,0.63,,3.543,14.32,,,0.019
5/29/2019,10:25:52,24.86,740,129.1,10.7,228.5,227.8,8.65,185,8.07,0.649,0.64,,3.665,14.82,,,0.03
5/29/2019,10:25:53,24.915,740,130,10.76,228.2,227.8,8.65,185.1,7.79,0.672,0.66,,3.743,15.14,,,0.041
5/29/2019,10:25:54,24.958,740,130.9,10.82,227.9,227.7,8.64,185.1,7.5,0.684,0.68,,3.776,15.27,,,0.054
5/29/2019,10:25:55,25,739.9,131.5,10.87,227.7,227.7,8.64,185.1,7.19,0.699,0.69,,3.824,15.47,,,0.07
5/29/2019,10:25:56,24.989,740,132,10.9,227.6,227.6,8.64,185.1,6.92,0.715,0.71,,3.866,15.64,,,0.087
5/29/2019,10:25:57,24.945,740,132.3,10.93,227.7,227.5,8.64,185.2,6.83,0.74,0.73,,4.954,20.07,,,0.844
5/29/2019,10:25:58,24.892,740,132.3,10.94,227.8,227.3,8.63,185.3,6.89,0.769,0.76,,4.493,18.19,,,1.001
5/29/2019,10:25:59,24.808,740.2,132.2,10.95,227.9,227.2,8.63,185.4,6.94,0.783,0.78,,4.087,16.54,,,1.088
5/29/2019,10:26:00,24.726,740.2,131.9,10.94,228.1,226.9,8.51,185.5,6.98,0.803,0.8,,4.479,18.14,,,1.094
5/29/2019,10:26:01,24.634,740.3,127.3,10.58,228.2,226.7,8.5,185.6,7.04,0.801,0.8,,3.197,12.91,,,1.099
5/29/2019,10:26:02,24.544,740.2,125.5,10.44,228.3,226.4,8.47,185.7,7.08,0.809,0.8,,4.18,16.92,,,1.14
5/29/2019,10:26:03,24.437,740.3,123.9,10.33,228.5,226.1,8.45,185.8,7.14,0.81,0.8,,3.735,15.1,,,1.181
