Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/29/2019,11:16:21,27.122,745.9,69,5.48,246.2,256.2,7.53,128.5,11.38,0.333,0.32,,1.041,4.13,,,0
7/29/2019,11:16:22,27.118,746,69,5.48,246.4,256.3,7.53,128.5,11.61,0.351,0.34,,1.051,4.17,,,0
7/29/2019,11:16:23,27.118,746,68.9,5.48,246.4,256.3,7.53,128.3,11.54,0.351,0.34,,1.051,4.17,,,0
7/29/2019,11:16:24,27.125,745.8,68.9,5.47,246.4,256.4,7.53,128.2,11.82,0.303,0.29,,1.036,4.11,,,0
7/29/2019,11:16:25,27.124,746,68.9,5.47,246.3,256.3,7.53,128.1,11.89,0.349,0.33,,1.057,4.19,,,0
7/29/2019,11:16:26,27.12,746,68.8,5.47,246.5,256.4,7.53,128,11.67,0.364,0.35,,1.085,4.31,,,0
7/29/2019,11:16:27,27.115,746,68.8,5.47,246.5,256.5,7.53,127.9,11.68,0.284,0.27,,1.081,4.29,,,0
7/29/2019,11:16:28,27.113,745.9,68.8,5.47,246.4,256.4,7.53,127.8,11.67,0.268,0.25,,1.068,4.24,,,0
7/29/2019,11:16:29,27.113,746,68.7,5.46,246.4,256.3,7.53,127.7,11.61,0.405,0.39,,1.082,4.3,,,0
7/29/2019,11:16:30,27.11,746,68.7,5.46,246.4,256.3,7.53,127.9,11.88,0.398,0.38,,1.089,4.32,,,0
7/29/2019,11:16:31,27.102,746,68.7,5.46,246.5,256.4,7.53,127.8,12.02,0.341,0.33,,1.111,4.41,,,0.003
7/29/2019,11:16:32,27.099,746,68.6,5.45,246.5,256.3,7.53,127.4,12.11,0.355,0.34,,1.112,4.42,,,0.024
7/29/2019,11:16:33,27.099,745.9,68.6,5.45,246.4,256.3,7.53,127.2,12.13,0.362,0.35,,1.122,4.46,,,0.061
7/29/2019,11:16:34,27.096,745.9,68.4,5.44,246.5,256.4,7.53,127.1,12.17,0.333,0.32,,1.12,4.45,,,0.086
7/29/2019,11:16:35,27.095,745.9,68.4,5.43,246.5,256.3,7.53,127.1,12.49,0.378,0.36,,1.127,4.48,,,0.084
7/29/2019,11:16:36,27.09,745.9,68.3,5.43,246.4,256.3,7.53,127.1,12.51,0.305,0.29,,1.144,4.55,,,0.093
7/29/2019,11:16:37,27.089,746,68.2,5.42,246.4,256.3,7.53,127,12.35,0.296,0.28,,1.126,4.48,,,0.107
7/29/2019,11:16:38,27.097,746,68.2,5.42,246.4,256.3,7.53,127,12.21,0.479,0.47,,1.115,4.43,,,0.13
7/29/2019,11:16:39,27.103,745.8,68.1,5.42,246.5,256.4,7.53,126.9,11.99,0.444,0.43,,1.097,4.36,,,0.137
