Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/11/2019,12:50:17,29.27,747.5,120.2,9.2,248.8,269.1,8.82,172.7,1.42,0.64,0.63,,2.06,8.28,,,0.192
7/11/2019,12:50:18,29.272,747.5,123.2,9.43,249.3,269.7,8.82,175.8,1.22,0.643,0.64,,2.018,8.11,,,0.191
7/11/2019,12:50:19,29.273,747.5,126,9.64,249.5,269.9,8.83,177.4,1.34,0.635,0.63,,1.918,7.7,,,0.208
7/11/2019,12:50:20,29.282,747.5,128.3,9.81,249.5,269.9,8.83,177.9,1.4,0.602,0.59,,1.901,7.63,,,0.221
7/11/2019,12:50:21,29.295,747.5,132.2,10.11,249.4,269.9,8.82,178.3,1.59,0.612,0.6,,1.943,7.8,,,0.244
7/11/2019,12:50:22,29.301,747.5,134.5,10.29,249.4,269.9,8.82,178.4,1.48,0.657,0.65,,1.957,7.86,,,0.299
7/11/2019,12:50:23,29.301,747.5,136.7,10.46,249.3,269.8,8.82,178.6,1.48,0.588,0.58,,1.95,7.83,,,0.349
7/11/2019,12:50:24,29.301,747.4,138.4,10.58,249.3,269.8,8.82,178.8,1.54,0.592,0.58,,1.984,7.97,,,0.369
7/11/2019,12:50:25,29.3,747.5,139.9,10.7,249.4,269.9,8.82,179,1.45,0.689,0.68,,1.97,7.91,,,0.389
7/11/2019,12:50:26,29.304,747.5,141.1,10.79,249.5,270,8.82,179.7,1.43,0.635,0.63,,1.95,7.83,,,0.441
7/11/2019,12:50:27,29.308,747.5,142,10.86,249.4,270,8.82,179.9,1.48,0.578,0.57,,1.947,7.82,,,0.45
7/11/2019,12:50:28,29.312,747.5,143.2,10.95,249.4,270,8.82,180,1.45,0.576,0.57,,1.943,7.8,,,0.512
