Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
6/12/2019,12:51:09,25.258,746,106,8.71,267.6,269,7.4,277.5,0.66,0.795,0.79,,2.369,9.54,,,0.016
6/12/2019,12:51:10,25.263,746,106,8.71,267.6,269,7.45,277.3,0.66,0.815,0.81,,2.723,10.98,,,0.017
6/12/2019,12:51:11,25.262,746,106,8.71,267.7,269,7.47,277.2,0.65,0.836,0.83,,2.696,10.87,,,0.019
6/12/2019,12:51:12,25.262,746,106,8.71,267.7,269,7.5,277,0.63,0.857,0.85,,2.833,11.43,,,0.022
6/12/2019,12:51:13,25.263,746,106,8.71,267.7,269,7.52,276.9,0.65,0.875,0.87,,2.562,10.33,,,0.024
6/12/2019,12:51:14,25.262,746,106,8.71,267.7,269,7.54,276.8,0.64,0.884,0.88,,2.511,10.12,,,0.026
6/12/2019,12:51:15,25.264,746,106,8.71,267.7,269,7.56,276.6,0.63,0.895,0.89,,2.528,10.19,,,0.029
6/12/2019,12:51:16,25.27,746,106,8.71,267.7,269.1,7.69,276.5,0.65,0.903,0.9,,2.57,10.36,,,0.031
6/12/2019,12:51:17,25.278,746,106,8.71,267.8,269.2,7.77,276.3,0.63,0.905,0.9,,2.626,10.59,,,0.035
6/12/2019,12:51:18,25.284,746,106,8.71,267.8,269.3,7.82,276.1,0.62,0.896,0.89,,2.657,10.71,,,0.042
6/12/2019,12:51:19,25.29,745.9,106,8.7,267.8,269.3,7.84,275.9,0.62,0.894,0.89,,2.653,10.7,,,0.049
6/12/2019,12:51:20,25.296,746,106,8.7,267.9,269.4,7.85,275.7,0.65,0.897,0.89,,2.671,10.77,,,0.057
6/12/2019,12:51:21,25.3,746,106,8.7,267.9,269.5,7.87,275.5,0.64,0.897,0.89,,2.929,11.82,,,0.067
6/12/2019,12:51:22,25.306,746,106,8.7,268,269.6,7.88,275.3,0.63,0.899,0.9,,2.57,10.36,,,0.082
6/12/2019,12:51:23,25.309,746,106,8.7,268.1,269.7,7.89,275.1,0.65,0.903,0.9,,3.687,14.91,,,0.094
6/12/2019,12:51:24,25.312,746,106,8.7,268.1,269.7,7.9,275,0.68,0.893,0.89,,2.69,10.85,,,0.105
6/12/2019,12:51:25,25.322,746,106,8.7,268.2,269.8,7.92,274.5,0.68,0.895,0.89,,2.69,10.85,,,0.123
6/12/2019,12:51:26,25.33,746,106,8.7,268.2,269.9,7.93,274.2,0.7,0.898,0.9,,2.784,11.23,,,0.14
6/12/2019,12:51:27,25.337,746,106,8.7,268.3,270,7.93,273.9,0.72,0.895,0.89,,2.822,11.39,,,0.16
6/12/2019,12:51:28,25.344,746,105.9,8.69,268.3,270.1,7.94,273.5,0.72,0.898,0.9,,2.842,11.47,,,0.178
6/12/2019,12:51:29,25.35,746,105.9,8.69,268.3,270.1,7.95,273.2,0.75,0.9,0.9,,2.898,11.7,,,0.196
6/12/2019,12:51:30,25.351,746,105.9,8.69,268.3,270.1,7.96,272.9,0.75,0.904,0.9,,3.088,12.47,,,0.216
6/12/2019,12:51:31,25.35,746,105.9,8.69,268.3,270.1,7.96,272.6,0.74,0.907,0.9,,3.196,12.91,,,0.24
6/12/2019,12:51:32,25.349,746,105.9,8.69,268.3,270.1,7.97,272.4,0.75,0.903,0.9,,2.577,10.39,,,0.26
6/12/2019,12:51:33,25.346,746,105.9,8.69,268.3,270.1,8.06,272.1,0.75,0.902,0.9,,2.577,10.39,,,0.281
6/12/2019,12:51:34,25.344,746,105.9,8.69,268.3,270.1,8.07,271.9,0.75,0.902,0.9,,2.609,10.52,,,0.298
6/12/2019,12:51:35,25.341,745.9,105.9,8.69,268.3,270.1,8.07,271.6,0.74,0.904,0.9,,2.678,10.8,,,0.329
6/12/2019,12:51:36,25.341,746,105.9,8.69,268.3,270.1,8.08,271.4,0.77,0.907,0.9,,2.871,11.58,,,0.352
6/12/2019,12:51:37,25.341,746,105.8,8.69,268.3,270,8.08,271.2,0.79,0.915,0.91,,2.697,10.88,,,0.375
6/12/2019,12:51:38,25.34,746.1,105.8,8.69,268.3,270.1,8.09,271,0.81,0.916,0.91,,3.521,14.23,,,0.399
6/12/2019,12:51:39,25.337,746,105.8,8.68,268.3,270.1,8.09,270.8,0.81,0.916,0.91,,2.584,10.42,,,0.428
6/12/2019,12:51:40,25.336,746,105.8,8.68,268.4,270.1,8.1,270.6,0.8,0.913,0.91,,3.475,14.04,,,0.454
6/12/2019,12:51:41,25.334,746,105.8,8.68,268.4,270.1,8.1,270.5,0.79,0.914,0.91,,3.293,13.31,,,0.48
6/12/2019,12:51:42,25.333,746,105.8,8.68,268.4,270.1,8.1,270.4,0.78,0.907,0.9,,2.625,10.58,,,0.505
6/12/2019,12:51:43,25.332,745.9,105.8,8.68,268.4,270.1,8.11,270.3,0.77,0.911,0.91,,2.641,10.65,,,0.537
6/12/2019,12:51:44,25.332,746,105.7,8.68,268.5,270.2,8.11,270.2,0.76,0.908,0.91,,2.641,10.65,,,0.558
6/12/2019,12:51:45,25.332,745.9,105.7,8.68,268.5,270.2,8.12,270.1,0.8,0.895,0.89,,2.688,10.84,,,0.591
6/12/2019,12:51:46,25.333,746,105.7,8.68,268.5,270.2,8.12,270,0.82,0.894,0.89,,2.74,11.05,,,0.619
6/12/2019,12:51:47,25.333,746,105.7,8.67,268.5,270.3,8.12,270,0.82,0.888,0.88,,2.802,11.3,,,0.654
6/12/2019,12:51:48,25.334,746,105.6,8.67,268.6,270.3,8.12,269.9,0.83,0.877,0.87,,2.782,11.22,,,0.684
6/12/2019,12:51:49,25.333,746,105.6,8.67,268.6,270.3,8.13,269.9,0.84,0.866,0.86,,2.778,11.21,,,0.709
6/12/2019,12:51:50,25.332,746,105.6,8.67,268.6,270.3,8.13,269.9,0.86,0.853,0.85,,2.728,11,,,0.746
6/12/2019,12:51:51,25.332,746,105.6,8.66,268.6,270.4,8.13,269.8,0.85,0.848,0.84,,2.727,11,,,0.785
6/12/2019,12:51:52,25.331,746,105.5,8.66,268.7,270.4,8.13,269.8,0.83,0.837,0.83,,2.699,10.88,,,0.819
6/12/2019,12:51:53,25.331,746,105.5,8.66,268.7,270.4,8.14,269.8,0.81,0.837,0.83,,2.689,10.84,,,0.854
6/12/2019,12:51:54,25.33,745.9,105.4,8.65,268.7,270.4,8.14,269.8,0.78,0.827,0.82,,2.688,10.84,,,0.889
6/12/2019,12:51:55,25.33,746,105.4,8.65,268.7,270.4,8.14,269.8,0.77,0.816,0.81,,2.65,10.68,,,0.929
6/12/2019,12:51:56,25.33,746,105.3,8.65,268.7,270.4,8.14,269.7,0.81,0.806,0.8,,2.637,10.63,,,0.963
6/12/2019,12:51:57,25.329,746,105.3,8.64,268.7,270.4,8.14,269.7,0.82,0.798,0.79,,2.616,10.55,,,0.996
6/12/2019,12:51:58,25.327,746,105.2,8.64,268.7,270.4,8.14,269.7,0.84,0.78,0.78,,2.58,10.4,,,1.028
