KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,4/26/2019 18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.46,1.76,398.7,3.178,491.4,56.7,56.4,5.51,144.7,4.517,0.23,484.6,0.71,0.74,315,3.69,0,NA,-45.9,15.756,3.184,38.95082,-92.30716,206.3,2.13,12,744.8
,,,STANDARD DEVIATION:,0.6,2.4,12.2,1.879,9.1,29,28.8,2.75,19.2,2.672,0,8.2,1.97,1.97,5,2.07,0,0.12,6.8,1.976,1.878,0.00001,0.00001,0.8,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17D109804,17D109804,17C104840,17K104869,17C104840,18D104460,18D104460,18D104460,17G100339,17K104869,17C104840,17C104840,17D109804,17D109804,17C104840,17D108184,17D108184,17G100339,17G100339,17C104840,17K104869,17E100519,17E100519,17E100519,17E100519,17E100519,17E100519
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
4/26/2019,9:15:39,0,stephens,0.25,0.91,401.7,-0.002,480.7,87.8,87.3,8.49,145.4,-0.003,0.23,474.5,0.08,0.11,308,2.6,0,7.43,-45.2,16.972,-0.002,38.95081,-92.30715,206.7,2.13,11.9,744.8
4/26/2019,9:15:40,0,stephens,0.26,0.95,402.1,-0.003,481,87.4,86.9,8.44,145.4,-0.004,0.23,474.8,0.08,0.11,309,2.56,0,7.43,-45.2,16.978,-0.003,38.95081,-92.30714,206.6,2.13,11.9,744.8
4/26/2019,9:15:41,0,stephens,0.36,1.37,402.2,-0.002,481.4,86.5,86,8.36,145.7,-0.003,0.23,475.2,0.06,0.09,309,2.51,0,7.43,-45.4,16.958,-0.002,38.95081,-92.30714,206.6,2.13,11.9,744.8
4/26/2019,9:15:42,0,stephens,0.46,1.77,402.1,-0.002,481.3,86,85.4,8.3,145.8,-0.002,0.23,475.1,0.03,0.06,309,2.54,0,7.43,-45.4,16.953,-0.002,38.95081,-92.30714,206.6,2.13,11.9,744.7
4/26/2019,9:15:43,0,stephens,0.44,1.7,402,-0.002,481,85.3,84.7,8.24,146,-0.003,0.23,474.8,0.09,0.11,309,2.51,0,7.43,-45.4,16.975,-0.002,38.95081,-92.30714,206.6,2.13,11.9,744.8
