Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/11/2019,13:03:51,29.234,747.4,118.9,9.1,248.7,268.9,8.77,192.9,2.28,1,1,,1.956,7.86,,,0.275
7/11/2019,13:03:52,29.244,747.4,122.4,9.37,249.3,269.5,8.79,193.2,1.88,0.691,0.68,,2.056,8.26,,,0.326
7/11/2019,13:03:53,29.241,747.5,123.9,9.48,249.6,269.8,8.79,193.3,1.49,0.624,0.62,,2.066,8.3,,,0.371
7/11/2019,13:03:54,29.242,747.4,127.1,9.73,249.6,269.8,8.8,193.4,1.58,0.601,0.59,,2.028,8.15,,,0.406
7/11/2019,13:03:55,29.242,747.3,130.3,9.98,249.8,270.1,8.81,193.4,1.64,0.556,0.55,,2.029,8.15,,,0.442
7/11/2019,13:03:56,29.244,747.3,132.7,10.15,249.9,270.2,8.81,193.5,1.49,0.583,0.57,,2.007,8.06,,,0.511
7/11/2019,13:03:57,29.239,747.3,135,10.33,249.9,270.1,8.81,193.5,1.54,0.7,0.69,,2.119,8.52,,,0.568
7/11/2019,13:03:58,29.211,747.4,136.5,10.45,249.9,270.1,8.82,193.1,1.68,0.653,0.65,,2.27,9.13,,,0.615
7/11/2019,13:03:59,29.201,747.4,138.1,10.58,249.9,269.9,8.82,192.5,1.59,0.62,0.61,,2.307,9.29,,,0.664
7/11/2019,13:04:00,29.201,747.3,139.5,10.69,249.8,269.8,8.82,192.2,1.59,0.657,0.65,,2.244,9.03,,,0.718
7/11/2019,13:04:01,29.2,747.5,140.9,10.79,249.8,269.8,8.82,192,1.61,0.701,0.69,,2.271,9.14,,,0.757
7/11/2019,13:04:02,29.202,747.3,141.9,10.87,249.9,269.9,8.82,191.8,1.58,0.69,0.68,,2.363,9.51,,,0.789
7/11/2019,13:04:03,29.211,747.4,142.9,10.94,249.9,269.9,8.82,191.4,1.69,0.595,0.59,,2.341,9.43,,,0.816
7/11/2019,13:04:04,29.214,747.4,143.6,11,249.8,269.9,8.82,191.3,1.6,0.603,0.59,,2.333,9.39,,,0.834
7/11/2019,13:04:05,29.206,747.3,144.4,11.06,249.8,269.8,8.82,191.1,1.59,0.703,0.7,,2.365,9.52,,,0.868
7/11/2019,13:04:06,29.194,747.4,144.9,11.1,249.8,269.8,8.83,190.8,1.65,0.731,0.73,,2.431,9.79,,,0.887
7/11/2019,13:04:07,29.185,747.4,145.5,11.14,249.7,269.7,8.83,190.5,1.64,0.691,0.68,,2.537,10.22,,,0.906
7/11/2019,13:04:08,29.176,747.3,145.9,11.18,249.7,269.6,8.83,190.2,1.62,0.663,0.65,,2.557,10.3,,,0.934
