"","Date","Time","X.C","mmHg","DO..","DO.mg.L","SPC.uS.cm","C.uS.cm","pH","ORP.mV","FNU","BGA.PC.RFU","BGA.PC.ug.L","BGA.PC.c.mL","Chl.RFU","Chl.ug.L","PAR1.ppfd","PAR2.ppfd","DEP.m"
"17","10/16/2019","15:01:21",17.883,743.1,94.6,8.97,177.7,153.5,14.47,234.7,5.99,1.112,1.11,NA,1.809,7.26,NA,NA,0.298
"18","10/16/2019","15:01:22",17.879,743.2,94.6,8.97,177.7,153.5,14.47,234.9,6.05,1.114,1.12,NA,1.87,7.51,NA,NA,0.321
"19","10/16/2019","15:01:23",17.877,743.2,94.5,8.97,177.7,153.5,14.46,235.1,6.21,1.175,1.18,NA,1.863,7.48,NA,NA,0.35
"20","10/16/2019","15:01:24",17.873,743,94.5,8.96,177.7,153.5,14.46,235.3,6.37,1.205,1.21,NA,1.841,7.39,NA,NA,0.371
"21","10/16/2019","15:01:25",17.867,743.2,94.5,8.96,177.6,153.4,14.46,235.4,6.51,1.153,1.15,NA,1.917,7.7,NA,NA,0.398
"22","10/16/2019","15:01:26",17.858,743.1,94.5,8.96,177.6,153.4,14.45,235.6,6.44,1.202,1.2,NA,1.989,7.99,NA,NA,0.428
"23","10/16/2019","15:01:27",17.842,743.1,94.5,8.97,177.6,153.4,14.45,235.6,6.37,1.252,1.26,NA,1.994,8.01,NA,NA,0.463
"24","10/16/2019","15:01:28",17.834,743.1,94.5,8.97,177.7,153.4,14.45,235.7,6.59,1.26,1.26,NA,2.088,8.39,NA,NA,0.487
"25","10/16/2019","15:01:29",17.835,743.2,94.5,8.97,177.7,153.4,14.44,235.7,6.73,1.211,1.21,NA,2.15,8.65,NA,NA,0.512
"26","10/16/2019","15:01:30",17.835,743.2,94.5,8.97,177.6,153.3,14.44,235.8,6.56,1.23,1.23,NA,2.094,8.42,NA,NA,0.543
"27","10/16/2019","15:01:31",17.823,743,94.4,8.97,177.6,153.3,14.44,236,6.22,1.257,1.26,NA,2.087,8.39,NA,NA,0.557
"28","10/16/2019","15:01:32",17.812,743.1,94.4,8.97,177.7,153.3,14.43,236,6.34,1.26,1.26,NA,2.194,8.82,NA,NA,0.564
"29","10/16/2019","15:01:33",17.805,743.2,94.4,8.97,177.6,153.2,14.43,236.2,6.59,1.325,1.33,NA,2.279,9.17,NA,NA,0.581
"30","10/16/2019","15:01:34",17.783,743.1,94.5,8.98,177.6,153.2,14.43,236.4,6.46,1.394,1.4,NA,2.267,9.12,NA,NA,0.591
"31","10/16/2019","15:01:35",17.744,743.2,94.5,8.99,177.7,153,14.43,236.5,6.51,1.432,1.44,NA,2.282,9.19,NA,NA,0.599
"32","10/16/2019","15:01:36",17.711,743.1,94.5,8.99,177.6,152.9,14.43,236.7,6.67,1.418,1.43,NA,2.363,9.51,NA,NA,0.61
"33","10/16/2019","15:01:37",17.712,743.1,94.5,9,177.5,152.8,14.42,237,6.64,1.385,1.39,NA,2.433,9.8,NA,NA,0.618
"34","10/16/2019","15:01:38",17.714,743.1,94.6,9,177.5,152.8,14.42,237.2,6.68,1.365,1.37,NA,2.494,10.05,NA,NA,0.626
"35","10/16/2019","15:01:39",17.711,743.2,94.5,9,177.5,152.7,14.42,237.4,6.61,1.426,1.43,NA,2.485,10.01,NA,NA,0.636
"36","10/16/2019","15:01:40",17.688,743.1,94.5,9,177.5,152.7,14.42,237.6,6.58,1.465,1.47,NA,2.562,10.33,NA,NA,0.645
"37","10/16/2019","15:01:41",17.668,743.2,94.5,9.01,177.5,152.6,14.41,237.8,6.66,1.453,1.46,NA,2.603,10.49,NA,NA,0.647
"38","10/16/2019","15:01:42",17.665,743.2,94.5,9,177.5,152.7,14.41,238.1,6.57,1.48,1.49,NA,2.472,9.96,NA,NA,0.653
"39","10/16/2019","15:01:43",17.664,743.1,94.4,8.99,177.5,152.6,14.4,238.4,6.22,1.526,1.54,NA,2.606,10.5,NA,NA,0.667
"40","10/16/2019","15:01:44",17.664,743.2,94.3,8.99,177.5,152.6,14.4,238.8,6.37,1.518,1.53,NA,2.719,10.97,NA,NA,0.677
"41","10/16/2019","15:01:45",17.661,743.1,94.3,8.98,177.4,152.6,14.4,239,6.47,1.449,1.46,NA,2.531,10.2,NA,NA,0.691
"42","10/16/2019","15:01:46",17.659,743,94.3,8.98,177.5,152.6,14.39,239.2,6.49,1.476,1.48,NA,2.443,9.84,NA,NA,0.708
"43","10/16/2019","15:01:47",17.663,743.2,94.2,8.98,177.5,152.6,14.39,239.5,6.71,1.559,1.57,NA,2.498,10.06,NA,NA,0.739
"44","10/16/2019","15:01:48",17.659,743.2,94.2,8.98,177.4,152.5,14.39,239.8,6.62,1.54,1.55,NA,2.563,10.33,NA,NA,0.757
"45","10/16/2019","15:01:49",17.653,743.1,94.2,8.98,177.4,152.5,14.38,240.1,6.73,1.484,1.49,NA,2.612,10.53,NA,NA,0.767
"46","10/16/2019","15:01:50",17.658,743,94.2,8.98,177.4,152.6,14.38,240.4,6.78,1.476,1.48,NA,2.595,10.46,NA,NA,0.777
"47","10/16/2019","15:01:51",17.662,743.2,94.2,8.98,177.4,152.6,14.37,240.5,6.53,1.499,1.51,NA,2.576,10.38,NA,NA,0.784
"48","10/16/2019","15:01:52",17.656,743.1,94.2,8.98,177.3,152.5,14.37,240.7,6.44,1.479,1.49,NA,2.634,10.62,NA,NA,0.797
"49","10/16/2019","15:01:53",17.639,743.1,94.1,8.97,177.4,152.4,14.37,241.1,6.53,1.475,1.48,NA,2.57,10.36,NA,NA,0.806
"50","10/16/2019","15:01:54",17.629,743,94.1,8.98,177.4,152.4,14.36,241.4,6.61,1.507,1.52,NA,2.506,10.1,NA,NA,0.819
"51","10/16/2019","15:01:55",17.624,743.2,94.1,8.98,177.4,152.4,14.36,241.7,6.62,1.501,1.51,NA,2.632,10.61,NA,NA,0.837
"52","10/16/2019","15:01:56",17.616,743.1,94.2,8.98,177.4,152.4,14.36,242,6.73,1.513,1.52,NA,2.75,11.09,NA,NA,0.859
"53","10/16/2019","15:01:57",17.591,743.1,94.1,8.98,177.4,152.3,14.35,242.2,6.56,1.494,1.5,NA,2.731,11.01,NA,NA,0.877
"54","10/16/2019","15:01:58",17.555,743.2,94,8.98,177.5,152.3,14.35,242.5,6.43,1.505,1.51,NA,2.683,10.82,NA,NA,0.901
"55","10/16/2019","15:01:59",17.538,743.1,94.1,8.99,177.5,152.2,14.34,243,6.75,1.599,1.61,NA,2.65,10.69,NA,NA,0.927
"56","10/16/2019","15:02:00",17.53,743.2,94.2,9,177.5,152.2,14.34,243.3,7.03,1.592,1.6,NA,2.669,10.76,NA,NA,0.956
"57","10/16/2019","15:02:01",17.523,743.1,94.2,9,177.5,152.1,14.34,243.5,6.89,1.584,1.59,NA,2.696,10.87,NA,NA,0.976
"58","10/16/2019","15:02:02",17.507,743.1,94,8.99,177.4,152,14.33,243.8,6.72,1.585,1.6,NA,2.689,10.85,NA,NA,0.996
"59","10/16/2019","15:02:03",17.495,743.1,93.9,8.98,177.4,152,14.33,244,6.54,1.571,1.58,NA,2.694,10.86,NA,NA,1.024
"60","10/16/2019","15:02:04",17.478,743.1,93.8,8.97,177.4,151.9,14.33,244,6.36,1.565,1.58,NA,2.656,10.71,NA,NA,1.049
"61","10/16/2019","15:02:05",17.439,743.1,93.5,8.95,177.4,151.8,14.32,244.3,6.48,1.584,1.59,NA,2.699,10.89,NA,NA,1.07
"62","10/16/2019","15:02:06",17.421,743.2,93.5,8.95,177.4,151.7,14.32,244.5,6.88,1.584,1.59,NA,2.712,10.94,NA,NA,1.098
"63","10/16/2019","15:02:07",17.417,743.1,93.5,8.96,177.3,151.6,14.32,244.8,6.79,1.536,1.55,NA,2.677,10.8,NA,NA,1.133
"64","10/16/2019","15:02:08",17.416,743.1,93.5,8.96,177.2,151.5,14.31,245.2,6.67,1.577,1.59,NA,2.702,10.9,NA,NA,1.17
"65","10/16/2019","15:02:09",17.404,743.2,93.5,8.95,177.2,151.5,14.31,245.5,6.98,1.622,1.63,NA,2.625,10.58,NA,NA,1.194
"66","10/16/2019","15:02:10",17.377,743.1,93.2,8.93,177.3,151.5,14.31,245.9,6.7,1.56,1.57,NA,2.56,10.32,NA,NA,1.218
"67","10/16/2019","15:02:11",17.326,743.2,93.1,8.93,177.4,151.4,14.3,246.1,6.52,1.565,1.58,NA,2.644,10.66,NA,NA,1.249
"68","10/16/2019","15:02:12",17.299,743.2,93.2,8.94,177.4,151.3,14.3,246.3,6.82,1.631,1.64,NA,2.736,11.04,NA,NA,1.281
"69","10/16/2019","15:02:13",17.284,743.1,93.2,8.95,177.4,151.2,14.3,246.8,6.73,1.602,1.61,NA,2.738,11.04,NA,NA,1.304
"70","10/16/2019","15:02:14",17.285,743.2,93,8.93,177.2,151.1,14.29,247.1,7.05,1.546,1.56,NA,2.684,10.82,NA,NA,1.325
"71","10/16/2019","15:02:15",17.234,743.1,92.8,8.91,177.2,151,14.29,247.5,7.2,1.574,1.59,NA,2.706,10.91,NA,NA,1.357
"72","10/16/2019","15:02:16",17.164,743.1,92.7,8.92,177.3,150.8,14.29,247.8,6.96,1.528,1.54,NA,2.666,10.75,NA,NA,1.409
"73","10/16/2019","15:02:17",17.14,743.1,92.5,8.91,177.2,150.6,14.28,248.2,7.02,1.485,1.49,NA,2.667,10.75,NA,NA,1.454
"74","10/16/2019","15:02:18",17.106,743,92.4,8.91,177.3,150.5,14.28,248.7,7.25,1.589,1.6,NA,2.666,10.75,NA,NA,1.497
"75","10/16/2019","15:02:19",17.018,743.1,92.4,8.91,177.4,150.4,14.27,249,7.91,1.576,1.59,NA,2.778,11.2,NA,NA,1.529
"76","10/16/2019","15:02:20",16.968,743.1,92.4,8.92,177.4,150.2,14.27,249.5,8.01,1.489,1.5,NA,2.911,11.75,NA,NA,1.574
"77","10/16/2019","15:02:21",16.928,743.1,92.3,8.92,177.3,150,14.27,249.8,7.86,1.551,1.56,NA,2.846,11.48,NA,NA,1.61
"78","10/16/2019","15:02:22",16.887,743.1,92.2,8.93,177,149.6,14.26,250.2,7.95,1.576,1.59,NA,2.691,10.85,NA,NA,1.659
"79","10/16/2019","15:02:23",16.827,743,92.1,8.92,177,149.4,14.26,250.6,8.08,1.44,1.45,NA,2.503,10.08,NA,NA,1.705
"80","10/16/2019","15:02:24",16.782,743.2,91.7,8.89,177,149.2,14.26,251.2,7.84,1.429,1.44,NA,2.444,9.84,NA,NA,1.762
"81","10/16/2019","15:02:25",16.746,743.1,91.4,8.88,177,149.1,14.25,251.7,7.99,1.475,1.48,NA,2.419,9.74,NA,NA,1.798
"82","10/16/2019","15:02:26",16.668,743.1,91.2,8.86,177.2,149.1,14.25,252.2,8,1.465,1.47,NA,2.367,9.53,NA,NA,1.838
"83","10/16/2019","15:02:27",16.6,743.1,91,8.86,177.4,149,14.24,252.6,7.76,1.49,1.5,NA,2.375,9.56,NA,NA,1.883
"84","10/16/2019","15:02:28",16.574,743.1,90.9,8.85,177.3,148.8,14.24,253.2,8,1.541,1.55,NA,2.392,9.63,NA,NA,1.942
"85","10/16/2019","15:02:29",16.577,743.2,90.6,8.83,177.3,148.8,14.23,253.8,7.73,1.482,1.49,NA,2.452,9.88,NA,NA,1.987
"86","10/16/2019","15:02:30",16.577,743.1,90.2,8.79,177.3,148.7,14.23,254.4,7.71,1.433,1.44,NA,2.533,10.21,NA,NA,2.019
"87","10/16/2019","15:02:31",16.576,743.1,89.9,8.76,177.1,148.6,14.22,254.9,8.12,1.4,1.41,NA,2.431,9.79,NA,NA,2.061
"88","10/16/2019","15:02:32",16.581,743.2,89.3,8.7,177.1,148.6,14.22,255.5,8.05,1.418,1.43,NA,2.483,10,NA,NA,2.115
"89","10/16/2019","15:02:33",16.578,743.2,88.8,8.65,177,148.6,14.21,255.7,8.08,1.443,1.45,NA,2.612,10.53,NA,NA,2.156
"90","10/16/2019","15:02:34",16.576,743.1,88.4,8.61,177,148.5,14.2,256.2,8.21,1.426,1.43,NA,2.616,10.55,NA,NA,2.184
"91","10/16/2019","15:02:35",16.576,743.1,88,8.58,177,148.5,14.2,257,8.32,1.418,1.43,NA,2.565,10.34,NA,NA,2.207
"92","10/16/2019","15:02:36",16.575,743.2,87.5,8.53,177,148.5,14.19,257.6,8.24,1.435,1.44,NA,2.507,10.1,NA,NA,2.26
"93","10/16/2019","15:02:37",16.568,743,87.2,8.5,176.9,148.4,14.18,257.9,8.25,1.427,1.43,NA,2.614,10.54,NA,NA,2.3
"94","10/16/2019","15:02:38",16.558,743,86.8,8.46,176.9,148.4,14.17,258.5,8.24,1.41,1.42,NA,2.539,10.23,NA,NA,2.328
"95","10/16/2019","15:02:39",16.537,743.1,86.4,8.43,177,148.4,14.17,259,8.31,1.442,1.45,NA,2.465,9.93,NA,NA,2.354
"96","10/16/2019","15:02:40",16.528,743.1,86,8.39,177,148.4,14.16,259.6,8.4,1.43,1.44,NA,2.441,9.83,NA,NA,2.372
"97","10/16/2019","15:02:41",16.514,743,85.6,8.35,177,148.3,14.15,260.2,8.39,1.469,1.48,NA,2.371,9.55,NA,NA,2.455
"98","10/16/2019","15:02:42",16.502,743.1,85.1,8.31,176.9,148.2,14.15,261,8.43,1.455,1.46,NA,2.351,9.46,NA,NA,2.527
"99","10/16/2019","15:02:43",16.502,743.2,84.7,8.27,176.9,148.1,14.14,261.6,8.4,1.372,1.38,NA,2.28,9.18,NA,NA,2.629
"100","10/16/2019","15:02:44",16.503,743.1,84.3,8.23,176.9,148.2,14.13,262.3,8.32,1.478,1.49,NA,2.414,9.72,NA,NA,2.688
"101","10/16/2019","15:02:45",16.498,743.1,84,8.2,176.9,148.2,14.12,262.9,8.45,1.468,1.48,NA,2.479,9.99,NA,NA,2.735
"102","10/16/2019","15:02:46",16.466,743.1,83.7,8.18,177,148.1,14.12,263.6,9.05,1.376,1.38,NA,2.383,9.6,NA,NA,2.799
"103","10/16/2019","15:02:47",16.45,743.2,83.5,8.16,177,148.1,14.11,264.4,9.64,1.373,1.38,NA,2.357,9.49,NA,NA,2.826
"104","10/16/2019","15:02:48",16.445,743.1,83.3,8.14,177,148.1,14.1,265.2,10.52,1.464,1.47,NA,2.502,10.08,NA,NA,2.867
"105","10/16/2019","15:02:49",16.447,743.1,83,8.11,176.9,148,14.09,265.7,10.73,1.555,1.57,NA,2.73,11.01,NA,NA,2.918
"106","10/16/2019","15:02:50",16.451,743.2,82.6,8.08,177,148.1,14.09,266.3,10.55,1.482,1.49,NA,2.667,10.75,NA,NA,2.955
"107","10/16/2019","15:02:51",16.452,743.2,82.3,8.05,177,148.1,14.08,266.8,10.83,1.434,1.44,NA,2.4,9.67,NA,NA,2.99
"108","10/16/2019","15:02:52",16.441,743.1,82,8.01,177,148.1,14.07,267.5,10.94,1.442,1.45,NA,2.372,9.55,NA,NA,3.05
"109","10/16/2019","15:02:53",16.434,743.2,81.7,7.98,177.1,148.2,14.06,268,11.04,1.368,1.37,NA,2.331,9.38,NA,NA,3.07
"110","10/16/2019","15:02:54",16.432,743.1,81.3,7.95,177.1,148.2,14.05,268.7,11.39,1.361,1.37,NA,2.303,9.27,NA,NA,3.099
"111","10/16/2019","15:02:55",16.428,743.2,81,7.92,177.1,148.1,14.05,269.3,11.54,1.382,1.39,NA,2.29,9.22,NA,NA,3.151
"112","10/16/2019","15:02:56",16.427,743.2,80.8,7.9,177.1,148.1,14.04,269.8,11.64,1.359,1.37,NA,2.222,8.94,NA,NA,3.197
"113","10/16/2019","15:02:57",16.428,743.2,80.5,7.87,177.1,148.1,14.03,270.4,11.75,1.427,1.44,NA,2.198,8.84,NA,NA,3.252
"114","10/16/2019","15:02:58",16.427,743.2,80.3,7.85,177.1,148.1,14.03,270.9,10.96,1.418,1.43,NA,2.212,8.9,NA,NA,3.264
"115","10/16/2019","15:02:59",16.425,743.2,80.1,7.83,177.1,148.1,14.02,271.6,10.96,1.403,1.41,NA,2.324,9.36,NA,NA,3.279
"116","10/16/2019","15:03:00",16.423,743.1,79.9,7.81,177,148,14.01,272.4,12.74,1.463,1.47,NA,2.607,10.51,NA,NA,3.301
