Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/11/2019,11:52:57,29.953,747.7,133.1,10.06,293.7,321.5,8.79,190.1,1.21,0.7,0.69,,1.747,7.01,,,0.242
7/11/2019,11:52:58,29.963,747.7,141.5,10.7,293.7,321.5,8.79,190,1.18,0.684,0.68,,1.737,6.97,,,0.27
7/11/2019,11:52:59,29.969,747.8,146.7,11.08,293.6,321.5,8.79,189.8,1.22,0.654,0.65,,1.805,7.24,,,0.303
7/11/2019,11:53:00,29.968,747.8,150.7,11.39,293.8,321.7,8.79,189.6,1.29,0.649,0.64,,1.823,7.31,,,0.353
7/11/2019,11:53:01,29.967,747.7,152.7,11.54,293.9,321.8,8.79,189.5,1.18,0.653,0.64,,1.927,7.74,,,0.403
7/11/2019,11:53:02,29.966,747.6,154.6,11.68,293.9,321.8,8.78,189.2,1.31,0.649,0.64,,2.089,8.4,,,0.442
7/11/2019,11:53:03,29.957,747.6,157.5,11.9,293.8,321.7,8.78,188.7,1.47,0.686,0.68,,2.135,8.59,,,0.51
7/11/2019,11:53:04,29.942,747.6,160,12.09,293.6,321.3,8.79,188.3,1.44,0.733,0.73,,2.206,8.88,,,0.591
7/11/2019,11:53:05,29.93,747.7,162.5,12.29,293.5,321.1,8.79,188.1,1.41,0.735,0.73,,2.31,9.3,,,0.64
7/11/2019,11:53:06,29.919,747.6,164.4,12.43,293,320.6,8.79,188,1.43,0.743,0.74,,2.392,9.63,,,0.717
7/11/2019,11:53:07,29.896,747.6,166.4,12.59,292.8,320.2,8.79,188,1.45,0.766,0.76,,2.478,9.98,,,0.763
7/11/2019,11:53:08,29.874,747.6,168.1,12.72,292.5,319.8,8.79,188.3,1.5,0.799,0.79,,2.571,10.36,,,0.798
7/11/2019,11:53:09,29.854,747.7,169.4,12.82,292.5,319.6,8.79,188.3,1.53,0.806,0.8,,2.577,10.39,,,0.826
7/11/2019,11:53:10,29.833,747.7,170.5,12.91,292.4,319.4,8.79,188,1.63,0.898,0.89,,2.626,10.59,,,0.876
7/11/2019,11:53:11,29.799,747.7,171.6,13,292.2,319,8.79,187.8,1.72,0.953,0.95,,2.701,10.89,,,0.95
7/11/2019,11:53:12,29.775,747.7,172.5,13.08,292.1,318.7,8.79,187.6,1.65,0.943,0.94,,2.78,11.21,,,1.004
7/11/2019,11:53:13,29.765,747.7,173.5,13.16,291.8,318.4,8.79,187.5,1.7,0.977,0.98,,2.898,11.7,,,1.062
7/11/2019,11:53:14,29.763,747.7,174.2,13.21,291.7,318.3,8.79,187.7,1.8,0.972,0.97,,3.036,12.26,,,1.104
7/11/2019,11:53:15,29.746,747.7,175,13.27,291.8,318.2,8.79,187.9,1.79,1.01,1.01,,3.282,13.26,,,1.142
7/11/2019,11:53:16,29.726,747.7,175.7,13.33,291.8,318.2,8.79,187.8,1.64,1.049,1.05,,3.474,14.04,,,1.173
7/11/2019,11:53:17,29.715,747.7,176.3,13.38,291.9,318.2,8.79,187.7,1.64,1.107,1.11,,3.428,13.86,,,1.181
7/11/2019,11:53:18,29.717,747.7,176.9,13.43,291.8,318.1,8.79,187.6,1.86,1.161,1.16,,3.378,13.65,,,1.178
7/11/2019,11:53:19,29.714,747.7,177.5,13.48,291.8,318,8.8,187.6,1.76,1.137,1.14,,3.456,13.97,,,1.184
7/11/2019,11:53:20,29.703,747.7,177.9,13.51,291.9,318.1,8.8,187.5,1.72,1.084,1.08,,3.511,14.19,,,1.2
7/11/2019,11:53:21,29.695,747.6,178.2,13.53,291.9,318.1,8.8,187.5,1.78,1.141,1.14,,3.653,14.77,,,1.213
7/11/2019,11:53:22,29.685,747.7,178.8,13.58,291.9,318.1,8.8,187.6,1.75,1.227,1.23,,3.791,15.33,,,1.228
