Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
5/29/2019,10:46:55,24.59,740.3,121.2,10.09,232.1,230.3,8.61,218.9,11.06,0.531,0.52,,2.818,11.37,,,0.001
5/29/2019,10:46:56,24.641,740.4,123.4,10.26,232,230.4,8.61,218.6,10.76,0.528,0.52,,2.818,11.37,,,0.001
5/29/2019,10:46:57,24.698,740.4,125.4,10.42,231.8,230.5,8.62,218.2,10.45,0.527,0.52,,2.813,11.35,,,0.001
5/29/2019,10:46:58,24.746,740.3,126.5,10.5,231.6,230.5,8.62,217.8,10.17,0.538,0.53,,2.852,11.51,,,0.003
5/29/2019,10:46:59,24.803,740.4,127.4,10.57,231.3,230.5,8.63,217.4,9.87,0.543,0.53,,2.892,11.67,,,0.005
5/29/2019,10:47:00,24.85,740.3,128.3,10.63,231.1,230.5,8.63,217.1,9.57,0.554,0.54,,2.931,11.83,,,0.011
5/29/2019,10:47:01,24.901,740.3,128.9,10.67,230.9,230.4,8.63,216.8,9.3,0.573,0.56,,2.946,11.89,,,0.016
5/29/2019,10:47:02,24.904,740.3,129.5,10.71,230.8,230.4,8.64,216.6,9.03,0.578,0.57,,2.987,12.06,,,0.02
5/29/2019,10:47:03,24.886,740.3,129.8,10.74,230.8,230.3,8.63,216.5,6.97,0.601,0.59,,3.043,12.29,,,0.024
5/29/2019,10:47:04,24.846,740.3,130.1,10.77,230.9,230.3,8.63,216.3,6.97,0.623,0.61,,4.31,17.45,,,0.034
5/29/2019,10:47:05,24.795,740.3,130,10.78,231,230.1,8.63,216.2,6.99,0.648,0.64,,4.225,17.1,,,0.045
5/29/2019,10:47:06,24.733,740.3,130,10.78,231.2,230.1,8.63,216,7.04,0.666,0.66,,4.694,19.01,,,0.059
5/29/2019,10:47:07,24.68,740.4,129.9,10.78,231.4,230,8.62,215.9,7.06,0.684,0.68,,4.387,17.76,,,0.072
5/29/2019,10:47:08,24.617,740.4,129.6,10.78,231.5,229.9,8.62,215.7,7.11,0.702,0.69,,4.387,17.76,,,0.084
5/29/2019,10:47:09,24.552,740.4,129.4,10.77,231.7,229.7,8.49,215.6,7.16,0.727,0.72,,4.389,17.77,,,0.102
5/29/2019,10:47:10,24.476,740.3,129.1,10.76,231.9,229.6,8.47,215.5,7.22,0.745,0.74,,4.426,17.92,,,0.12
5/29/2019,10:47:11,24.41,740.3,124.4,10.38,232.1,229.5,8.46,215.4,7.28,0.762,0.76,,4.483,18.15,,,0.14
5/29/2019,10:47:12,24.33,740.3,123.2,10.29,232.3,229.4,8.46,215.3,7.35,0.782,0.78,,4.507,18.25,,,0.982
5/29/2019,10:47:13,24.259,740.3,121.9,10.2,232.5,229.3,8.45,215.2,7.4,0.792,0.79,,4.477,18.13,,,1.171
