Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
2/21/2019,10:48:08,2.563,746,91,12.39,68.4,7.59,347.5,9.49,0.76,0.75,6.333,24.43,1.35
2/21/2019,10:48:09,2.563,746,91,12.38,68.4,7.59,347.6,9.47,0.767,0.76,6.383,24.62,1.356
2/21/2019,10:48:10,2.563,746.1,90.9,12.38,68.4,7.59,347.6,9.44,0.757,0.75,7.205,27.81,1.363
2/21/2019,10:48:11,2.563,746,90.9,12.37,68.4,7.59,347.6,9.38,0.772,0.77,6.655,25.68,1.369
2/21/2019,10:48:12,2.563,746,90.8,12.37,68.4,7.58,347.6,9.35,0.767,0.76,6.092,23.49,1.374
2/21/2019,10:48:13,2.564,746.1,90.8,12.36,68.4,7.58,347.7,9.24,0.762,0.76,6.799,26.23,1.38
2/21/2019,10:48:14,2.564,746,90.7,12.36,68.4,7.58,347.7,9.23,0.764,0.76,6.797,26.22,1.387
2/21/2019,10:48:15,2.564,746,90.7,12.35,68.4,7.58,347.7,9.22,0.762,0.76,6.732,25.97,1.393
2/21/2019,10:48:16,2.564,746.1,90.7,12.34,68.4,7.58,347.7,9.3,0.761,0.75,6.283,24.23,1.399
2/21/2019,10:48:17,2.564,746.1,90.6,12.34,68.4,7.58,347.8,9.31,0.753,0.75,6.281,24.23,1.405
2/21/2019,10:48:18,2.564,746,90.6,12.33,68.4,7.57,347.8,9.33,0.76,0.75,6.346,24.48,1.412
2/21/2019,10:48:19,2.564,746,90.5,12.33,68.4,7.57,347.8,9.38,0.765,0.76,6.512,25.12,1.419
2/21/2019,10:48:20,2.564,746,90.5,12.32,68.4,7.57,347.8,9.36,0.771,0.76,6.487,25.02,1.425
2/21/2019,10:48:21,2.564,746,90.5,12.32,68.4,7.57,347.9,9.37,0.778,0.77,6.479,24.99,1.432
2/21/2019,10:48:22,2.564,746.1,90.4,12.31,68.4,7.57,347.9,9.38,0.772,0.76,6.534,25.2,1.438
2/21/2019,10:48:23,2.564,746,90.4,12.31,68.4,7.57,347.9,9.4,0.773,0.77,6.655,25.67,1.446
2/21/2019,10:48:24,2.564,746.1,90.4,12.3,68.4,7.56,347.9,9.36,0.786,0.78,6.726,25.95,1.453
2/21/2019,10:48:25,2.564,746,90.3,12.3,68.4,7.56,348,9.36,0.789,0.78,6.711,25.89,1.465
2/21/2019,10:48:26,2.564,746.1,90.3,12.29,68.4,7.56,348,9.37,0.789,0.78,6.704,25.86,1.478
2/21/2019,10:48:27,2.563,746,90.2,12.29,68.4,7.56,348,9.36,0.784,0.78,6.645,25.63,1.495
2/21/2019,10:48:28,2.563,746,90.2,12.28,68.4,7.56,348,9.35,0.767,0.76,6.58,25.38,1.509
2/21/2019,10:48:29,2.563,746,90.1,12.27,68.4,7.56,348.1,9.29,0.774,0.77,6.571,25.35,1.523
2/21/2019,10:48:30,2.563,746,90.1,12.27,68.4,7.56,348.1,9.26,0.771,0.76,6.594,25.44,1.537
2/21/2019,10:48:31,2.563,746,90,12.26,68.4,7.55,348.1,9.22,0.779,0.77,6.64,25.62,1.554
2/21/2019,10:48:32,2.563,746.1,90,12.25,68.4,7.55,348.2,9.18,0.792,0.78,6.689,25.81,1.568
2/21/2019,10:48:33,2.563,746.1,89.9,12.24,68.4,7.55,348.2,9.22,0.8,0.79,6.641,25.62,1.583
2/21/2019,10:48:34,2.564,746,89.9,12.24,68.4,7.55,348.2,9.26,0.794,0.79,6.548,25.26,1.598
2/21/2019,10:48:35,2.564,746.1,89.8,12.23,68.4,7.55,348.3,9.3,0.788,0.78,6.498,25.07,1.616
2/21/2019,10:48:36,2.565,746.1,89.8,12.23,68.4,7.55,348.3,9.29,0.799,0.79,6.502,25.08,1.63
2/21/2019,10:48:37,2.565,746.1,89.8,12.22,68.4,7.54,348.3,9.3,0.792,0.78,6.51,25.11,1.644
2/21/2019,10:48:38,2.566,746,89.7,12.21,68.4,7.54,348.4,9.32,0.784,0.78,6.543,25.24,1.659
2/21/2019,10:48:39,2.566,746.1,89.7,12.21,68.5,7.54,348.4,9.34,0.778,0.77,6.6,25.46,1.675
2/21/2019,10:48:40,2.566,746,89.7,12.21,68.5,7.54,348.4,9.33,0.778,0.77,6.607,25.49,1.689
2/21/2019,10:48:41,2.566,746,89.6,12.2,68.5,7.54,348.5,9.37,0.774,0.77,6.587,25.41,1.703
2/21/2019,10:48:42,2.566,746.1,89.6,12.2,68.5,7.54,348.5,9.42,0.774,0.77,6.566,25.33,1.718
2/21/2019,10:48:43,2.566,746,89.6,12.19,68.5,7.53,348.5,9.46,0.756,0.75,6.5,25.07,1.735
2/21/2019,10:48:44,2.566,746.1,89.5,12.19,68.5,7.53,348.6,9.53,0.76,0.75,6.518,25.14,1.749
2/21/2019,10:48:45,2.567,746,89.5,12.19,68.5,7.53,348.6,9.5,0.761,0.75,6.553,25.28,1.764
2/21/2019,10:48:46,2.567,746,89.5,12.18,68.5,7.53,348.6,9.54,0.777,0.77,7.696,29.71,1.779
2/21/2019,10:48:47,2.567,746.1,89.5,12.18,68.5,7.53,348.7,9.59,0.783,0.78,6.733,25.98,1.797
2/21/2019,10:48:48,2.566,746,89.4,12.17,68.5,7.53,348.7,9.48,0.787,0.78,7.18,27.71,1.824
2/21/2019,10:48:50,2.565,746.1,89.4,12.17,68.5,7.52,348.7,9.48,0.793,0.79,7.225,27.88,1.83
2/21/2019,10:48:50,2.565,746,89.4,12.17,68.5,7.52,348.8,9.44,0.8,0.79,7.082,27.33,1.842
2/21/2019,10:48:51,2.565,746.1,89.4,12.17,68.5,7.52,348.8,9.47,0.783,0.78,6.821,26.32,1.86
2/21/2019,10:48:52,2.564,746,89.4,12.17,68.5,7.52,348.8,9.47,0.778,0.77,5.789,22.32,1.876
2/21/2019,10:48:53,2.564,746.1,89.3,12.17,68.5,7.52,348.8,9.49,0.784,0.78,6.96,26.85,1.891
2/21/2019,10:48:54,2.565,746,89.3,12.16,68.5,7.52,348.9,9.52,0.783,0.78,7.237,27.93,1.906
2/21/2019,10:48:55,2.565,746,89.3,12.16,68.5,7.52,348.9,9.54,0.788,0.78,7.237,27.93,1.922
2/21/2019,10:48:56,2.565,746.1,89.3,12.16,68.5,7.51,348.9,9.54,0.795,0.79,7.187,27.73,1.94
2/21/2019,10:48:57,2.565,746,89.3,12.16,68.5,7.51,349,9.52,0.807,0.8,7.172,27.68,1.956
2/21/2019,10:48:58,2.564,746,89.3,12.16,68.5,7.51,349,9.52,0.814,0.81,7.113,27.45,1.973
2/21/2019,10:48:59,2.564,746.1,89.3,12.16,68.5,7.51,349,9.5,0.806,0.8,6.383,24.62,1.99
2/21/2019,10:49:00,2.564,746,89.3,12.16,68.5,7.51,349.1,9.53,0.81,0.8,6.467,24.95,2.012
2/21/2019,10:49:01,2.564,746.1,89.3,12.16,68.5,7.51,349.1,9.53,0.808,0.8,6.424,24.78,2.031
2/21/2019,10:49:02,2.564,746.1,89.3,12.16,68.5,7.51,349.1,9.47,0.812,0.81,7.265,28.04,2.05
2/21/2019,10:49:03,2.564,746.1,89.3,12.16,68.5,7.51,349.1,9.47,0.82,0.81,7.257,28.01,2.07
2/21/2019,10:49:04,2.563,746.1,89.3,12.16,68.5,7.5,349.2,9.44,0.819,0.81,7.099,27.4,2.093
2/21/2019,10:49:05,2.563,746.2,89.3,12.16,68.5,7.5,349.2,9.42,0.804,0.8,7.01,27.05,2.113
2/21/2019,10:49:06,2.564,746,89.3,12.16,68.5,7.5,349.2,9.43,0.808,0.8,6.999,27.01,2.133
2/21/2019,10:49:07,2.563,746,89.3,12.16,68.5,7.5,349.3,9.41,0.818,0.81,7.014,27.07,2.154
2/21/2019,10:49:08,2.563,746.2,89.3,12.16,68.5,7.5,349.3,9.38,0.807,0.8,6.953,26.83,2.179
2/21/2019,10:49:09,2.563,746.1,89.3,12.16,68.5,7.5,349.3,9.35,0.798,0.79,6.868,26.5,2.2
2/21/2019,10:49:10,2.563,746,89.3,12.16,68.4,7.5,349.3,9.32,0.81,0.8,6.776,26.14,2.222
2/21/2019,10:49:11,2.563,746,89.3,12.16,68.4,7.5,349.4,9.3,0.807,0.8,6.587,25.41,2.244
2/21/2019,10:49:12,2.564,746.1,89.3,12.15,68.4,7.49,349.4,9.29,0.803,0.8,6.076,23.43,2.271
2/21/2019,10:49:13,2.564,746.1,89.2,12.15,68.4,7.49,349.4,9.29,0.794,0.79,6.569,25.34,2.294
2/21/2019,10:49:14,2.564,746,89.2,12.15,68.5,7.49,349.4,9.27,0.79,0.78,5.884,22.69,2.317
2/21/2019,10:49:15,2.564,746,89.2,12.14,68.4,7.49,349.4,9.28,0.784,0.78,7.045,27.18,2.341
2/21/2019,10:49:16,2.565,746.1,89.1,12.14,68.5,7.49,349.5,9.29,0.781,0.77,6.017,23.2,2.37
2/21/2019,10:49:17,2.565,746,89.1,12.13,68.5,7.49,349.5,9.35,0.774,0.77,6.756,26.06,2.394
2/21/2019,10:49:18,2.566,746,89.1,12.13,68.5,7.49,349.5,9.36,0.778,0.77,6.138,23.67,2.418
2/21/2019,10:49:19,2.567,746.1,89,12.12,68.5,7.49,349.5,9.37,0.781,0.77,6.155,23.73,2.442
2/21/2019,10:49:20,2.568,746,89,12.12,68.5,7.48,349.5,9.39,0.786,0.78,6.223,24,2.461
2/21/2019,10:49:21,2.569,746.1,89,12.11,68.5,7.48,349.6,9.38,0.785,0.78,6.264,24.16,2.494
2/21/2019,10:49:22,2.57,746,88.9,12.11,68.5,7.48,349.6,9.42,0.781,0.77,6.298,24.29,2.517
2/21/2019,10:49:23,2.571,746.1,88.9,12.1,68.5,7.48,349.6,9.41,0.786,0.78,6.355,24.51,2.541
2/21/2019,10:49:24,2.573,746,88.9,12.1,68.5,7.48,349.6,9.42,0.792,0.78,6.387,24.64,2.56
2/21/2019,10:49:25,2.575,746.1,88.9,12.1,68.5,7.48,349.6,9.42,0.787,0.78,6.394,24.66,2.584
2/21/2019,10:49:26,2.578,746,88.8,12.09,68.5,7.48,349.7,9.41,0.782,0.78,6.368,24.56,2.614
2/21/2019,10:49:27,2.583,746.1,88.8,12.09,68.5,7.48,349.7,9.41,0.782,0.77,5.408,20.84,2.644
2/21/2019,10:49:28,2.589,746.1,88.8,12.08,68.5,7.48,349.7,9.43,0.78,0.77,5.896,22.73,2.664
2/21/2019,10:49:29,2.597,746.1,88.8,12.08,68.6,7.47,349.7,9.45,0.777,0.77,5.42,20.89,2.7
2/21/2019,10:49:30,2.608,746,88.8,12.08,68.6,7.47,349.7,9.4,0.783,0.78,5.723,22.06,2.721
2/21/2019,10:49:31,2.614,746,88.8,12.07,68.6,7.47,349.8,9.42,0.779,0.77,5.993,23.11,2.746
2/21/2019,10:49:32,2.626,746,88.8,12.07,68.6,7.47,349.8,9.4,0.785,0.78,5.511,21.24,2.782
2/21/2019,10:49:33,2.639,746,88.8,12.07,68.7,7.47,349.8,9.41,0.786,0.78,5.721,22.05,2.798
2/21/2019,10:49:34,2.656,746.1,88.8,12.06,68.7,7.47,349.8,9.45,0.789,0.78,5.966,23,2.829
2/21/2019,10:49:35,2.671,746,88.7,12.05,68.8,7.47,349.8,9.46,0.78,0.77,5.966,23,2.855
2/21/2019,10:49:36,2.689,746,88.7,12.04,68.8,7.47,349.9,9.42,0.776,0.77,5.876,22.65,2.881
2/21/2019,10:49:37,2.705,746,88.7,12.03,68.9,7.46,349.9,9.5,0.772,0.76,5.843,22.53,2.917
2/21/2019,10:49:38,2.722,746,88.6,12.01,69,7.46,349.9,9.5,0.765,0.76,5.762,22.21,2.937
2/21/2019,10:49:39,2.735,746,88.5,12,69.1,7.46,350,9.5,0.762,0.76,5.765,22.23,2.968
2/21/2019,10:49:40,2.75,746.1,88.4,11.98,69.1,7.46,350,9.53,0.767,0.76,5.801,22.37,2.987
2/21/2019,10:49:41,2.76,746.1,88.3,11.96,69.2,7.46,350,9.5,0.76,0.75,5.78,22.28,3.012
2/21/2019,10:49:42,2.771,746,88.1,11.93,69.2,7.45,350.1,9.51,0.753,0.75,5.758,22.2,3.047
2/21/2019,10:49:43,2.778,746,88,11.91,69.3,7.45,350.1,9.52,0.747,0.74,5.722,22.06,3.066
2/21/2019,10:49:44,2.789,746,87.8,11.88,69.4,7.45,350.1,9.53,0.75,0.74,5.715,22.03,3.09
2/21/2019,10:49:45,2.796,746,87.6,11.85,69.4,7.45,350.2,9.57,0.745,0.74,5.689,21.93,3.113
2/21/2019,10:49:46,2.801,746,87.4,11.82,69.5,7.45,350.2,9.58,0.743,0.74,5.733,22.1,3.141
2/21/2019,10:49:47,2.805,746,87.2,11.79,69.5,7.44,350.2,9.58,0.742,0.74,5.72,22.05,3.169
2/21/2019,10:49:48,2.809,746,86.9,11.76,69.5,7.44,350.3,9.55,0.741,0.73,5.683,21.91,3.187
2/21/2019,10:49:49,2.813,746,86.7,11.73,69.5,7.44,350.3,9.52,0.727,0.72,5.689,21.93,3.21
2/21/2019,10:49:50,2.818,746,86.5,11.69,69.5,7.44,350.3,9.56,0.729,0.72,5.663,21.83,3.233
2/21/2019,10:49:51,2.825,746,86.3,11.66,69.6,7.44,350.4,9.51,0.737,0.73,5.631,21.7,3.26
2/21/2019,10:49:52,2.831,746.1,86,11.63,69.6,7.43,350.4,9.49,0.736,0.73,5.631,21.71,3.288
2/21/2019,10:49:53,2.839,746.1,85.8,11.6,69.6,7.43,350.5,9.51,0.728,0.72,5.611,21.63,3.306
2/21/2019,10:49:54,2.848,746,85.6,11.57,69.6,7.43,350.5,9.56,0.729,0.72,5.595,21.57,3.329
2/21/2019,10:49:55,2.859,746.1,85.4,11.54,69.7,7.43,350.6,9.56,0.731,0.72,5.553,21.4,3.358
2/21/2019,10:49:56,2.869,746.1,85.2,11.5,69.7,7.42,350.6,9.62,0.731,0.72,5.516,21.26,3.382
2/21/2019,10:49:57,2.881,746.1,84.9,11.47,69.8,7.42,350.7,9.65,0.733,0.73,5.494,21.18,3.412
2/21/2019,10:49:58,2.891,746,84.7,11.43,69.9,7.42,350.8,9.65,0.735,0.73,5.524,21.29,3.432
2/21/2019,10:49:59,2.902,746.1,84.4,11.39,70,7.42,350.8,9.7,0.73,0.72,5.972,23.03,3.462
2/21/2019,10:50:00,2.909,746.1,84.2,11.35,70,7.41,350.9,9.74,0.731,0.72,5.162,19.89,3.487
2/21/2019,10:50:01,2.918,746.1,83.9,11.31,70.1,7.41,350.9,9.73,0.726,0.72,4.806,18.51,3.513
2/21/2019,10:50:02,2.931,746.1,83.6,11.27,70.2,7.41,351,9.78,0.727,0.72,5.073,19.54,3.548
2/21/2019,10:50:03,2.938,746,83.2,11.22,70.3,7.41,351,9.8,0.723,0.72,5.073,19.54,3.569
2/21/2019,10:50:04,2.953,746,82.9,11.17,70.4,7.4,351.1,9.8,0.726,0.72,5.131,19.77,3.595
2/21/2019,10:50:05,2.96,746.1,82.5,11.12,70.5,7.4,351.1,9.77,0.732,0.72,5.162,19.89,3.621
2/21/2019,10:50:06,2.97,746.1,82.1,11.06,70.6,7.4,351.2,9.86,0.736,0.73,5.325,20.52,3.646
2/21/2019,10:50:07,2.98,746.1,78.8,10.61,70.7,7.4,351.3,9.93,0.73,0.72,5.576,21.49,3.682
2/21/2019,10:50:08,2.986,746.1,78.3,10.54,70.8,7.39,351.3,9.94,0.733,0.73,5.863,22.6,3.703
2/21/2019,10:50:09,2.994,746.1,77.8,10.47,70.9,7.39,351.3,9.96,0.737,0.73,5.092,19.62,3.729
2/21/2019,10:50:10,2.999,746,77.4,10.42,70.9,7.39,351.4,9.98,0.737,0.73,5.345,20.6,3.755
2/21/2019,10:50:11,3.008,746.1,77.3,10.39,71,7.39,351.5,10,0.734,0.73,5.626,21.69,3.786
2/21/2019,10:50:12,3.019,746,77,10.36,71.1,7.38,351.5,10,0.746,0.74,5.911,22.79,3.816
2/21/2019,10:50:13,3.026,746.1,76.8,10.33,71.1,7.38,351.5,10.09,0.761,0.75,5.663,21.83,3.836
2/21/2019,10:50:14,3.034,746,76.6,10.29,71.2,7.38,351.6,10.37,0.795,0.79,6.813,26.29,3.86
2/21/2019,10:50:15,3.042,746.1,76.4,10.26,71.3,7.37,351.6,10.47,0.824,0.82,7.023,27.1,3.889
2/21/2019,10:50:16,3.046,746,76.1,10.23,71.3,7.37,351.7,10.63,0.872,0.86,10.093,39,3.912
2/21/2019,10:50:17,3.051,746.1,75.9,10.2,71.3,7.37,351.7,10.96,0.935,0.93,13.13,50.76,3.935
2/21/2019,10:50:18,3.053,746,75.7,10.17,71.4,7.37,351.8,11.25,0.99,0.98,8.697,33.59,3.957
2/21/2019,10:50:19,3.056,746,75.5,10.14,71.4,7.36,351.8,12.31,1.035,1.03,7.804,30.13,3.984
2/21/2019,10:50:20,3.058,746,75.3,10.12,71.4,7.36,351.8,13.06,1.072,1.07,10.234,39.54,4.005
2/21/2019,10:50:21,3.061,746,75.1,10.09,71.4,7.36,351.9,13.6,1.11,1.1,7.353,28.38,4.026
2/21/2019,10:50:22,3.065,746.1,74.9,10.06,71.4,7.36,351.9,14.75,1.137,1.13,7.837,30.25,4.047
2/21/2019,10:50:23,3.065,746,74.7,10.04,71.5,7.35,351.9,15.27,1.156,1.15,7.837,30.25,4.072
2/21/2019,10:50:24,3.065,746,74.3,9.99,71.5,7.35,352,15.82,1.204,1.2,8.493,32.8,4.092
2/21/2019,10:50:25,3.065,746,74,9.95,71.5,7.35,352,16.01,1.227,1.22,13.194,51.01,4.112
2/21/2019,10:50:26,3.065,746,73.7,9.9,71.5,7.35,352,16.35,1.294,1.29,8.526,32.92,4.131
2/21/2019,10:50:27,3.065,746,73.3,9.84,71.5,7.34,352.1,19.31,1.344,1.34,7.817,30.18,4.155
2/21/2019,10:50:28,3.065,746.1,72.7,9.77,71.5,7.34,352.1,26.65,1.361,1.35,7.668,29.6,4.189
2/21/2019,10:50:30,3.065,746,72.6,9.75,71.5,7.34,352.2,26.71,1.368,1.36,7.053,27.22,4.196
2/21/2019,10:50:30,3.065,746,72.3,9.71,71.5,7.34,352.2,26.36,1.401,1.39,7.522,29.03,4.211
2/21/2019,10:50:31,3.066,746,72,9.67,71.5,7.33,352.2,22.4,1.43,1.42,8.295,32.03,4.231
2/21/2019,10:50:32,3.066,746.1,71.7,9.63,71.5,7.33,352.2,20.03,1.444,1.44,7.216,27.85,4.248
2/21/2019,10:50:33,3.067,746,71.4,9.59,71.5,7.33,352.3,18.56,1.43,1.42,7.279,28.09,4.265
2/21/2019,10:50:34,3.068,746,71.2,9.56,71.5,7.33,352.3,28.65,1.414,1.41,6.075,23.43,4.28
2/21/2019,10:50:35,3.068,746,70.9,9.52,71.6,7.32,352.3,12.47,1.419,1.41,6.725,25.94,4.295
2/21/2019,10:50:36,3.07,746,70.6,9.48,71.6,7.32,352.3,11.01,1.459,1.45,9.174,35.43,4.313
2/21/2019,10:50:37,3.07,746,70.4,9.45,71.6,7.32,352.4,11.26,1.508,1.5,24.106,93.3,4.327
2/21/2019,10:50:38,3.071,746,70.2,9.42,71.6,7.32,352.4,11.14,2.017,2.01,22.504,87.09,4.34
2/21/2019,10:50:39,3.072,746,69.9,9.39,71.6,7.31,352.4,10.69,16.819,16.82,22.321,86.38,4.353
2/21/2019,10:50:40,3.073,746.1,69.7,9.37,71.6,7.31,352.4,10.66,13.257,13.26,18.673,72.24,4.367
