KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,9/8/2019 19:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,4.09,16.56,95.6,1.563,106.5,63.5,64.7,5.38,143.7,2.22,0.05,105.6,2.48,2.51,69,258.31,0,NA,15.5,21.553,1.568,38.89379,-91.73769,241.3,0,12,744
,,,STANDARD DEVIATION:,2.62,10.67,45.8,1.357,58.9,45.1,46,3.76,33.2,1.928,0.03,57.9,0.7,0.71,38,795.18,0,0.51,30.4,3.14,1.357,0.00002,0.00002,1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18E100678,18E100678,18D101262,18E100303,18D101262,18D104460,18D104460,18D104460,17G100339,18E100303,18D101262,18D101262,18E100678,18E100678,18D101262,18E100544,18E100544,17G100339,17G100339,18D101262,18E100303,18E100114,18E100114,18E100114,18E100114,18E100114,18E100114
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
9/8/2019,9:37:02,0,pf,0.37,1.4,2.7,-0.101,3,95.1,96.9,8.69,188.8,-0.143,0,3,1.3,1.31,2,959.58,0,4.12,128.5,19.758,-0.1,38.89375,-91.73769,241.7,0,12,744
9/8/2019,9:37:03,0,pf,0.42,1.58,2.7,-0.1,3,95.1,96.9,8.68,188.8,-0.142,0,3,1.34,1.34,2,1194.54,0,4.12,128.5,19.754,-0.1,38.89375,-91.73769,241.8,0,12,743.9
9/8/2019,9:37:04,0,pf,0.45,1.74,2.7,-0.1,3,95,96.9,8.69,188.9,-0.141,0,3,1.3,1.3,2,587.35,0,4.12,128.5,19.733,-0.1,38.89375,-91.73769,241.7,0,12,743.9
9/8/2019,9:37:05,0,pf,0.47,1.8,2.7,-0.099,3,95.1,96.9,8.69,188.9,-0.141,0,3,1.09,1.1,2,1918.77,0,4.12,128.5,19.724,-0.1,38.89375,-91.7377,241.7,0,12,744
9/8/2019,9:37:06,0,pf,0.36,1.34,2.7,-0.1,3,95.1,96.9,8.69,188.9,-0.142,0,3,0.92,0.92,2,104.87,0,4.12,128.5,19.736,-0.1,38.89375,-91.7377,241.7,0,12,744
9/8/2019,9:37:07,0,pf,0.24,0.85,2.7,-0.1,3.1,95.1,96.9,8.69,188.9,-0.142,0,3,1.14,1.14,2,259.29,0,4.11,128.6,19.729,-0.1,38.89376,-91.7377,241.1,0,12,743.9
9/8/2019,9:37:08,0,pf,0.5,1.94,4,-0.099,4.3,107,109.1,9.8,166.4,-0.141,0,4.2,1.62,1.63,3,9.46,0,4.12,128.5,22.066,-0.099,38.89376,-91.7377,240.8,0,12,744
9/8/2019,9:37:09,0,pf,1.27,5.06,70.7,-0.081,72,100.6,102.6,8.49,167,-0.114,0.03,71.9,2.24,2.27,47,10.07,0,4.66,98.6,24.204,-0.039,38.89376,-91.7377,240.6,0,12,743.9
9/8/2019,9:37:10,0,pf,1.69,6.76,71.6,0.019,72.7,101.4,103.3,8.48,169.3,0.026,0.03,72.6,2.58,2.61,47,10.22,0,4.84,87.5,24.301,0.045,38.89376,-91.7377,240.7,0,12,744
9/8/2019,9:37:11,0,pf,1.64,6.57,71.3,0.074,72.5,101.9,103.9,8.54,171.1,0.105,0.03,72.4,2.63,2.66,47,8.64,0,4.97,79.8,24.241,0.071,38.89376,-91.73771,240.8,0,12,743.9
9/8/2019,9:37:12,0,pf,1.68,6.73,71.3,0.077,72.5,102.1,104,8.55,171.6,0.109,0.03,72.4,2.72,2.76,47,8.57,0,5.02,76.8,24.255,0.076,38.89376,-91.73771,240.7,0,12,743.9
9/8/2019,9:37:13,0,pf,1.68,6.72,71.2,0.079,72.4,102.6,104.6,8.59,172.1,0.113,0.03,72.3,2.65,2.68,47,8.51,0,5.17,67.8,24.259,0.081,38.89376,-91.73771,240.5,0,12,744
9/8/2019,9:37:14,0,pf,1.73,6.92,71.2,0.081,72.3,103.1,105.1,8.63,172.5,0.115,0.03,72.2,2.54,2.57,47,8.2,0,5.23,64.6,24.267,0.081,38.89376,-91.73771,240.4,0,12,743.9
9/8/2019,9:37:15,0,pf,1.79,7.19,71.1,0.08,72.2,103.6,105.6,8.68,174.3,0.114,0.03,72.1,2.62,2.65,47,8.03,0,5.27,62.1,24.265,0.077,38.89376,-91.73772,240.6,0,12,743.9
9/8/2019,9:37:16,0,pf,1.71,6.85,71,0.075,72.1,104,106.1,8.71,174.9,0.107,0.03,72,2.79,2.82,47,8.58,0,5.28,61.2,24.278,0.08,38.89376,-91.73772,240.8,0,12,743.9
9/8/2019,9:37:17,0,pf,1.6,6.39,71,0.12,72.1,104.6,106.6,8.75,173.2,0.17,0.03,72,2.68,2.71,47,8.55,0,5.29,60.9,24.324,0.149,38.89376,-91.73772,240.3,0,12,743.9
9/8/2019,9:37:18,0,pf,1.5,6.01,71,0.157,72,104.9,106.9,8.77,173.5,0.223,0.03,71.9,2.58,2.61,47,7.86,0,5.32,58.8,24.335,0.121,38.89376,-91.73772,240.1,0,12,744
