Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
8/28/2019,14:52:07,28.439,749.3,88.2,6.84,252.6,269.2,7.7,208.8,0.33,0.424,0.41,,1.344,5.36,,,0.022
8/28/2019,14:52:08,28.43,749.4,88,6.83,252.6,269.1,7.69,208.8,0.35,0.409,0.4,,1.343,5.36,,,0.03
8/28/2019,14:52:09,28.418,749.3,87.8,6.82,252.6,269,7.69,208.7,0.36,0.401,0.39,,1.339,5.34,,,0.023
8/28/2019,14:52:10,28.411,749.3,87.6,6.8,252.6,269,7.69,208.6,0.36,0.461,0.45,,1.332,5.31,,,0.037
8/28/2019,14:52:11,28.411,749.4,87.3,6.78,252.4,268.9,7.69,208.6,0.36,0.519,0.51,,1.399,5.59,,,0.123
8/28/2019,14:52:12,28.413,749.4,87.2,6.77,252.4,268.9,7.68,208.6,0.28,0.493,0.48,,1.417,5.66,,,0.18
8/28/2019,14:52:13,28.406,749.3,87,6.76,252.6,269,7.68,208.6,0.28,0.487,0.48,,1.384,5.53,,,0.228
8/28/2019,14:52:14,28.393,749.3,86.8,6.75,252.7,269,7.68,208.7,0.45,0.474,0.46,,1.438,5.75,,,0.334
8/28/2019,14:52:15,28.389,749.3,86.7,6.74,252.6,269,7.68,208.6,0.62,0.442,0.43,,1.461,5.84,,,0.395
8/28/2019,14:52:16,28.388,749.4,86.5,6.72,252.6,269,7.67,208.5,0.46,0.501,0.49,,1.463,5.85,,,0.452
8/28/2019,14:52:17,28.382,749.3,86.3,6.7,252.7,269,7.67,208.3,0.35,0.553,0.54,,1.507,6.03,,,0.498
8/28/2019,14:52:18,28.365,749.3,86.1,6.69,252.7,269,7.67,208.2,0.34,0.505,0.49,,1.503,6.01,,,0.521
8/28/2019,14:52:19,28.349,749.3,86,6.68,252.6,268.8,7.67,208.2,0.33,0.524,0.51,,1.459,5.83,,,0.522
8/28/2019,14:52:20,28.34,749.4,85.7,6.66,252.6,268.7,7.67,208.1,0.41,0.564,0.55,,1.48,5.92,,,0.525
8/28/2019,14:52:21,28.34,749.3,85.5,6.65,252.6,268.7,7.67,208,0.43,0.562,0.55,,1.519,6.07,,,0.536
8/28/2019,14:52:22,28.31,749.3,85.4,6.64,252.6,268.6,7.66,207.8,0.5,0.596,0.59,,1.558,6.24,,,0.566
8/28/2019,14:52:23,28.268,749.3,85.3,6.64,252.6,268.4,7.66,207.6,0.51,0.543,0.53,,1.562,6.25,,,0.64
8/28/2019,14:52:24,28.234,749.3,85.2,6.63,252.7,268.3,7.66,207.4,0.4,0.547,0.54,,1.625,6.51,,,0.693
