Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
11/25/2019,14:57:54,0,rosssteph,1.36,5.43,139.6,0.366,211.7,83.8,85.4,9.98,949.1,0.521,0.1,208.1,0.83,0.82,135,11.7,0,17.03,-609.8,7.762,0.372,38.90134,-92.34185,216.1,0,12,735.5
11/25/2019,14:57:55,0,rosssteph,1.43,5.7,139.6,0.374,211.8,83.5,85.2,9.95,949.1,0.532,0.1,208.2,0.75,0.75,135,11.36,0,17.03,-609.8,7.752,0.362,38.90134,-92.34186,216.2,0,12,735.5
11/25/2019,14:57:56,0,rosssteph,1.49,5.94,139.6,0.36,212.1,83.3,84.9,9.93,949,0.513,0.1,208.6,0.8,0.8,136,11.61,0,17.03,-609.8,7.687,0.362,38.90134,-92.34186,216.4,0,12,735.5
11/25/2019,14:57:57,0,rosssteph,1.47,5.89,139.5,0.359,212.4,83,84.6,9.91,948.9,0.511,0.1,208.9,0.84,0.83,136,11.51,0,17.03,-609.8,7.604,0.352,38.90134,-92.34186,215.9,0,12,735.5
11/25/2019,14:57:58,0,rosssteph,1.57,6.27,139.2,0.44,212.2,82.4,84,9.85,948.8,0.626,0.1,208.6,0.81,0.81,136,11.79,0,17.03,-609.8,7.564,0.555,38.90134,-92.34186,215.9,0,12,735.5
11/25/2019,14:57:59,0,rosssteph,1.7,6.82,138.7,0.666,212,81.8,83.4,9.8,948.7,0.947,0.1,208.5,0.88,0.88,136,11.69,0,17.04,-609.8,7.468,0.7,38.90134,-92.34186,215.9,0,12,735.5
11/25/2019,14:58:00,0,rosssteph,1.75,7.03,138.5,0.76,211.9,81.7,83.3,9.81,948.6,1.081,0.1,208.3,0.93,0.93,135,11.28,0,17.04,-609.8,7.445,0.766,38.90134,-92.34186,216.2,0,12,735.5
11/25/2019,14:58:01,0,rosssteph,1.84,7.39,138.5,0.809,212.1,81.6,83.2,9.8,948.5,1.151,0.1,208.6,0.96,0.96,136,11.36,0,17.04,-609.8,7.393,0.851,38.90134,-92.34187,216.3,0,12,735.5
11/25/2019,14:58:02,0,rosssteph,1.77,7.1,138.3,0.907,212.1,81.4,83,9.78,948.5,1.29,0.1,208.6,0.97,0.96,136,11.17,0,17.04,-609.8,7.345,0.93,38.90135,-92.34186,216.3,0,12,735.5
11/25/2019,14:58:03,0,rosssteph,1.62,6.47,138,0.967,211.9,81.2,82.8,9.77,948.3,1.376,0.1,208.3,0.94,0.94,135,11.12,0,17.04,-609.8,7.336,0.991,38.90135,-92.34186,216.4,0,12,735.5
11/25/2019,14:58:04,0,rosssteph,1.58,6.34,137.9,1.018,211.9,81.1,82.6,9.76,948.2,1.448,0.1,208.4,0.9,0.9,135,11.29,0,17.04,-609.8,7.298,1.02,38.90136,-92.34187,216.5,0,12,735.6
11/25/2019,14:58:05,0,rosssteph,1.61,6.45,137.9,1.03,212,80.9,82.5,9.75,948.2,1.465,0.1,208.5,0.9,0.9,136,11.13,0,17.04,-609.8,7.26,1.037,38.90136,-92.34187,216.5,0,12,735.5
11/25/2019,14:58:06,0,rosssteph,1.61,6.45,137.7,1.043,211.9,80.8,82.4,9.75,948.1,1.483,0.1,208.4,0.94,0.94,135,11.43,0,17.05,-609.8,7.247,1.045,38.90136,-92.34187,216.4,0,12,735.5
11/25/2019,14:58:07,0,rosssteph,1.55,6.2,137.7,1.049,211.9,80.7,82.2,9.73,948,1.492,0.1,208.4,0.89,0.89,135,11.51,0,17.05,-609.8,7.239,1.053,38.90136,-92.34187,216.6,0,12,735.5
11/25/2019,14:58:08,0,rosssteph,1.46,5.85,137.6,1.088,211.9,80.4,81.9,9.7,947.9,1.547,0.1,208.4,0.88,0.88,135,11.61,0,17.05,-609.8,7.221,1.175,38.90136,-92.34187,216.7,0,12,735.5
11/25/2019,14:58:09,0,rosssteph,1.37,5.45,137.3,1.344,211.7,79.9,81.4,9.64,947.8,1.911,0.1,208.2,0.92,0.91,135,11.23,0,17.05,-609.8,7.177,1.372,38.90136,-92.34187,216.7,0,12,735.5
11/25/2019,14:58:10,0,rosssteph,1.34,5.34,137.2,1.459,211.7,79.7,81.2,9.63,947.7,2.076,0.1,208.2,0.89,0.88,135,11.42,0,17.05,-609.8,7.14,1.547,38.90136,-92.34187,216.5,0,12,735.7
11/25/2019,14:58:11,0,rosssteph,1.33,5.3,137.2,1.662,211.8,79.7,81.2,9.63,947.6,2.364,0.1,208.3,0.81,0.81,135,11.84,0,17.05,-609.8,7.127,1.691,38.90136,-92.34187,216.6,0,12,735.5
11/25/2019,14:58:12,0,rosssteph,1.3,5.17,137.1,1.733,211.7,79.5,81.1,9.62,947.6,2.465,0.1,208.2,0.82,0.81,135,11.4,0,17.05,-609.8,7.116,1.726,38.90136,-92.34187,216.6,0,12,735.5
11/25/2019,14:58:13,0,rosssteph,1.3,5.18,137.1,1.741,211.7,79.4,80.9,9.6,947.7,2.477,0.1,208.2,0.88,0.88,135,11.4,0,17.05,-609.8,7.113,1.744,38.90136,-92.34187,216.6,0,12,735.6
11/25/2019,14:58:14,0,rosssteph,1.32,5.28,137.1,1.749,211.8,79.1,80.7,9.57,947.7,2.487,0.1,208.3,0.85,0.85,135,11.62,0,17.05,-609.8,7.112,1.749,38.90136,-92.34187,216.7,0,12,735.6
11/25/2019,14:58:15,0,rosssteph,1.35,5.39,137.2,1.751,211.9,79,80.5,9.56,947.7,2.49,0.1,208.4,0.83,0.83,135,11.8,0,17.05,-609.8,7.117,1.753,38.90136,-92.34187,216.7,0,12,735.5
11/25/2019,14:58:16,0,rosssteph,1.39,5.55,137.3,1.757,212,78.8,80.3,9.53,947.7,2.499,0.1,208.5,0.85,0.85,136,11.95,0,17.05,-609.8,7.114,1.764,38.90137,-92.34187,216.9,0,12,735.6
11/25/2019,14:58:17,0,rosssteph,1.37,5.48,137.2,1.802,211.9,78.6,80.1,9.51,947.7,2.563,0.1,208.4,0.86,0.85,135,11.5,0,17.05,-609.8,7.101,1.814,38.90137,-92.34187,216.8,0,12,735.5
11/25/2019,14:58:18,0,rosssteph,1.34,5.36,137,1.846,211.8,78.4,79.9,9.49,947.7,2.625,0.1,208.3,0.83,0.83,135,11.71,0,17.05,-609.8,7.092,1.925,38.90137,-92.34187,216.9,0,12,735.5
11/25/2019,14:58:19,0,rosssteph,1.28,5.09,136.9,2.068,211.7,77.9,79.4,9.43,947.8,2.942,0.1,208.2,0.82,0.81,135,11.67,0,17.05,-609.8,7.055,2.188,38.90137,-92.34187,216.9,0,12,735.6
11/25/2019,14:58:20,0,rosssteph,1.15,4.59,136.6,2.29,212,77.5,79,9.4,947.9,3.257,0.1,208.5,0.81,0.8,136,11.2,0,17.05,-609.8,6.954,2.284,38.90137,-92.34187,216.9,0,12,735.5
11/25/2019,14:58:21,0,rosssteph,1.14,4.54,136.5,2.325,212.1,77.5,79,9.42,948,3.307,0.1,208.6,0.76,0.75,136,11.4,0,17.06,-609.8,6.898,2.336,38.90136,-92.34187,216.9,0,12,735.5
11/25/2019,14:58:22,0,rosssteph,1.08,4.28,136.3,2.36,211.9,77.3,78.8,9.4,948.1,3.357,0.1,208.4,0.79,0.79,135,11.92,0,17.06,-609.8,6.892,2.407,38.90137,-92.34187,217.2,0,12,735.5
11/25/2019,14:58:23,0,rosssteph,0.96,3.78,136.1,2.495,211.9,77.1,78.6,9.38,948.2,3.549,0.1,208.4,0.76,0.76,135,12.06,0,17.06,-609.8,6.805,2.557,38.90137,-92.34187,217.4,0,12,735.5
11/25/2019,14:58:24,0,rosssteph,0.96,3.81,135.9,2.614,212.2,76.8,78.3,9.37,948.2,3.717,0.1,208.7,0.74,0.74,136,11.4,0,17.06,-609.8,6.734,2.611,38.90137,-92.34187,217.6,0,12,735.5
11/25/2019,14:58:25,0,rosssteph,0.99,3.92,135.9,2.628,212.1,76.7,78.2,9.36,948.3,3.738,0.1,208.7,0.85,0.85,136,11.36,0,17.06,-609.8,6.747,2.628,38.90137,-92.34188,217.8,0,12,735.5
11/25/2019,14:58:26,0,rosssteph,0.99,3.93,135.9,2.63,212,76.5,77.9,9.33,948.5,3.741,0.1,208.6,0.83,0.82,136,11.67,0,17.06,-609.8,6.75,2.632,38.90137,-92.34188,217.8,0,12,735.6
11/25/2019,14:58:27,0,rosssteph,1.04,4.14,135.9,2.637,212.1,76.2,77.7,9.3,948.6,3.751,0.1,208.7,0.81,0.8,136,12.13,0,17.06,-609.8,6.73,2.678,38.90137,-92.34188,218,0,12,735.5
11/25/2019,14:58:28,0,rosssteph,0.99,3.94,135.7,2.787,212,75.7,77.2,9.25,948.8,3.965,0.1,208.6,0.76,0.75,136,12.02,0,17.06,-609.8,6.695,2.874,38.90137,-92.34188,218.1,0,12,735.5
11/25/2019,14:58:29,0,rosssteph,0.96,3.82,135.4,2.942,211.9,75.4,76.8,9.22,949,4.184,0.1,208.5,0.75,0.75,136,11.82,0,17.07,-609.8,6.659,2.936,38.90137,-92.34187,218.2,0,12,735.5
11/25/2019,14:58:30,0,rosssteph,0.95,3.77,135.4,2.956,211.8,75.2,76.6,9.2,949.2,4.204,0.1,208.4,0.81,0.8,135,12.5,0,17.07,-609.8,6.655,2.97,38.90137,-92.34187,218.3,0,12,735.5
11/25/2019,14:58:31,0,rosssteph,0.93,3.69,135.4,3.023,211.9,74.9,76.3,9.16,949.3,4.3,0.1,208.5,0.77,0.76,135,13.08,0,17.07,-609.8,6.643,3.066,38.90137,-92.34187,218.1,0,12,735.5
11/25/2019,14:58:32,0,rosssteph,0.98,3.86,135.3,3.108,211.9,74.5,75.9,9.12,949.5,4.421,0.1,208.4,0.72,0.71,135,13.17,0,17.07,-609.8,6.625,3.129,38.90137,-92.34187,218.1,0,12,735.5
11/25/2019,14:58:33,0,rosssteph,0.95,3.77,135.1,3.244,211.7,74.2,75.6,9.09,949.8,4.614,0.1,208.3,0.75,0.75,135,13.42,0,17.07,-609.8,6.614,3.351,38.90137,-92.34187,217.7,0,12,735.5
11/25/2019,14:58:34,0,rosssteph,0.99,3.91,135,3.474,211.7,73.6,75,9.02,950,4.942,0.1,208.2,0.79,0.79,135,13.29,0,17.07,-609.8,6.584,3.51,38.90137,-92.34187,217.6,0,12,735.5
11/25/2019,14:58:35,0,rosssteph,0.99,3.94,135,3.581,211.7,73.1,74.6,8.97,950.3,5.093,0.1,208.2,0.77,0.76,135,12.81,0,17.07,-609.8,6.575,3.592,38.90137,-92.34187,217.3,0,12,735.5
11/25/2019,14:58:36,0,rosssteph,0.99,3.9,134.9,3.612,211.6,72.7,74.1,8.91,950.6,5.138,0.1,208.2,0.72,0.71,135,13.27,0,17.07,-609.8,6.576,3.606,38.90136,-92.34187,217.3,0,12,735.5
11/25/2019,14:58:37,0,rosssteph,1,3.98,134.9,3.61,211.6,72.2,73.6,8.86,950.8,5.135,0.1,208.2,0.75,0.74,135,13.61,0,17.07,-609.8,6.571,3.61,38.90136,-92.34186,217.3,0,12,735.5
11/25/2019,14:58:38,0,rosssteph,0.98,3.88,134.9,3.651,211.7,71.8,73.2,8.8,951.2,5.193,0.1,208.3,0.76,0.76,135,13.92,0,17.07,-609.8,6.562,3.718,38.90136,-92.34186,217.2,0,12,735.5
