Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
8/28/2019,12:33:11,28.402,750.2,82.9,6.44,253.6,270,7.65,198.2,0.07,0.33,0.32,,1.112,4.42,,,0.236
8/28/2019,12:33:12,28.413,750.1,82.5,6.4,253.6,270.2,7.64,198.3,0.05,0.254,0.24,,1.114,4.43,,,0.217
8/28/2019,12:33:13,28.421,750.2,82.1,6.38,253.6,270.1,7.64,198.3,0.06,0.223,0.21,,1.116,4.43,,,0.22
8/28/2019,12:33:14,28.424,750.1,81.8,6.35,253.5,270.1,7.64,198.3,0.04,0.334,0.32,,1.097,4.36,,,0.239
8/28/2019,12:33:15,28.419,750.2,81.6,6.33,253.6,270.2,7.64,198.2,-0.08,0.371,0.36,,1.12,4.45,,,0.263
8/28/2019,12:33:16,28.416,750.1,81.3,6.32,253.6,270.1,7.63,198.2,-0.09,0.314,0.3,,1.131,4.5,,,0.297
8/28/2019,12:33:17,28.4,750.2,81.1,6.3,253.6,270.1,7.63,198.1,-0.14,0.27,0.25,,1.105,4.39,,,0.326
8/28/2019,12:33:18,28.39,750.1,81,6.29,253.7,270.1,7.63,198,-0.04,0.228,0.21,,1.058,4.2,,,0.347
8/28/2019,12:33:19,28.379,750.1,80.8,6.28,253.7,270,7.63,198,0.01,0.268,0.25,,1.129,4.49,,,0.364
8/28/2019,12:33:20,28.371,750.2,80.6,6.27,253.6,269.9,7.63,197.9,-0.04,0.248,0.23,,1.163,4.63,,,0.39
8/28/2019,12:33:21,28.369,750.1,80.5,6.25,253.6,269.9,7.63,197.8,-0.05,0.265,0.25,,1.141,4.53,,,0.417
8/28/2019,12:33:22,28.366,750.2,80.3,6.24,253.6,269.9,7.63,197.8,-0.09,0.34,0.33,,1.16,4.61,,,0.444
8/28/2019,12:33:23,28.351,750.2,80.1,6.23,253.6,269.9,7.63,197.7,-0.05,0.335,0.32,,1.15,4.57,,,0.466
8/28/2019,12:33:24,28.334,750.1,80.1,6.23,253.6,269.8,7.63,197.7,0.09,0.315,0.3,,1.18,4.7,,,0.497
8/28/2019,12:33:25,28.337,750.1,80.1,6.23,253.7,269.8,7.62,197.8,0.22,0.31,0.29,,1.229,4.89,,,0.532
