Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
5/29/2019,13:16:20,23.233,740.6,96,8.2,232.6,224.7,7.98,227.1,15.44,0.674,0.67,,3.62,14.64,,,0.014
5/29/2019,13:16:21,23.214,740.7,96.3,8.22,232.7,224.8,7.97,226.9,15.96,0.688,0.68,,3.599,14.55,,,0.017
5/29/2019,13:16:22,23.199,740.6,96.6,8.25,232.8,224.8,7.96,226.6,16.39,0.706,0.7,,3.601,14.56,,,0.021
5/29/2019,13:16:23,23.186,740.6,96.9,8.28,232.8,224.8,7.96,226.3,16.83,0.723,0.72,,3.738,15.12,,,0.027
5/29/2019,13:16:24,23.179,740.6,97.2,8.3,232.9,224.8,7.95,226,17.25,0.74,0.73,,3.558,14.38,,,0.035
5/29/2019,13:16:25,23.18,740.7,97.5,8.33,233,224.9,7.95,225.7,17.72,0.75,0.74,,3.575,14.45,,,0.043
5/29/2019,13:16:26,23.184,740.6,97.8,8.35,233,224.9,7.94,225.5,17.71,0.763,0.76,,3.575,14.45,,,0.052
5/29/2019,13:16:27,23.186,740.6,98.1,8.38,233,224.9,7.84,225.3,17.68,0.782,0.78,,3.585,14.5,,,0.068
5/29/2019,13:16:28,23.181,740.6,98.3,8.4,233.1,225,7.83,225.1,17.69,0.793,0.79,,3.588,14.51,,,0.084
5/29/2019,13:16:29,23.177,740.6,98.5,8.42,233.1,224.9,7.82,225,17.74,0.802,0.8,,3.555,14.37,,,0.102
5/29/2019,13:16:30,23.173,740.6,98.7,8.43,233.1,224.9,7.82,224.7,17.73,0.805,0.8,,3.478,14.06,,,0.122
5/29/2019,13:16:31,23.169,740.7,98.8,8.45,233.1,224.9,7.82,224.5,17.7,0.799,0.79,,3.406,13.76,,,0.87
5/29/2019,13:16:32,23.154,740.6,98.9,8.45,233,224.8,7.81,224.3,17.78,0.783,0.78,,1.688,6.77,,,1.09
5/29/2019,13:16:33,23.12,740.6,98.9,8.46,233,224.6,7.81,224.1,17.79,0.757,0.75,,1.6,6.41,,,1.264
