Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
5/29/2019,11:31:30,24.397,740.5,96.2,8.04,4.5,4.5,6.97,301.2,11.23,0.577,0.57,,0.128,0.41,,,0.003
5/29/2019,11:31:31,24.36,740.4,96.2,8.05,4.5,4.5,7.01,301,12.28,0.57,0.56,,0.134,0.43,,,0.003
5/29/2019,11:31:32,24.358,740.5,100.2,8.38,12.2,12,8.54,239.5,12.54,0.579,0.57,,0.314,1.17,,,0.003
5/29/2019,11:31:33,24.384,740.5,104.7,8.75,231.1,228.4,8.59,237.9,12.27,0.598,0.59,,0.64,2.5,,,0.005
5/29/2019,11:31:34,24.407,740.5,109.2,9.12,232.4,229.8,8.62,236.2,11.99,0.624,0.62,,4.342,17.58,,,0.009
5/29/2019,11:31:35,24.429,740.5,112.7,9.41,232.3,229.7,8.64,235.8,11.72,0.647,0.64,,4.731,19.16,,,0.014
5/29/2019,11:31:36,24.455,740.5,114.1,9.52,232.3,229.9,8.65,235,11.42,0.672,0.66,,5.002,20.27,,,0.022
5/29/2019,11:31:37,24.478,740.6,116,9.67,232,229.7,8.66,234.1,11.15,0.7,0.69,,4.493,18.19,,,0.031
5/29/2019,11:31:38,24.506,740.6,121.7,10.15,231.8,229.6,8.66,233.3,10.86,0.723,0.72,,4.493,18.19,,,0.046
5/29/2019,11:31:39,24.533,740.5,124,10.33,231.7,229.6,8.67,232.6,10.58,0.75,0.74,,4.488,18.17,,,0.062
5/29/2019,11:31:40,24.577,740.6,126.4,10.53,231.5,229.6,8.67,232,10.3,0.773,0.77,,4.529,18.34,,,0.08
5/29/2019,11:31:41,24.627,740.6,127.1,10.58,231.3,229.6,8.67,231.4,10.01,0.798,0.79,,4.583,18.56,,,0.095
5/29/2019,11:31:42,24.681,740.5,128.3,10.66,231,229.6,8.67,231,9.76,0.826,0.82,,4.597,18.62,,,0.924
5/29/2019,11:31:43,24.722,740.6,129.1,10.72,230.8,229.6,8.67,230.7,9.5,0.856,0.85,,4.582,18.56,,,1.248
5/29/2019,11:31:44,24.764,740.5,129.5,10.75,230.6,229.6,8.67,230.4,9.23,0.876,0.87,,4.584,18.56,,,1.334
5/29/2019,11:31:45,24.749,740.4,129.7,10.76,230.6,229.5,8.67,230.2,8.81,0.898,0.9,,4.567,18.5,,,1.468
5/29/2019,11:31:46,24.679,740.5,129.6,10.76,230.8,229.5,8.55,230,7.25,0.906,0.9,,4.551,18.43,,,1.565
5/29/2019,11:31:47,23.551,740.5,129.2,10.74,236.2,229.4,8.48,229.8,7.31,0.916,0.91,,3.954,16,,,1.661
5/29/2019,11:31:48,23.42,740.5,129,10.91,236,229.4,8.45,229.7,7.37,0.917,0.91,,3.166,12.79,,,1.723
5/29/2019,11:31:49,23.405,740.5,124.2,10.59,236.8,229.5,8.41,229.5,7.43,0.904,0.9,,3.943,15.95,,,1.753
5/29/2019,11:31:50,23.379,740.5,121.6,10.34,236.9,229.6,8.4,229.4,7.51,0.907,0.9,,3.154,12.74,,,1.761
5/29/2019,11:31:51,23.27,740.5,119.3,10.17,237.5,229.7,8.37,229.3,7.59,0.881,0.88,,3.128,12.63,,,1.792
5/29/2019,11:31:52,23.218,740.5,118.5,10.11,237.9,229.8,8.35,229.2,7.67,0.855,0.85,,3.046,12.3,,,1.846
5/29/2019,11:31:53,23.189,740.5,117.1,10,238.2,230,8.33,229.1,7.78,0.82,0.82,,2.957,11.94,,,1.906
5/29/2019,11:31:54,23.146,740.5,111.6,9.53,238.7,230.2,8.31,229.1,7.87,0.776,0.77,,2.897,11.69,,,1.975
5/29/2019,11:31:55,23.059,740.6,109.2,9.34,239.3,230.5,8.2,229.1,8.02,0.716,0.71,,1.636,6.55,,,2.866
5/29/2019,11:31:56,22.962,740.4,106.8,9.15,240.3,230.9,8.18,229.1,8.18,0.676,0.67,,1.838,7.37,,,3.035
5/29/2019,11:31:57,22.856,740.5,105.1,9.03,241.1,231.3,8.15,229.1,8.32,0.623,0.61,,1.995,8.02,,,2.889
5/29/2019,11:31:58,22.789,740.5,104.3,8.97,242,231.8,8.12,228.9,8.48,0.572,0.56,,1.468,5.87,,,2.88
5/29/2019,11:31:59,22.715,740.5,102.7,8.84,242.8,232.2,8.12,228.7,8.66,0.524,0.51,,1.48,5.92,,,2.99
5/29/2019,11:32:00,22.658,740.6,98.3,8.48,243.6,232.7,8.1,228.6,8.84,0.475,0.46,,1.532,6.13,,,3.096
5/29/2019,11:32:01,22.604,740.6,96.6,8.34,244.2,233.1,8.09,228.6,8.95,0.424,0.41,,1.578,6.32,,,3.183
5/29/2019,11:32:02,22.563,740.5,95.1,8.22,244.9,233.5,8.08,228.6,9.09,0.381,0.37,,1.58,6.32,,,3.258
5/29/2019,11:32:03,22.516,740.5,93.9,8.12,245.5,233.8,8.07,228.6,9.18,0.341,0.33,,1.573,6.29,,,3.332
5/29/2019,11:32:04,22.422,740.5,93.4,8.09,246.1,234.1,8.06,228.6,9.32,0.303,0.29,,1.58,6.32,,,3.378
5/29/2019,11:32:05,22.343,740.5,92.6,8.03,246.9,234.3,8.05,228.7,9.45,0.269,0.25,,1.571,6.29,,,3.423
5/29/2019,11:32:06,22.24,740.5,91.8,7.98,247.5,234.5,8.05,228.8,9.58,0.239,0.22,,1.566,6.27,,,3.482
5/29/2019,11:32:07,22.15,740.5,87.7,7.64,248.1,234.6,8.04,229,9.74,0.214,0.2,,1.535,6.14,,,3.553
5/29/2019,11:32:08,22.045,740.4,86,7.5,248.6,234.6,7.94,229.1,9.89,0.193,0.18,,1.496,5.98,,,3.615
5/29/2019,11:32:09,21.958,740.5,83.7,7.31,249,234.6,7.92,229.2,10.15,0.167,0.15,,1.447,5.78,,,3.674
5/29/2019,11:32:10,20.73,740.6,82.3,7.21,255.1,234.4,7.91,229.3,10.31,0.158,0.14,,1.37,5.47,,,4.566
5/29/2019,11:32:11,20.634,740.6,82.3,7.38,255.5,234.2,7.9,229.5,10.44,0.135,0.12,,1.275,5.08,,,4.727
5/29/2019,11:32:12,20.446,740.6,81.6,7.33,256.2,234,7.9,229.7,10.66,0.121,0.1,,1.173,4.67,,,4.954
5/29/2019,11:32:13,20.487,740.5,80.7,7.27,255.8,233.7,7.89,229.9,10.78,0.109,0.09,,1.087,4.32,,,4.937
5/29/2019,11:32:14,20.479,740.5,76.8,6.91,255.5,233.4,7.88,230,10.96,0.103,0.08,,0.996,3.95,,,4.946
5/29/2019,11:32:15,20.4,740.5,75.3,6.78,255.6,233.1,7.87,230.3,11.13,0.1,0.08,,0.89,3.51,,,5.046
5/29/2019,11:32:16,20.343,740.4,74.2,6.69,255.5,232.8,7.86,230.5,11.27,0.095,0.08,,0.791,3.11,,,5.17
5/29/2019,11:32:17,20.306,740.5,73.6,6.64,255.4,232.5,7.86,230.7,11.38,0.085,0.07,,0.715,2.8,,,5.25
5/29/2019,11:32:18,20.269,740.5,72.7,6.57,255.2,232.1,7.85,230.9,11.49,0.078,0.06,,0.653,2.55,,,5.311
5/29/2019,11:32:19,20.215,740.4,71.8,6.49,255,231.8,7.85,231.1,11.58,0.072,0.05,,0.603,2.34,,,5.377
5/29/2019,11:32:20,20.181,740.6,71.2,6.45,254.9,231.4,7.84,231.4,11.65,0.065,0.04,,0.578,2.24,,,5.427
5/29/2019,11:32:21,20.15,740.5,70.6,6.4,254.7,231.1,7.84,231.5,11.7,0.062,0.04,,0.566,2.19,,,5.476
5/29/2019,11:32:22,20.117,740.4,67.2,6.09,254.5,230.8,7.83,231.7,11.74,0.055,0.04,,0.548,2.12,,,5.529
5/29/2019,11:32:23,20.071,740.5,65.8,5.97,254.4,230.5,7.83,232,11.79,0.047,0.03,,0.528,2.04,,,6.375
5/29/2019,11:32:24,20.035,740.5,65.1,5.91,254.3,230.2,7.82,232.2,11.72,0.041,0.02,,0.523,2.02,,,6.35
5/29/2019,11:32:25,19.997,740.5,63.9,5.8,254.2,230,7.82,232.4,11.75,0.04,0.02,,0.509,1.96,,,6.624
5/29/2019,11:32:26,19.95,740.4,63.6,5.78,254.2,229.7,7.81,232.6,11.78,0.038,0.02,,0.507,1.95,,,6.652
5/29/2019,11:32:27,19.862,740.4,63.1,5.74,254.3,229.4,7.81,232.8,11.75,0.033,0.01,,0.507,1.95,,,6.754
5/29/2019,11:32:28,19.78,740.4,62.7,5.71,254.4,229.1,7.8,233,11.73,0.033,0.01,,0.503,1.94,,,6.909
5/29/2019,11:32:29,19.713,740.5,62.3,5.69,254.5,228.8,7.8,233.2,11.71,0.027,0.01,,0.492,1.89,,,7.037
5/29/2019,11:32:30,19.637,740.5,62.1,5.68,254.6,228.6,7.7,233.4,11.72,0.029,0.01,,0.483,1.86,,,7.09
5/29/2019,11:32:31,19.576,740.5,61.7,5.65,254.8,228.4,7.69,233.6,11.73,0.029,0.01,,0.478,1.84,,,7.166
5/29/2019,11:32:32,19.511,740.4,61.5,5.64,254.9,228.2,7.69,233.8,11.73,0.028,0.01,,0.461,1.77,,,7.264
5/29/2019,11:32:33,19.454,740.5,61.2,5.62,254.9,227.9,7.69,234,11.82,0.031,0.01,,0.452,1.73,,,7.377
5/29/2019,11:32:34,19.392,740.5,61,5.6,255,227.7,7.69,234.1,11.9,0.028,0.01,,0.451,1.72,,,8.053
5/29/2019,11:32:35,19.341,740.4,60.7,5.58,255.1,227.5,7.69,234.3,11.97,0.031,0.01,,0.437,1.67,,,8.383
5/29/2019,11:32:36,19.29,740.5,60.5,5.57,255.1,227.3,7.68,234.5,11.99,0.035,0.01,,0.434,1.65,,,8.615
5/29/2019,11:32:37,19.246,740.6,60.2,5.55,255.1,227.1,7.68,234.6,11.97,0.033,0.01,,0.424,1.61,,,8.744
5/29/2019,11:32:38,19.2,740.5,60,5.53,255.2,226.9,7.68,234.7,11.98,0.035,0.01,,0.422,1.61,,,8.828
5/29/2019,11:32:39,19.169,740.5,56.6,5.23,255.2,226.8,7.67,234.7,12,0.034,0.01,,0.416,1.58,,,8.859
5/29/2019,11:32:40,19.138,740.5,56,5.18,255.2,226.6,7.67,234.8,12.03,0.042,0.02,,0.414,1.57,,,8.908
5/29/2019,11:32:41,19.113,740.5,55.7,5.15,255.2,226.5,7.67,234.9,12.02,0.037,0.02,,0.416,1.58,,,9.003
5/29/2019,11:32:42,19.09,740.6,55.5,5.14,255.2,226.4,7.66,234.9,12.08,0.044,0.02,,0.409,1.55,,,9.087
5/29/2019,11:32:43,19.053,740.5,55.5,5.14,255.2,226.2,7.66,235,12.06,0.047,0.03,,0.411,1.56,,,9.176
5/29/2019,11:32:44,19.039,740.5,55.3,5.13,255.2,226.1,7.66,235,12.11,0.048,0.03,,0.413,1.57,,,9.248
5/29/2019,11:32:45,19.009,740.4,55.1,5.11,255.1,226,7.66,235.1,12.15,0.049,0.03,,0.407,1.55,,,10.099
5/29/2019,11:32:46,18.993,740.6,55,5.09,255.1,225.8,7.66,235.1,12.13,0.056,0.04,,0.412,1.56,,,10.217
5/29/2019,11:32:47,18.964,740.5,54.8,5.09,255,225.7,7.65,235.2,12.18,0.05,0.03,,0.406,1.54,,,10.353
5/29/2019,11:32:48,18.952,740.5,54.7,5.08,255,225.6,7.65,235.2,12.2,0.053,0.03,,0.407,1.54,,,10.461
5/29/2019,11:32:49,18.934,740.4,54.6,5.07,254.9,225.4,7.65,235.3,12.21,0.052,0.03,,0.402,1.53,,,10.52
5/29/2019,11:32:50,18.926,740.4,54.4,5.05,254.9,225.3,7.65,235.3,12.24,0.049,0.03,,0.399,1.51,,,10.556
5/29/2019,11:32:51,18.913,740.5,54.3,5.04,254.8,225.2,7.64,235.4,12.25,0.049,0.03,,0.401,1.52,,,10.571
