Unit ID:,2,,,,,,,,,,,,,
User ID:,,,,,,,,,,,,,,
Site:,cow,,,,,,,,,,,,,
Log Interval:,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Model, Submodel, S/N, S/W Ver,,,,,,,,,,,
3/13/2019,8:14:18,5.583,732.8,104.4,13.12,88.3,8.67,215.7,19.04,1.257,1.25,14.65,56.66,2.068
3/13/2019,8:14:19,5.581,732.8,104.3,13.12,87.5,8.66,215.8,19.45,1.181,1.17,14.632,56.59,2.14
3/13/2019,8:14:20,5.58,732.7,104.3,13.11,87.4,8.65,216,18.77,1.202,1.2,14.869,57.5,2.23
3/13/2019,8:14:21,5.578,732.8,104.2,13.11,87.4,8.64,216.2,19.73,1.248,1.24,14.743,57.02,2.307
3/13/2019,8:14:22,5.577,732.7,104.3,13.12,87.5,8.64,216.3,19.59,1.219,1.21,14.384,55.62,2.416
3/13/2019,8:14:23,5.578,732.7,104.4,13.13,88,8.63,216.6,18.95,1.2,1.19,14.298,55.29,2.502
3/13/2019,8:14:24,5.579,732.7,104.5,13.14,87.9,8.61,216.7,19.48,1.271,1.26,14.459,55.91,2.567
3/13/2019,8:14:25,5.582,732.7,104.6,13.15,87.9,8.6,216.9,20.38,1.294,1.29,14.845,57.41,2.593
3/13/2019,8:14:26,5.581,732.7,104.6,13.16,87.7,8.6,217,21.5,1.398,1.39,15.152,58.6,2.625
3/13/2019,8:14:27,5.578,732.7,104.7,13.17,88.1,8.59,217.1,20.77,1.383,1.38,15.049,58.2,2.681
3/13/2019,8:14:28,5.578,732.8,104.8,13.18,88.5,8.58,217.2,19.12,1.276,1.27,14.971,57.9,2.742
3/13/2019,8:14:29,5.577,732.7,104.8,13.19,87.9,8.57,217.4,19.05,1.179,1.17,14.741,57.01,2.83
3/13/2019,8:14:30,5.577,732.7,104.9,13.19,87.6,8.56,217.6,20.52,1.138,1.13,14.37,55.57,2.913
3/13/2019,8:14:31,5.577,732.7,104.8,13.19,87.5,8.55,217.7,20.15,1.188,1.18,14.23,55.03,2.99
3/13/2019,8:14:32,5.576,732.6,104.7,13.17,87.5,8.55,217.9,19.52,1.134,1.13,14.18,54.83,3.055
3/13/2019,8:14:33,5.575,732.8,104.7,13.16,87.9,8.54,218,19.14,1.28,1.27,14.757,57.07,3.114
3/13/2019,8:14:34,5.576,732.8,104.6,13.16,88.5,8.53,218.1,18.83,1.41,1.4,15.38,59.48,3.166
3/13/2019,8:14:35,5.576,732.7,104.6,13.15,88.8,8.52,218.3,19.88,1.404,1.4,15.232,58.91,3.223
3/13/2019,8:14:36,5.576,732.8,104.6,13.15,88.9,8.52,218.4,19.35,1.448,1.44,15.058,58.24,3.299
3/13/2019,8:14:37,5.577,732.8,104.6,13.16,88.6,8.51,218.5,19.15,1.325,1.32,15.073,58.29,3.338
3/13/2019,8:14:38,5.576,732.8,104.6,13.16,88.8,8.5,218.7,20.44,1.165,1.16,14.601,56.47,3.363
3/13/2019,8:14:39,5.575,732.8,104.7,13.17,88.4,8.49,218.9,20.3,1.177,1.17,14.658,56.68,3.484
3/13/2019,8:14:40,5.577,732.7,104.8,13.19,87.6,8.49,219,18.77,1.271,1.26,15.079,58.32,3.541
3/13/2019,8:14:41,5.581,732.6,104.9,13.2,87.8,8.48,219.2,18.2,1.326,1.32,15.055,58.22,3.615
3/13/2019,8:14:42,5.585,732.7,105,13.21,87.7,8.47,219.3,19.7,1.347,1.34,15.182,58.72,3.662
3/13/2019,8:14:43,5.58,732.7,105.1,13.21,87.8,8.46,219.4,20.92,1.28,1.27,15.091,58.36,3.739
3/13/2019,8:14:44,5.575,732.8,105.1,13.22,88.2,8.46,219.6,19.73,1.192,1.19,14.686,56.79,3.809
3/13/2019,8:14:45,5.574,732.7,105.1,13.22,88.5,8.45,219.7,18.3,1.342,1.34,14.83,57.35,3.882
3/13/2019,8:14:46,5.576,732.7,105.1,13.21,88,8.44,219.8,19.24,1.448,1.44,15.312,59.22,3.93
3/13/2019,8:14:47,5.578,732.6,105,13.21,87.8,8.44,219.9,21.09,1.409,1.4,15.453,59.77,3.955
3/13/2019,8:14:48,5.58,732.7,105,13.2,88.5,8.43,220.1,21.15,1.486,1.48,15.766,60.98,3.997
3/13/2019,8:14:49,5.578,732.7,104.9,13.19,88.3,8.43,220.2,19.86,1.443,1.44,15.422,59.64,4.057
3/13/2019,8:14:50,5.574,732.7,104.9,13.19,88.2,8.42,220.4,43.94,1.386,1.38,15.134,58.53,4.103
3/13/2019,8:14:51,5.575,732.8,104.8,13.18,88.4,8.41,220.5,356.11,1.722,1.72,16.685,64.54,4.134
3/13/2019,8:14:52,5.581,732.8,104.7,13.18,87.9,8.41,220.6,87.23,2.636,2.63,20.848,80.67,4.153
3/13/2019,8:14:53,5.586,732.6,104.8,13.18,87.7,8.4,220.7,288.07,3.58,3.57,24.283,93.98,4.169
3/13/2019,8:14:54,5.591,732.7,104.7,13.17,88.1,8.39,220.8,116.91,5.666,5.66,24.578,95.13,4.178
3/13/2019,8:14:55,5.596,732.7,104.7,13.17,88,8.39,220.9,42.76,6.504,6.5,19.372,74.95,4.187
3/13/2019,8:14:56,5.595,732.6,104.8,13.17,88.4,8.38,221,34.31,4.968,4.96,12.556,48.54,4.193
3/13/2019,8:14:57,5.592,732.6,104.7,13.17,88.8,8.37,221.2,46.03,4.076,4.07,9.321,36,4.191
3/13/2019,8:14:58,5.589,732.7,104.8,13.18,89.2,8.37,221.3,34.66,3.296,3.29,6.481,25,4.193
3/13/2019,8:14:59,5.582,732.7,104.8,13.18,88.9,8.34,85,130.88,2.338,2.33,2.264,8.66,4.216
3/13/2019,8:15:00,5.58,732.7,104.8,13.18,88.7,8.29,79,90.86,2.089,2.08,1.839,7.01,4.232
3/13/2019,8:15:01,5.577,732.7,104.8,13.18,88.5,8.23,70.1,124.61,2.169,2.16,1.368,5.18,4.252
3/13/2019,8:15:02,5.576,732.8,104.8,13.19,88,8.2,70.7,49.35,2.456,2.45,1.359,5.15,4.271
3/13/2019,8:15:03,5.575,732.7,104.9,13.19,88.1,8.19,70.7,23.44,2.165,2.16,1.273,4.82,4.271
3/13/2019,8:15:04,5.576,732.8,104.8,13.19,88,8.17,70.3,24,1.998,1.99,1.218,4.61,4.273
3/13/2019,8:15:05,5.578,732.7,104.8,13.18,88.1,8.17,69.6,24.41,2.749,2.74,1.875,7.15,4.283
3/13/2019,8:15:06,5.578,732.7,104.8,13.18,88.1,8.16,67.7,24.19,5.52,5.52,3.124,11.99,4.293
3/13/2019,8:15:07,5.579,732.7,104.8,13.18,88,8.16,65.5,24.44,8.215,8.21,5.701,21.98,4.299
3/13/2019,8:15:08,5.58,732.7,104.8,13.18,88.1,8.15,63.9,24.19,9.839,9.84,13.577,52.5,4.306
3/13/2019,8:15:09,5.58,732.8,104.8,13.19,88.5,8.15,62.8,23.11,10.024,10.02,22.258,86.14,4.31
3/13/2019,8:15:10,5.579,732.7,104.8,13.18,88.7,8.15,62.2,21.93,9.923,9.92,28.727,111.2,4.311
3/13/2019,8:15:11,5.579,732.8,104.8,13.18,88.6,8.14,62,20.97,9.908,9.91,29.058,112.49,4.312
3/13/2019,8:15:12,5.579,732.8,104.8,13.18,88.6,8.14,62,20.92,8.892,8.89,22.685,87.79,4.312
3/13/2019,8:15:13,5.579,732.7,104.8,13.18,88.5,8.14,62.2,23.63,8.59,8.59,19.948,77.19,4.312
3/13/2019,8:15:14,5.579,732.7,104.8,13.18,87.9,8.13,62.5,29.92,9.039,9.04,20.163,78.02,4.314
3/13/2019,8:15:15,5.579,732.7,104.8,13.18,87.6,8.13,63,33.21,9.557,9.56,20.013,77.43,4.315
3/13/2019,8:15:16,5.578,732.7,104.8,13.18,88.2,8.13,63.5,31.46,9.854,9.85,19.955,77.21,4.314
3/13/2019,8:15:17,5.579,732.8,104.8,13.18,88.4,8.12,64.2,26.83,10.027,10.03,19.948,77.18,4.315
3/13/2019,8:15:18,5.578,732.7,104.8,13.18,88.6,8.12,64.9,23.19,10.155,10.15,19.981,77.31,4.314
3/13/2019,8:15:19,5.578,732.7,104.8,13.18,88.8,8.11,65.7,20.75,10.322,10.32,20.142,77.94,4.314
3/13/2019,8:15:20,5.578,732.7,104.8,13.18,89,8.11,66.4,20.31,10.451,10.45,20.335,78.68,4.314
3/13/2019,8:15:21,5.578,732.7,104.8,13.18,89.2,8.11,67.2,20.37,10.493,10.49,20.287,78.5,4.314
3/13/2019,8:15:22,5.58,732.8,104.7,13.17,88.9,8.1,68,20.83,10.464,10.46,20.197,78.15,4.315
3/13/2019,8:15:23,5.581,732.7,104.8,13.18,88.7,8.1,68.7,24.99,10.437,10.44,20.114,77.83,4.315
3/13/2019,8:15:24,5.582,732.8,104.8,13.18,88.3,8.1,69.5,23.29,10.378,10.38,19.952,77.2,4.315
3/13/2019,8:15:25,5.582,732.7,104.8,13.18,88.5,8.09,70.3,21.41,10.361,10.36,19.866,76.87,4.315
3/13/2019,8:15:26,5.582,732.8,104.8,13.18,88.7,8.09,71.1,21.35,10.195,10.19,18.987,73.46,4.315
3/13/2019,8:15:27,5.582,732.8,104.8,13.18,88.6,8.09,72,20.6,9.514,9.51,17.278,66.84,4.315
3/13/2019,8:15:28,5.583,732.8,104.8,13.18,88.3,8.09,72.8,20.25,9.007,9.01,16.146,62.45,4.315
3/13/2019,8:15:29,5.583,732.7,104.8,13.17,88.1,8.08,73.7,19.8,9.003,9,15.807,61.14,4.315
3/13/2019,8:15:30,5.583,732.7,104.8,13.18,88.2,8.08,74.4,20.68,6.308,6.31,11.851,45.81,4.316
3/13/2019,8:15:31,5.589,732.7,104.7,13.17,88.5,8.08,42.8,49.14,4.328,4.32,8.28,31.97,4.293
3/13/2019,8:15:32,5.603,732.8,104.5,13.14,88.9,8.02,33,117.75,5.606,5.6,12.173,47.06,4.207
3/13/2019,8:15:33,5.609,732.8,104.1,13.08,89.1,8,28.9,151.8,4.608,4.6,14.996,57.99,4.008
3/13/2019,8:15:34,5.598,732.8,103.8,13.05,89.1,8.01,27.5,46.12,3.167,3.16,13.898,53.74,3.917
3/13/2019,8:15:35,5.588,732.8,103.9,13.07,88.4,8.02,27.3,412.07,2.769,2.76,13.315,51.48,3.687
