Date,Time,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,pH,ORP mV,FNU,BGA-PC RFU,BGA-PC ug/L,BGA-PC c/mL,Chl RFU,Chl ug/L,PAR1 ppfd,PAR2 ppfd,DEP m
7/11/2019,13:15:29,29.122,747.3,121.1,9.3,166.8,179.9,8.85,191.1,2.02,1.721,1.74,,3.606,14.58,,,0.031
7/11/2019,13:15:30,29.18,747.4,123.1,9.44,242.5,261.9,8.85,191.2,1.53,0.742,0.74,,1.843,7.4,,,0.033
7/11/2019,13:15:31,29.187,747.3,125.5,9.62,245.8,265.4,8.86,191.5,1.76,0.758,0.75,,1.809,7.26,,,0.031
7/11/2019,13:15:32,29.179,747.4,128.6,9.86,247.8,267.6,8.86,191.9,1.83,0.716,0.71,,1.898,7.62,,,0.056
7/11/2019,13:15:33,29.171,747.3,131.7,10.09,248.5,268.3,8.85,192,1.6,0.663,0.66,,1.961,7.88,,,0.151
7/11/2019,13:15:34,29.18,747.3,134,10.27,248.7,268.6,8.85,192.1,1.62,0.66,0.65,,1.952,7.84,,,0.247
7/11/2019,13:15:35,29.184,747.4,136.2,10.44,248.8,268.7,8.85,192.4,1.91,0.612,0.6,,1.992,8.01,,,0.308
7/11/2019,13:15:36,29.161,747.3,137.8,10.56,248.9,268.7,8.84,192.8,1.94,0.679,0.67,,1.974,7.93,,,0.356
7/11/2019,13:15:37,29.143,747.3,139.5,10.69,248.9,268.6,8.84,192.8,1.8,0.723,0.72,,2.006,8.06,,,0.405
7/11/2019,13:15:38,29.126,747.3,140.8,10.8,248.9,268.5,8.84,192.6,1.81,0.66,0.65,,2.161,8.69,,,0.459
7/11/2019,13:15:39,29.121,747.4,142.1,10.9,248.8,268.4,8.84,192.2,1.88,0.745,0.74,,2.308,9.29,,,0.521
7/11/2019,13:15:40,29.12,747.4,143.2,10.98,248.9,268.4,8.84,191.9,1.97,0.81,0.8,,2.335,9.4,,,0.56
7/11/2019,13:15:41,29.114,747.3,144.2,11.06,248.9,268.4,8.84,191.5,1.86,0.783,0.78,,2.364,9.52,,,0.615
7/11/2019,13:15:42,29.107,747.3,144.8,11.11,248.8,268.4,8.85,191.3,1.81,0.751,0.75,,2.429,9.78,,,0.668
7/11/2019,13:15:43,29.111,747.3,145.6,11.17,248.7,268.2,8.85,191.1,1.84,0.761,0.76,,2.418,9.74,,,0.721
7/11/2019,13:15:44,29.112,747.4,146.3,11.22,248.6,268.2,8.85,191,1.89,0.816,0.81,,2.482,10,,,0.754
7/11/2019,13:15:45,29.102,747.3,146.9,11.27,248.8,268.3,8.85,191.1,1.89,0.846,0.84,,2.537,10.23,,,0.763
7/11/2019,13:15:46,29.094,747.2,147.4,11.31,248.8,268.3,8.85,191.2,1.84,0.911,0.91,,2.518,10.15,,,0.822
7/11/2019,13:15:47,29.1,747.3,148,11.36,248.8,268.2,8.85,191.1,1.87,0.845,0.84,,2.464,9.93,,,0.81
7/11/2019,13:15:48,29.121,747.3,148.5,11.39,248.7,268.3,8.84,191.2,1.85,0.709,0.7,,2.4,9.67,,,0.843
7/11/2019,13:15:49,29.128,747.3,148.7,11.41,248.8,268.4,8.84,191.1,1.87,0.725,0.72,,2.396,9.65,,,0.845
7/11/2019,13:15:50,29.124,747.4,149,11.43,248.8,268.4,8.84,191,1.98,0.789,0.78,,2.483,10,,,0.864
7/11/2019,13:15:51,29.122,747.2,149.2,11.44,248.8,268.4,8.84,191,2.01,0.8,0.8,,2.62,10.56,,,0.882
7/11/2019,13:15:52,29.103,747.4,149.5,11.47,248.9,268.4,8.84,190.9,2.04,0.799,0.79,,2.635,10.62,,,0.912
7/11/2019,13:15:53,29.082,747.2,149.8,11.5,249,268.4,8.84,190.9,2.05,0.782,0.78,,2.701,10.89,,,0.924
7/11/2019,13:15:54,29.045,747.3,150,11.52,248.9,268.1,8.84,191,1.92,0.757,0.75,,2.709,10.92,,,0.922
7/11/2019,13:15:55,29.031,747.4,150.4,11.55,248.8,268,8.83,191.1,1.87,0.754,0.75,,2.727,11,,,0.976
7/11/2019,13:15:56,29.041,747.3,150.9,11.59,248.8,268,8.83,191.2,1.88,0.809,0.8,,2.742,11.06,,,0.96
7/11/2019,13:15:57,29.046,747.3,151.2,11.61,248.7,267.9,8.83,191.1,1.91,0.817,0.81,,2.664,10.74,,,0.93
7/11/2019,13:15:58,29.046,747.3,151.4,11.63,248.7,268,8.84,191,1.95,0.783,0.78,,2.707,10.92,,,0.984
7/11/2019,13:15:59,29.04,747.3,151.7,11.65,248.7,267.9,8.84,190.9,2.05,0.754,0.75,,2.758,11.13,,,0.979
7/11/2019,13:16:00,29.033,747.3,151.8,11.67,248.7,267.9,8.84,190.8,2.12,0.826,0.82,,2.885,11.64,,,1.017
7/11/2019,13:16:01,29.034,747.2,152,11.68,248.7,267.9,8.84,190.6,2.11,0.877,0.87,,2.907,11.73,,,1.05
7/11/2019,13:16:02,29.029,747.3,152.2,11.7,248.7,267.8,8.84,190.5,2.09,0.843,0.84,,2.849,11.49,,,1.098
7/11/2019,13:16:03,29.023,747.3,152.3,11.7,248.6,267.7,8.85,190.3,2.06,0.817,0.81,,2.921,11.79,,,1.166
7/11/2019,13:16:04,29.016,747.2,152.4,11.71,248.7,267.7,8.85,190.1,2.01,0.884,0.88,,3.003,12.12,,,1.235
7/11/2019,13:16:05,29.01,747.3,152.5,11.72,248.8,267.8,8.85,189.9,2.08,0.887,0.88,,2.998,12.1,,,1.277
7/11/2019,13:16:06,28.992,747.2,152.8,11.75,248.7,267.7,8.85,189.7,2.29,0.846,0.84,,2.97,11.99,,,1.368
7/11/2019,13:16:07,28.979,747.3,152.9,11.76,248.7,267.6,8.85,189.7,2.24,0.881,0.88,,2.972,12,,,1.451
7/11/2019,13:16:08,28.956,747.3,152.7,11.75,248.7,267.5,8.85,189.5,2,0.847,0.84,,2.878,11.61,,,1.491
7/11/2019,13:16:09,28.901,747.2,152.3,11.72,248.8,267.4,8.84,189.3,2.16,0.827,0.82,,2.81,11.34,,,1.534
7/11/2019,13:16:10,28.846,747.3,151.8,11.7,249,267.3,8.83,189.2,2.26,0.865,0.86,,2.793,11.27,,,1.611
7/11/2019,13:16:11,28.776,747.2,151.1,11.66,249.1,267.1,8.82,189,2.35,0.89,0.89,,2.665,10.75,,,1.669
7/11/2019,13:16:12,28.685,747.3,150.2,11.6,249.3,266.9,8.81,188.9,2.53,0.939,0.94,,2.644,10.66,,,1.719
7/11/2019,13:16:13,28.574,747.3,148.9,11.52,249.6,266.7,8.79,188.9,2.58,0.982,0.98,,2.63,10.6,,,1.799
