MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-SA-03-00,2020-06-26,2020-06-26T08:39:39Z,0.056,0.065,27.799,8.16,104,2.16,0.95,9.02,8.89,69.6,146.3,0.07,95,0.005,37.47936,-94.25288,286.5,981.4
094-SA-03-00,2020-06-26,2020-06-26T08:39:40Z,0.084,0.09,27.805,8.17,104,2.13,0.98,9.46,8.89,69.7,146.2,0.07,95,0.008,37.47936,-94.25288,286.5,981.3
094-SA-03-00,2020-06-26,2020-06-26T08:39:41Z,0.109,0.125,27.807,8.17,104,2.26,0.98,9.56,8.89,70,146.2,0.07,95,0.011,37.47936,-94.25288,287,981.4
094-SA-03-00,2020-06-26,2020-06-26T08:39:42Z,0.139,0.151,27.802,8.17,104.1,2.27,1.05,9.3,8.89,70,146.3,0.07,95,0.014,37.47936,-94.25289,287.8,981.4
094-SA-03-00,2020-06-26,2020-06-26T08:39:43Z,0.17,0.175,27.801,8.18,104.1,2.27,1.09,9.04,8.89,70,146.3,0.07,95,0.017,37.47936,-94.25289,287.7,981.4
094-SA-03-00,2020-06-26,2020-06-26T08:39:44Z,0.196,0.211,27.808,8.18,104.2,2.38,1,9.15,8.89,70,146.2,0.07,95,0.019,37.47936,-94.25289,288,981.3
094-SA-03-00,2020-06-26,2020-06-26T08:39:45Z,0.232,0.241,27.809,8.18,104.2,2.27,0.98,9.34,8.89,70.1,146.3,0.07,95,0.023,37.47936,-94.25289,288.2,981.3
094-SA-03-00,2020-06-26,2020-06-26T08:39:46Z,0.268,0.289,27.81,8.18,104.2,2.24,1.04,9.39,8.89,70.1,146.3,0.07,95,0.026,37.47936,-94.25289,288.3,981.4
094-SA-03-00,2020-06-26,2020-06-26T08:39:47Z,0.319,0.338,27.814,8.18,104.2,2.42,1.11,9.28,8.89,70.1,146.3,0.07,95,0.031,37.47936,-94.25289,288.4,981.3
094-SA-03-00,2020-06-26,2020-06-26T08:39:48Z,0.366,0.382,27.815,8.19,104.3,2.44,1.08,9.26,8.89,70.1,146.3,0.07,95,0.036,37.47936,-94.25289,288.5,981.2
094-SA-03-00,2020-06-26,2020-06-26T08:39:49Z,0.411,0.425,27.814,8.19,104.3,2.53,1.08,9.05,8.89,70,146.4,0.07,95,0.04,37.47936,-94.25289,288.6,981.3
094-SA-03-00,2020-06-26,2020-06-26T08:39:50Z,0.447,0.467,27.813,8.19,104.3,2.73,1.1,9.08,8.89,70,146.4,0.07,95,0.044,37.47936,-94.25289,288.6,981.2
094-SA-03-00,2020-06-26,2020-06-26T08:39:51Z,0.531,0.599,27.815,8.19,104.3,2.65,1.06,9.35,8.89,70.3,146.4,0.07,95,0.052,37.47936,-94.25289,288.6,981.2
094-SA-03-00,2020-06-26,2020-06-26T08:39:52Z,0.68,0.729,27.819,8.19,104.3,2.55,1.04,9.46,8.89,70.7,146.4,0.07,95,0.066,37.47936,-94.25289,288.9,981.2
