MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-MD-04-00,2020-06-25,2020-06-25T18:34:55Z,0.013,0.013,30.586,10.27,137,0.83,1.02,631.41,8.31,86.1,2.6,0,2,0.001,37.48306,-94.25104,288.7,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:02Z,0.056,0.077,30.35,10.94,145.6,1.58,0.45,6.38,8.77,84.9,146.9,0.07,95,0.005,37.48307,-94.25104,289.5,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:03Z,0.09,0.106,30.348,11,146.4,1.66,0.4,6.41,8.79,85,146.8,0.07,95,0.009,37.48307,-94.25104,289.4,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:04Z,0.153,0.166,30.34,11.07,147.4,1.79,0.48,6.37,8.8,85.1,146.8,0.07,95,0.015,37.48307,-94.25104,289.4,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:05Z,0.185,0.191,30.331,11.13,148.1,1.83,0.56,6.38,8.81,85.5,146.7,0.07,95,0.018,37.48307,-94.25104,289.4,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:08Z,0.24,0.25,30.323,11.26,149.8,1.78,0.57,6.3,8.84,86.8,146.6,0.07,95,0.023,37.48307,-94.25103,289.2,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:09Z,0.265,0.274,30.324,11.29,150.2,1.79,0.56,6.27,8.84,87.2,146.7,0.07,95,0.026,37.48307,-94.25103,289.3,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:10Z,0.287,0.298,30.323,11.31,150.6,1.81,0.55,6.33,8.85,87.8,146.7,0.07,95,0.028,37.48307,-94.25103,289.3,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:11Z,0.308,0.322,30.325,11.34,150.8,1.81,0.51,6.12,8.85,88.9,146.8,0.07,95,0.03,37.48307,-94.25103,289.4,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:12Z,0.342,0.35,30.328,11.36,151.2,1.76,0.47,6.24,8.84,89.8,146.9,0.07,95,0.033,37.48307,-94.25103,289.3,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:13Z,0.369,0.378,30.327,11.39,151.6,1.85,0.5,6.38,8.84,90.5,146.9,0.07,95,0.036,37.48307,-94.25102,289.4,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:14Z,0.394,0.416,30.33,11.41,151.9,1.84,0.58,6.37,8.84,91.4,146.9,0.07,95,0.039,37.48307,-94.25102,289.5,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:15Z,0.442,0.448,30.329,11.43,152.1,1.83,0.58,6.3,8.83,92.2,146.9,0.07,95,0.043,37.48307,-94.25102,289.3,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:16Z,0.473,0.487,30.316,11.44,152.2,1.91,0.47,6.15,8.83,92.9,146.9,0.07,95,0.046,37.48307,-94.25102,289.5,978.9
094-MD-04-00,2020-06-25,2020-06-25T18:35:17Z,0.5,0.51,30.31,11.46,152.4,2.02,0.54,6.28,8.82,93.6,146.9,0.07,96,0.049,37.48307,-94.25102,289.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:18Z,0.54,0.556,30.309,11.47,152.6,2.08,0.62,6.44,8.81,94.5,147,0.07,96,0.053,37.48307,-94.25102,289.3,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:19Z,0.574,0.601,30.295,11.49,152.8,2.01,0.61,6.36,8.8,95.3,147,0.07,96,0.056,37.48307,-94.25102,289.5,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:20Z,0.656,0.67,30.273,11.51,153,2.04,0.6,6.45,8.79,96.4,147,0.07,96,0.064,37.48306,-94.25102,289.3,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:21Z,0.703,0.73,30.268,11.52,153.2,2.13,0.54,6.37,8.78,97.6,146.9,0.07,96,0.069,37.48306,-94.25101,289.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:22Z,0.776,0.807,30.23,11.51,153.1,2.12,0.51,6.45,8.76,99,146.9,0.07,95,0.076,37.48306,-94.25101,289.4,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:23Z,0.854,0.906,30.15,11.52,153,2.1,0.52,6.7,8.74,100.2,147,0.07,96,0.083,37.48306,-94.25101,289.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:24Z,0.982,1.003,30.131,11.53,152.9,2.24,0.55,6.79,8.72,101.6,147,0.07,96,0.096,37.48307,-94.25101,289.3,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:25Z,1.048,1.065,30.059,11.51,152.6,2.37,0.61,6.92,8.71,102.7,147,0.07,96,0.102,37.48307,-94.25101,289.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:26Z,1.085,1.092,30.025,11.5,152.2,2.37,0.61,7.21,8.7,103.6,147,0.07,96,0.106,37.48307,-94.25101,289.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:27Z,1.106,1.112,30.003,11.47,151.8,2.26,0.55,7.58,8.68,104.4,147,0.07,96,0.108,37.48307,-94.25101,289.5,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:28Z,1.125,1.139,29.964,11.44,151.3,2.29,0.66,7.36,8.67,104.9,147,0.07,96,0.11,37.48307,-94.25101,289.4,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:29Z,1.165,1.182,29.897,11.41,150.8,2.84,0.78,7.14,8.67,105.4,146.9,0.07,95,0.114,37.48307,-94.25101,289.3,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:30Z,1.204,1.219,29.84,11.39,150.4,3.28,0.99,7.39,8.66,105.9,146.8,0.07,95,0.118,37.48307,-94.25101,289.2,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:31Z,1.249,1.272,29.682,11.37,150,3.41,1.06,7.83,8.65,106.5,146.9,0.07,96,0.122,37.48307,-94.25101,289.2,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:32Z,1.301,1.312,29.551,11.35,149.3,3.35,0.94,9.37,8.64,107.1,147.1,0.07,96,0.127,37.48307,-94.25101,289.3,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:33Z,1.34,1.351,29.527,11.29,148.2,3.42,0.88,9.63,8.63,107.8,147.1,0.07,96,0.131,37.48307,-94.25101,289.1,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:34Z,1.366,1.377,29.486,11.22,147.2,3.35,0.94,9.28,8.62,108.2,147,0.07,96,0.133,37.48308,-94.25101,289,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:35Z,1.402,1.424,29.376,11.12,145.8,3.19,0.89,8.58,8.61,108.4,147,0.07,96,0.137,37.48308,-94.25101,288.9,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:36Z,1.446,1.447,29.372,11.06,144.7,3.39,0.87,8.42,8.6,108.4,146.8,0.07,95,0.141,37.48308,-94.25101,288.9,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:37Z,1.465,1.472,29.383,10.99,143.9,3.22,0.94,8.58,8.6,108.4,146.9,0.07,95,0.143,37.48308,-94.251,288.8,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:38Z,1.485,1.498,29.328,10.94,143.2,3.26,0.98,8.61,8.59,108.6,146.9,0.07,96,0.145,37.48308,-94.251,288.8,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:39Z,1.517,1.528,29.286,10.89,142.3,3.54,1.01,8.94,8.59,108.8,146.9,0.07,95,0.148,37.48308,-94.251,288.8,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:40Z,1.55,1.569,29.282,10.87,142,3.41,0.98,9.25,8.58,109.1,146.8,0.07,95,0.151,37.48308,-94.251,288.9,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:41Z,1.604,1.622,29.287,10.84,141.6,3.72,1.01,9.6,8.58,109.5,146.7,0.07,95,0.157,37.48308,-94.251,288.9,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:42Z,1.655,1.672,29.265,10.79,141.1,3.56,1.08,9.44,8.57,109.8,146.8,0.07,95,0.162,37.48308,-94.251,288.9,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:43Z,1.697,1.709,29.249,10.76,140.6,3.36,1.03,9.36,8.56,110.1,146.8,0.07,95,0.166,37.48308,-94.251,289,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:44Z,1.734,1.75,29.227,10.72,140,3.95,1.06,9.26,8.56,110.3,146.8,0.07,95,0.169,37.48309,-94.251,288.9,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:45Z,1.789,1.815,29.176,10.68,139.4,3.94,1.08,9.46,8.55,110.6,146.9,0.07,95,0.175,37.48309,-94.251,288.9,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:46Z,1.847,1.857,29.028,10.64,138.8,3.91,1.16,10.87,8.55,110.8,147.1,0.07,96,0.18,37.48309,-94.251,288.8,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:47Z,1.881,1.9,28.75,10.61,137.9,3.81,1.3,11.67,8.54,111.1,147.5,0.07,96,0.184,37.48309,-94.251,288.6,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:48Z,1.923,1.928,28.476,10.56,136.6,3.79,1.31,11.06,8.53,111.6,148.1,0.07,96,0.188,37.48309,-94.251,288.7,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:49Z,1.963,1.98,28.355,10.47,134.9,4.09,1.27,13.08,8.51,112,148.2,0.07,96,0.192,37.48309,-94.251,288.4,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:50Z,1.996,2.005,27.993,10.32,132.4,3.91,1.16,15.47,8.48,112.2,149.1,0.07,97,0.195,37.48309,-94.251,288.3,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:51Z,2.025,2.035,27.844,10.15,129.5,4.43,1.27,17.27,8.47,112.4,149.6,0.07,97,0.198,37.48309,-94.251,288.4,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:52Z,2.052,2.082,27.919,9.52,121.4,5.35,1.53,22.48,8.45,112.6,149.5,0.07,97,0.201,37.48309,-94.251,288.2,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:53Z,2.141,2.148,27.705,9.15,116.8,4.59,1.47,23.37,8.41,113.3,150.1,0.07,98,0.209,37.48309,-94.251,288.3,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:35:54Z,2.16,2.177,27.356,8.71,110.2,3.46,1.31,21.47,8.39,113.4,151,0.07,98,0.211,37.48309,-94.251,288.3,978.5
094-MD-04-00,2020-06-25,2020-06-25T18:35:55Z,2.202,2.21,27.017,8.27,104.3,2.7,1.22,21.24,8.35,113.6,151.9,0.07,99,0.215,37.48309,-94.251,288.3,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:56Z,2.232,2.25,26.671,7.59,94.9,2.04,1.22,22.46,8.31,113.9,152.8,0.07,99,0.218,37.48309,-94.251,288.2,978.6
094-MD-04-00,2020-06-25,2020-06-25T18:35:57Z,2.285,2.297,26.533,6.76,84.2,1.88,1.23,23.99,8.27,114.1,153.4,0.07,100,0.223,37.48309,-94.251,288.2,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:58Z,2.331,2.345,26.457,5.91,73.6,1.73,1.15,25.99,8.24,114,153.8,0.07,100,0.228,37.4831,-94.25101,288.1,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:35:59Z,2.373,2.395,26.425,5.1,63.4,1.85,1.06,27.11,8.21,113.7,154.2,0.07,100,0.232,37.4831,-94.25101,288.2,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:00Z,2.414,2.417,26.35,4.51,56,1.94,1.02,27.37,8.18,112.5,154.6,0.07,100,0.236,37.4831,-94.25101,288.3,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:02Z,2.454,2.482,26.325,3.57,44.3,1.94,1.19,28.3,8.12,109.7,155,0.07,101,0.24,37.4831,-94.25101,288.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:03Z,2.513,2.535,26.144,3.44,42.6,1.77,1.12,30.54,8.08,107.8,155.5,0.07,101,0.246,37.4831,-94.25101,288.7,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:04Z,2.566,2.571,25.648,2.98,36.7,1.7,1.03,31.16,8.04,105.5,157,0.07,102,0.251,37.4831,-94.25101,288.7,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:05Z,2.595,2.611,25.479,2.72,33.2,1.76,0.97,31.48,8.01,102.6,157.9,0.07,103,0.254,37.4831,-94.25101,288.8,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:06Z,2.631,2.653,25.467,2.44,29.7,1.69,0.96,32.33,7.98,99.7,158.1,0.07,103,0.257,37.4831,-94.25101,288.8,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:08Z,2.697,2.73,25.354,2.18,26.6,1.42,0.87,31.75,7.92,91.4,158.7,0.07,103,0.264,37.4831,-94.25101,288.5,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:09Z,2.757,2.763,25.013,2,24.4,1.43,0.87,34.3,7.89,79.7,159.8,0.07,104,0.27,37.4831,-94.25101,288.4,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:10Z,2.8,2.816,24.827,1.86,22.4,1.48,0.87,37.78,7.85,72.5,161.2,0.08,105,0.274,37.4831,-94.25101,288.4,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:11Z,2.839,2.849,24.823,1.69,20.3,1.51,0.81,40.99,7.83,66,161.4,0.08,105,0.278,37.4831,-94.25101,288.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:12Z,2.87,2.887,24.828,1.57,18.9,1.42,0.76,41.57,7.81,62.4,161.5,0.08,105,0.281,37.4831,-94.25101,288.5,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:13Z,2.904,2.911,24.816,1.46,17.6,1.35,0.77,40.82,7.79,52.7,161.7,0.08,105,0.284,37.4831,-94.25101,288.6,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:14Z,2.948,2.96,24.577,1.37,16.5,1.35,0.72,40.77,7.77,44.8,162.7,0.08,106,0.288,37.4831,-94.25101,288.5,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:15Z,2.984,3.009,24.169,1.28,15.3,1.28,0.68,39.89,7.75,37.6,164,0.08,107,0.292,37.4831,-94.25101,288.6,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:16Z,3.042,3.051,23.886,1.2,14.3,1.21,0.64,34.24,7.72,31.1,165.6,0.08,108,0.298,37.4831,-94.25101,288.7,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:17Z,3.062,3.071,23.774,1.14,13.5,1.21,0.48,31.25,7.69,29.8,166.3,0.08,108,0.3,37.4831,-94.25101,288.6,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:18Z,3.096,3.1,23.786,1.08,12.8,1.17,0.47,34.18,7.65,16.6,166.5,0.08,108,0.303,37.4831,-94.25101,288.6,978.7
094-MD-04-00,2020-06-25,2020-06-25T18:36:21Z,3.139,3.149,23.617,0.95,11.2,1.58,0.86,148.31,7.6,-0.2,168.2,0.08,109,0.307,37.4831,-94.25101,288.6,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:22Z,3.169,3.175,23.506,0.91,10.8,2.72,1.92,104.54,7.59,-11.7,169.1,0.08,110,0.31,37.4831,-94.25101,288.6,978.8
094-MD-04-00,2020-06-25,2020-06-25T18:36:25Z,3.223,3.231,23.478,0.85,10,0.29,0.23,163.04,7.55,-28,170.4,0.08,111,0.315,37.4831,-94.25101,288.4,978.8
