chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
2.83,0.762,88.8,7.16,95.5,0.074,0.08,162.1,6.46,105,11.09,7.96,26.287,0.777,38.90614,-92.12302,251.7,986.6,2020-09-02,2020-09-02T14:21:57Z,017
2.78,0.802,88.6,7.15,95.5,0.078,0.08,162.1,6.45,105,11.09,7.96,26.281,0.814,38.90614,-92.12302,251.9,986.6,2020-09-02,2020-09-02T14:21:58Z,017
2.83,0.843,88.4,7.13,95.3,0.082,0.08,162,6.4,105,11.28,7.97,26.272,0.855,38.90614,-92.12302,252.1,986.7,2020-09-02,2020-09-02T14:21:59Z,017
2.81,0.88,88.2,7.12,95.2,0.086,0.08,162.1,6.36,105,11.23,7.97,26.264,0.895,38.90614,-92.12302,252.2,986.6,2020-09-02,2020-09-02T14:22:00Z,017
2.87,0.918,88,7.1,95.2,0.09,0.08,162.2,6.27,105,11.16,7.97,26.262,0.934,38.90614,-92.12301,252.2,986.6,2020-09-02,2020-09-02T14:22:01Z,017
2.94,0.957,87.9,7.09,95.2,0.094,0.08,162.1,6.2,105,11.13,7.98,26.26,0.968,38.90614,-92.12301,252.3,986.8,2020-09-02,2020-09-02T14:22:02Z,017
2.87,1.011,86.8,7.01,94.6,0.099,0.08,162,6.24,105,11.15,7.99,26.249,1.028,38.90614,-92.123,251.9,986.6,2020-09-02,2020-09-02T14:22:10Z,017
2.74,1.049,86.7,7,94.8,0.103,0.08,162,6.23,105,11.03,7.99,26.239,1.049,38.90614,-92.123,251.8,986.6,2020-09-02,2020-09-02T14:22:11Z,017
2.68,1.069,86.5,6.99,94.9,0.104,0.08,162.2,6.16,105,11.2,7.99,26.231,1.085,38.90614,-92.123,252.3,986.6,2020-09-02,2020-09-02T14:22:12Z,017
2.71,1.111,86.2,6.96,95.1,0.109,0.08,162.2,6.17,105,11.25,7.99,26.222,1.133,38.90614,-92.123,252.4,986.5,2020-09-02,2020-09-02T14:22:13Z,017
2.77,1.165,85.8,6.94,95.2,0.114,0.08,162.3,6.12,105,11.16,7.99,26.211,1.18,38.90614,-92.123,252.1,986.6,2020-09-02,2020-09-02T14:22:14Z,017
2.79,1.209,85.4,6.9,95.3,0.118,0.08,162.3,6.11,105,11.21,7.99,26.205,1.217,38.90615,-92.123,252.2,986.6,2020-09-02,2020-09-02T14:22:15Z,017
2.75,1.238,85.1,6.88,95.4,0.121,0.08,162.3,6.13,105,11.25,7.99,26.21,1.256,38.90615,-92.123,252.2,986.7,2020-09-02,2020-09-02T14:22:16Z,017
2.71,1.277,84.9,6.86,95.6,0.125,0.08,162.3,6.05,106,11.17,7.98,26.212,1.285,38.90615,-92.123,252.8,986.6,2020-09-02,2020-09-02T14:22:17Z,017
2.86,1.316,84.7,6.84,95.6,0.129,0.08,162.3,6.14,105,11.34,7.98,26.205,1.325,38.90615,-92.123,252.9,986.6,2020-09-02,2020-09-02T14:22:19Z,017
2.82,1.373,84.4,6.82,95.3,0.134,0.08,162.4,6.11,106,10.79,7.99,26.206,1.391,38.90615,-92.123,252.2,986.6,2020-09-02,2020-09-02T14:22:23Z,017
2.86,1.409,84.4,6.82,95.3,0.138,0.08,162.3,6.05,106,10.89,7.99,26.205,1.421,38.90615,-92.123,252.2,986.7,2020-09-02,2020-09-02T14:22:24Z,017
3.07,1.444,84.3,6.81,95.4,0.141,0.08,162.2,6.04,105,11.2,7.99,26.202,1.46,38.90615,-92.123,252.2,986.6,2020-09-02,2020-09-02T14:22:25Z,017
3.13,1.486,84.1,6.8,95.5,0.145,0.08,162.3,6.07,105,11.42,7.99,26.19,1.5,38.90615,-92.123,252.1,986.7,2020-09-02,2020-09-02T14:22:26Z,017
3.07,1.527,84,6.79,95.4,0.149,0.08,162.3,6.04,106,11.28,7.99,26.185,1.532,38.90616,-92.123,252.1,986.6,2020-09-02,2020-09-02T14:22:27Z,017
2.96,1.543,83.9,6.78,95.3,0.151,0.08,162.3,5.98,106,11.35,7.99,26.186,1.555,38.90616,-92.123,252.1,986.5,2020-09-02,2020-09-02T14:22:28Z,017
2.91,1.571,83.7,6.77,95.4,0.154,0.08,162.3,5.88,106,11.44,7.99,26.186,1.581,38.90616,-92.123,252.1,986.6,2020-09-02,2020-09-02T14:22:29Z,017
2.97,1.6,83.6,6.76,95.5,0.156,0.08,162.3,5.85,105,11.41,7.99,26.18,1.613,38.90616,-92.123,252,986.6,2020-09-02,2020-09-02T14:22:30Z,017
3,1.634,83.5,6.75,95.6,0.16,0.08,162.3,5.84,106,11.15,7.99,26.174,1.64,38.90616,-92.123,251.9,986.6,2020-09-02,2020-09-02T14:22:31Z,017
2.92,1.66,83.4,6.74,95.7,0.162,0.08,162.4,5.85,106,11.16,7.98,26.172,1.666,38.90617,-92.123,251.9,986.6,2020-09-02,2020-09-02T14:22:32Z,017
2.81,1.683,83.2,6.73,95.7,0.165,0.08,162.3,5.81,106,11.25,7.98,26.164,1.696,38.90617,-92.123,251.8,986.7,2020-09-02,2020-09-02T14:22:33Z,017
2.82,1.635,82.9,6.71,95.9,0.16,0.08,162.5,5.92,106,11.06,7.98,26.164,1.65,38.90617,-92.123,251.7,986.7,2020-09-02,2020-09-02T14:22:35Z,017
2.84,1.684,82.8,6.7,96.1,0.165,0.08,162.6,5.85,106,11.08,7.98,26.162,1.703,38.90617,-92.123,251.6,986.6,2020-09-02,2020-09-02T14:22:36Z,017
2.88,1.728,82.6,6.68,96.1,0.169,0.08,162.6,5.86,106,11.33,7.97,26.16,1.744,38.90617,-92.123,251.7,986.6,2020-09-02,2020-09-02T14:22:37Z,017
2.89,1.769,82.5,6.67,96.1,0.173,0.08,162.6,5.85,106,11.43,7.98,26.156,1.783,38.90617,-92.123,251.7,986.5,2020-09-02,2020-09-02T14:22:38Z,017
2.88,1.806,82.4,6.66,96,0.177,0.08,162.5,5.86,106,10.94,7.98,26.146,1.817,38.90617,-92.123,251.7,986.6,2020-09-02,2020-09-02T14:22:39Z,017
2.88,1.843,82.2,6.65,96,0.18,0.08,162.4,5.84,106,10.81,7.98,26.138,1.856,38.90617,-92.123,251.7,986.5,2020-09-02,2020-09-02T14:22:40Z,017
2.88,1.876,82.1,6.64,95.9,0.183,0.08,162.5,5.9,106,10.74,7.98,26.133,1.887,38.90617,-92.123,251.7,986.7,2020-09-02,2020-09-02T14:22:41Z,017
3.04,1.904,81.9,6.63,95.9,0.186,0.08,162.5,5.89,106,11.05,7.97,26.131,1.911,38.90617,-92.123,251.7,986.7,2020-09-02,2020-09-02T14:22:42Z,017
3.16,1.925,81.8,6.62,95.9,0.188,0.08,162.5,5.82,106,11.48,7.97,26.129,1.934,38.90617,-92.123,251.7,986.6,2020-09-02,2020-09-02T14:22:43Z,017
3.05,1.961,81.7,6.61,96,0.192,0.08,162.6,5.82,106,11.55,7.97,26.124,1.981,38.90617,-92.123,251.7,986.7,2020-09-02,2020-09-02T14:22:44Z,017
3.01,2.009,81.6,6.6,96,0.196,0.08,162.6,5.89,106,11.76,7.97,26.12,2.025,38.90617,-92.123,251.7,986.5,2020-09-02,2020-09-02T14:22:45Z,017
2.97,2.052,81.3,6.58,96,0.201,0.08,162.6,5.92,106,11.46,7.97,26.116,2.066,38.90617,-92.123,251.7,986.6,2020-09-02,2020-09-02T14:22:46Z,017
3.09,2.091,81.2,6.57,96.1,0.204,0.08,162.5,5.91,106,11.68,7.97,26.115,2.103,38.90617,-92.123,251.7,986.6,2020-09-02,2020-09-02T14:22:47Z,017
3.21,2.129,81,6.56,96,0.208,0.08,162.6,5.9,106,11.97,7.97,26.116,2.142,38.90617,-92.123,251.6,986.7,2020-09-02,2020-09-02T14:22:48Z,017
3.06,2.164,80.9,6.55,96,0.212,0.08,162.7,5.83,106,11.84,7.97,26.115,2.178,38.90617,-92.123,251.6,986.6,2020-09-02,2020-09-02T14:22:49Z,017
3.03,2.202,80.7,6.54,96,0.215,0.08,162.6,5.86,106,11.98,7.96,26.096,2.222,38.90617,-92.123,251.5,986.7,2020-09-02,2020-09-02T14:22:50Z,017
3.07,2.251,80.7,6.53,96,0.22,0.08,162.6,5.91,106,11.59,7.96,26.085,2.264,38.90617,-92.123,251.5,986.5,2020-09-02,2020-09-02T14:22:51Z,017
3.12,2.288,80.5,6.52,96.1,0.224,0.08,162.6,5.89,106,11.23,7.96,26.084,2.294,38.90617,-92.123,251.5,986.6,2020-09-02,2020-09-02T14:22:52Z,017
3.25,2.313,80.5,6.52,96.1,0.226,0.08,162.6,5.96,106,11.31,7.96,26.08,2.334,38.90617,-92.123,251.5,986.6,2020-09-02,2020-09-02T14:22:53Z,017
3.25,2.365,80.4,6.51,96.1,0.231,0.08,162.6,6.05,106,11.33,7.96,26.078,2.385,38.90617,-92.123,251.5,986.6,2020-09-02,2020-09-02T14:22:54Z,017
3.07,2.42,80.2,6.5,96.1,0.237,0.08,162.7,5.96,106,11.39,7.96,26.064,2.439,38.90617,-92.123,251.4,986.6,2020-09-02,2020-09-02T14:22:55Z,017
3.01,2.473,80.1,6.49,96.2,0.242,0.08,162.8,5.87,106,11.61,7.96,26.032,2.489,38.90617,-92.123,251.5,986.7,2020-09-02,2020-09-02T14:22:56Z,017
3,2.513,79.9,6.48,96.2,0.246,0.08,162.8,5.82,106,11.47,7.96,26.022,2.524,38.90617,-92.123,251.5,986.5,2020-09-02,2020-09-02T14:22:57Z,017
3.09,2.543,79.7,6.46,96.2,0.249,0.08,162.7,5.83,106,11.26,7.95,26.023,2.555,38.90617,-92.123,251.6,986.5,2020-09-02,2020-09-02T14:22:58Z,017
3.19,2.577,79.5,6.45,96.2,0.252,0.08,162.7,5.93,106,11.28,7.95,26.018,2.591,38.90617,-92.123,251.6,986.5,2020-09-02,2020-09-02T14:22:59Z,017
3.1,2.622,79.2,6.42,96.2,0.256,0.08,162.8,5.94,106,11.38,7.95,26.007,2.642,38.90617,-92.123,251.6,986.7,2020-09-02,2020-09-02T14:23:00Z,017
3.08,2.666,78.9,6.4,96.2,0.261,0.08,162.8,5.94,106,11.25,7.95,25.994,2.678,38.90617,-92.123,251.6,986.7,2020-09-02,2020-09-02T14:23:01Z,017
3.12,2.698,78.6,6.38,96.2,0.264,0.08,162.8,5.87,106,11.45,7.95,25.985,2.715,38.90617,-92.123,251.5,986.7,2020-09-02,2020-09-02T14:23:02Z,017
3.11,2.737,78.1,6.34,96.3,0.268,0.08,162.8,5.87,106,11.36,7.94,25.957,2.751,38.90617,-92.123,251.5,986.6,2020-09-02,2020-09-02T14:23:04Z,017
3.05,2.769,77.9,6.32,96.4,0.271,0.08,162.7,5.82,106,11.57,7.94,25.944,2.777,38.90617,-92.123,251.5,986.6,2020-09-02,2020-09-02T14:23:05Z,017
3.01,2.793,77.7,6.31,96.4,0.273,0.08,162.8,5.94,106,11.67,7.94,25.94,2.805,38.90617,-92.123,251.7,986.6,2020-09-02,2020-09-02T14:23:06Z,017
3.29,2.822,77.5,6.29,96.4,0.276,0.08,162.8,6.04,106,11.38,7.94,25.941,2.834,38.90617,-92.123,251.8,986.5,2020-09-02,2020-09-02T14:23:07Z,017
3.44,2.856,77.2,6.27,96.4,0.279,0.08,162.8,5.99,106,11.19,7.94,25.936,2.867,38.90617,-92.123,252.1,986.6,2020-09-02,2020-09-02T14:23:08Z,017
3.23,2.889,77.1,6.26,96.4,0.282,0.08,162.8,6.06,106,11.36,7.93,25.929,2.9,38.90617,-92.123,252.4,986.5,2020-09-02,2020-09-02T14:23:09Z,017
2.85,2.929,76.8,6.24,96.4,0.286,0.08,162.8,5.83,106,11.18,7.93,25.92,2.942,38.90617,-92.123,252.6,986.5,2020-09-02,2020-09-02T14:23:11Z,017
2.74,2.961,76.6,6.22,96.4,0.289,0.08,162.8,5.89,106,11.27,7.93,25.917,2.973,38.90617,-92.123,252.7,986.5,2020-09-02,2020-09-02T14:23:12Z,017
2.7,2.999,76.4,6.21,96.4,0.293,0.08,162.7,5.86,106,11.51,7.93,25.911,3.012,38.90617,-92.123,252.8,986.5,2020-09-02,2020-09-02T14:23:13Z,017
2.75,3.031,76.2,6.19,96.4,0.296,0.08,162.8,5.83,106,11.58,7.93,25.906,3.044,38.90617,-92.123,252.8,986.7,2020-09-02,2020-09-02T14:23:14Z,017
2.76,3.067,76.1,6.18,96.4,0.3,0.08,162.9,5.75,106,11.38,7.93,25.898,3.078,38.90617,-92.123,252.9,986.6,2020-09-02,2020-09-02T14:23:15Z,017
2.73,3.098,75.9,6.17,96.4,0.303,0.08,162.9,5.73,106,11.35,7.92,25.894,3.11,38.90617,-92.123,253.1,986.7,2020-09-02,2020-09-02T14:23:16Z,017
2.68,3.134,75.7,6.15,96.3,0.306,0.08,162.8,5.74,106,11.15,7.92,25.892,3.146,38.90617,-92.123,253.3,986.6,2020-09-02,2020-09-02T14:23:17Z,017
2.62,3.17,75.5,6.13,96.4,0.31,0.08,162.8,5.73,106,10.94,7.92,25.889,3.183,38.90617,-92.12301,253.4,986.6,2020-09-02,2020-09-02T14:23:18Z,017
2.6,3.2,75.2,6.12,96.4,0.313,0.08,162.9,5.8,106,11.03,7.92,25.887,3.212,38.90617,-92.12301,253.5,986.6,2020-09-02,2020-09-02T14:23:19Z,017
2.6,3.233,75,6.1,96.4,0.316,0.08,162.8,5.78,106,10.94,7.92,25.886,3.243,38.90617,-92.12301,253.5,986.6,2020-09-02,2020-09-02T14:23:20Z,017
2.57,3.263,74.8,6.08,96.4,0.319,0.08,162.7,5.72,106,10.86,7.92,25.878,3.275,38.90616,-92.12301,253.5,986.6,2020-09-02,2020-09-02T14:23:21Z,017
2.54,3.289,74.5,6.05,96.4,0.322,0.08,162.8,5.82,106,11.01,7.91,25.868,3.3,38.90616,-92.12301,253.5,986.5,2020-09-02,2020-09-02T14:23:22Z,017
2.61,3.318,74.2,6.03,96.5,0.324,0.08,162.9,5.82,106,11.11,7.91,25.863,3.326,38.90616,-92.12301,253.4,986.6,2020-09-02,2020-09-02T14:23:23Z,017
2.7,3.344,73.9,6.01,96.5,0.327,0.08,162.9,5.78,106,10.97,7.91,25.858,3.354,38.90616,-92.12301,253.4,986.5,2020-09-02,2020-09-02T14:23:24Z,017
2.67,3.375,73.6,5.99,96.5,0.33,0.08,162.9,5.82,106,11.2,7.91,25.854,3.386,38.90616,-92.12301,253.3,986.6,2020-09-02,2020-09-02T14:23:25Z,017
2.59,3.405,73.2,5.95,96.5,0.333,0.08,162.9,5.77,106,11.19,7.91,25.843,3.417,38.90616,-92.12301,253.3,986.7,2020-09-02,2020-09-02T14:23:26Z,017
2.52,3.435,72.8,5.93,96.5,0.336,0.08,163,5.72,106,11.08,7.9,25.803,3.445,38.90616,-92.12301,253.2,986.7,2020-09-02,2020-09-02T14:23:27Z,017
2.43,3.461,72.4,5.89,96.5,0.338,0.08,163.1,5.52,106,11.47,7.9,25.772,3.472,38.90616,-92.12301,253.1,986.6,2020-09-02,2020-09-02T14:23:28Z,017
2.45,3.497,70.7,5.76,96.5,0.342,0.08,163.3,5.56,106,11.41,7.9,25.739,3.509,38.90616,-92.12301,253.1,986.6,2020-09-02,2020-09-02T14:23:30Z,017
2.44,3.526,69.4,5.66,96.5,0.345,0.08,163.4,5.49,106,11.29,7.9,25.704,3.538,38.90616,-92.12301,253,986.5,2020-09-02,2020-09-02T14:23:31Z,017
2.37,3.559,68.3,5.57,96.6,0.348,0.08,163.6,5.39,106,11.46,7.89,25.641,3.57,38.90616,-92.12301,252.9,986.7,2020-09-02,2020-09-02T14:23:32Z,017
2.24,3.583,66.9,5.46,96.9,0.35,0.08,163.7,5.3,106,11.33,7.89,25.638,3.595,38.90616,-92.12301,252.8,986.6,2020-09-02,2020-09-02T14:23:33Z,017
2.17,3.63,65.8,5.38,97.2,0.355,0.08,163.8,5.27,106,11.5,7.88,25.633,3.638,38.90616,-92.12301,252.7,986.6,2020-09-02,2020-09-02T14:23:34Z,017
2.17,3.656,64.8,5.29,97.4,0.357,0.08,163.9,5.27,107,11.2,7.87,25.638,3.664,38.90616,-92.12301,252.6,986.6,2020-09-02,2020-09-02T14:23:35Z,017
2.17,3.678,63.9,5.22,97.5,0.36,0.08,163.9,5.19,107,11.4,7.86,25.647,3.696,38.90616,-92.12301,252.6,986.6,2020-09-02,2020-09-02T14:23:36Z,017
2.09,3.725,62.9,5.13,97.6,0.364,0.08,164.1,5.07,107,11.59,7.85,25.584,3.737,38.90616,-92.12301,252.5,986.7,2020-09-02,2020-09-02T14:23:37Z,017
2.12,3.759,62,5.07,97.7,0.368,0.08,164.4,5,107,11.57,7.84,25.529,3.769,38.90616,-92.12301,252.5,986.6,2020-09-02,2020-09-02T14:23:38Z,017
2.02,3.861,51.7,4.24,98.6,0.378,0.08,166.3,4.58,108,13.14,7.79,25.358,3.878,38.90615,-92.12301,252.8,986.5,2020-09-02,2020-09-02T14:23:45Z,017
2.07,3.91,50.5,4.15,98.5,0.382,0.08,167.3,4.73,109,13.09,7.78,25.275,3.912,38.90615,-92.12302,252.9,986.7,2020-09-02,2020-09-02T14:23:46Z,017
2.09,3.922,48.6,4,98.5,0.384,0.08,168.2,4.71,109,12.26,7.78,25.227,3.933,38.90615,-92.12302,252.9,986.7,2020-09-02,2020-09-02T14:23:47Z,017
2.12,3.948,46.2,3.8,98.4,0.386,0.08,168.6,4.64,110,12.02,7.77,25.213,3.953,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:23:48Z,017
2.13,3.967,43.5,3.58,98.5,0.388,0.08,168.7,4.7,110,12.2,7.76,25.227,3.975,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:23:49Z,017
2.11,3.991,41.4,3.4,98.5,0.39,0.08,168.9,4.76,110,12.63,7.75,25.239,4.002,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:23:50Z,017
2.18,4.022,39.1,3.21,98.5,0.393,0.08,169,4.76,110,12.88,7.75,25.245,4.027,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:23:51Z,017
2.08,4.048,35.7,2.93,98.6,0.396,0.08,169.4,4.64,110,12.21,7.73,25.212,4.059,38.90615,-92.12302,252.7,986.5,2020-09-02,2020-09-02T14:23:53Z,017
1.98,4.075,34.2,2.82,98.7,0.398,0.08,170.3,4.46,111,12.24,7.73,25.127,4.088,38.90615,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:23:54Z,017
1.94,4.119,32.3,2.66,98.8,0.403,0.08,171.3,4.41,111,12.33,7.72,25.072,4.136,38.90615,-92.12302,252.7,986.5,2020-09-02,2020-09-02T14:23:55Z,017
1.98,4.161,30.1,2.49,98.9,0.407,0.08,171.8,4.37,112,12.24,7.71,25.084,4.173,38.90615,-92.12302,252.7,986.6,2020-09-02,2020-09-02T14:23:56Z,017
1.92,4.193,27.5,2.27,98.9,0.41,0.08,171.9,4.17,112,12.46,7.7,25.087,4.208,38.90615,-92.12302,252.6,986.5,2020-09-02,2020-09-02T14:23:57Z,017
1.88,4.231,25.5,2.1,99,0.414,0.08,172.4,4.05,112,12.73,7.7,25.053,4.248,38.90615,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:23:58Z,017
1.98,4.291,23.5,1.94,99.1,0.42,0.08,173.5,3.87,113,12.36,7.69,25.009,4.313,38.90615,-92.12302,252.6,986.5,2020-09-02,2020-09-02T14:23:59Z,017
2,4.341,22,1.81,99.3,0.424,0.08,174.7,3.69,114,11.98,7.68,24.967,4.349,38.90615,-92.12302,252.6,986.5,2020-09-02,2020-09-02T14:24:00Z,017
1.88,4.371,20.4,1.68,99.4,0.427,0.08,175,3.67,114,11.99,7.67,24.948,4.384,38.90615,-92.12302,252.6,986.7,2020-09-02,2020-09-02T14:24:01Z,017
1.81,4.401,19.1,1.58,99.5,0.43,0.08,175.3,3.78,114,12.4,7.66,24.94,4.415,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:02Z,017
1.82,4.442,17.8,1.47,99.5,0.434,0.08,175.6,3.73,114,12.04,7.65,24.927,4.446,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:03Z,017
1.78,4.455,16.9,1.4,99.1,0.436,0.08,175.9,3.65,114,11.87,7.64,24.912,4.468,38.90615,-92.12302,252.8,986.6,2020-09-02,2020-09-02T14:24:04Z,017
1.76,4.488,16.1,1.33,98.6,0.439,0.08,177.2,3.53,115,11.65,7.63,24.825,4.501,38.90615,-92.12302,253,986.6,2020-09-02,2020-09-02T14:24:05Z,017
1.71,4.517,15.3,1.27,97,0.442,0.08,177.7,3.18,115,10.99,7.62,24.745,4.524,38.90615,-92.12302,253.1,986.6,2020-09-02,2020-09-02T14:24:06Z,017
1.52,4.553,14.3,1.19,93.8,0.445,0.08,180.4,2.76,117,10.99,7.61,24.365,4.574,38.90615,-92.12302,253,986.6,2020-09-02,2020-09-02T14:24:07Z,017
1.37,4.602,13.3,1.12,89.4,0.45,0.09,185.7,2.42,121,10.27,7.59,23.757,4.619,38.90615,-92.12302,253,986.7,2020-09-02,2020-09-02T14:24:08Z,017
1.38,4.65,12.3,1.05,84.5,0.455,0.09,193.6,2.32,126,9.02,7.56,23.45,4.674,38.90615,-92.12302,252.9,986.6,2020-09-02,2020-09-02T14:24:09Z,017
1.35,4.704,11.4,0.97,72.3,0.46,0.1,202.7,2.12,132,8.6,7.53,23.155,4.718,38.90615,-92.12302,252.9,986.7,2020-09-02,2020-09-02T14:24:10Z,017
1.31,4.749,10.5,0.9,65.1,0.465,0.1,207.8,1.97,135,7.73,7.5,23.101,4.762,38.90615,-92.12302,252.7,986.5,2020-09-02,2020-09-02T14:24:11Z,017
1.28,4.779,9.9,0.85,58.1,0.468,0.1,209.6,2.04,136,7.44,7.47,23.165,4.784,38.90616,-92.12302,252.6,986.6,2020-09-02,2020-09-02T14:24:12Z,017
1.31,4.798,9.3,0.79,55.8,0.469,0.1,212.1,2.07,138,7.34,7.44,23.172,4.807,38.90616,-92.12302,252.6,986.5,2020-09-02,2020-09-02T14:24:13Z,017
1.34,4.825,8.7,0.74,43.5,0.472,0.1,216.9,1.9,141,7.34,7.41,23.055,4.84,38.90615,-92.12302,252.5,986.7,2020-09-02,2020-09-02T14:24:14Z,017
1.27,4.859,8.1,0.7,33.3,0.475,0.1,222.1,1.77,144,7.38,7.38,22.923,4.865,38.90615,-92.12302,252.5,986.6,2020-09-02,2020-09-02T14:24:15Z,017
1.25,4.884,7.7,0.66,25.4,0.478,0.11,222.7,1.75,145,7.49,7.34,22.942,4.899,38.90615,-92.12302,252.5,986.6,2020-09-02,2020-09-02T14:24:16Z,017
1.24,4.92,7.3,0.63,22.9,0.481,0.11,224.8,1.68,146,7.36,7.32,22.783,4.931,38.90615,-92.12302,252.4,986.5,2020-09-02,2020-09-02T14:24:17Z,017
1.28,4.952,7,0.6,11.1,0.484,0.11,228.5,1.71,149,7.4,7.29,22.514,4.972,38.90615,-92.12302,252.3,986.6,2020-09-02,2020-09-02T14:24:18Z,017
1.29,4.998,6.6,0.57,4,0.489,0.11,233.4,1.79,152,7.43,7.27,22.296,5.003,38.90615,-92.12302,252.3,986.5,2020-09-02,2020-09-02T14:24:19Z,017
1.24,5.02,6.4,0.56,-3.1,0.491,0.11,235.7,1.81,153,7.38,7.25,22.258,5.035,38.90615,-92.12302,252.4,986.6,2020-09-02,2020-09-02T14:24:20Z,017
1.24,5.05,6.1,0.53,-6.2,0.494,0.11,237,1.87,154,7.34,7.24,22.257,5.057,38.90615,-92.12302,252.4,986.6,2020-09-02,2020-09-02T14:24:21Z,017
1.23,5.077,5.9,0.51,-15.9,0.497,0.11,238.6,1.77,155,7.23,7.22,22.227,5.094,38.90615,-92.12302,252.4,986.5,2020-09-02,2020-09-02T14:24:22Z,017
1.25,5.12,5.7,0.49,-22,0.501,0.11,242.2,1.64,157,7.11,7.2,22.024,5.131,38.90615,-92.12302,252.4,986.6,2020-09-02,2020-09-02T14:24:23Z,017
1.26,5.153,5.5,0.48,-27.2,0.504,0.12,245.5,1.65,160,7.11,7.18,21.797,5.164,38.90615,-92.12302,252.4,986.6,2020-09-02,2020-09-02T14:24:24Z,017
1.3,5.182,5.3,0.46,-30.8,0.507,0.12,247.2,1.68,161,7.16,7.17,21.752,5.192,38.90615,-92.12302,252.5,986.6,2020-09-02,2020-09-02T14:24:25Z,017
