MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
094-SA-03-00,2020-10-05,2020-10-05T15:34:32Z,0.129,0.13,19.908,10.19,111.9,4.3,2.62,8.61,8.28,278.2,201,0.1,131,0.013,37.48024,-94.25364,287.3,987.2
094-SA-03-00,2020-10-05,2020-10-05T15:34:59Z,-0.013,0.019,19.862,10.15,111.3,4.56,2.56,8.47,8.24,272.9,201.4,0.1,131,NA,37.48023,-94.25365,286.4,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:00Z,0.147,0.202,19.864,10.15,111.3,4.58,2.54,8.49,8.24,273,201.3,0.1,131,0.014,37.48023,-94.25365,286.5,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:01Z,0.258,0.272,19.864,10.15,111.4,5.1,2.85,8.26,8.23,273,201.2,0.1,131,0.025,37.48023,-94.25365,286.6,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:02Z,0.305,0.317,19.862,10.16,111.4,5.19,2.92,8.35,8.23,272.9,201.2,0.1,131,0.03,37.48024,-94.25365,286.7,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:03Z,0.334,0.338,19.844,10.15,111.4,5.48,2.93,9.1,8.23,272.6,201.3,0.1,131,0.033,37.48024,-94.25364,286.8,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:04Z,0.368,0.38,19.793,10.15,111.3,6.15,3.11,9.19,8.23,272.4,201.5,0.1,131,0.036,37.48023,-94.25365,286.6,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:05Z,0.397,0.405,19.725,10.15,111.1,6.38,3.2,9.13,8.23,272.2,201.5,0.1,131,0.039,37.48023,-94.25365,286.5,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:06Z,0.423,0.435,19.694,10.15,111.1,6.52,3.37,9.03,8.23,272,201.4,0.1,131,0.041,37.48023,-94.25365,286.5,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:07Z,0.453,0.464,19.668,10.14,110.9,6.71,3.46,9.05,8.23,271.9,201.5,0.1,131,0.044,37.48023,-94.25365,286.5,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:08Z,0.48,0.488,19.627,10.13,110.7,7.05,3.53,9.17,8.22,271.9,201.7,0.1,131,0.047,37.48023,-94.25365,286.6,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:12Z,0.516,0.532,19.675,10.07,110.1,6.74,3.46,9.1,8.21,271.3,201.3,0.1,131,0.05,37.48024,-94.25365,286.6,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:13Z,0.563,0.577,19.654,10.05,109.9,6.75,3.49,8.87,8.21,271.2,201.3,0.1,131,0.055,37.48024,-94.25365,286.5,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:14Z,0.606,0.627,19.616,10.05,109.7,6.92,3.44,8.86,8.2,271.1,201.3,0.1,131,0.059,37.48023,-94.25365,286.6,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:15Z,0.652,0.666,19.611,10.04,109.6,6.82,3.42,9.18,8.2,271,201.1,0.1,131,0.064,37.48023,-94.25365,286.7,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:16Z,0.694,0.71,19.609,10.03,109.5,6.78,3.4,9.54,8.2,270.9,201.1,0.1,131,0.068,37.48023,-94.25365,286.9,986.9
094-SA-03-00,2020-10-05,2020-10-05T15:35:18Z,0.733,0.75,19.631,10,109.3,6.66,3.43,9.08,8.19,270.6,201.1,0.1,131,0.072,37.48023,-94.25365,287.1,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:19Z,0.769,0.778,19.626,9.99,109.1,6.66,3.51,9.2,8.19,270.5,201.1,0.1,131,0.075,37.48023,-94.25365,287.1,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:20Z,0.794,0.801,19.609,9.98,109,6.79,3.48,8.95,8.18,270.5,201.2,0.1,131,0.078,37.48023,-94.25365,287.6,986.9
094-SA-03-00,2020-10-05,2020-10-05T15:35:21Z,0.813,0.826,19.605,9.97,108.8,7.04,3.44,9.04,8.18,270.4,201.3,0.1,131,0.08,37.48023,-94.25364,287.6,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:22Z,0.845,0.856,19.603,9.96,108.7,7.29,3.54,9.18,8.18,270.2,201.2,0.1,131,0.083,37.48023,-94.25364,287.6,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:23Z,0.872,0.88,19.59,9.95,108.7,7.9,3.75,9.19,8.18,270.1,201.3,0.1,131,0.085,37.48023,-94.25364,287.5,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:24Z,0.898,0.911,19.58,9.95,108.6,8.35,3.87,9.44,8.18,269.9,201.4,0.1,131,0.088,37.48023,-94.25364,287.5,986.9
094-SA-03-00,2020-10-05,2020-10-05T15:35:25Z,0.929,0.936,19.556,9.94,108.5,8.3,3.78,9.76,8.18,269.8,201.3,0.1,131,0.091,37.48023,-94.25364,287.5,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:26Z,0.959,0.968,19.527,9.95,108.5,8.43,3.72,10.02,8.18,269.7,201.4,0.1,131,0.094,37.48023,-94.25364,287.5,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:27Z,0.982,0.995,19.511,9.96,108.5,7.86,3.63,9.62,8.17,269.6,201.5,0.1,131,0.096,37.48023,-94.25364,287.4,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:28Z,1.018,1.036,19.506,9.94,108.4,6.03,3.32,9.84,8.17,269.5,201.5,0.1,131,0.1,37.48023,-94.25364,287.4,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:29Z,1.073,1.087,19.491,9.9,107.9,5.43,3.25,10.05,8.17,269.4,201.5,0.1,131,0.105,37.48023,-94.25364,287.4,986.9
094-SA-03-00,2020-10-05,2020-10-05T15:35:30Z,1.107,1.116,19.476,9.87,107.5,5.86,3.4,10.03,8.17,269.3,201.5,0.1,131,0.108,37.48023,-94.25364,287.5,986.8
094-SA-03-00,2020-10-05,2020-10-05T15:35:31Z,1.135,1.147,19.464,9.83,107,6.94,3.55,10.1,8.16,269.3,201.4,0.1,131,0.111,37.48023,-94.25364,287.6,986.9
094-SA-03-00,2020-10-05,2020-10-05T15:35:32Z,1.163,1.17,19.397,9.78,106.4,8.13,3.68,10.21,8.16,269.3,201.6,0.1,131,0.114,37.48023,-94.25364,287.6,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:33Z,1.185,1.194,19.309,9.74,105.7,7.97,3.68,10.49,8.15,269.3,201.8,0.1,131,0.116,37.48023,-94.25364,287.7,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:34Z,1.216,1.227,19.222,9.69,105.1,7.67,3.56,10.52,8.15,268.7,201.9,0.1,131,0.119,37.48022,-94.25364,287.7,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:35Z,1.241,1.247,19.204,9.64,104.4,8.07,3.6,10.41,8.15,268.2,201.9,0.1,131,0.121,37.48022,-94.25363,287.7,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:36Z,1.262,1.274,19.152,9.59,103.9,7.63,3.58,9.69,8.14,268.2,202,0.1,131,0.124,37.48022,-94.25363,287.7,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:37Z,1.291,1.302,19.06,9.52,102.9,6.77,3.4,9.33,8.13,268.1,202.3,0.1,132,0.126,37.48022,-94.25363,287.7,986.9
094-SA-03-00,2020-10-05,2020-10-05T15:35:38Z,1.327,1.338,18.954,9.46,102.1,6.55,3.4,9.68,8.12,268,202.8,0.1,132,0.13,37.48022,-94.25363,287.8,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:39Z,1.358,1.369,18.888,9.43,101.5,6.06,3.26,9.86,8.1,268,203,0.1,132,0.133,37.48022,-94.25363,287.9,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:40Z,1.387,1.394,18.874,9.37,100.9,5.86,3.27,9.56,8.09,267.9,203,0.1,132,0.136,37.48022,-94.25363,287.9,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:47Z,1.475,1.485,18.823,8.94,96.1,6.72,3.35,9.63,8.05,267.6,202.6,0.1,132,0.144,37.48022,-94.25363,287.9,987.1
094-SA-03-00,2020-10-05,2020-10-05T15:35:48Z,1.505,1.519,18.8,8.91,95.7,6.95,3.33,9.84,8.05,267.6,202.8,0.1,132,0.147,37.48022,-94.25363,287.9,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:49Z,1.54,1.553,18.787,8.86,95.2,6.95,3.44,9.9,8.04,267.6,202.8,0.1,132,0.151,37.48022,-94.25363,287.9,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:50Z,1.575,1.589,18.775,8.82,94.7,7.08,3.41,10.09,8.03,267.6,202.8,0.1,132,0.154,37.48022,-94.25363,288,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:51Z,1.611,1.622,18.756,8.76,94,6.88,3.29,9.97,8.03,267.6,202.8,0.1,132,0.158,37.48022,-94.25363,288,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:52Z,1.641,1.646,18.742,8.7,93.4,6.09,3.14,9.81,8.02,267.5,202.8,0.1,132,0.161,37.48022,-94.25363,288,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:53Z,1.662,1.676,18.737,8.63,92.6,5.73,3.1,9.64,8.01,267.5,202.7,0.1,132,0.163,37.48022,-94.25363,288,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:54Z,1.699,1.714,18.725,8.57,91.9,6.27,3.27,9.51,8.01,267.5,202.7,0.1,132,0.166,37.48022,-94.25363,288,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:55Z,1.745,1.758,18.701,8.49,91,6.73,3.32,9.63,7.99,267.5,202.8,0.1,132,0.171,37.48022,-94.25363,287.9,987
094-SA-03-00,2020-10-05,2020-10-05T15:35:56Z,1.78,1.787,18.695,8.42,90.2,6.67,3.3,9.71,7.99,267.5,202.8,0.1,132,0.174,37.48022,-94.25363,287.8,987
