chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
1.52,1.801,90.8,7.04,86.9,0.176,0.08,176.2,0.39,115,3.14,8.1,28.539,2.407,39.66275,-92.99581,223.6,989.4,2022-06-23,2022-06-23T14:28:21Z,139
1.49,1.841,86.4,6.7,87.7,0.18,0.08,176.3,0.38,115,3.13,8.08,28.502,2.497,39.66275,-92.99581,223.5,989.3,2022-06-23,2022-06-23T14:28:22Z,139
1.42,2.581,84.8,6.58,88.4,0.252,0.08,176.5,0.37,115,3.14,7.95,28.446,2.604,39.66275,-92.99581,223.6,989.3,2022-06-23,2022-06-23T14:28:23Z,139
1.3,2.721,71.1,5.55,91.2,0.266,0.08,177.3,0.31,115,3.14,7.89,28.161,2.801,39.66275,-92.99581,223.6,989.4,2022-06-23,2022-06-23T14:28:28Z,139
1.26,2.772,70.1,5.47,91.7,0.271,0.08,177.4,0.3,115,3.16,7.88,28.094,2.916,39.66275,-92.99581,223.6,989.4,2022-06-23,2022-06-23T14:28:29Z,139
1.24,2.816,65.6,5.12,92.1,0.275,0.08,177.6,0.29,115,3.17,7.87,28.029,2.977,39.66275,-92.99581,223.6,989.4,2022-06-23,2022-06-23T14:28:30Z,139
1.23,2.852,63.7,4.98,92.6,0.279,0.08,177.8,0.28,116,3.19,7.86,27.953,3.039,39.66275,-92.99581,223.5,989.5,2022-06-23,2022-06-23T14:28:31Z,139
1.15,2.936,59.7,4.69,98.9,0.287,0.08,178.1,0.25,116,3.18,7.84,27.818,3.199,39.66275,-92.99581,223.6,989.4,2022-06-23,2022-06-23T14:28:33Z,139
1.14,2.971,58.1,4.56,99.4,0.29,0.08,178.2,0.24,116,3.2,7.83,27.749,3.263,39.66275,-92.99581,223.5,989.4,2022-06-23,2022-06-23T14:28:34Z,139
1.1,3.006,52.5,4.13,100.3,0.294,0.08,178.4,0.23,116,3.26,7.73,27.684,3.346,39.66275,-92.99581,223.5,989.4,2022-06-23,2022-06-23T14:28:35Z,139
1.01,3.083,46.6,3.67,100.8,0.301,0.08,178.7,0.21,116,3.38,7.69,27.554,3.479,39.66275,-92.99581,223.4,989.4,2022-06-23,2022-06-23T14:28:37Z,139
0.98,3.118,45.1,3.56,101.3,0.305,0.08,178.8,0.19,116,3.47,7.68,27.477,3.577,39.66275,-92.99581,223.4,989.4,2022-06-23,2022-06-23T14:28:38Z,139
0.98,3.154,43.8,3.46,101.7,0.308,0.08,178.9,0.18,116,3.52,7.67,27.405,3.666,39.66275,-92.99581,223.4,989.4,2022-06-23,2022-06-23T14:28:39Z,139
0.95,3.194,42.4,3.36,102,0.312,0.08,179,0.17,116,3.59,7.66,27.326,3.775,39.66275,-92.99581,223.4,989.4,2022-06-23,2022-06-23T14:28:40Z,139
0.94,3.242,36.7,2.9,102.3,0.317,0.08,179.2,0.16,116,3.64,7.66,27.25,3.858,39.66275,-92.99581,223.3,989.4,2022-06-23,2022-06-23T14:28:41Z,139
0.9,3.981,30.7,2.44,103,0.389,0.08,179.3,0.14,117,3.91,7.64,27.051,3.955,39.66275,-92.99581,223.5,989.3,2022-06-23,2022-06-23T14:28:43Z,139
0.94,4.192,28.1,2.25,103.6,0.41,0.08,179.4,0.14,117,4.32,7.62,26.829,4.124,39.66275,-92.99581,223.5,989.4,2022-06-23,2022-06-23T14:28:45Z,139
0.99,4.306,23.3,1.87,103.8,0.421,0.08,179.4,0.14,117,4.68,7.61,26.715,4.276,39.66275,-92.99581,223.5,989.4,2022-06-23,2022-06-23T14:28:46Z,139
1.01,4.339,21.3,1.74,104.1,0.424,0.09,183.5,0.14,119,5.08,7.61,25.399,4.364,39.66275,-92.99581,223.5,989.4,2022-06-23,2022-06-23T14:28:47Z,139
1.04,4.386,19.6,1.6,104.4,0.429,0.09,183.1,0.14,119,5.45,7.6,25.408,4.439,39.66275,-92.99581,223.5,989.4,2022-06-23,2022-06-23T14:28:48Z,139
1.15,4.504,15.9,1.31,95.5,0.44,0.09,183.4,0.15,119,6.34,7.46,24.916,4.652,39.66276,-92.99581,223.6,989.5,2022-06-23,2022-06-23T14:28:52Z,139
1.14,4.54,15.2,1.29,84.9,0.444,0.09,188.7,0.14,123,6.37,7.45,23.316,4.747,39.66275,-92.99581,223.6,989.4,2022-06-23,2022-06-23T14:28:53Z,139
1.1,4.574,14.6,1.25,32.5,0.448,0.09,190.1,0.14,124,6.36,7.44,22.988,4.859,39.66275,-92.99581,223.5,989.3,2022-06-23,2022-06-23T14:28:54Z,139
1.02,4.613,14.1,1.22,-8.3,0.451,0.09,191.8,0.14,125,6.26,7.43,22.542,4.947,39.66275,-92.99581,223.4,989.4,2022-06-23,2022-06-23T14:28:55Z,139
0.96,4.655,10.5,0.9,-23.6,0.455,0.09,191.4,0.14,124,6.13,7.43,22.589,5.033,39.66275,-92.99581,223.4,989.3,2022-06-23,2022-06-23T14:28:56Z,139
0.82,4.734,9.3,0.82,-71.6,0.463,0.09,194.1,0.15,126,5.77,7.41,21.822,5.155,39.66275,-92.99581,223.4,989.5,2022-06-23,2022-06-23T14:28:58Z,139
0.75,4.772,8.7,0.77,-87.2,0.466,0.09,195,0.15,127,5.48,7.41,21.596,5.267,39.66275,-92.99581,223.3,989.4,2022-06-23,2022-06-23T14:28:59Z,139
0.67,4.812,8.6,0.76,-100.9,0.471,0.09,195.7,0.14,127,5.11,7.4,21.363,5.334,39.66275,-92.99581,223.3,989.4,2022-06-23,2022-06-23T14:29:00Z,139
0.58,4.858,8.4,0.74,-106.7,0.475,0.09,196.3,0.14,128,4.63,7.4,21.192,5.429,39.66275,-92.99581,223.2,989.4,2022-06-23,2022-06-23T14:29:01Z,139
0.51,4.897,8.2,0.73,-111.9,0.479,0.09,196.6,0.13,128,4.23,7.39,21.05,5.538,39.66275,-92.99581,223.2,989.4,2022-06-23,2022-06-23T14:29:02Z,139
0.46,5.626,8,0.71,-114.1,0.551,0.09,196.9,0.12,128,3.84,7.39,20.949,5.607,39.66275,-92.99581,223.2,989.3,2022-06-23,2022-06-23T14:29:03Z,139
0.39,5.741,7.5,0.68,-118,0.562,0.09,197.4,0.1,128,2.77,7.38,20.657,5.786,39.66275,-92.99581,223.1,989.3,2022-06-23,2022-06-23T14:29:06Z,139
0.38,5.797,7.4,0.66,-119.1,0.567,0.09,197.3,0.1,128,2.57,7.37,20.593,5.855,39.66275,-92.99581,223.1,989.4,2022-06-23,2022-06-23T14:29:07Z,139
0.36,5.861,7.1,0.64,-129.4,0.574,0.1,203.2,0.08,132,2.38,7.37,18.927,5.95,39.66275,-92.99581,223,989.4,2022-06-23,2022-06-23T14:29:09Z,139
0.35,5.912,7,0.65,-132,0.579,0.1,203.6,0.08,132,2.37,7.37,18.865,6.069,39.66275,-92.99581,223,989.3,2022-06-23,2022-06-23T14:29:10Z,139
0.34,5.949,6.9,0.64,-133.4,0.583,0.1,203.3,0.07,132,2.38,7.36,18.889,6.136,39.66275,-92.99581,223,989.3,2022-06-23,2022-06-23T14:29:11Z,139
0.33,6.014,6.5,0.61,-135.8,0.589,0.1,204.6,0.06,133,2.31,7.36,18.466,6.239,39.66275,-92.99581,223,989.4,2022-06-23,2022-06-23T14:29:13Z,139
0.33,6.056,6.3,0.59,-137,0.593,0.1,204.9,0.06,133,2.3,7.35,18.389,6.315,39.66275,-92.99581,223.1,989.5,2022-06-23,2022-06-23T14:29:14Z,139
0.32,6.143,5.7,0.53,-139.8,0.602,0.1,204.9,0.04,133,2.3,7.33,18.356,6.498,39.66275,-92.9958,223.1,989.3,2022-06-23,2022-06-23T14:29:17Z,139
0.31,6.18,5.5,0.52,-140.6,0.605,0.1,205.4,0.04,134,2.33,7.33,18.263,6.616,39.66275,-92.9958,223.1,989.3,2022-06-23,2022-06-23T14:29:18Z,139
0.31,6.227,5.3,0.5,-151.2,0.61,0.1,205.9,0.04,134,2.36,7.32,18.172,6.75,39.66275,-92.9958,223.1,989.4,2022-06-23,2022-06-23T14:29:19Z,139
0.3,6.375,4.6,0.44,-155.2,0.624,0.1,208.5,0.03,136,2.51,7.3,17.885,6.969,39.66275,-92.9958,223,989.3,2022-06-23,2022-06-23T14:29:23Z,139
0.3,7.088,4.4,0.42,-155.9,0.694,0.1,209.1,0.03,136,2.57,7.29,17.833,7.032,39.66275,-92.9958,223,989.2,2022-06-23,2022-06-23T14:29:24Z,139
0.3,7.153,4.3,0.41,-156.5,0.701,0.1,209.8,0.03,136,2.65,7.29,17.77,7.116,39.66275,-92.9958,223,989.5,2022-06-23,2022-06-23T14:29:25Z,139
0.29,7.23,4.1,0.39,-157,0.708,0.1,210.9,0.03,137,2.73,7.29,17.643,7.201,39.66275,-92.9958,223,989.5,2022-06-23,2022-06-23T14:29:26Z,139
0.3,7.359,4,0.38,-157.6,0.721,0.1,212,0.02,138,2.82,7.28,17.534,7.343,39.66275,-92.9958,223,989.5,2022-06-23,2022-06-23T14:29:27Z,139
0.3,7.406,3.6,0.35,-159.5,0.725,0.1,215.5,0.02,140,3.18,7.27,17.132,7.477,39.66275,-92.9958,223,989.3,2022-06-23,2022-06-23T14:29:30Z,139
0.3,7.46,3.5,0.34,-160,0.731,0.1,216.7,0.01,141,3.3,7.27,17.021,7.605,39.66275,-92.9958,223,989.4,2022-06-23,2022-06-23T14:29:31Z,139
0.31,7.504,3.4,0.34,-160.5,0.735,0.11,222.6,0.01,145,3.42,7.26,15.94,7.687,39.66275,-92.9958,223,989.4,2022-06-23,2022-06-23T14:29:32Z,139
0.32,7.546,3.4,0.33,-161,0.739,0.11,223.1,0.02,145,3.61,7.26,16.035,7.758,39.66275,-92.9958,223,989.3,2022-06-23,2022-06-23T14:29:33Z,139
0.34,7.626,3.2,0.32,-162,0.747,0.11,224.8,0.02,146,3.91,7.25,15.911,7.885,39.66275,-92.9958,223,989.4,2022-06-23,2022-06-23T14:29:35Z,139
0.34,7.658,3.1,0.31,-162.4,0.75,0.11,227.1,0.02,148,4.11,7.25,15.707,7.945,39.66275,-92.9958,223,989.5,2022-06-23,2022-06-23T14:29:36Z,139
0.35,7.692,3.1,0.3,-162.9,0.754,0.11,228.2,0.02,148,4.33,7.25,15.647,8.019,39.66275,-92.9958,223,989.3,2022-06-23,2022-06-23T14:29:37Z,139
