chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
0.63,1.394,118.4,9.07,232.5,0.136,0.09,200.1,0.4,130,0.39,8.58,29.197,1.407,36.60883,-93.31409,276.2,985.5,2022-08-01,2022-08-01T12:01:56Z,098
0.62,1.449,118.4,9.07,232.5,0.142,0.09,200,0.44,130,0.4,8.58,29.195,1.501,36.60884,-93.31409,276.2,985.3,2022-08-01,2022-08-01T12:01:57Z,098
0.62,1.57,118.5,9.08,232.6,0.153,0.09,200,0.37,130,0.34,8.58,29.187,1.618,36.60884,-93.31409,276.1,985.5,2022-08-01,2022-08-01T12:01:59Z,098
0.66,1.706,118.5,9.08,232.6,0.167,0.09,199.9,0.44,130,0.39,8.59,29.186,1.755,36.60885,-93.31409,275.9,985.4,2022-08-01,2022-08-01T12:02:01Z,098
0.6,1.867,118.6,9.08,232.6,0.182,0.09,200,0.38,130,0.47,8.59,29.192,1.915,36.60885,-93.31409,275.8,985.5,2022-08-01,2022-08-01T12:02:03Z,098
0.66,1.945,118.6,9.09,232.7,0.19,0.09,200.1,0.37,130,0.5,8.59,29.192,1.982,36.60886,-93.31409,275.8,985.4,2022-08-01,2022-08-01T12:02:04Z,098
0.7,2.106,118.6,9.09,232.7,0.206,0.09,199.9,0.46,130,0.48,8.59,29.172,2.173,36.60886,-93.31409,275.6,985.4,2022-08-01,2022-08-01T12:02:06Z,098
0.68,2.233,118.7,9.1,232.7,0.218,0.09,199.8,0.49,130,0.42,8.59,29.172,2.235,36.60886,-93.31409,275.6,985.4,2022-08-01,2022-08-01T12:02:07Z,098
0.74,2.347,118.8,9.1,232.8,0.229,0.09,199.9,0.42,130,0.39,8.59,29.18,2.379,36.60887,-93.31409,275.6,985.5,2022-08-01,2022-08-01T12:02:10Z,098
0.74,2.472,118.7,9.1,232.9,0.241,0.09,200.1,0.39,130,0.32,8.59,29.185,2.516,36.60887,-93.31409,275.5,985.5,2022-08-01,2022-08-01T12:02:11Z,098
0.75,2.583,118.7,9.1,233,0.252,0.09,200.1,0.41,130,0.46,8.58,29.192,2.662,36.60888,-93.31409,275.4,985.5,2022-08-01,2022-08-01T12:02:12Z,098
0.77,2.774,118.7,9.1,233,0.271,0.09,200,0.36,130,0.53,8.59,29.194,2.805,36.60888,-93.31409,275.1,985.5,2022-08-01,2022-08-01T12:02:13Z,098
0.8,2.886,118.7,9.1,232.9,0.282,0.09,199.9,0.33,130,0.48,8.59,29.194,2.967,36.60888,-93.31409,274.9,985.5,2022-08-01,2022-08-01T12:02:14Z,098
0.83,3.04,118.6,9.09,232.8,0.297,0.09,199.8,0.37,130,0.42,8.59,29.184,3.033,36.60888,-93.31409,274.9,985.5,2022-08-01,2022-08-01T12:02:15Z,098
0.88,3.118,118.6,9.09,232.7,0.305,0.09,199.9,0.36,130,0.4,8.59,29.17,3.19,36.60889,-93.31409,274.8,985.3,2022-08-01,2022-08-01T12:02:16Z,098
0.92,3.264,118.6,9.09,232.7,0.319,0.09,199.9,0.32,130,0.48,8.6,29.16,3.281,36.60889,-93.31409,274.8,985.4,2022-08-01,2022-08-01T12:02:17Z,098
0.91,3.389,118.7,9.1,232.7,0.331,0.09,199.8,0.32,130,0.33,8.6,29.153,3.427,36.60889,-93.31409,274.6,985.4,2022-08-01,2022-08-01T12:02:19Z,098
0.92,3.487,118.7,9.1,232.8,0.341,0.09,199.7,0.31,130,0.27,8.6,29.149,3.574,36.60889,-93.31409,274.6,985.3,2022-08-01,2022-08-01T12:02:20Z,098
0.99,3.633,118.7,9.11,233,0.355,0.09,199.7,0.35,130,0.44,8.59,29.127,3.669,36.6089,-93.31409,274.4,985.5,2022-08-01,2022-08-01T12:02:21Z,098
1.05,3.715,118.7,9.11,233.3,0.363,0.09,199.7,0.37,130,0.56,8.59,29.107,3.759,36.6089,-93.31409,274.5,985.3,2022-08-01,2022-08-01T12:02:22Z,098
1.11,3.877,118.7,9.11,233.7,0.379,0.09,199.6,0.4,130,0.46,8.59,29.072,3.97,36.6089,-93.31409,274.5,985.5,2022-08-01,2022-08-01T12:02:23Z,098
1.18,4.001,118.5,9.1,234.2,0.391,0.09,199.6,0.4,130,0.44,8.58,29.022,4.058,36.6089,-93.31409,274.5,985.4,2022-08-01,2022-08-01T12:02:24Z,098
1.24,4.265,118.3,9.1,234.9,0.417,0.09,199.5,0.41,130,0.49,8.57,28.974,4.331,36.60891,-93.31409,274.5,985.3,2022-08-01,2022-08-01T12:02:25Z,098
1.45,4.477,118.3,9.1,236.7,0.437,0.09,199.2,0.47,129,0.53,8.54,28.928,4.52,36.60891,-93.31409,274.4,985.6,2022-08-01,2022-08-01T12:02:27Z,098
1.48,4.569,118.2,9.1,238.1,0.446,0.09,199.2,0.41,129,0.63,8.52,28.906,4.631,36.60891,-93.31409,274.3,985.4,2022-08-01,2022-08-01T12:02:28Z,098
1.46,4.703,118.1,9.09,238.8,0.459,0.09,199.2,0.5,129,0.41,8.51,28.893,4.737,36.60891,-93.31409,274.4,985.5,2022-08-01,2022-08-01T12:02:30Z,098
1.5,4.77,117.9,9.08,239.7,0.466,0.09,199.1,0.41,129,0.59,8.49,28.883,4.858,36.60891,-93.31409,274.8,985.5,2022-08-01,2022-08-01T12:02:32Z,098
1.56,4.944,117.9,9.08,240.4,0.483,0.09,199.1,0.44,129,0.51,8.48,28.879,4.959,36.60892,-93.31408,274.8,985.4,2022-08-01,2022-08-01T12:02:33Z,098
1.56,4.99,117.8,9.08,241,0.487,0.09,199,0.46,129,0.46,8.47,28.876,5.023,36.60892,-93.31409,274.9,985.5,2022-08-01,2022-08-01T12:02:34Z,098
1.54,5.178,117.7,9.07,242,0.506,0.09,199.1,0.51,129,0.45,8.45,28.864,5.253,36.60892,-93.31409,275.2,985.4,2022-08-01,2022-08-01T12:02:36Z,098
1.61,5.335,117.7,9.07,242.2,0.521,0.09,199.2,0.53,129,0.5,8.45,28.855,5.359,36.60892,-93.31409,275.2,985.5,2022-08-01,2022-08-01T12:02:37Z,098
1.52,5.415,117.6,9.06,242.6,0.529,0.09,199.1,0.46,129,0.55,8.44,28.851,5.46,36.60892,-93.31409,275,985.5,2022-08-01,2022-08-01T12:02:38Z,098
1.54,5.514,117.5,9.06,243,0.539,0.09,199.2,0.42,129,0.46,8.44,28.849,5.533,36.60893,-93.31409,275.2,985.4,2022-08-01,2022-08-01T12:02:39Z,098
1.6,5.625,117.5,9.05,243.1,0.549,0.09,199.1,0.46,129,0.51,8.44,28.846,5.7,36.60893,-93.31409,275,985.4,2022-08-01,2022-08-01T12:02:40Z,098
1.62,5.759,117.5,9.05,243,0.563,0.09,199,0.55,129,0.53,8.44,28.844,5.776,36.60893,-93.31409,274.9,985.5,2022-08-01,2022-08-01T12:02:41Z,098
1.64,5.826,117.4,9.05,243,0.569,0.09,199,0.61,129,0.45,8.44,28.844,5.878,36.60894,-93.31409,274.8,985.5,2022-08-01,2022-08-01T12:02:42Z,098
1.65,5.939,117.4,9.05,243,0.58,0.09,198.9,0.61,129,0.43,8.44,28.842,5.955,36.60894,-93.31409,274.9,985.4,2022-08-01,2022-08-01T12:02:43Z,098
1.6,6.027,117.3,9.04,243.2,0.589,0.09,198.9,0.46,129,0.53,8.43,28.839,6.084,36.60894,-93.31409,274.9,985.4,2022-08-01,2022-08-01T12:02:44Z,098
1.58,6.201,116.7,9,244,0.606,0.09,199.2,0.46,129,0.46,8.41,28.834,6.253,36.60894,-93.31408,276,985.4,2022-08-01,2022-08-01T12:02:48Z,098
1.54,6.313,116.5,8.98,244,0.617,0.09,199.4,0.49,130,0.47,8.41,28.829,6.343,36.60894,-93.31408,276,985.3,2022-08-01,2022-08-01T12:02:49Z,098
1.46,6.41,116.3,8.96,243.9,0.626,0.09,199.5,0.47,130,0.42,8.41,28.824,6.43,36.60894,-93.31408,276,985.4,2022-08-01,2022-08-01T12:02:50Z,098
1.47,6.471,116.1,8.95,243.9,0.632,0.09,199.5,0.47,130,0.5,8.41,28.82,6.498,36.60894,-93.31408,275.8,985.4,2022-08-01,2022-08-01T12:02:51Z,098
1.52,6.559,116,8.94,243.9,0.641,0.09,199.6,0.45,130,0.48,8.41,28.814,6.596,36.60895,-93.31408,275.6,985.4,2022-08-01,2022-08-01T12:02:52Z,098
1.53,6.643,115.8,8.93,244,0.649,0.09,199.4,0.48,130,0.56,8.41,28.796,6.692,36.60895,-93.31408,275.5,985.4,2022-08-01,2022-08-01T12:02:53Z,098
1.6,6.775,115.5,8.92,244.3,0.662,0.09,199.6,0.5,130,0.65,8.41,28.739,6.791,36.60895,-93.31408,275.5,985.5,2022-08-01,2022-08-01T12:02:54Z,098
1.66,6.854,114.8,8.88,245,0.67,0.09,200.6,0.55,130,0.57,8.39,28.573,6.901,36.60895,-93.31408,275.5,985.4,2022-08-01,2022-08-01T12:02:55Z,098
1.9,6.977,113.4,8.8,245.9,0.682,0.1,208.9,0.79,136,0.67,8.37,26.869,7.067,36.60895,-93.31408,275.2,985.5,2022-08-01,2022-08-01T12:02:56Z,098
2.19,7.163,120.1,9.6,247.4,0.7,0.1,212.1,1.12,138,0.81,8.35,26.512,7.174,36.60896,-93.31408,275.3,985.5,2022-08-01,2022-08-01T12:02:57Z,098
2.55,7.278,120.7,9.91,247.9,0.712,0.11,223.3,1.52,145,0.91,8.35,24.498,7.382,36.60896,-93.31407,275.1,985.5,2022-08-01,2022-08-01T12:02:58Z,098
3.26,7.475,125.9,10.5,249.8,0.731,0.11,226.7,2.04,147,1.26,8.34,24.295,7.545,36.60896,-93.31407,275,985.5,2022-08-01,2022-08-01T12:03:01Z,098
3.28,7.613,127,10.68,251.2,0.745,0.11,229.4,2.1,149,1.01,8.29,23.835,7.63,36.60896,-93.31406,275.1,985.4,2022-08-01,2022-08-01T12:03:02Z,098
3.22,7.718,126.5,10.73,251.9,0.755,0.11,233.6,2.16,152,1.04,8.27,23.19,7.804,36.60896,-93.31406,275.4,985.4,2022-08-01,2022-08-01T12:03:03Z,098
3.13,7.882,125.1,10.78,253.8,0.771,0.11,239,2.24,155,1.12,8.18,22.586,7.889,36.60896,-93.31406,275.7,985.4,2022-08-01,2022-08-01T12:03:04Z,098
2.93,7.956,118.7,10.27,254.3,0.778,0.11,240.5,2.21,156,1.14,8.14,22.386,8.012,36.60897,-93.31406,275.7,985.5,2022-08-01,2022-08-01T12:03:05Z,098
2.77,8.101,114.9,10,256,0.793,0.12,243.5,2.11,158,1.07,7.94,22.019,8.12,36.60897,-93.31406,275.7,985.4,2022-08-01,2022-08-01T12:03:06Z,098
2.72,8.207,110.4,9.68,259.7,0.803,0.12,246.4,2.09,160,1.03,7.88,21.662,8.269,36.60897,-93.31405,275.7,985.4,2022-08-01,2022-08-01T12:03:07Z,098
2.62,8.313,105.6,9.31,262,0.814,0.12,247.7,2.11,161,0.98,7.84,21.486,8.329,36.60897,-93.31405,275.7,985.5,2022-08-01,2022-08-01T12:03:08Z,098
2.54,8.368,96.5,8.54,262.7,0.819,0.12,248.8,2.07,162,0.95,7.81,21.339,8.421,36.60897,-93.31404,275.5,985.5,2022-08-01,2022-08-01T12:03:10Z,098
2.28,8.522,91.6,8.11,263.7,0.834,0.12,249.8,1.92,162,1.12,7.76,21.163,8.6,36.60897,-93.31404,275.5,985.5,2022-08-01,2022-08-01T12:03:11Z,098
1.88,8.708,87.9,7.84,264.1,0.852,0.12,251.5,1.73,163,1.18,7.72,20.815,8.749,36.60897,-93.31404,275.4,985.4,2022-08-01,2022-08-01T12:03:12Z,098
1.64,8.859,85.3,7.65,265.9,0.867,0.12,253.6,1.54,165,1.3,7.66,20.553,8.935,36.60897,-93.31403,275.2,985.4,2022-08-01,2022-08-01T12:03:13Z,098
1.48,9.082,69.9,6.31,268.6,0.889,0.12,256.2,1.29,167,2.39,7.55,20.276,9.137,36.60897,-93.31403,275.1,985.4,2022-08-01,2022-08-01T12:03:15Z,098
1.41,9.206,64,5.79,269,0.901,0.12,257.2,1.2,167,2.32,7.51,20.171,9.221,36.60897,-93.31403,274.9,985.3,2022-08-01,2022-08-01T12:03:16Z,098
1.34,9.291,43.3,3.93,269,0.91,0.12,257.9,1.17,168,2.19,7.43,20.045,9.385,36.60898,-93.31402,274.4,985.4,2022-08-01,2022-08-01T12:03:21Z,098
1.39,9.508,38,3.46,268.2,0.931,0.12,258.5,1.22,168,1.31,7.42,19.883,9.547,36.60899,-93.31401,274.1,985.4,2022-08-01,2022-08-01T12:03:23Z,098
1.36,9.609,35.7,3.25,267.7,0.941,0.12,258.7,1.17,168,0.84,7.43,19.803,9.673,36.60899,-93.31401,274,985.3,2022-08-01,2022-08-01T12:03:24Z,098
1.48,9.769,31.2,2.85,267.1,0.956,0.12,258.9,1.06,168,0.7,7.43,19.681,9.808,36.60899,-93.31401,273.7,985.4,2022-08-01,2022-08-01T12:03:26Z,098
1.4,9.914,26.8,2.47,266.5,0.971,0.12,260,1.07,169,0.35,7.42,19.45,9.953,36.609,-93.314,273.5,985.6,2022-08-01,2022-08-01T12:03:28Z,098
1.35,9.931,21.8,2.01,265.5,0.972,0.12,260,0.92,169,0.43,7.41,19.275,10.073,36.60901,-93.314,273.2,985.4,2022-08-01,2022-08-01T12:03:31Z,098
1.23,10.335,20.3,1.87,265.2,1.012,0.12,260,0.85,169,0.41,7.41,19.215,10.522,36.60901,-93.314,273.4,985.4,2022-08-01,2022-08-01T12:03:32Z,098
1.09,10.714,18.7,1.73,264.8,1.049,0.12,260.1,0.79,169,0.36,7.4,19.029,10.763,36.60901,-93.314,273.7,985.5,2022-08-01,2022-08-01T12:03:33Z,098
0.98,10.612,16.3,1.52,264,1.039,0.12,260.4,0.7,169,0.22,7.39,18.712,10.774,36.60902,-93.314,274,985.5,2022-08-01,2022-08-01T12:03:35Z,098
0.94,10.922,15.4,1.43,263.2,1.07,0.12,260.5,0.7,169,0.3,7.39,18.662,10.947,36.60902,-93.314,274.1,985.5,2022-08-01,2022-08-01T12:03:36Z,098
0.92,11.123,14.4,1.34,262.5,1.089,0.12,260.3,0.66,169,0.23,7.39,18.599,11.325,36.60902,-93.314,273.6,985.5,2022-08-01,2022-08-01T12:03:37Z,098
0.85,11.468,13.5,1.27,261.7,1.123,0.12,260.1,0.6,169,0.14,7.39,18.5,11.475,36.60902,-93.314,273.8,985.4,2022-08-01,2022-08-01T12:03:38Z,098
0.74,11.702,12.7,1.19,260.4,1.146,0.12,260.2,0.53,169,0.2,7.39,18.381,11.782,36.60902,-93.314,273.6,985.4,2022-08-01,2022-08-01T12:03:39Z,098
0.67,11.844,12,1.13,258.3,1.16,0.12,260.3,0.5,169,0.28,7.39,18.188,11.871,36.60903,-93.314,273.4,985.5,2022-08-01,2022-08-01T12:03:40Z,098
0.64,11.979,10.8,1.02,252.9,1.173,0.12,260.4,0.45,169,0.16,7.39,18.068,12.03,36.60903,-93.314,273.6,985.4,2022-08-01,2022-08-01T12:03:42Z,098
0.6,12.154,9.8,0.93,247.9,1.19,0.12,260.3,0.37,169,0.15,7.39,18.014,12.352,36.60902,-93.314,273.8,985.5,2022-08-01,2022-08-01T12:03:44Z,098
0.57,12.605,9.3,0.88,245.4,1.235,0.12,260,0.37,169,0.16,7.38,17.923,12.681,36.60902,-93.314,273.8,985.4,2022-08-01,2022-08-01T12:03:45Z,098
0.6,12.792,8.9,0.85,243.8,1.253,0.12,259.2,0.33,168,0.18,7.39,17.79,12.847,36.60902,-93.314,273.8,985.5,2022-08-01,2022-08-01T12:03:46Z,098
0.58,12.936,8.5,0.81,242.7,1.267,0.12,258.8,0.29,168,0.09,7.39,17.64,12.961,36.60902,-93.31399,273.9,985.4,2022-08-01,2022-08-01T12:03:47Z,098
0.6,13.14,8.2,0.78,241.8,1.287,0.12,258.6,0.34,168,0.06,7.39,17.518,13.237,36.60902,-93.31399,274,985.4,2022-08-01,2022-08-01T12:03:48Z,098
0.58,13.349,7.8,0.75,241,1.308,0.12,258.4,0.42,168,0,7.39,17.371,13.372,36.60902,-93.31399,274.2,985.4,2022-08-01,2022-08-01T12:03:49Z,098
0.52,13.432,7.6,0.73,240.2,1.316,0.12,258.4,0.34,168,NA,7.39,17.359,13.457,36.60902,-93.31399,274.5,985.3,2022-08-01,2022-08-01T12:03:50Z,098
0.44,13.577,7,0.67,239,1.33,0.12,258.7,0.25,168,NA,7.39,17.306,13.661,36.60901,-93.31399,274.3,985.4,2022-08-01,2022-08-01T12:03:52Z,098
0.44,13.718,6.8,0.65,238.4,1.344,0.12,258.9,0.28,168,0.09,7.39,17.219,13.765,36.60901,-93.31398,274.5,985.5,2022-08-01,2022-08-01T12:03:53Z,098
0.45,13.9,6.6,0.63,237.7,1.362,0.12,258.4,0.28,168,0,7.39,17.153,13.971,36.60901,-93.31398,274.6,985.3,2022-08-01,2022-08-01T12:03:54Z,098
0.45,14.059,6.4,0.61,236.9,1.377,0.12,258,0.25,168,NA,7.38,17.052,14.152,36.60901,-93.31398,274.7,985.4,2022-08-01,2022-08-01T12:03:55Z,098
0.42,14.36,6.2,0.59,235.4,1.407,0.12,258,0.22,168,NA,7.38,16.97,14.392,36.60901,-93.31398,274.7,985.5,2022-08-01,2022-08-01T12:03:56Z,098
0.39,14.472,6,0.58,233.2,1.418,0.12,258.1,0.25,168,NA,7.38,16.891,14.525,36.60901,-93.31397,274.5,985.4,2022-08-01,2022-08-01T12:03:57Z,098
0.37,14.597,5.8,0.56,231.7,1.43,0.12,258,0.25,168,NA,7.38,16.794,14.628,36.60901,-93.31397,274.4,985.5,2022-08-01,2022-08-01T12:03:58Z,098
0.34,14.709,5.6,0.55,231,1.441,0.12,257.6,0.19,167,NA,7.38,16.728,14.811,36.60901,-93.31397,274.3,985.4,2022-08-01,2022-08-01T12:03:59Z,098
0.35,14.934,5.4,0.53,230.7,1.463,0.12,257,0.15,167,0.08,7.38,16.631,14.933,36.60901,-93.31397,274.5,985.4,2022-08-01,2022-08-01T12:04:00Z,098
0.37,15.035,5.3,0.52,230.3,1.473,0.12,256.4,0.26,167,0.11,7.37,16.564,15.151,36.60901,-93.31397,274.5,985.3,2022-08-01,2022-08-01T12:04:01Z,098
0.36,15.27,5.2,0.5,229.5,1.496,0.12,255.9,0.28,166,0.13,7.37,16.457,15.33,36.60901,-93.31397,274.5,985.4,2022-08-01,2022-08-01T12:04:02Z,098
0.38,15.427,5,0.49,228.8,1.511,0.12,255.7,0.23,166,0.17,7.37,16.418,15.476,36.60901,-93.31397,274.6,985.4,2022-08-01,2022-08-01T12:04:03Z,098
0.44,15.595,4.9,0.48,228.6,1.528,0.12,255.7,0.22,166,0.29,7.37,16.4,15.666,36.60901,-93.31397,274.7,985.4,2022-08-01,2022-08-01T12:04:04Z,098
0.51,15.798,4.8,0.47,228.6,1.548,0.12,255.7,0.2,166,0.24,7.38,16.379,15.862,36.60901,-93.31397,274.6,985.5,2022-08-01,2022-08-01T12:04:05Z,098
0.33,16.069,4.5,0.44,229.5,1.574,0.12,255,0.23,166,0.06,7.37,16.293,16.126,36.60902,-93.31397,274.8,985.4,2022-08-01,2022-08-01T12:04:08Z,098
0.31,16.242,4.5,0.44,230,1.591,0.12,254.4,0.2,165,0.1,7.37,16.232,16.304,36.60902,-93.31397,274.8,985.4,2022-08-01,2022-08-01T12:04:09Z,098
0.3,16.396,4.4,0.43,230.4,1.606,0.12,254,0.2,165,0.01,7.37,16.183,16.431,36.60902,-93.31397,274.8,985.3,2022-08-01,2022-08-01T12:04:10Z,098
0.29,16.473,4.4,0.43,231.2,1.614,0.12,253.7,0.16,165,0.08,7.37,16.168,16.526,36.60902,-93.31397,275,985.3,2022-08-01,2022-08-01T12:04:11Z,098
0.37,16.633,4.3,0.43,231.7,1.629,0.12,253.3,0.13,165,0.06,7.36,16.132,16.638,36.60902,-93.31397,275.2,985.3,2022-08-01,2022-08-01T12:04:12Z,098
0.38,16.699,4.3,0.42,232.3,1.636,0.12,252.3,0.16,164,0,7.36,16.093,16.716,36.60903,-93.31397,275,985.4,2022-08-01,2022-08-01T12:04:13Z,098
0.3,16.744,4.2,0.42,233.2,1.64,0.12,251.3,0.16,163,0.09,7.36,16.06,16.807,36.60903,-93.31396,275,985.3,2022-08-01,2022-08-01T12:04:15Z,098
0.31,16.882,4.2,0.41,233.7,1.654,0.12,250.9,0.13,163,0.01,7.36,16.027,16.996,36.60903,-93.31396,274.9,985.4,2022-08-01,2022-08-01T12:04:16Z,098
0.27,17.163,4.2,0.41,234.2,1.682,0.12,250.5,0.15,163,NA,7.36,15.976,17.218,36.60903,-93.31396,275,985.4,2022-08-01,2022-08-01T12:04:17Z,098
0.24,17.31,4.2,0.42,234.7,1.696,0.12,250.3,0.18,163,0.04,7.35,15.918,17.335,36.60903,-93.31396,275.4,985.4,2022-08-01,2022-08-01T12:04:18Z,098
0.3,17.541,4.5,0.44,236.6,1.719,0.12,249.5,0.16,162,0.04,7.34,15.834,17.605,36.60903,-93.31395,275.3,985.5,2022-08-01,2022-08-01T12:04:22Z,098
0.29,17.656,4.6,0.45,236.9,1.73,0.12,249.3,0.15,162,NA,7.34,15.797,17.707,36.60903,-93.31395,275.4,985.5,2022-08-01,2022-08-01T12:04:23Z,098
0.24,17.77,4.7,0.46,237.2,1.741,0.12,248.8,0.13,162,NA,7.34,15.766,17.774,36.60903,-93.31395,275.5,985.4,2022-08-01,2022-08-01T12:04:24Z,098
0.23,17.801,4.8,0.48,237.5,1.744,0.12,248.6,0.07,162,NA,7.34,15.743,17.869,36.60903,-93.31395,275.6,985.4,2022-08-01,2022-08-01T12:04:25Z,098
0.27,17.969,5,0.49,237.9,1.761,0.12,248.7,0.07,162,0.09,7.34,15.72,17.991,36.60904,-93.31394,275.7,985.5,2022-08-01,2022-08-01T12:04:26Z,098
0.29,18.042,5.1,0.51,238.2,1.768,0.12,248.9,0.12,162,0.12,7.34,15.698,18.098,36.60904,-93.31394,275.8,985.4,2022-08-01,2022-08-01T12:04:27Z,098
0.23,18.192,5.3,0.53,238.5,1.782,0.12,249.4,0.15,162,0.03,7.34,15.67,18.223,36.60904,-93.31394,276,985.3,2022-08-01,2022-08-01T12:04:28Z,098
0.16,18.282,5.6,0.56,238.7,1.791,0.12,249.2,0.11,162,NA,7.34,15.637,18.288,36.60904,-93.31393,275.9,985.4,2022-08-01,2022-08-01T12:04:29Z,098
0.21,18.358,6.2,0.61,239.5,1.799,0.12,248.4,0.07,161,0.1,7.34,15.609,18.431,36.60904,-93.31393,275.9,985.4,2022-08-01,2022-08-01T12:04:31Z,098
0.19,18.502,6.4,0.64,239.8,1.813,0.12,248.2,0.08,161,0.08,7.34,15.584,18.563,36.60904,-93.31393,275.9,985.5,2022-08-01,2022-08-01T12:04:32Z,098
0.2,18.705,6.7,0.66,239.9,1.833,0.12,249.1,0.1,162,NA,7.34,15.564,18.751,36.60904,-93.31393,275.9,985.4,2022-08-01,2022-08-01T12:04:33Z,098
0.21,18.844,7.1,0.7,240.2,1.846,0.12,250.6,0.11,163,NA,7.34,15.538,18.883,36.60904,-93.31392,276,985.5,2022-08-01,2022-08-01T12:04:34Z,098
0.2,18.963,7.5,0.75,240.5,1.858,0.12,251.8,0.07,164,NA,7.34,15.526,19.022,36.60904,-93.31392,276,985.5,2022-08-01,2022-08-01T12:04:35Z,098
0.13,19.126,8.5,0.85,240.9,1.874,0.12,252.5,0.07,164,NA,7.34,15.526,19.258,36.60904,-93.31391,276,985.3,2022-08-01,2022-08-01T12:04:37Z,098
0.14,19.396,9,0.9,241,1.9,0.12,252.4,0.09,164,NA,7.34,15.502,19.418,36.60904,-93.31391,276,985.3,2022-08-01,2022-08-01T12:04:38Z,098
0.18,19.464,9.4,0.94,241.2,1.907,0.12,252.1,0.08,164,NA,7.34,15.49,19.487,36.60904,-93.3139,275.9,985.4,2022-08-01,2022-08-01T12:04:39Z,098
0.18,19.565,9.8,0.98,241.4,1.917,0.12,251.2,0.07,163,NA,7.34,15.472,19.61,36.60904,-93.3139,276,985.3,2022-08-01,2022-08-01T12:04:40Z,098
0.16,19.698,10.3,1.03,241.9,1.93,0.12,250.2,0.06,163,0.05,7.34,15.458,19.731,36.60904,-93.3139,276,985.3,2022-08-01,2022-08-01T12:04:42Z,098
0.14,19.816,10.5,1.05,242.3,1.942,0.12,249.3,0.11,162,0.05,7.34,15.446,19.893,36.60905,-93.3139,275.8,985.3,2022-08-01,2022-08-01T12:04:43Z,098
0.15,19.987,10.7,1.07,242.6,1.958,0.12,248.5,0.11,162,0.07,7.34,15.405,20.039,36.60905,-93.3139,275.6,985.4,2022-08-01,2022-08-01T12:04:44Z,098
0.16,20.114,10.8,1.08,242.8,1.971,0.12,249.5,0.08,162,0.09,7.34,15.386,20.154,36.60905,-93.3139,275.7,985.4,2022-08-01,2022-08-01T12:04:45Z,098
0.17,20.257,10.9,1.09,242.9,1.985,0.12,250.1,0.08,163,0.27,7.34,15.382,20.287,36.60905,-93.3139,275.7,985.4,2022-08-01,2022-08-01T12:04:46Z,098
0.2,20.349,11,1.1,243,1.994,0.12,250.2,0.05,163,0.29,7.34,15.376,20.409,36.60906,-93.3139,275.5,985.4,2022-08-01,2022-08-01T12:04:47Z,098
0.19,20.466,11.2,1.12,243.3,2.005,0.12,250.5,0.07,163,0.19,7.33,15.371,20.477,36.60906,-93.3139,275.6,985.3,2022-08-01,2022-08-01T12:04:48Z,098
