chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber,depthDiff_m,verticalPositionDiff_m
1.15,2.133,120.4,9.27,201.3,0.208,0.11,244,0.73,159,4.58,8.74,28.838,2.201,39.39789,-94.55148,256.4,986.1,2022-07-12,2022-07-12T11:15:29Z,072,0.19499999999999984,0.20100000000000007
1.08,2.328,119,9.18,201.6,0.227,0.11,244.4,0.76,159,4.52,8.72,28.742,2.402,39.39789,-94.55148,256.3,986,2022-07-12,2022-07-12T11:15:30Z,072,0.10600000000000032,0.08800000000000008
1.04,2.434,118,9.11,202,0.238,0.11,244.5,0.72,159,4.51,8.7,28.684,2.49,39.39789,-94.55148,256.3,986.1,2022-07-12,2022-07-12T11:15:31Z,072,0.18100000000000005,0.19799999999999995
1.06,2.615,116.7,9.02,202.3,0.255,0.11,244.6,0.73,159,4.36,8.69,28.645,2.688,39.39789,-94.55148,256.3,986.1,2022-07-12,2022-07-12T11:15:32Z,072,0.20399999999999974,0.1629999999999998
1.13,2.819,114.7,8.87,202.5,0.275,0.11,244.8,0.73,159,4.37,8.67,28.619,2.851,39.39789,-94.55148,256.2,986,2022-07-12,2022-07-12T11:15:33Z,072,0.08499999999999996,0.10599999999999987
1.09,2.904,113.6,8.79,202.7,0.284,0.11,244.9,0.73,159,4.44,8.66,28.597,2.957,39.39789,-94.55148,256.1,986.1,2022-07-12,2022-07-12T11:15:34Z,072,0.14400000000000013,0.13600000000000012
1.13,3.048,112,8.67,203,0.298,0.11,245,0.88,159,4.56,8.65,28.563,3.093,39.39789,-94.55148,256,986,2022-07-12,2022-07-12T11:15:35Z,072,0.18900000000000006,0.18999999999999995
1.13,3.237,110.2,8.54,203.3,0.316,0.11,245.4,0.92,160,4.41,8.63,28.502,3.283,39.39789,-94.55148,255.8,986,2022-07-12,2022-07-12T11:15:36Z,072,0.10000000000000009,0.09600000000000009
1.1,3.337,109,8.45,203.7,0.326,0.11,245.5,0.82,160,4.37,8.62,28.488,3.379,39.39789,-94.55148,255.8,986.1,2022-07-12,2022-07-12T11:15:37Z,072,0.1299999999999999,0.13200000000000012
1.11,3.467,107.2,8.31,204.1,0.339,0.12,245.8,0.77,160,4.46,8.6,28.482,3.511,39.39789,-94.55148,255.7,986.1,2022-07-12,2022-07-12T11:15:38Z,072,0.09399999999999986,0.10000000000000009
1.11,3.561,105.7,8.2,204.4,0.348,0.12,245.9,0.75,160,4.4,8.59,28.469,3.611,39.39789,-94.55148,255.8,986.1,2022-07-12,2022-07-12T11:15:39Z,072,0.16599999999999993,0.15699999999999958
1.1,3.727,103.4,8.02,204.8,0.364,0.12,246.2,0.72,160,4.54,8.56,28.429,3.768,39.39789,-94.55148,255.8,986,2022-07-12,2022-07-12T11:15:40Z,072,0.1200000000000001,0.13800000000000034
1.07,3.847,101.1,7.85,205.2,0.376,0.12,246.6,0.68,160,4.54,8.54,28.406,3.906,39.39789,-94.55148,255.7,986,2022-07-12,2022-07-12T11:15:41Z,072,0.11500000000000021,0.09599999999999964
1.05,3.962,99.8,7.75,205.6,0.387,0.12,246.9,0.67,161,4.54,8.53,28.391,4.002,39.39789,-94.55148,255.7,986,2022-07-12,2022-07-12T11:15:42Z,072,0.11799999999999988,0.13100000000000023
1.03,4.08,98,7.62,206.1,0.399,0.12,247.1,0.7,161,4.33,8.5,28.384,4.133,39.39789,-94.55148,255.6,986.1,2022-07-12,2022-07-12T11:15:43Z,072,0.19899999999999984,0.18599999999999994
1.11,4.279,96.3,7.48,206.5,0.418,0.12,247.3,0.79,161,4.26,8.48,28.373,4.319,39.39789,-94.55148,255.5,986.1,2022-07-12,2022-07-12T11:15:44Z,072,0.11599999999999966,0.12900000000000045
1.08,4.395,94.8,7.37,206.8,0.429,0.12,247.5,0.81,161,4.37,8.47,28.369,4.448,39.39789,-94.55148,255.5,986,2022-07-12,2022-07-12T11:15:45Z,072,0.13000000000000078,0.11099999999999977
1,4.525,93.6,7.28,207,0.442,0.12,247.7,0.8,161,4.49,8.46,28.367,4.559,39.39789,-94.55148,255.4,986,2022-07-12,2022-07-12T11:15:46Z,072,0.07299999999999951,0.05400000000000027
1.03,4.598,92.8,7.21,207.2,0.449,0.12,247.7,0.7,161,4.48,8.45,28.367,4.613,39.39789,-94.55148,255.2,986,2022-07-12,2022-07-12T11:15:47Z,072,0.11000000000000032,0.1379999999999999
1.09,4.708,91.6,7.12,207.5,0.46,0.12,247.8,0.7,161,4.31,8.43,28.363,4.751,39.39789,-94.55148,255.2,986.1,2022-07-12,2022-07-12T11:15:48Z,072,0.09600000000000009,0.09699999999999953
1.04,4.804,90.5,7.04,207.8,0.469,0.12,247.9,0.75,161,4.14,8.42,28.361,4.848,39.39789,-94.55149,255.1,986.1,2022-07-12,2022-07-12T11:15:49Z,072,0.125,0.1349999999999998
0.97,4.929,89.3,6.94,208,0.482,0.12,247.9,0.66,161,4.4,8.41,28.357,4.983,39.39789,-94.55148,255,986,2022-07-12,2022-07-12T11:15:50Z,072,0.16800000000000015,0.1900000000000004
0.93,5.097,87.4,6.79,208.5,0.498,0.12,248.2,0.6,161,4.46,8.39,28.313,5.173,39.39789,-94.55148,254.9,986,2022-07-12,2022-07-12T11:15:51Z,072,0.14900000000000002,0.133
0.94,5.246,86,6.69,208.9,0.513,0.12,248.7,0.76,162,4.16,8.37,28.263,5.306,39.39789,-94.55148,254.9,986,2022-07-12,2022-07-12T11:15:52Z,072,0.17599999999999927,0.17300000000000004
0.95,5.422,83.6,6.51,209.7,0.53,0.12,249.2,0.74,162,4,8.33,28.218,5.479,39.39789,-94.55148,254.7,986.1,2022-07-12,2022-07-12T11:15:53Z,072,0.15200000000000014,0.15399999999999991
1.02,5.574,82.2,6.41,210.3,0.545,0.12,249.3,0.65,162,4.07,8.31,28.212,5.633,39.39789,-94.55148,254.6,986,2022-07-12,2022-07-12T11:15:54Z,072,0.14400000000000013,0.10099999999999998
1.04,5.718,80.3,6.26,210.8,0.559,0.12,249.4,0.62,162,4.1,8.28,28.211,5.734,39.39789,-94.55148,254.4,986.1,2022-07-12,2022-07-12T11:15:55Z,072,0.05400000000000027,0.06599999999999984
0.96,5.772,78.6,6.13,211.3,0.564,0.12,249.4,0.58,162,4.25,8.25,28.218,5.8,39.39789,-94.55148,254.3,986,2022-07-12,2022-07-12T11:15:56Z,072,0.0699999999999994,0.11399999999999988
0.97,5.842,76.9,6,211.6,0.571,0.12,249.5,0.54,162,4.19,8.23,28.212,5.914,39.39789,-94.55148,254.3,986,2022-07-12,2022-07-12T11:15:57Z,072,0.18900000000000006,0.17600000000000016
1.07,6.031,74,5.78,212.4,0.589,0.12,250.4,0.54,163,4.09,8.19,28.054,6.09,39.39789,-94.55148,254.3,986.1,2022-07-12,2022-07-12T11:15:58Z,072,0.1510000000000007,0.16800000000000015
1.01,6.182,70.7,5.53,213.1,0.604,0.12,251.2,0.46,163,4.02,8.15,27.89,6.258,39.39789,-94.55148,254.3,986.1,2022-07-12,2022-07-12T11:15:59Z,072,0.25599999999999934,0.2270000000000003
0.9,6.438,63.3,4.98,214.3,0.629,0.12,253,0.36,164,3.66,8.1,27.538,6.485,39.39789,-94.55148,254.1,986.1,2022-07-12,2022-07-12T11:16:00Z,072,0.12900000000000045,0.13399999999999945
0.94,6.567,56.4,4.47,215.3,0.642,0.12,254.3,0.36,165,3.54,8.05,27.257,6.619,39.39789,-94.55148,254.1,986.1,2022-07-12,2022-07-12T11:16:01Z,072,0.12099999999999955,0.1349999999999998
0.95,6.688,52.5,4.16,215.9,0.654,0.12,254.4,0.33,165,3.58,8.02,27.209,6.754,39.39789,-94.55148,254,986.1,2022-07-12,2022-07-12T11:16:02Z,072,0.16900000000000048,0.14900000000000002
0.93,6.857,44.2,3.52,216.7,0.67,0.12,255.3,0.21,166,3.75,7.98,26.982,6.903,39.39789,-94.55148,254,986.1,2022-07-12,2022-07-12T11:16:03Z,072,0.16199999999999992,0.18400000000000016
0.79,7.019,39.4,3.14,217.4,0.686,0.12,256.1,0.23,166,3.6,7.96,26.863,7.087,39.39789,-94.55148,254,986.1,2022-07-12,2022-07-12T11:16:04Z,072,0.17499999999999982,0.16900000000000048
0.59,7.194,34.7,2.77,217.1,0.703,0.12,256.6,0.14,167,3.18,7.93,26.713,7.256,39.39789,-94.55148,254,986,2022-07-12,2022-07-12T11:16:05Z,072,0.15300000000000047,0.1299999999999999
0.51,7.347,32.1,2.58,192.7,0.718,0.12,258.9,0.04,168,2.92,7.9,26.266,7.386,39.39789,-94.55148,254.1,986.1,2022-07-12,2022-07-12T11:16:06Z,072,0.0959999999999992,0.11299999999999955
0.48,7.443,31.3,2.53,184.5,0.728,0.12,260.1,0.04,169,3.02,7.88,26.004,7.499,39.39789,-94.55148,254.2,986.1,2022-07-12,2022-07-12T11:16:07Z,072,0.21700000000000053,0.23600000000000065
0.48,7.66,25.4,2.06,162.1,0.749,0.12,261.1,-0.04,170,3.26,7.85,25.791,7.735,39.39789,-94.55148,254.3,985.9,2022-07-12,2022-07-12T11:16:08Z,072,0.19299999999999962,0.18799999999999972
0.47,7.853,22.8,1.86,138.1,0.768,0.12,262.8,0.01,171,2.89,7.83,25.492,7.923,39.39789,-94.55148,254.3,986,2022-07-12,2022-07-12T11:16:09Z,072,0.1869999999999994,0.1750000000000007
0.45,8.04,21,1.72,120.1,0.786,0.12,264.7,0.02,172,2.72,7.81,25.067,8.098,39.39789,-94.55148,254.4,986.1,2022-07-12,2022-07-12T11:16:10Z,072,0.16400000000000148,0.18900000000000006
0.43,8.204,19.9,1.65,102.3,0.802,0.13,266.7,-0.08,173,2.75,7.79,24.758,8.287,39.39788,-94.55148,254.5,986,2022-07-12,2022-07-12T11:16:11Z,072,0.14999999999999858,0.11799999999999855
0.42,8.354,19.1,1.59,87.6,0.817,0.13,268.6,-0.01,175,2.71,7.77,24.361,8.405,39.39788,-94.55148,254.5,986,2022-07-12,2022-07-12T11:16:12Z,072,0.2370000000000001,0.2580000000000009
0.46,8.591,17.1,1.43,69.8,0.84,0.13,271.4,0.05,176,2.73,7.74,23.997,8.663,39.39788,-94.55148,254.6,986.1,2022-07-12,2022-07-12T11:16:13Z,072,0.17300000000000004,0.11999999999999922
0.46,8.764,15.9,1.34,58.1,0.857,0.13,273.8,0,178,2.66,7.72,23.603,8.783,39.39788,-94.55148,254.6,986.1,2022-07-12,2022-07-12T11:16:14Z,072,0.06800000000000139,0.0810000000000013
0.42,8.832,14.9,1.26,49.1,0.864,0.13,274.6,-0.03,178,2.48,7.7,23.553,8.864,39.39788,-94.55149,254.7,986,2022-07-12,2022-07-12T11:16:15Z,072,0.19699999999999918,0.254999999999999
0.49,9.029,13.8,1.17,42.6,0.883,0.13,276,0.05,179,2.56,7.68,23.228,9.119,39.39788,-94.55149,254.8,986,2022-07-12,2022-07-12T11:16:16Z,072,0.17300000000000004,0.14300000000000068
0.49,9.202,12.9,1.11,31.6,0.9,0.13,278.7,0.04,181,2.53,7.67,22.805,9.262,39.39788,-94.55149,254.8,986.1,2022-07-12,2022-07-12T11:16:17Z,072,0.19599999999999973,0.18799999999999883
0.46,9.398,12.2,1.05,23,0.92,0.13,279.4,0.09,182,2.66,7.64,22.829,9.45,39.39788,-94.55149,254.9,986.1,2022-07-12,2022-07-12T11:16:18Z,072,0.15000000000000036,0.16000000000000014
0.38,9.548,11.5,0.99,16.2,0.934,0.13,279.5,0.11,182,2.75,7.63,22.825,9.61,39.39788,-94.55149,254.8,986,2022-07-12,2022-07-12T11:16:19Z,072,0.14000000000000057,0.07800000000000118
0.4,9.688,10.9,0.94,13.1,0.948,0.13,281.2,0.12,183,2.49,7.62,22.452,9.688,39.39788,-94.55149,254.9,986,2022-07-12,2022-07-12T11:16:20Z,072,0.05999999999999872,0.16499999999999915
0.41,9.748,10.4,0.9,2.1,0.954,0.13,282.1,0.06,183,2.53,7.61,22.239,9.853,39.39788,-94.55149,254.9,986,2022-07-12,2022-07-12T11:16:21Z,072,0.17700000000000138,0.12599999999999945
0.44,9.925,9.9,0.86,-1.6,0.971,0.13,283.3,0,184,2.57,7.6,21.94,9.979,39.39788,-94.55149,254.9,985.9,2022-07-12,2022-07-12T11:16:22Z,072,0.1349999999999998,0.136000000000001
0.32,10.06,9.2,0.81,-9.7,0.984,0.14,284.8,-0.04,185,2.6,7.58,21.684,10.115,39.39788,-94.55149,255,986,2022-07-12,2022-07-12T11:16:23Z,072,0.21499999999999986,0.20699999999999896
0.32,10.275,8.8,0.77,-12.9,1.006,0.14,285.7,-0.05,186,2.61,7.57,21.506,10.322,39.39788,-94.5515,255.1,986,2022-07-12,2022-07-12T11:16:24Z,072,0.12399999999999878,0.1540000000000017
0.36,10.399,8.3,0.74,-22.3,1.018,0.14,287.1,0.01,187,2.52,7.55,21.211,10.476,39.39788,-94.5515,255.2,986,2022-07-12,2022-07-12T11:16:25Z,072,0.19100000000000072,0.17999999999999972
0.37,10.59,7.9,0.7,-28.6,1.036,0.14,287.5,0.17,187,2.55,7.53,21.095,10.656,39.39788,-94.5515,255.2,986.1,2022-07-12,2022-07-12T11:16:26Z,072,0.14400000000000013,0.11999999999999922
0.41,10.734,7.6,0.67,-32.3,1.051,0.14,288.1,0.15,187,2.56,7.52,20.932,10.776,39.39788,-94.5515,255.2,986.1,2022-07-12,2022-07-12T11:16:27Z,072,0.16499999999999915,0.2580000000000009
0.42,10.899,7.3,0.65,-39.7,1.067,0.14,288,-0.02,187,2.65,7.51,20.923,11.034,39.39788,-94.5515,255.2,985.8,2022-07-12,2022-07-12T11:16:28Z,072,0.27000000000000135,0.19399999999999906
0.4,11.169,6.8,0.61,-41.8,1.093,0.14,288.7,0,188,2.67,7.5,20.611,11.228,39.39788,-94.5515,255.2,986.1,2022-07-12,2022-07-12T11:16:29Z,072,0.21799999999999997,0.3149999999999995
0.39,11.387,6.5,0.58,-52.6,1.115,0.14,290,0.07,189,2.69,7.48,20.285,11.543,39.39788,-94.5515,255.2,986.1,2022-07-12,2022-07-12T11:16:30Z,072,0.3719999999999999,0.2890000000000015
0.41,11.759,6.1,0.56,-58.1,1.151,0.14,291.6,0.03,190,2.64,7.47,19.751,11.832,39.39788,-94.5515,255.1,986.1,2022-07-12,2022-07-12T11:16:31Z,072,0.16699999999999982,0.1280000000000001
0.38,11.926,6,0.55,-61.7,1.168,0.14,293.4,0.05,191,2.63,7.46,19.498,11.96,39.39788,-94.5515,255.1,986,2022-07-12,2022-07-12T11:16:32Z,072,0.2989999999999995,0.33699999999999974
0.44,12.225,5.7,0.52,-64,1.197,0.14,294.5,0.16,191,2.82,7.44,19.3,12.297,39.39788,-94.5515,255.1,986.1,2022-07-12,2022-07-12T11:16:33Z,072,0.16000000000000014,0.10699999999999932
0.44,12.385,5.5,0.51,-67.4,1.213,0.14,296.3,0.12,193,3.03,7.43,19.034,12.404,39.39788,-94.5515,255.2,986,2022-07-12,2022-07-12T11:16:34Z,072,0.07099999999999973,0.08900000000000041
0.48,12.456,5.3,0.49,-71.3,1.22,0.14,296.2,0.11,193,2.97,7.42,19.108,12.493,39.39788,-94.5515,255.2,986.1,2022-07-12,2022-07-12T11:16:35Z,072,0.12400000000000055,0.15399999999999991
0.5,12.58,5.2,0.48,-74.5,1.232,0.14,296.3,0.08,193,3.01,7.41,19.059,12.647,39.39788,-94.5515,255.3,986.1,2022-07-12,2022-07-12T11:16:36Z,072,0.1379999999999999,0.13199999999999967
0.5,12.718,5,0.46,-76.7,1.245,0.14,297.2,0.12,193,3.07,7.41,18.931,12.779,39.39788,-94.5515,255.3,986.1,2022-07-12,2022-07-12T11:16:37Z,072,0.21000000000000085,0.2680000000000007
0.54,12.928,4.8,0.45,-79.9,1.266,0.14,297.7,0.16,193,3.19,7.4,18.771,13.047,39.39788,-94.5515,255.3,986.1,2022-07-12,2022-07-12T11:16:38Z,072,0.2629999999999999,0.17099999999999937
0.58,13.191,4.7,0.43,-82.8,1.292,0.14,298.6,0.08,194,3.41,7.39,18.561,13.218,39.39788,-94.5515,255.3,986.1,2022-07-12,2022-07-12T11:16:39Z,072,0.10499999999999865,0.10999999999999943
0.54,13.296,4.5,0.42,-85.9,1.302,0.14,299.4,0.15,195,3.73,7.38,18.435,13.328,39.39788,-94.5515,255.3,986,2022-07-12,2022-07-12T11:16:40Z,072,0.10299999999999976,0.08699999999999974
0.59,13.399,4.3,0.41,-88.6,1.312,0.14,299.8,0.11,195,3.94,7.37,18.414,13.415,39.39788,-94.5515,255.3,986,2022-07-12,2022-07-12T11:16:41Z,072,0.051000000000000156,0.08900000000000041
0.66,13.45,4.3,0.4,-89.7,1.317,0.14,300.1,0.21,195,4.01,7.37,18.396,13.504,39.39788,-94.5515,255.3,986.1,2022-07-12,2022-07-12T11:16:42Z,072,0.18700000000000117,0.1720000000000006
0.66,13.637,4.1,0.38,-92.5,1.335,0.14,301.3,0.31,196,4.45,7.36,18.282,13.676,39.39788,-94.5515,255.3,986,2022-07-12,2022-07-12T11:16:43Z,072,0.15000000000000036,0.25900000000000034
0.66,13.787,4,0.37,-94.5,1.35,0.14,302.6,0.25,197,4.76,7.35,18.113,13.935,39.39788,-94.5515,255.2,986,2022-07-12,2022-07-12T11:16:44Z,072,0.35199999999999854,0.26699999999999946
0.66,14.139,3.9,0.37,-96.7,1.385,0.15,304.4,0.23,198,5.53,7.34,17.937,14.202,39.39788,-94.5515,255.2,986.1,2022-07-12,2022-07-12T11:16:45Z,072,0.15500000000000114,0.09299999999999997
2.4,14.323,3.6,0.34,-101.8,1.403,0.15,305.7,1.88,199,74.71,7.32,17.912,14.33,39.39788,-94.55149,255.2,986,2022-07-12,2022-07-12T11:16:48Z,072,0.04400000000000048,0.06400000000000006
1.81,14.367,3.5,0.33,-103.1,1.407,0.15,306.2,1.24,199,7.34,7.32,17.889,14.394,39.39787,-94.55149,255.3,986.1,2022-07-12,2022-07-12T11:16:49Z,072,0.05099999999999838,0.031000000000000583
1.8,14.418,3.4,0.32,-104.4,1.412,0.15,306.8,1.36,199,466.07,7.32,17.84,14.425,39.39787,-94.55149,255.3,986,2022-07-12,2022-07-12T11:16:50Z,072,0.030000000000001137,0.03599999999999959
