chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
0.2,0.112,118.3,9.76,45.2,0.011,0.15,318.3,-0.17,207,0.31,8.39,25.04,0.113,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:28Z,092
0.22,0.15,118.2,9.76,45.4,0.015,0.15,318.2,-0.03,207,0.39,8.38,25.04,0.18,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:30Z,092
0.25,0.286,118.3,9.76,45.6,0.028,0.15,318.2,-0.03,207,0.52,8.38,25.038,0.323,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:31Z,092
0.23,0.392,118.3,9.76,45.6,0.038,0.15,318.3,-0.04,207,0.52,8.38,25.036,0.45,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:32Z,092
0.22,0.564,118.2,9.75,45.7,0.055,0.15,318.4,-0.04,207,0.44,8.38,25.028,0.619,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:33Z,092
0.21,0.698,118.3,9.76,45.8,0.068,0.15,318.5,0.01,207,0.36,8.38,25.005,0.747,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:34Z,092
0.22,0.837,118.4,9.78,46,0.082,0.15,318.7,0.04,207,0.35,8.38,24.97,0.888,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:35Z,092
0.2,0.947,118.6,9.8,46,0.093,0.15,318.8,0.04,207,0.45,8.38,24.936,0.964,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:36Z,092
0.21,1.023,118.9,9.83,46,0.1,0.15,318.9,0.03,207,0.45,8.38,24.93,1.062,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:37Z,092
0.21,1.127,119.3,9.86,46,0.11,0.15,319.2,-0.01,207,0.4,8.38,24.923,1.153,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:38Z,092
0.19,1.201,119.7,9.9,46,0.117,0.15,319.3,-0.03,208,0.36,8.38,24.902,1.221,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:39Z,092
0.19,1.245,119.9,9.92,46.1,0.122,0.15,319.3,-0.02,208,0.31,8.38,24.888,1.258,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:40Z,092
0.21,1.308,120.1,9.93,46.1,0.128,0.15,319.4,-0.09,208,0.4,8.38,24.885,1.355,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:41Z,092
0.22,1.431,120.1,9.94,46.3,0.14,0.15,319.6,-0.1,208,0.44,8.38,24.851,1.469,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:42Z,092
0.21,1.527,120.2,9.96,46.4,0.149,0.15,319.9,0.01,208,0.41,8.37,24.798,1.548,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:43Z,092
0.2,1.583,120,9.94,46.8,0.155,0.15,320.1,0.04,208,0.38,8.36,24.738,1.594,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:44Z,092
0.22,1.639,118.5,9.85,48,0.16,0.15,321.6,-0.01,209,0.38,8.33,24.462,1.69,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:45Z,092
0.19,1.777,117.2,9.82,49.1,0.174,0.15,325.4,-0.01,211,0.34,8.29,24.023,1.789,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:46Z,092
0.17,1.819,116.9,9.86,49.6,0.178,0.16,327.5,0.01,213,0.33,8.27,23.748,1.856,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:47Z,092
0.21,1.912,116.6,9.88,50,0.187,0.16,330,0.01,215,0.3,8.25,23.451,1.948,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:48Z,092
0.24,1.993,115.9,9.88,50.6,0.195,0.16,332.4,0.05,216,0.25,8.23,23.143,2.009,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:49Z,092
0.2,2.094,115.3,9.88,51.2,0.205,0.16,333.1,0.07,217,0.34,8.22,22.817,2.134,NA,NA,NA,995.2,2022-06-02,2022-06-02T10:13:50Z,092
0.22,2.169,114.5,9.88,51.8,0.212,0.16,333.5,0.04,217,0.4,8.2,22.408,2.178,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:51Z,092
0.26,2.227,113.6,9.87,52.3,0.218,0.16,332.6,0.04,216,0.32,8.18,22.181,2.283,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:52Z,092
0.25,2.346,112.3,9.8,52.8,0.23,0.16,331.4,0.09,215,0.31,8.17,21.878,2.366,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:53Z,092
0.24,2.419,111.7,9.81,53.2,0.237,0.16,332.1,0.12,216,0.34,8.16,21.623,2.453,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:54Z,092
0.22,2.498,110.8,9.78,53.6,0.245,0.16,333.7,0.1,217,0.3,8.14,21.337,2.508,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:55Z,092
0.22,2.552,109.7,9.72,54,0.25,0.16,333.5,0.04,217,0.25,8.13,21.219,2.593,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:56Z,092
0.24,2.625,108.6,9.63,54.3,0.257,0.16,332.8,0.03,216,0.31,8.12,21.188,2.648,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:57Z,092
0.23,2.709,107.1,9.53,54.7,0.265,0.16,332.5,0.05,216,0.33,8.1,20.881,2.737,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:13:58Z,092
0.24,2.8,105.7,9.47,55.1,0.274,0.16,331.9,0.03,216,0.29,8.09,20.521,2.839,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:13:59Z,092
0.22,2.88,104.6,9.44,55.7,0.282,0.16,330.8,0.05,215,0.34,8.07,20.332,2.891,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:00Z,092
0.2,2.925,103.8,9.37,56,0.286,0.16,329.8,0.04,214,0.34,8.06,20.303,2.974,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:01Z,092
0.2,3.017,102.1,9.22,56.5,0.295,0.16,329.1,0.03,214,0.39,8.05,20.251,3.021,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:14:02Z,092
0.21,3.092,100.4,9.08,57,0.303,0.16,329.7,0.1,214,0.4,8.04,20.179,3.115,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:14:03Z,092
0.26,3.137,99.6,9.03,57.4,0.307,0.16,331.9,0.11,216,0.4,8.03,19.902,3.163,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:14:04Z,092
0.27,3.21,98.9,9.03,57.7,0.314,0.16,332.5,0.12,216,0.4,8.03,19.646,3.235,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:05Z,092
0.21,3.258,98.8,9.05,58,0.319,0.16,333.2,0.13,217,0.46,8.02,19.473,3.273,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:14:06Z,092
0.19,3.314,98.5,9.06,58.3,0.324,0.16,333.7,0.11,217,0.5,8.01,19.349,3.333,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:07Z,092
0.23,3.395,97.9,9.01,58.7,0.332,0.16,333.7,0.14,217,0.41,8.01,19.249,3.435,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:08Z,092
0.24,3.474,96.9,8.97,59,0.34,0.16,334.6,0.14,217,0.33,8,18.967,3.477,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:09Z,092
0.24,3.507,96.6,8.96,59.3,0.343,0.16,335.1,0.1,218,0.44,7.99,18.885,3.534,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:10Z,092
0.24,3.567,95.9,8.92,59.6,0.349,0.16,334.9,0.08,218,0.46,7.99,18.792,3.611,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:11Z,092
0.23,3.68,94.8,8.86,60.1,0.36,0.16,334.6,0.07,217,0.47,7.97,18.502,3.708,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:14:12Z,092
0.25,3.758,94.1,8.83,60.4,0.368,0.16,333.7,0.09,217,0.5,7.96,18.293,3.796,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:13Z,092
0.28,3.842,93,8.76,60.6,0.376,0.16,332.7,0.13,216,0.5,7.96,18.108,3.853,NA,NA,NA,995.4,2022-06-02,2022-06-02T10:14:14Z,092
0.31,3.883,92.2,8.71,60.8,0.38,0.16,331.2,0.13,215,0.44,7.96,18.027,3.921,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:15Z,092
0.29,3.975,91.1,8.61,61.1,0.389,0.16,328.7,0.13,214,0.51,7.95,18.002,3.983,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:16Z,092
0.24,4.055,89.5,8.47,61.3,0.397,0.16,325.2,0.1,211,0.52,7.94,17.89,4.089,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:17Z,092
0.3,4.128,87.9,8.36,61.5,0.404,0.15,321.6,0.13,209,0.48,7.93,17.671,4.147,NA,NA,NA,995.2,2022-06-02,2022-06-02T10:14:18Z,092
0.33,4.217,87.3,8.32,61.6,0.413,0.15,318.3,0.13,207,0.42,7.93,17.615,4.24,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:19Z,092
0.44,4.284,86.5,8.25,61.8,0.42,0.15,314.4,0.12,204,0.59,7.92,17.46,4.318,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:20Z,092
0.51,4.355,85.7,8.22,62.1,0.427,0.15,311.2,0.16,202,0.85,7.92,17.221,4.361,NA,NA,NA,995.3,2022-06-02,2022-06-02T10:14:21Z,092
