chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
0.18,0.192,106.8,8.98,41.8,0.019,0.06,121.1,0.03,79,0.69,8.19,24.063,0.182,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:24Z,039
0.18,0.22,106.8,8.98,42.1,0.022,0.06,120.9,-0.01,79,0.56,8.19,24.06,0.268,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:26Z,039
0.2,0.329,106.8,8.98,42.2,0.032,0.06,120.9,-0.01,79,0.65,8.18,24.048,0.393,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:27Z,039
0.21,0.506,106.7,8.97,42.4,0.049,0.06,120.9,-0.01,79,0.64,8.18,24.025,0.587,NA,NA,NA,977,2022-06-02,2022-06-02T15:22:28Z,039
0.25,0.692,106.6,8.97,42.5,0.068,0.06,120.9,0.02,79,0.59,8.18,23.967,0.739,NA,NA,NA,977,2022-06-02,2022-06-02T15:22:29Z,039
0.24,0.856,106.7,8.99,42.5,0.084,0.06,120.9,0.06,79,0.62,8.18,23.941,0.907,NA,NA,NA,976.9,2022-06-02,2022-06-02T15:22:30Z,039
0.26,1.006,106.6,8.98,42.6,0.098,0.06,121,0,79,0.56,8.19,23.89,1.089,NA,NA,NA,977,2022-06-02,2022-06-02T15:22:31Z,039
0.28,1.192,106.4,8.98,42.8,0.117,0.06,121,0.02,79,0.58,8.19,23.777,1.229,NA,NA,NA,977,2022-06-02,2022-06-02T15:22:32Z,039
0.26,1.3,106.6,9.01,42.9,0.127,0.06,120.9,0.03,79,0.63,8.19,23.744,1.36,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:33Z,039
0.24,1.5,106.5,9.01,43,0.147,0.06,120.8,0.02,78,0.68,8.19,23.668,1.537,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:34Z,039
0.29,1.686,106.9,9.05,43,0.165,0.06,120.6,0.02,78,0.55,8.2,23.627,1.727,NA,NA,NA,977,2022-06-02,2022-06-02T15:22:37Z,039
0.33,1.79,106.5,9.04,43.1,0.175,0.06,120.6,-0.04,78,0.49,8.2,23.517,1.828,NA,NA,NA,977,2022-06-02,2022-06-02T15:22:38Z,039
0.31,1.918,106.4,9.05,43.1,0.188,0.06,120.6,0.01,78,0.54,8.2,23.362,1.953,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:39Z,039
0.29,2.039,106.8,9.1,43.1,0.199,0.06,120.5,0.01,78,0.65,8.21,23.323,2.085,NA,NA,NA,976.9,2022-06-02,2022-06-02T15:22:42Z,039
0.31,2.161,106.8,9.11,43.2,0.211,0.06,120.5,-0.01,78,0.64,8.21,23.29,2.198,NA,NA,NA,977.1,2022-06-02,2022-06-02T15:22:43Z,039
