chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
1.54,0.01,123.4,10.39,72.1,0.001,0.14,295.7,0.46,192,7.21,8.83,23.954,0.005,38.90689,-92.12169,252.7,986.7,2022-05-12,2022-05-12T08:26:19Z,219
1.51,0.011,123.4,10.39,72.6,0.001,0.14,295.7,0.46,192,7.18,8.83,23.946,0.059,38.90689,-92.12169,252.2,986.8,2022-05-12,2022-05-12T08:26:23Z,219
1.52,0.015,123.4,10.39,72.7,0.001,0.14,295.7,0.46,192,7.19,8.83,23.945,0.177,38.90688,-92.12169,252.2,986.8,2022-05-12,2022-05-12T08:26:24Z,219
1.55,0.022,123.4,10.39,72.8,0.002,0.14,295.7,0.46,192,7.19,8.83,23.943,0.307,38.90688,-92.12169,252.2,986.8,2022-05-12,2022-05-12T08:26:25Z,219
1.57,0.031,123.4,10.39,72.9,0.003,0.14,295.7,0.46,192,7.19,8.83,23.942,0.423,38.90688,-92.12169,252.2,986.8,2022-05-12,2022-05-12T08:26:26Z,219
1.6,0.044,123.4,10.39,73,0.004,0.14,295.6,0.47,192,7.2,8.83,23.937,0.557,38.90688,-92.12169,252.2,986.8,2022-05-12,2022-05-12T08:26:27Z,219
1.65,0.776,123.3,10.39,73.1,0.076,0.14,295.7,0.48,192,7.21,8.83,23.919,0.74,38.90688,-92.12169,252.1,986.6,2022-05-12,2022-05-12T08:26:28Z,219
1.7,0.992,123.3,10.39,73.3,0.097,0.14,295.7,0.49,192,7.24,8.82,23.894,0.862,38.90688,-92.12169,252.1,986.8,2022-05-12,2022-05-12T08:26:29Z,219
1.74,1.218,123.1,10.38,73.5,0.119,0.14,295.7,0.5,192,7.27,8.82,23.858,1.089,38.90688,-92.12169,252.1,986.7,2022-05-12,2022-05-12T08:26:30Z,219
1.79,1.208,122.9,10.37,73.7,0.118,0.14,295.8,0.5,192,7.31,8.69,23.819,1.169,38.90688,-92.1217,252,986.7,2022-05-12,2022-05-12T08:26:31Z,219
1.85,1.23,122.6,10.35,74,0.12,0.14,295.8,0.52,192,7.35,8.67,23.769,1.278,38.90689,-92.1217,252,986.6,2022-05-12,2022-05-12T08:26:32Z,219
1.93,1.304,114.3,9.66,80.7,0.128,0.14,295.9,0.53,192,7.42,8.57,23.71,1.556,38.90689,-92.1217,251.9,986.8,2022-05-12,2022-05-12T08:26:33Z,219
2,1.46,114.7,10,82.7,0.143,0.15,305.5,0.53,199,7.53,8.53,22.017,1.918,38.90689,-92.1217,251.8,986.7,2022-05-12,2022-05-12T08:26:34Z,219
2.06,1.612,111.7,9.74,83.9,0.158,0.15,307.9,0.55,200,7.64,8.47,21.501,2.035,38.90689,-92.1217,251.7,986.6,2022-05-12,2022-05-12T08:26:35Z,219
2.13,1.718,111.7,9.9,85.2,0.168,0.15,310,0.55,201,7.76,8.43,20.967,2.171,38.90689,-92.1217,251.5,986.8,2022-05-12,2022-05-12T08:26:36Z,219
2.15,2.743,104.2,9.29,85.8,0.269,0.15,310.7,0.56,202,7.84,8.28,20.675,2.539,38.90689,-92.1217,251.5,986.7,2022-05-12,2022-05-12T08:26:37Z,219
2.19,3.024,101.2,9.16,87.1,0.296,0.15,314,0.56,204,7.94,8.22,19.853,2.853,38.90689,-92.1217,251.5,986.8,2022-05-12,2022-05-12T08:26:38Z,219
2.2,3.004,100.3,9.37,88.2,0.294,0.15,319.3,0.56,208,8.05,8.17,18.82,2.995,38.90689,-92.1217,251.4,986.7,2022-05-12,2022-05-12T08:26:39Z,219
2.2,3.051,98.6,9.19,89.1,0.299,0.15,318.1,0.56,207,8.18,8.15,18.587,3.052,38.90689,-92.1217,251.3,986.8,2022-05-12,2022-05-12T08:26:40Z,219
2.21,3.157,92.9,8.73,89.7,0.309,0.15,319.2,0.56,207,8.32,8.13,18.134,3.331,38.90689,-92.1217,251.3,986.7,2022-05-12,2022-05-12T08:26:41Z,219
2.21,3.344,90.5,8.56,90.3,0.327,0.15,317.7,0.56,207,8.45,8.1,17.977,3.667,38.90689,-92.1217,251.2,986.7,2022-05-12,2022-05-12T08:26:42Z,219
2.24,3.493,87.7,8.31,90.9,0.342,0.15,314.5,0.56,204,8.64,8.08,17.92,3.76,38.90689,-92.1217,251.1,986.7,2022-05-12,2022-05-12T08:26:43Z,219
2.25,3.587,85.8,8.14,91.5,0.351,0.15,313,0.55,203,8.83,8.06,17.865,3.845,38.90689,-92.1217,251.1,986.6,2022-05-12,2022-05-12T08:26:44Z,219
2.25,3.672,84.5,8.03,92.1,0.36,0.15,310.6,0.53,202,9.03,7.95,17.782,4.023,38.90689,-92.1217,251.1,986.7,2022-05-12,2022-05-12T08:26:45Z,219
2.24,3.749,83.2,7.91,92.5,0.367,0.15,308.2,0.52,200,9.23,7.93,17.711,4.225,38.90689,-92.1217,251.2,986.8,2022-05-12,2022-05-12T08:26:46Z,219
2.22,4.535,78.1,7.44,92.9,0.444,0.15,306.4,0.5,199,9.41,7.92,17.653,4.427,38.90689,-92.1217,251.2,986.7,2022-05-12,2022-05-12T08:26:47Z,219
2.21,4.62,76.3,7.27,93.3,0.452,0.15,304.4,0.48,198,9.57,7.9,17.585,4.612,38.90689,-92.1217,251.3,986.8,2022-05-12,2022-05-12T08:26:48Z,219
2.2,4.745,73.9,7.06,93.7,0.465,0.14,302.9,0.46,197,9.74,7.89,17.511,4.682,38.90689,-92.1217,251.3,986.7,2022-05-12,2022-05-12T08:26:49Z,219
2.18,5.033,72.9,6.97,99.2,0.493,0.14,301.5,0.45,196,9.9,7.88,17.44,4.948,38.90689,-92.1217,251.5,986.8,2022-05-12,2022-05-12T08:26:50Z,219
