MULakeNumber,Date,beginDepth,endDepth_char,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeID,samplingSiteLatitude,samplingSiteLongitude,waterBody,samplingSite,sampleQAQCType,dateTime
133,2023-06-14,0,EPI,2.86,PHEO,ug PHEO/L,         6.42,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,         3.52,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,         3.55,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,PIM,mg/L,      3.9,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,PIM,mg/L,      3.7,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,POM,mg/L,      2.4,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,POM,mg/L,      2.6,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,SAX_tox,ug/L,      0.003,2,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,SAX_tox,ug/L,      0.002,2,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,ACTUAL,0.00,SECCHI,m,      1.18,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,ACTUAL,0.00,SECCHI,m,      1.10,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TDN,ug/L,       370.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TDN,ug/L,       420.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TDN,ug/L,       360.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,TN,ug/L,       400.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,TN,ug/L,       430.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,TN,ug/L,       400.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TN,ug/L,       400.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TN,ug/L,       410.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TN,ug/L,       410.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,TP,ug/L,        20.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,TP,ug/L,        24.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.00,TP,ug/L,        22.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TP,ug/L,        21.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TP,ug/L,        22.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TP,ug/L,        21.0,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TSS,mg/L,      6.3,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,EPI,2.86,TSS,mg/L,      6.3,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.50,Temp,C,     25.381,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
133,2023-06-14,0,SURF,0.50,pH,unitless,      8.56,NA,40.17142773047459,-92.65603516882376,Forest,Forest 1,Sample,2023-06-14T16:41:00Z
179,2023-06-14,0,SURF,0.00,ANA_tox,ug/L,      0.191,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,ANA_tox,ug/L,      0.238,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,CHL_A_COR,ug/L,        18.63,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,CHL_A_COR,ug/L,        18.25,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,CHL_A_COR,ug/L,        18.39,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,CHL_A_COR,ug/L,        18.24,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,CHL_A_lab,ug/L,        25.23,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,CHL_A_lab,ug/L,        24.80,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,CHL_A_lab,ug/L,        25.10,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,CHL_A_lab,ug/L,        24.93,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,CYL_tox,ug/L,      0.057,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,CYL_tox,ug/L,      0.037,2,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.50,DO,mg/L,     10.20,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,MIC_tox,ug/L,      0.676,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,MIC_tox,ug/L,      0.735,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,NH4,ug/L,        13,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,NH4,ug/L,        11,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,NO3,ug/L,       113,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,NO3,ug/L,       115,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,PHEO,ug PHEO/L,        14.20,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,PHEO,ug PHEO/L,        14.09,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,        14.43,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,        14.37,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,PIM,mg/L,      1.3,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,PIM,mg/L,      1.5,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,POM,mg/L,      4.8,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,POM,mg/L,      4.4,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,SAX_tox,ug/L,      0.004,2,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,SAX_tox,ug/L,      0.004,2,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,ACTUAL,0.00,SECCHI,m,      1.30,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,ACTUAL,0.00,SECCHI,m,      1.20,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TDN,ug/L,       820.0,3,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TDN,ug/L,       790.0,3,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TDN,ug/L,       911.1,3,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TDN,ug/L,       866.7,3,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TDN,ug/L,       855.6,3,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,TN,ug/L,      1210.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,TN,ug/L,      1210.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,TN,ug/L,      1290.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TN,ug/L,      1270.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TN,ug/L,      1230.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TN,ug/L,      1180.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,TP,ug/L,        36.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,TP,ug/L,        35.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.00,TP,ug/L,        36.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TP,ug/L,        35.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TP,ug/L,        37.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TP,ug/L,        36.0,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TSS,mg/L,      6.1,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,EPI,2.60,TSS,mg/L,      5.9,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.50,Temp,C,     23.789,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
179,2023-06-14,0,SURF,0.50,pH,unitless,      8.88,NA,40.42689810609305,-94.85774662009548,Nodaway County,Nodaway County 1,Sample,2023-06-14T07:00:00Z
181,2023-06-14,0,SURF,0.00,ANA_tox,ug/L,      0.263,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,ANA_tox,ug/L,      0.232,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,CHL_A_COR,ug/L,         4.22,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,CHL_A_COR,ug/L,         4.27,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,CHL_A_COR,ug/L,         3.98,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,CHL_A_COR,ug/L,         4.85,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,CHL_A_lab,ug/L,         6.88,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,CHL_A_lab,ug/L,         7.19,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,CHL_A_lab,ug/L,         6.86,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,CHL_A_lab,ug/L,         8.02,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,CYL_tox,ug/L,      0.030,2,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,CYL_tox,ug/L,      0.051,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.50,DO,mg/L,      7.83,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,MIC_tox,ug/L,      0.201,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,MIC_tox,ug/L,      0.162,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,NH4,ug/L,        64,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,NH4,ug/L,        63,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,NO3,ug/L,        48,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,NO3,ug/L,        48,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,PHEO,ug PHEO/L,         5.71,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,PHEO,ug PHEO/L,         6.27,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,         6.18,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,         6.81,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,PIM,mg/L,      2.4,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,PIM,mg/L,      2.4,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,POM,mg/L,      1.7,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,POM,mg/L,      1.5,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,SAX_tox,ug/L,      0.008,2,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,SAX_tox,ug/L,      0.007,2,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,ACTUAL,0.00,SECCHI,m,      1.30,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,ACTUAL,0.00,SECCHI,m,      1.21,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TDN,ug/L,       750.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TDN,ug/L,       660.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TDN,ug/L,       660.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,TN,ug/L,       720.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,TN,ug/L,       670.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,TN,ug/L,       740.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TN,ug/L,       710.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TN,ug/L,       710.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TN,ug/L,       740.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,TP,ug/L,        29.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,TP,ug/L,        29.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.00,TP,ug/L,        29.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TP,ug/L,        29.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TP,ug/L,        29.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TP,ug/L,        30.0,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TSS,mg/L,      4.1,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,EPI,3.57,TSS,mg/L,      3.9,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.50,Temp,C,     23.972,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
181,2023-06-14,0,SURF,0.50,pH,unitless,      8.31,NA,40.3491877180583,-94.77708607890217,Mozingo,Mozingo 1,Sample,2023-06-14T08:12:00Z
185,2023-06-14,0,SURF,0.00,ANA_tox,ug/L,      0.186,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,ANA_tox,ug/L,      0.213,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,CHL_A_COR,ug/L,        16.96,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,CHL_A_COR,ug/L,        17.44,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,CHL_A_COR,ug/L,        15.92,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,CHL_A_COR,ug/L,        15.91,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,CHL_A_lab,ug/L,        24.78,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,CHL_A_lab,ug/L,        25.11,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,CHL_A_lab,ug/L,        23.31,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,CHL_A_lab,ug/L,        23.22,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,CYL_tox,ug/L,      0.017,2,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,CYL_tox,ug/L,      0.000,2,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.50,DO,mg/L,      7.96,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,MIC_tox,ug/L,      0.141,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,MIC_tox,ug/L,      0.115,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,NH4,ug/L,        10,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,NH4,ug/L,         9,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,NO3,ug/L,         3,2,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,NO3,ug/L,         3,2,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,PHEO,ug PHEO/L,        16.81,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,PHEO,ug PHEO/L,        16.49,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,        15.88,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,SURF,0.00,PHEO,ug PHEO/L,        15.72,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,PIM,mg/L,      5.0,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,PIM,mg/L,      4.8,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,POM,mg/L,      5.4,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
185,2023-06-14,0,EPI,2.20,POM,mg/L,      5.6,NA,40.39839645723684,-94.08685286897457,Harrison County,Harrison County 1,Sample,2023-06-14T10:23:00Z
