MULakeNumber,ReservoirName,date,minDepth_m,maxDepth_m,numberOfMeasurements_temperature,thermoclineDepth_m_thresh0.3,top_metalimnion_m,bottom_metalimnion_m,epilimnion_temp_degC,hypolimnion_temp_degC,above_thermocline_temp_degC,below_thermocline_temp_degC,delta_hypo_epi_waterDensity_kgperm3,metalimnionDensityGradient_kgperm3perm,epiToHypoDensityGradient_kgperm3perm,buoyancyfrequency_1_s2,numberOfMeasurements_do,minDO_mgpL,maxDO_mgpL,minDO_percent,maxDO_percent,DO_mgpL_profileMean,DO_percent_profileMean,epilimnion_DO_mgpL,hypolimnion_DO_mgpL,epilimnion_DO_percent,hypolimnion_DO_percent,depthMaxDOpercentage_m,Oxycline_m,Hypoxycline_m,Anoxycline_m,depthChlMax_m,depthBGAMax_m,ratioMaxBGtochl_RFUperRFU,epilimnion_chlorophyll_RFU,epilimnion_phycocyaninBGA_RFU,ratioEpiBGtochl_RFUperRFU,hypolimnion_orp_mV,bottom0.5m_orp_mV,site_latitude,site_longitude,site_altitude_m,surface_doConcentration_mgpL,surface_temp_degC,surface_pH,SecchiDepth_m,waterBody,waterBodyLatitude_degree,waterBodyLongitude_degree,notes,elevation_m_extract,latitude_degree_best,longitude_degree_best,elevation_m_best,E0_umolpm2s,kd_1_m,E24_umolpm2s
003,Bowling Green 1,2017-06-07,0,14.7,223,3.4166666666666665,0.8651054468530344,5.043351664871347,24.63213888888889,8.658319727891156,22.359981132075472,9.44893725490196,2.665026005548498,0.5233231594325429,0.2823383035448354,0.07414820045000517,223,0.01,9.9,0.1,118.9,1.85644245142003,21.421076233183857,9.872777777777776,0.12421768707482991,118.72222222222224,1.129705215419501,0.4,1.2833333333333332,3.1333333333333333,3.433333333333333,NA,NA,NA,NA,NA,NA,145.85918367346935,53.82083333333333,NA,NA,NA,9.862083333333333,24.677125,8.500566137301973,0.98,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,687.5001677105087,1.469387755102041,389.1321320567876
003,Bowling Green 1,2017-07-27,0.002,16.832,237,4.065666666666667,1.6001611495113872,5.034457891472567,29.26712820512821,8.459218954248366,27.47543686868687,9.14759746588694,3.950263697730066,1.0024095884943194,0.3898357700004541,0.0998958912476071,145,0,7.11,0,93.2,2.5925172413793103,33.399655172413794,7.049145299145299,0.0474863387978142,92.16410256410256,0.43169398907103823,0.002,1.9228333333333332,3.748,3.931666666666666,4.127666666666666,4.782333333333334,0.43013746302418654,0.4754273504273504,-0.36877350427350425,-0.775667415730337,NA,NA,NA,NA,NA,7.091025641025641,29.371,7.989715561786337,1.85,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,650.2715264517659,0.7783783783783783,371.83432603660606
003,Bowling Green 1,2017-08-16,0.003,16.2635,209,4.373833333333334,1.5002017872990316,6.332598482467683,26.709457142857143,8.346227414330219,25.632174129353235,9.5302441314554,3.2315595801736663,0.6259251527631643,0.3063685442594865,0.0797604329368098,209,0.03,8.76,0.2,109.4,2.466499202551834,30.27336523125997,8.741857142857143,0.08520249221183801,109.25428571428571,0.7370716510903427,0.6973333333333334,2.2815000000000003,3.316,4.3533333333333335,4.3533333333333335,4.65,1.2976788705431923,0.9568666666666666,-0.11112380952380951,-0.11613301350638491,NA,NA,NA,NA,NA,8.728645833333333,26.751958333333334,8.1306492160573,1.27,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,596.8686762582321,1.1338582677165354,286.8528538014492
003,Bowling Green 1,2017-08-26,0,16.37633333333333,158,4.504833333333334,2.76298401505208,4.846291556724946,24.96211111111111,9.121178403755868,23.83328806584362,9.575402597402595,2.715281164894577,1.0733115107913378,0.29418569768288255,0.07294597242445756,158,0.05,7.92,0.4,96,2.9079113924050635,34.75021097046414,7.818253968253968,0.1336619718309859,94.6404761904762,1.1995305164319248,0,3.139333333333333,3.8993333333333338,4.2973333333333334,4.422000000000001,4.8870000000000005,1.5757265656979125,1.164436507936508,-0.433952380952381,-0.37267156946271446,NA,NA,NA,NA,NA,7.904666666666667,25.030966666666664,7.217721659341452,2.11,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,562.8842126091197,0.6824644549763034,253.21746579390245
003,Bowling Green 1,2018-05-29,0.043,15.313,189,1.43275,3.446251983517532,3.908212933217553,24.341475806451612,7.4715454545454545,28.711928571428572,10.501506211180123,2.664603290342484,0.7653596907771367,0.3378269269684822,0.1050482012794609,189,0.21,8.825,1.7,107.8,5.49441798941799,55.833333333333336,7.909274193548387,4.132809917355372,94.66451612903224,34.87768595041322,1.495,1.64425,11.8735,13.222,2.984,2.984,-0.0490332364463541,1.706991935483871,-0.3454758064516129,-0.20238865765565725,NA,NA,NA,NA,NA,7.635,28.942625,7.59193607378351,2.36,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,678.3968206388685,0.6101694915254238,283.22022435683374
003,Bowling Green 1,2018-06-18,0.188,14.606,196,1.7305,4.319353535937698,4.857483202117464,25.491094594594593,7.240163793103449,29.416942857142857,10.995198757763974,2.970135726287367,1.6600561400780376,0.3922491145754444,0.08187435788387011,196,0.24,8.58,2,99.1,4.768877551020408,51.55051020408163,7.845405405405406,2.7006896551724138,95.77702702702705,22.69051724137931,1.901,4.2165,10.442,11.596,4.382,4.5,0.1296653796653797,1.8041351351351351,-0.26535135135135135,-0.14707953200605217,NA,NA,NA,NA,NA,7.47,30.0219,7.9512876594187984,2.34,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,691.6214932819195,0.6153846153846154,241.96185834028836
003,Bowling Green 1,2018-07-16,0.091,14.695,156,2.325,4.346353658722671,6.3015198364089064,26.729201754385965,6.803231884057971,29.432397435897435,10.268128205128203,3.320596007967197,0.4898651915175206,0.39886641040463633,0.10070821876452532,156,0.02,8.45,0.2,99.55,3.2308653846153845,38.16923076923077,7.026491228070175,0.5539855072463769,88.02719298245614,4.565217391304348,2.408,2.99975,5.038,5.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.964090909090909,30.071772727272727,7.937096393987621,1.9,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,671.016970068575,0.7578947368421053,196.1461273040061
003,Bowling Green 1,2018-08-06,0.06666666666666667,15.40925,237,1.665875,3.083139025152924,3.147287802537084,26.05305,10.665477956989248,27.013493902439023,13.65097448979592,2.8667047747154584,3.015855626918568,0.3705333024707435,0.5930546212456941,237,0.17,8.279166666666667,1.4,103.2,3.817538677918425,45.51002109704641,8.18696875,1.5079408602150537,101.09979166666666,16.198333333333334,0.15208333333333335,1.665875,5.087166666666667,5.5129166666666665,NA,NA,NA,NA,NA,NA,54.19413978494624,-94.70694444444445,NA,NA,NA,8.175757575757576,27.195878787878787,8.302066500877295,2.5,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,626.8009621043458,0.576,293.1845086547993
003,Bowling Green 1,2019-05-23,0.016,16.951333333333334,179,0.3178333333333333,5.336600387659953,6.589032484573155,18.078807291666667,6.079919871794872,22.57477777777778,10.218967244701348,1.3555090975190751,0.2834391011843329,0.1489262320713959,0.03231468004889199,165,0,9.516666666666666,0,106.66666666666666,4.697818181818182,45.670481927710846,7.394739583333333,2.915259259259259,79.58125,23.464102564102564,0.17333333333333334,2.7171666666666665,13.120666666666668,13.521333333333333,1.9236666666666664,1.9236666666666664,0.08614976805831677,2.32359375,0.19171875,0.08250958240871493,183.6503205128205,193.07083333333333,NA,NA,NA,9.22222222222222,22.146296296296295,8.191874998016823,1.08,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,669.3497890751224,1.3333333333333333,93.99326348761753
003,Bowling Green 1,2019-06-12,0.002,13.204333333333333,106,3.302666666666666,6.18841059182834,7.009535362689563,20.785251366120217,6.3406666666666665,23.25018115942029,8.340605555555555,1.888386700924002,0.19024570765557244,0.2692798605072653,0.01656283889706862,106,0.44666666666666666,8.83,4.333333333333333,105.56666666666666,4.319528301886792,46.03459119496856,5.226775956284153,3.2282905982905983,61.36120218579235,26.223931623931623,0.18766666666666665,1.3313333333333333,3.0756666666666668,3.6283333333333334,3.386,1.5393333333333332,0.134640522875817,1.7933333333333332,0.42540983606557375,0.23721738070571027,148.86068376068377,153.98333333333335,NA,NA,NA,8.822222222222223,24.321703703703704,8.327426604924764,1.18,Bowling Green (East),39.3416,-91.153,NA,241.3,39.3416,-91.153,241.3,689.9920900932244,1.2203389830508475,91.31800332323806
