Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,nrow_original_Level0,nrow_readProfile,nrow_Level1,Level1FileName
011_2022_08_18.csv,011,2022,08,18,csv,Yes,2023-08-07,2022-08-18,15.011,38.358231405405405,-91.53861405405405,236.23837837837837,990.7551351351351,0.05,0.05,228,228,185,011_2022_08_18_Level1.csv
014_2022_05_31.csv,014,2022,05,31,csv,Yes,2023-08-07,2022-05-31,11.163,NA,NA,NA,994.8907407407407,0.29,0.32,130,130,108,014_2022_05_31_Level1.csv
014_2022_06_21.csv,014,2022,06,21,csv,Yes,2023-08-07,2022-06-21,8.218,NA,NA,NA,999.7611650485437,0.4,0.4033333333333333,131,131,103,014_2022_06_21_Level1.csv
014_2022_07_18.csv,014,2022,07,18,csv,Yes,2023-08-07,2022-07-18,7.832,38.3126979245283,-90.59307433962265,163.44150943396227,993.3783018867924,0.3,0.3,132,132,106,014_2022_07_18_Level1.csv
014_2022_08_08.csv,014,2022,08,08,csv,Yes,2023-08-07,2022-08-08,8.362,38.31243117117117,-90.5926754054054,163.0027027027027,994.4108108108107,0.31,0.31,152,152,111,014_2022_08_08_Level1.csv
018_2022_06_01.csv,018,2022,06,01,csv,Yes,2023-08-07,2022-06-01,14.107,NA,NA,NA,986.6593495934959,4.69,4.741666666666667,147,147,123,018_2022_06_01_Level1.csv
018_2022_06_22.csv,018,2022,06,22,csv,Yes,2023-08-07,2022-06-22,16.09,NA,NA,NA,989.9751879699248,2.66,2.73,161,161,133,018_2022_06_22_Level1.csv
018_2022_07_19.csv,018,2022,07,19,csv,Yes,2023-08-07,2022-07-19,16.45,37.89860875,-90.62955178571428,262.064880952381,982.7880952380953,0.64,0.6616666666666667,194,194,168,018_2022_07_19_Level1.csv
018_2022_08_09.csv,018,2022,08,09,csv,Yes,2023-08-07,2022-08-09,16.963,37.898438265895955,-90.62951919075144,263.4057803468208,988.4121387283237,0.42,0.43833333333333335,197,197,173,018_2022_08_09_Level1.csv
021_2022_06_01.csv,021,2022,06,01,csv,Yes,2023-08-07,2022-06-01,28.313333333333333,NA,NA,NA,990.4888333333333,1.705,1.9091666666666667,343,115,100,021_2022_06_01_Level1.csv
021_2022_06_22.csv,021,2022,06,22,csv,Yes,2023-08-07,2022-06-22,21.395,NA,NA,NA,994.2645714285715,4.84,4.863333333333333,202,202,175,021_2022_06_22_Level1.csv
021_2022_07_19.csv,021,2022,07,19,csv,Yes,2023-08-07,2022-07-19,28.392,37.98188559322034,-90.32236675141243,225.22909604519774,987.4313559322034,0.19,0.20222222222222222,394,132,118,021_2022_07_19_Level1.csv
021_2022_08_09.csv,021,2022,08,09,csv,Yes,2023-08-07,2022-08-09,31.03,37.98181311111111,-90.322362,224.51142857142858,991.6138095238096,0.05,0.05,351,118,105,021_2022_08_09_Level1.csv
030_2022_06_02.csv,030,2022,06,02,csv,Yes,2023-08-07,2022-06-02,4.519,NA,NA,NA,1002.2984848484848,1.23,1.2816666666666667,115,115,66,030_2022_06_02_Level1.csv
030_2022_06_22.csv,030,2022,06,22,csv,Yes,2023-08-07,2022-06-22,5.125,NA,NA,NA,1004.6403846153846,0.94,0.965,84,84,52,030_2022_06_22_Level1.csv
030_2022_07_19.csv,030,2022,07,19,csv,Yes,2023-08-07,2022-07-19,4.811,36.928860471698115,-90.28698745283019,108.26037735849057,997.3924528301886,0.36,0.36,150,150,106,030_2022_07_19_Level1.csv
030_2022_08_09.csv,030,2022,08,09,csv,Yes,2023-08-07,2022-08-09,6.08,36.92864565217391,-90.28662304347826,102.55652173913043,1003.5608695652174,4.03,4.041666666666667,97,97,69,030_2022_08_09_Level1.csv
032_2022_06_02.csv,032,2022,06,02,csv,Yes,2023-08-07,2022-06-02,4.95,NA,NA,NA,992.9182389937107,0.6,0.6666666666666666,93,93,53,032_2022_06_02_Level1.csv
032_2022_06_23.csv,032,2022,06,23,csv,Yes,2023-08-07,2022-06-23,7.978,NA,NA,NA,1000.8172839506173,1.99,2.0516666666666667,114,114,81,032_2022_06_23_Level1.csv
032_2022_07_20.csv,032,2022,07,20,csv,Yes,2023-08-07,2022-07-20,4.711,36.658961999999995,-90.95460411764707,199.08823529411765,986.6541176470589,0.73,0.7583333333333333,116,116,85,032_2022_07_20_Level1.csv
032_2022_08_10.csv,032,2022,08,10,csv,Yes,2023-08-07,2022-08-10,5.692,36.65873338983051,-90.95477016949152,204.28813559322035,997.6338983050848,0.55,0.56,101,101,59,032_2022_08_10_Level1.csv
033_2022_06_02.csv,033,2022,06,02,csv,Yes,2023-08-07,2022-06-02,5.606,NA,NA,NA,995.362962962963,1.24,1.255,117,117,72,033_2022_06_02_Level1.csv
033_2022_06_23.csv,033,2022,06,23,csv,Yes,2023-08-07,2022-06-23,5.333,NA,NA,NA,998.1376811594204,3.27,3.495,93,93,69,033_2022_06_23_Level1.csv
033_2022_07_20.csv,033,2022,07,20,csv,Yes,2023-08-07,2022-07-20,5.514,36.6368929661017,-91.05403779661017,173.61186440677966,989.3830508474576,0.52,0.5366666666666667,160,160,118,033_2022_07_20_Level1.csv
033_2022_08_10.csv,033,2022,08,10,csv,Yes,2023-08-07,2022-08-10,5.414,36.636959315068495,-91.05360767123288,181.34931506849315,1000.1671232876713,0.48,0.48666666666666664,105,105,73,033_2022_08_10_Level1.csv
036_2022_06_01.csv,036,2022,06,01,csv,Yes,2023-08-07,2022-06-01,7.904,NA,NA,NA,995.8520408163265,5.42,5.47,127,127,98,036_2022_06_01_Level1.csv
036_2022_06_22.csv,036,2022,06,22,csv,Yes,2023-08-07,2022-06-22,7.978,NA,NA,NA,1000.8172839506173,1.99,2.0516666666666667,114,114,81,036_2022_06_22_Level1.csv
036_2022_07_19.csv,036,2022,07,19,csv,Yes,2023-08-07,2022-07-19,7.729,37.138724852941174,-90.77453911764707,147.65661764705882,993.5801470588235,0.33,0.335,172,172,136,036_2022_07_19_Level1.csv
036_2022_08_09.csv,036,2022,08,09,csv,Yes,2023-08-07,2022-08-09,7.829,37.138309156626505,-90.77352951807228,151.19277108433735,1001.5638554216868,1.16,1.1766666666666665,130,130,83,036_2022_08_09_Level1.csv
039_2022_06_02.csv,039,2022,06,02,csv,Yes,2023-08-07,2022-06-02,15.074,NA,NA,NA,977.0444444444445,4.86,4.87,174,174,135,039_2022_06_02_Level1.csv
039_2022_06_23.csv,039,2022,06,23,csv,Yes,2023-08-07,2022-06-23,17.964,NA,NA,NA,979.1814569536424,2.65,2.691666666666667,179,179,151,039_2022_06_23_Level1.csv
039_2022_07_20.csv,039,2022,07,20,csv,Yes,2023-08-07,2022-07-20,18.778333333333332,37.73071670781893,-90.9119861728395,328.05925925925925,970.9930041152263,0.295,0.3225,267,90,81,039_2022_07_20_Level1.csv
039_2022_08_10.csv,039,2022,08,10,csv,Yes,2023-08-07,2022-08-10,22.444,37.7304914213198,-90.91206939086294,332.0979695431472,983.3741116751269,0.15,0.14166666666666666,249,249,197,039_2022_08_10_Level1.csv
043_2022_06_14.csv,043,2022,06,14,csv,Yes,2023-08-07,2022-06-14,5.663,39.156257272727274,-92.70986068181818,211.50681818181818,984.4681818181818,0.6,0.6216666666666667,85,85,44,043_2022_06_14_Level1.csv
043_2022_06_30.csv,043,2022,06,30,csv,Yes,2023-08-07,2022-06-30,6.835,NA,NA,NA,991.0486486486486,0.97,1.0483333333333333,80,80,74,043_2022_06_30_Level1.csv
043_2022_07_21.csv,043,2022,07,21,csv,Yes,2023-08-07,2022-07-21,7.168,39.15526023255814,-92.70992046511627,209.73488372093024,988.8976744186047,0.41,0.42,98,98,86,043_2022_07_21_Level1.csv
043_2022_08_15.csv,043,2022,08,15,csv,Yes,2023-08-07,2022-08-15,5.137,39.156183294117646,-92.71052764705883,208.10470588235293,992.5105882352941,0.25,0.26166666666666666,106,106,85,043_2022_08_15_Level1.csv
044_2022-08_15.csv,044,2022,08,15,csv,Yes,2023-08-07,2022-08-15,4.9,39.1655272,-92.73048,218.466,992.2,0.59,0.6266666666666667,59,59,50,044_2022_08_15_Level1.csv
044_2022_06_14.csv,044,2022,06,14,csv,Yes,2023-08-07,2022-06-14,5.052,39.16566302325582,-92.73063023255814,221.24651162790698,983.3465116279069,0.6,0.6316666666666667,72,72,43,044_2022_06_14_Level1.csv
044_2022_06_30.csv,044,2022,06,30,csv,Yes,2023-08-07,2022-06-30,3.754,NA,NA,NA,991.1123287671234,0.5,0.515,93,93,73,044_2022_06_30_Level1.csv
044_2022_07_21.csv,044,2022,07,21,csv,Yes,2023-08-07,2022-07-21,4.988,39.1651515625,-92.7308871875,216.69375,989.140625,0.75,0.8,50,50,32,044_2022_07_21_Level1.csv
045_2022_06_09.csv,045,2022,06,09,csv,Yes,2023-08-07,2022-06-09,15.634,NA,NA,NA,989.7385321100918,1.96,2.045,134,134,109,045_2022_06_09_Level1.csv
045_2022_06_29.csv,045,2022,06,29,csv,Yes,2023-08-07,2022-06-29,14.942,NA,NA,NA,994.5949152542373,0.29,0.30333333333333334,219,219,177,045_2022_06_29_Level1.csv
045_2022_07_27.csv,045,2022,07,27,csv,Yes,2023-08-07,2022-07-27,15.742,39.59096453551913,-92.89070513661203,225.34426229508196,987.8601092896174,0.17,0.17,227,227,183,045_2022_07_27_Level1.csv
045_2022_08_17.csv,045,2022,08,17,csv,Yes,2023-08-07,2022-08-17,16.227,39.59115240740741,-92.8909176388889,225.61111111111111,993.0328703703703,0.15,0.14944444444444444,263,88,72,045_2022_08_17_Level1.csv
046_2022_06_09.csv,046,2022,06,09,csv,Yes,2023-08-07,2022-06-09,7.865,NA,NA,NA,990.1136363636364,5.14,5.195,66,66,44,046_2022_06_09_Level1.csv
046_2022_06_29.csv,046,2022,06,29,csv,Yes,2023-08-07,2022-06-29,7.705,NA,NA,NA,994.9620967741936,1.67,1.7433333333333334,158,158,124,046_2022_06_29_Level1.csv
046_2022_07_27.csv,046,2022,07,27,csv,Yes,2023-08-07,2022-07-27,7.868,39.571487572815535,-92.64715368932039,218.2757281553398,988.6097087378641,3.84,3.875,147,147,103,046_2022_07_27_Level1.csv
046_2022_07_27_b.csv,046,2022,07,27,b,Yes,2023-08-07,2022-07-27,7.861,39.57149130841121,-92.64715401869158,217.59626168224298,988.6616822429907,3.96,3.9783333333333335,137,137,107,046_2022_07_27_b_Level1.csv
046_2022_08_17.csv,046,2022,08,17,csv,Yes,2023-08-07,2022-08-17,7.586,39.572054831460676,-92.64712550561798,215.63033707865168,993.7247191011236,4.36,4.971666666666667,139,139,89,046_2022_08_17_Level1.csv
048_2022_05_23.csv,048,2022,05,23,csv,Yes,2023-08-07,2022-05-23,8.000666666666666,39.76093733333333,-92.51763872222222,237.2288888888889,995.1155555555556,2.74,2.7622222222222224,330,111,60,048_2022_05_23_Level1.csv
048_2022_06_13.csv,048,2022,06,13,csv,Yes,2023-08-07,2022-06-13,8.537,NA,NA,NA,979.9439252336449,1.23,1.3316666666666666,127,127,107,048_2022_06_13_Level1.csv
048_2022_07_11.csv,048,2022,07,11,csv,Yes,2023-08-07,2022-07-11,8.047,39.76028009174312,-92.51670788990826,239.00183486238532,982.994495412844,0.28,0.28833333333333333,168,168,109,048_2022_07_11_Level1.csv
048_2022_08_01.csv,048,2022,08,01,csv,Yes,2023-08-07,2022-08-01,8.788,39.7591476146789,-92.51621477064221,238.92752293577982,985.9807339449541,0.23,0.2316666666666667,145,145,109,048_2022_08_01_Level1.csv
057_2022_05_25.csv,057,2022,05,25,csv,Yes,2023-08-07,2022-05-25,4.872,40.18075634920635,-91.82809888888889,201.07777777777778,981.5809523809525,0.66,0.67,127,127,63,057_2022_05_25_Level1.csv
057_2022_06_15.csv,057,2022,06,15,csv,Yes,2023-08-07,2022-06-15,6.235,NA,NA,NA,987.3373134328359,0.7,0.7333333333333333,92,92,67,057_2022_06_15_Level1.csv
057_2022_07_13.csv,057,2022,07,13,csv,Yes,2023-08-07,2022-07-13,6.546,40.18047222222222,-91.8279316161616,193.9151515151515,994.6646464646465,0.29,0.29833333333333334,127,127,99,057_2022_07_13_Level1.csv
057_2022_08_03.csv,057,2022,08,03,csv,Yes,2023-08-07,2022-08-03,7.043,40.18037454545455,-91.82800484848485,200.35959595959596,987.1767676767677,0.34,0.34833333333333333,136,136,99,057_2022_08_03_Level1.csv
070_2022_06_08.csv,070,2022,06,08,csv,Yes,2023-08-07,2022-06-08,1.86,NA,NA,NA,981.683870967742,2.3,2.445,60,60,31,070_2022_06_08_Level1.csv
070_2022_06_28.csv,070,2022,06,28,csv,Yes,2023-08-07,2022-06-28,3.077,NA,NA,NA,990.8057142857142,1.2,1.3283333333333334,106,106,70,070_2022_06_28_Level1.csv
070_2022_07_26.csv,070,2022,07,26,csv,Yes,2023-08-07,2022-07-26,0.571,38.301143076923076,-93.95804923076923,226.22307692307692,988.0769230769231,3.56,3.5933333333333333,50,50,13,070_2022_07_26_Level1.csv
070_2022_08_16.csv,070,2022,08,16,csv,Yes,2023-08-07,2022-08-16,5.001,38.68707157894737,-94.35872960526315,279.1934210526316,982.4697368421052,0.29,0.3,110,110,76,070_2022_08_16_Level1.csv
072_2022_07_12.csv,072,2022,07,12,csv,Yes,2023-08-07,2022-07-12,14.461,39.397885531914895,-94.55148542553191,255.28297872340426,986.0446808510638,0.24,0.25,112,112,94,072_2022_07_12_Level1.csv
072_2022_08_09.csv,072,2022,08,09,csv,Yes,2023-08-07,2022-08-09,13.915,39.39910951048951,-94.54945664335663,258.4202797202797,988.7391608391608,0.24,0.24,174,174,143,072_2022_08_09_Level1.csv
072_2022_09_07.csv,072,2022,09,07,csv,Yes,2023-08-07,2022-09-07,13.956,39.39810626865672,-94.55112328358209,256.5134328358209,991.4179104477612,0.35,0.35833333333333334,161,161,134,072_2022_09_07_Level1.csv
072_2022_09_28.csv,072,2022,09,28,csv,Yes,2023-08-07,2022-09-28,11.881,39.399576543209875,-94.54976884773663,258.9555555555556,999.7172839506173,4.533333333333333,5.704444444444444,264,88,81,072_2022_09_28_Level1.csv
074_2022_06_09.csv,074,2022,06,09,csv,Yes,2023-08-07,2022-06-09,8.506,NA,NA,NA,986.1698630136987,0.55,0.5566666666666666,99,99,73,074_2022_06_09_Level1.csv
074_2022_06_29.csv,074,2022,06,29,csv,Yes,2023-08-07,2022-06-29,7.911,NA,NA,NA,990.7336283185841,0.16,0.16,150,150,113,074_2022_06_29_Level1.csv
074_2022_07_27.csv,074,2022,07,27,csv,Yes,2023-08-07,2022-07-27,9.149,39.3944188372093,-94.26219286821706,270.71860465116276,983.7627906976744,0.17,0.17833333333333334,179,179,129,074_2022_07_27_Level1.csv
074_2022_08_17.csv,074,2022,08,17,csv,Yes,2023-08-07,2022-08-17,8.096,39.39410009433963,-94.26202235849057,272.62735849056605,987.5792452830188,0.2,0.2,161,161,106,074_2022_08_17_Level1.csv
085_2022_05_24.csv,085,2022,05,24,csv,Yes,2023-08-07,2022-05-24,9.13,40.486745806451616,-93.5532060483871,291.89274193548385,978.525,0.66,0.665,166,166,124,085_2022_05_24_Level1.csv
085_2022_06_14.csv,085,2022,06,14,csv,Yes,2023-08-07,2022-06-14,9.11,NA,NA,NA,972.5829787234043,0.49,0.5016666666666667,126,126,94,085_2022_06_14_Level1.csv
085_2022_07_12.csv,085,2022,07,12,csv,Yes,2023-08-07,2022-07-12,10.728333333333333,40.48693943223443,-93.55246025641026,292.55256410256413,982.1172161172161,0.14,0.1388888888888889,296,99,91,085_2022_07_12_Level1.csv
085_2022_08_02.csv,085,2022,08,02,csv,Yes,2023-08-07,2022-08-02,9.157,40.48697153846154,-93.55308538461539,293.8162393162393,976.6777777777778,0.27,0.2833333333333333,155,155,117,085_2022_08_02_Level1.csv
087_2022_05_23.csv,087,2022,05,23,csv,Yes,2023-08-07,2022-05-23,7.198,39.7967320338983,-93.02866084745763,241.94237288135594,992.5457627118644,0.49,0.5016666666666667,205,205,118,087_2022_05_23_Level1.csv
087_2022_06_13.csv,087,2022,06,13,csv,Yes,2023-08-07,2022-06-13,8.682,NA,NA,NA,978.5722713864307,0.42,0.42,142,142,113,087_2022_06_13_Level1.csv
087_2022_07_11.csv,087,2022,07,11,csv,Yes,2023-08-07,2022-07-11,9.787,39.79607412698413,-93.02768063492064,240.8015873015873,982.8095238095237,0.3,0.305,159,159,126,087_2022_07_11_Level1.csv
087_2022_08_01.csv,087,2022,08,01,csv,Yes,2023-08-07,2022-08-01,10.189,39.79623992,-93.02736176,241.7544,985.428,0.23,0.23666666666666666,159,159,125,087_2022_08_01_Level1.csv
089_2022_06_28.csv,089,2022,06,28,csv,Yes,2023-08-07,2022-06-28,13.738333333333333,38.26695817708333,-93.40843614583333,210.52552083333333,998.8203125,0.04,0.04777777777777778,401,134,128,089_2022_06_28_Level1.csv
089_2022_07_12.csv,089,2022,07,12,csv,Yes,2023-08-07,2022-07-12,6.169,38.26474425925926,-93.40439648148148,209.38703703703703,988.911111111111,5.06,5.343333333333334,63,63,54,089_2022_07_12_Level1.csv
089_2022_08_02.csv,089,2022,08,02,csv,Yes,2023-08-07,2022-08-02,13.960666666666667,38.267425764705884,-93.40811333333333,210.4286274509804,989.3027450980392,0.21,0.20833333333333331,256,86,85,089_2022_08_02_Level1.csv
089_2022_08_23.csv,089,2022,08,23,csv,Yes,2023-08-07,2022-08-23,11.908,38.26546244680851,-93.40596712765958,218.55425531914892,991.1085106382978,0.36,0.375,113,113,94,089_2022_08_23_Level1.csv
090_2022_06_08.csv,090,2022,06,08,csv,Yes,2023-08-07,2022-06-08,0.726,NA,NA,NA,986.9461538461538,7.35,7.363333333333333,35,35,13,090_2022_06_08_Level1.csv
090_2022_06_28.csv,090,2022,06,28,csv,Yes,2023-08-07,2022-06-28,0.695,NA,NA,NA,998.0882352941177,10.23,10.241666666666667,54,54,17,090_2022_06_28_Level1.csv
090_2022_07_26.csv,090,2022,07,26,csv,Yes,2023-08-07,2022-07-26,0.571,38.301143076923076,-93.95804923076923,226.22307692307692,988.0769230769231,3.56,3.5933333333333333,50,50,13,090_2022_07_26_Level1.csv
090_2022_08_16.csv,090,2022,08,16,csv,Yes,2023-08-07,2022-08-16,0.667,38.30136076923077,-93.95785,227.63076923076923,990.1384615384616,6.29,6.295,74,74,13,090_2022_08_16_Level1.csv
091_2022_06_08.csv,091,2022,06,08,csv,Yes,2023-08-07,2022-06-08,4.861,NA,NA,NA,985.8230769230769,1.26,1.3133333333333335,74,74,52,091_2022_06_08_Level1.csv
091_2022_06_28.csv,091,2022,06,28,csv,Yes,2023-08-07,2022-06-28,4.659,NA,NA,NA,998.8366666666666,0.5,0.5183333333333333,81,81,60,091_2022_06_28_Level1.csv
091_2022_06_28_b.csv,091,2022,06,28,b,Yes,2023-08-07,2022-06-28,4.483,NA,NA,NA,998.855737704918,4.01,2.815,91,91,61,091_2022_06_28_b_Level1.csv
091_2022_07_26.csv,091,2022,07,26,csv,Yes,2023-08-07,2022-07-26,4.695,38.005638493150684,-94.0472098630137,218.81643835616438,988.6150684931507,0.66,0.6933333333333334,95,95,73,091_2022_07_26_Level1.csv
091_2022_08_16.csv,091,2022,08,16,csv,Yes,2023-08-07,2022-08-16,4.606,38.00608783783784,-94.047235,221.74594594594595,988.6554054054054,0.18,0.18,110,110,74,091_2022_08_16_Level1.csv
092_2022_06_02.csv,092,2022,06,02,csv,Yes,2023-08-07,2022-06-02,5.606,NA,NA,NA,995.3194444444445,1.24,1.255,117,117,72,092_2022_06_02_Level1.csv
092_2022_06_07.csv,092,2022,06,07,csv,Yes,2023-08-07,2022-06-07,24.126,NA,NA,NA,982.0627118644068,0.29,0.29,203,203,177,092_2022_06_07_Level1.csv
092_2022_06_27.csv,092,2022,06,27,csv,Yes,2023-08-07,2022-06-27,23.168,NA,NA,NA,994.838,0.03,0.03,226,226,200,092_2022_06_27_Level1.csv
092_2022_07_25.csv,092,2022,07,25,csv,Yes,2023-08-07,2022-07-25,21.890666666666664,37.900800244648316,-93.31777990825688,255.53700305810398,988.0899082568808,0.06,0.05611111111111111,354,119,109,092_2022_07_25_Level1.csv
092_2022_08_15.csv,092,2022,08,15,csv,Yes,2023-08-07,2022-08-15,15.548,37.90101251336898,-93.31804818181818,254.0941489361702,984.8994680851064,0.18,0.17833333333333334,226,226,188,092_2022_08_15_Level1.csv
093_2022_06_07.csv,093,2022,06,07,csv,Yes,2023-08-07,2022-06-07,22.221,NA,NA,NA,980.1794444444445,1.95,1.9766666666666666,208,208,180,093_2022_06_07_Level1.csv
093_2022_06_28.csv,093,2022,06,28,csv,Yes,2023-08-07,2022-06-28,21.69,NA,NA,NA,994.6496402877698,0.26,0.26,170,170,139,093_2022_06_28_Level1.csv
093_2022_07_25.csv,093,2022,07,25,csv,Yes,2023-08-07,2022-07-25,19.395666666666667,37.68726263374486,-93.75572004115226,262.65267489711937,982.4473251028807,0.15,0.1438888888888889,267,90,81,093_2022_07_25_Level1.csv
093_2022_08_15.csv,093,2022,08,15,csv,Yes,2023-08-07,2022-08-15,21.607,37.68421731132076,-93.7549916981132,260.313679245283,981.6367924528303,0.16,0.16,249,249,212,093_2022_08_15_Level1.csv
096_2022_06_07.csv,096,2022,06,07,csv,Yes,2023-08-07,2022-06-07,18.595,NA,NA,NA,967.3191176470588,0.29,0.3,186,186,136,096_2022_06_07_Level1.csv
096_2022_06_27.csv,096,2022,06,27,csv,Yes,2023-08-07,2022-06-27,18.084,NA,NA,NA,979.3833333333333,0.28,0.29166666666666663,156,156,132,096_2022_06_27_Level1.csv
096_2022_07_25.csv,096,2022,07,25,csv,Yes,2023-08-07,2022-07-25,17.323,37.314402486486486,-93.21289086486486,385.7043243243243,971.6827027027027,0.18,0.18,211,211,185,096_2022_07_25_Level1.csv
096_2022_08_15.csv,096,2022,08,15,csv,Yes,2023-08-07,2022-08-15,17.224,37.31468777777778,-93.21263320987654,382.0604938271605,969.2314814814815,0.18,0.18,196,196,162,096_2022_08_15_Level1.csv
098_2022_06_28.csv,098,2022,06,28,csv,Yes,2023-08-07,2022-06-28,40.11666666666667,36.580834327808475,-93.31413158379374,277.9664825046041,989.2552486187845,4.905,5.0925,565,189,181,098_2022_06_28_Level1.csv
098_2022_08_01.csv,098,2022,08,01,csv,Yes,2023-08-07,2022-08-01,23.833,36.60896946601942,-93.3140140776699,275.18398058252427,985.4174757281553,1.2,1.2133333333333334,244,244,206,098_2022_08_01_Level1.csv
098_2022_08_16.csv,098,2022,08,16,csv,Yes,2023-08-07,2022-08-16,64.43333333333334,36.59694648351648,-93.31510531135531,273.8410256410256,984.7794871794872,0.08,0.09833333333333333,361,121,91,098_2022_08_16_Level1.csv
098_2022_08_23.csv,098,2022,08,23,csv,Yes,2023-08-07,2022-08-23,63.602666666666664,36.59740622710623,-93.3149671062271,277.74871794871797,981.9128205128205,0.1,0.1,336,113,91,098_2022_08_23_Level1.csv
098_2022_09_14.csv,098,2022,09,14,csv,Yes,2023-08-07,2022-09-14,45.175333333333334,36.5953831884058,-93.31594718426501,276.0840579710145,987.4975155279503,0.06,0.06666666666666667,511,171,161,098_2022_09_14_Level1.csv
110_2022_06_02.csv,110,2022,06,02,csv,Yes,2023-08-07,2022-06-02,7.197,NA,NA,NA,979.15,0.15,0.15666666666666668,133,133,94,110_2022_06_02_Level1.csv
110_2022_06_23.csv,110,2022,06,23,csv,Yes,2023-08-07,2022-06-23,8.498,NA,NA,NA,980.2126760563381,0.55,0.5566666666666666,102,102,71,110_2022_06_23_Level1.csv
110_2022_07_20.csv,110,2022,07,20,csv,Yes,2023-08-07,2022-07-20,7.258,37.9960278125,-91.69108729166666,309.96770833333335,972.4677083333333,0.29,0.29,126,126,96,110_2022_07_20_Level1.csv
110_2022_08_10.csv,110,2022,08,10,csv,Yes,2023-08-07,2022-08-10,6.727,37.9961406097561,-91.69112353658537,314.99756097560976,983.7158536585366,0.41,0.42333333333333334,117,117,82,110_2022_08_10_Level1.csv
112_2022_06_01.csv,112,2022,06,01,csv,Yes,2023-08-07,2022-06-01,13.838,NA,NA,NA,985.0053435114504,2.13,2.165,162,162,131,112_2022_06_01_Level1.csv
112_2022_06_22.csv,112,2022,06,22,csv,Yes,2023-08-07,2022-06-22,14.523,NA,NA,NA,989.3679999999999,1,1.0366666666666666,161,161,125,112_2022_06_22_Level1.csv
112_2022_07_19.csv,112,2022,07,19,csv,Yes,2023-08-07,2022-07-19,16.222,37.898195786802034,-90.64220710659899,269.858883248731,981.8131979695431,0.3,0.30166666666666664,229,229,197,112_2022_07_19_Level1.csv
112_2022_08_09.csv,112,2022,08,09,csv,Yes,2023-08-07,2022-08-09,16.976,37.89808851190477,-90.64265119047619,274.03035714285716,988.1017857142857,0.41,0.42333333333333334,202,202,168,112_2022_08_09_Level1.csv
114_2022_05_25.csv,114,2022,05,25,csv,Yes,2023-08-07,2022-05-25,8.724,40.00651486486487,-91.9762354954955,209.86936936936937,978.2108108108108,0.34,0.34,159,159,111,114_2022_05_25_Level1.csv
