Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,Level1FileName
216_2019_07_15.csv,216,2019,07,15,csv,Yes,2023-06-19,2019-07-15,9.809,NA,NA,NA,991.615458937198,0.13,0.13,216_2019_07_15_Level1.csv
216_2019_08_06.csv,216,2019,08,06,csv,Yes,2023-06-19,2019-08-06,10.107,NA,NA,NA,985.528961748634,0.18,0.18,216_2019_08_06_Level1.csv
219_2019_05_31.csv,219,2019,05,31,csv,Yes,2023-06-19,2019-05-31,4.029,NA,NA,NA,988.9265536723165,0.71,0.775,219_2019_05_31_Level1.csv
219_2019_06_11.csv,219,2019,06,11,csv,Yes,2023-06-19,2019-06-11,4.308,38.99402583333333,-92.48879666666666,234.525,997.96,0.74,0.795,219_2019_06_11_Level1.csv
219_2019_08_13.csv,219,2019,08,13,csv,Yes,2023-06-19,2019-08-13,4.154,38.99392678571429,-92.48886428571429,234.85,989,-0.01,-0.005,219_2019_08_13_Level1.csv
223_2019_05_22.csv,223,2019,05,22,csv,Yes,2023-06-19,2019-05-22,4.712,NA,NA,NA,980.002614379085,2.58,2.513333333333333,223_2019_05_22_Level1.csv
223_2019_07_10.csv,223,2019,07,10,csv,Yes,2023-06-19,2019-07-10,4.138,NA,NA,NA,987.5887005649718,0.14,0.14,223_2019_07_10_Level1.csv
223_2019_07_30.csv,223,2019,07,30,csv,Yes,2023-06-19,2019-07-30,3.917,NA,NA,NA,992.3153846153847,0.45,0.4666666666666667,223_2019_07_30_Level1.csv
232_2019_07_24.csv,232,2019,07,24,csv,Yes,2023-06-19,2019-07-24,6.357,39.150995396825394,-92.38523507936509,221.35396825396825,999.8751322751323,0.13,0.13,232_2019_07_24_Level1.csv
232_2019_08_03.csv,232,2019,08,03,csv,Yes,2023-06-19,2019-08-03,6.738,39.15123813084112,-92.38532495327102,222.96728971962617,995.3719626168224,0.06,0.065,232_2019_08_03_Level1.csv
232_2019_09_03.csv,232,2019,09,03,csv,Yes,2023-06-19,2019-09-03,6.675,39.15114075268817,-92.38512516129032,220.75913978494623,992.141935483871,0.18,0.19166666666666668,232_2019_09_03_Level1.csv
236_2019_06_13.csv,236,2019,06,13,csv,Yes,2023-06-19,2019-06-13,2.269,38.94725571428571,-91.90898714285714,245.7,989.0095238095238,0,0.013333333333333334,236_2019_06_13_Level1.csv
236_2019_06_17.csv,236,2019,06,17,csv,Yes,2023-06-19,2019-06-17,2.977,NA,NA,NA,985.9525925925926,0.05,0.058333333333333334,236_2019_06_17_Level1.csv
236_2019_07_15.csv,236,2019,07,15,csv,Yes,2023-06-19,2019-07-15,3.002,NA,NA,NA,989.4984126984127,0.22,0.22666666666666668,236_2019_07_15_Level1.csv
236_2019_08_06.csv,236,2019,08,06,csv,Yes,2023-06-19,2019-08-06,2.996,NA,NA,NA,983.6533333333333,0.87,0.9533333333333334,236_2019_08_06_Level1.csv
241_2019_07_24.csv,241,2019,07,24,csv,Yes,2023-06-19,2019-07-24,6.792,38.89616459183674,-92.29404357142857,231.65,999.5823129251701,0.18,0.19,241_2019_07_24_Level1.csv
241_2019_08_03.csv,241,2019,08,03,csv,Yes,2023-06-19,2019-08-03,8.002,38.89620110169491,-92.29398042372881,233.5271186440678,993.7819209039548,-0.06,-0.06166666666666667,241_2019_08_03_Level1.csv
241_2019_09_03.csv,241,2019,09,03,csv,Yes,2023-06-19,2019-09-03,8.839,38.89615216981132,-92.2938912264151,229.41792452830188,991.0553459119496,0.01,0.011666666666666667,241_2019_09_03_Level1.csv
248_2019_07_25.csv,248,2019,07,25,csv,Yes,2023-06-19,2019-07-25,5.184,NA,NA,NA,992.5247863247863,0.36,0.38166666666666665,248_2019_07_25_Level1.csv
248_2019_08_15.csv,248,2019,08,15,csv,Yes,2023-06-19,2019-08-15,4.516,NA,NA,NA,988.1010752688172,0.57,0.61,248_2019_08_15_Level1.csv
248_2019_08_21.csv,248,2019,08,21,csv,Yes,2023-06-19,2019-08-21,4.983,38.77887142857143,-92.60138047619049,247.7761904761905,991.2253968253968,5.88,5.416666666666667,248_2019_08_21_Level1.csv
258_2019_07_25.csv,258,2019,07,25,csv,Yes,2023-06-19,2019-07-25,5.384,NA,NA,NA,998.8883333333334,0.62,0.6633333333333333,258_2019_07_25_Level1.csv
258_2019_08_15.csv,258,2019,08,15,csv,Yes,2023-06-19,2019-08-15,4.961,NA,NA,NA,994.9131313131314,0.59,0.625,258_2019_08_15_Level1.csv
258_2019_08_21.csv,258,2019,08,21,csv,Yes,2023-06-19,2019-08-21,5.131,38.47764883116883,-92.3973561038961,206.66623376623377,995.922077922078,0.5,0.5133333333333333,258_2019_08_21_Level1.csv
267_2019_06_05.csv,267,2019,06,05,csv,Yes,2023-06-19,2019-06-05,2.689,NA,NA,NA,983.7074074074073,5.74,5.743333333333333,267_2019_06_05_Level1.csv
267_2019_07_24.csv,267,2019,07,24,csv,Yes,2023-06-19,2019-07-24,2.725,NA,NA,NA,995.9967479674797,5.86,5.888333333333334,267_2019_07_24_Level1.csv
267_2019_08_14.csv,267,2019,08,14,csv,Yes,2023-06-19,2019-08-14,2.332,NA,NA,NA,992.1897435897437,6.43,6.453333333333333,267_2019_08_14_Level1.csv
420_2019_05_28.csv,420,2019,05,28,csv,Yes,2023-06-19,2019-05-28,7.892,NA,NA,NA,983.6013745704468,-0.01,-0.01,420_2019_05_28_Level1.csv
420_2019_06_17.csv,420,2019,06,17,csv,Yes,2023-06-19,2019-06-17,7.671,NA,NA,NA,989.5572139303483,0.07,0.07,420_2019_06_17_Level1.csv
420_2019_07_15.csv,420,2019,07,15,csv,Yes,2023-06-19,2019-07-15,7.692,NA,NA,NA,992.1814814814815,0.15,0.15666666666666668,420_2019_07_15_Level1.csv
420_2019_08_06.csv,420,2019,08,06,csv,Yes,2023-06-19,2019-08-06,7.19,NA,NA,NA,986.3766666666667,0.38,0.3983333333333333,420_2019_08_06_Level1.csv
423_2019_05_28.csv,423,2019,05,28,csv,Yes,2023-06-19,2019-05-28,7.125,NA,NA,NA,983.6035087719298,-0.03,-0.03,423_2019_05_28_Level1.csv
423_2019_07_15.csv,423,2019,07,15,csv,Yes,2023-06-19,2019-07-15,7.674,NA,NA,NA,991.7242424242423,0.32,0.33,423_2019_07_15_Level1.csv
423_2019_08_06.csv,423,2019,08,06,csv,Yes,2023-06-19,2019-08-06,7.089,NA,NA,NA,986.1606425702811,0.36,0.37166666666666665,423_2019_08_06_Level1.csv
432_2019_06_04.csv,432,2019,06,04,csv,Yes,2023-06-19,2019-06-04,3.85,NA,NA,NA,979.8456140350877,0.2,0.2,432_2019_06_04_Level1.csv
432_2019_07_23.csv,432,2019,07,23,csv,Yes,2023-06-19,2019-07-23,4.72,NA,NA,NA,992.0994350282485,0.38,0.39166666666666666,432_2019_07_23_Level1.csv
432_2019_08_13.csv,432,2019,08,13,csv,Yes,2023-06-19,2019-08-13,5.163,NA,NA,NA,982.3963963963964,0.31,0.32,432_2019_08_13_Level1.csv
433_2019_06_04.csv,433,2019,06,04,csv,Yes,2023-06-19,2019-06-04,1.443,NA,NA,NA,980.3916666666667,0.77,0.8316666666666667,433_2019_06_04_Level1.csv
433_2019_07_23.csv,433,2019,07,23,csv,Yes,2023-06-19,2019-07-23,2.546,NA,NA,NA,992.936231884058,1.71,1.72,433_2019_07_23_Level1.csv
433_2019_08_13.csv,433,2019,08,13,csv,Yes,2023-06-19,2019-08-13,2.398,NA,NA,NA,983.6273504273504,0.72,0.7966666666666666,433_2019_08_13_Level1.csv
435_2019_05_22.csv,435,2019,05,22,csv,Yes,2023-06-19,2019-05-22,3.591,NA,NA,NA,978.3686274509804,2.33,2.7916666666666665,435_2019_05_22_Level1.csv
435_2019_06_11.csv,435,2019,06,11,csv,Yes,2023-06-19,2019-06-11,6.095,NA,NA,NA,988.0846153846154,0.04,0.04,435_2019_06_11_Level1.csv
435_2019_07_10.csv,435,2019,07,10,csv,Yes,2023-06-19,2019-07-10,6.562,NA,NA,NA,986.1562289562289,0.3,0.30666666666666664,435_2019_07_10_Level1.csv
435_2019_07_30.csv,435,2019,07,30,csv,Yes,2023-06-19,2019-07-30,6.297,NA,NA,NA,990.18449612403106,0.46,0.4816666666666667,435_2019_07_30_Level1.csv
440_2019_06_19.csv,440,2019,06,19,csv,Yes,2023-06-19,2019-06-19,3.827,38.89375820895523,-91.73731537313432,243.66119402985075,976.7303482587065,0.29,0.29,440_2019_06_19_Level1.csv
