Level0_profiles,MULakeNumber,year,month,day,csv,Level0to1_done,Level0to1_done_date,profile_date,maxDepth_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,doConcentration_mgpL_bottom,doConcentration_mgpL_bottom5mean,nrow_original_Level0,nrow_readProfile,nrow_Level1,Level1FileName,nrow_Level2,Level2_maxDepth_m,Level1to2_done,Level1to2_done_date,flag_monotonicDensity,flag_decreasingTemp,flag_lowTemps,flag_lowpH,flag_jumps_chlorophyll_RFU,flag_jumps_depth_m,flag_jumps_doSaturation_percent,flag_jumps_doConcentration_mgpL,flag_jumps_orp_mV,flag_jumps_waterPressure_barA,flag_jumps_salinity_psu,flag_jumps_specificConductivity_uSpcm,flag_jumps_phycocyaninBGA_RFU,flag_jumps_tds_mgpL,flag_jumps_turbidity_FNU,flag_jumps_pH,flag_jumps_temp_degC,flag_jumps_verticalPosition_m,flag_jumps_latitude,flag_jumps_longitude,flag_jumps_altitude_m,flag_jumps_barometerAirHandheld_mbars,Level1to2_some_depths_removed,Level1to2_profileRemoved
001_1989_06_20,001,1989,06,20,NA,Yes,2023-07-21,1989-06-20,6,NA,NA,NA,NA,NA,NA,8,NA,8,001_1989_06_20_Level1.csv,8,6,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1989_07_24,001,1989,07,24,NA,Yes,2023-07-21,1989-07-24,6,NA,NA,NA,NA,NA,NA,7,NA,7,001_1989_07_24_Level1.csv,7,6,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1990_05_17,001,1990,05,17,NA,Yes,2023-07-21,1990-05-17,9,NA,NA,NA,NA,NA,NA,11,NA,11,001_1990_05_17_Level1.csv,11,9,Yes,2023-07-25,NA,NA,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA
001_1990_06_19,001,1990,06,19,NA,Yes,2023-07-21,1990-06-19,6,NA,NA,NA,NA,NA,NA,8,NA,8,001_1990_06_19_Level1.csv,8,6,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1990_07_23,001,1990,07,23,NA,Yes,2023-07-21,1990-07-23,6,NA,NA,NA,NA,NA,NA,8,NA,8,001_1990_07_23_Level1.csv,8,6,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1991_05_23,001,1991,05,23,NA,Yes,2023-07-21,1991-05-23,7,NA,NA,NA,NA,NA,NA,9,NA,9,001_1991_05_23_Level1.csv,9,7,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1991_06_25,001,1991,06,25,NA,Yes,2023-07-21,1991-06-25,5,NA,NA,NA,NA,NA,NA,7,NA,7,001_1991_06_25_Level1.csv,7,5,Yes,2023-07-25,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1991_07_23,001,1991,07,23,NA,Yes,2023-07-21,1991-07-23,5,NA,NA,NA,NA,NA,NA,6,NA,6,001_1991_07_23_Level1.csv,6,5,Yes,2023-07-25,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1992_06_02,001,1992,06,02,NA,Yes,2023-07-21,1992-06-02,7,NA,NA,NA,NA,NA,NA,8,NA,8,001_1992_06_02_Level1.csv,8,7,Yes,2023-07-25,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1992_06_30,001,1992,06,30,NA,Yes,2023-07-21,1992-06-30,4,NA,NA,NA,NA,NA,NA,6,NA,6,001_1992_06_30_Level1.csv,6,4,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1992_07_28,001,1992,07,28,NA,Yes,2023-07-21,1992-07-28,5,NA,NA,NA,NA,NA,NA,6,NA,6,001_1992_07_28_Level1.csv,6,5,Yes,2023-07-25,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1993_05_19,001,1993,05,19,NA,Yes,2023-07-21,1993-05-19,7,NA,NA,NA,NA,NA,NA,9,NA,9,001_1993_05_19_Level1.csv,9,7,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1993_06_25,001,1993,06,25,NA,Yes,2023-07-21,1993-06-25,6,NA,NA,NA,NA,NA,NA,10,NA,10,001_1993_06_25_Level1.csv,NA,NA,Yes,2023-07-25,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,yes
001_1993_07_23,001,1993,07,23,NA,Yes,2023-07-21,1993-07-23,6,NA,NA,NA,NA,NA,NA,8,NA,8,001_1993_07_23_Level1.csv,8,6,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1995_06_14,001,1995,06,14,NA,Yes,2023-07-21,1995-06-14,5,NA,NA,NA,NA,NA,NA,7,NA,7,001_1995_06_14_Level1.csv,7,5,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1995_07_19,001,1995,07,19,NA,Yes,2023-07-21,1995-07-19,5,NA,NA,NA,NA,NA,NA,7,NA,7,001_1995_07_19_Level1.csv,7,5,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1995_08_16,001,1995,08,16,NA,Yes,2023-07-21,1995-08-16,5,NA,NA,NA,NA,NA,NA,7,NA,7,001_1995_08_16_Level1.csv,7,5,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1996_06_06,001,1996,06,06,NA,Yes,2023-07-21,1996-06-06,3,NA,NA,NA,NA,NA,NA,5,NA,5,001_1996_06_06_Level1.csv,5,3,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1996_06_28,001,1996,06,28,NA,Yes,2023-07-21,1996-06-28,4,NA,NA,NA,NA,NA,NA,8,NA,8,001_1996_06_28_Level1.csv,8,4,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
001_1996_07_25,001,1996,07,25,NA,Yes,2023-07-21,1996-07-25,3,NA,NA,NA,NA,NA,NA,5,NA,5,001_1996_07_25_Level1.csv,5,3,Yes,2023-07-25,1,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1989_06_20,002,1989,06,20,NA,Yes,2023-07-21,1989-06-20,7,NA,NA,NA,NA,NA,NA,8,NA,8,002_1989_06_20_Level1.csv,8,7,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1989_07_24,002,1989,07,24,NA,Yes,2023-07-21,1989-07-24,7,NA,NA,NA,NA,NA,NA,8,NA,8,002_1989_07_24_Level1.csv,8,7,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1990_05_17,002,1990,05,17,NA,Yes,2023-07-21,1990-05-17,10,NA,NA,NA,NA,NA,NA,12,NA,12,002_1990_05_17_Level1.csv,12,10,Yes,2023-07-25,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA
002_1990_06_19,002,1990,06,19,NA,Yes,2023-07-21,1990-06-19,7,NA,NA,NA,NA,NA,NA,9,NA,9,002_1990_06_19_Level1.csv,9,7,Yes,2023-07-25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1990_07_23,002,1990,07,23,NA,Yes,2023-07-21,1990-07-23,8,NA,NA,NA,NA,NA,NA,10,NA,10,002_1990_07_23_Level1.csv,10,8,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1991_05_23,002,1991,05,23,NA,Yes,2023-07-21,1991-05-23,5.5,NA,NA,NA,NA,NA,NA,9,NA,9,002_1991_05_23_Level1.csv,9,5.5,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1991_06_25,002,1991,06,25,NA,Yes,2023-07-21,1991-06-25,6,NA,NA,NA,NA,NA,NA,8,NA,8,002_1991_06_25_Level1.csv,8,6,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1991_07_23,002,1991,07,23,NA,Yes,2023-07-21,1991-07-23,9,NA,NA,NA,NA,NA,NA,11,NA,11,002_1991_07_23_Level1.csv,11,9,Yes,2023-07-25,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1992_06_02,002,1992,06,02,NA,Yes,2023-07-21,1992-06-02,9,NA,NA,NA,NA,NA,NA,11,NA,11,002_1992_06_02_Level1.csv,11,9,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1992_06_30,002,1992,06,30,NA,Yes,2023-07-21,1992-06-30,8,NA,NA,NA,NA,NA,NA,10,NA,10,002_1992_06_30_Level1.csv,10,8,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1992_07_28,002,1992,07,28,NA,Yes,2023-07-21,1992-07-28,8,NA,NA,NA,NA,NA,NA,10,NA,10,002_1992_07_28_Level1.csv,10,8,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1993_05_19,002,1993,05,19,NA,Yes,2023-07-21,1993-05-19,8,NA,NA,NA,NA,NA,NA,10,NA,10,002_1993_05_19_Level1.csv,10,8,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_1993_06_30,002,1993,06,30,NA,Yes,2023-07-21,1993-06-30,8,NA,NA,NA,NA,NA,NA,10,NA,10,002_1993_06_30_Level1.csv,10,8,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_2005_06_20,002,2005,06,20,NA,Yes,2023-07-21,2005-06-20,11,NA,NA,NA,NA,NA,NA,17,NA,17,002_2005_06_20_Level1.csv,17,11,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_2005_07_19,002,2005,07,19,NA,Yes,2023-07-21,2005-07-19,10.5,NA,NA,NA,NA,NA,NA,17,NA,17,002_2005_07_19_Level1.csv,17,10.5,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
002_2005_08_08,002,2005,08,08,NA,Yes,2023-07-21,2005-08-08,10.25,NA,NA,NA,NA,NA,NA,17,NA,17,002_2005_08_08_Level1.csv,17,10.25,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1989_06_20,003,1989,06,20,NA,Yes,2023-07-21,1989-06-20,8,NA,NA,NA,NA,NA,NA,9,NA,9,003_1989_06_20_Level1.csv,9,8,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1989_07_24,003,1989,07,24,NA,Yes,2023-07-21,1989-07-24,11,NA,NA,NA,NA,NA,NA,12,NA,12,003_1989_07_24_Level1.csv,12,11,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1990_05_17,003,1990,05,17,NA,Yes,2023-07-21,1990-05-17,10,NA,NA,NA,NA,NA,NA,12,NA,12,003_1990_05_17_Level1.csv,12,10,Yes,2023-07-25,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA
003_1990_06_19,003,1990,06,19,NA,Yes,2023-07-21,1990-06-19,14,NA,NA,NA,NA,NA,NA,16,NA,16,003_1990_06_19_Level1.csv,16,14,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1990_07_23,003,1990,07,23,NA,Yes,2023-07-21,1990-07-23,15,NA,NA,NA,NA,NA,NA,17,NA,17,003_1990_07_23_Level1.csv,17,15,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1991_05_23,003,1991,05,23,NA,Yes,2023-07-21,1991-05-23,14,NA,NA,NA,NA,NA,NA,17,NA,17,003_1991_05_23_Level1.csv,17,14,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1991_06_25,003,1991,06,25,NA,Yes,2023-07-21,1991-06-25,12,NA,NA,NA,NA,NA,NA,14,NA,14,003_1991_06_25_Level1.csv,14,12,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1991_07_23,003,1991,07,23,NA,Yes,2023-07-21,1991-07-23,16,NA,NA,NA,NA,NA,NA,17,NA,17,003_1991_07_23_Level1.csv,17,16,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1992_06_02,003,1992,06,02,NA,Yes,2023-07-21,1992-06-02,12,NA,NA,NA,NA,NA,NA,14,NA,14,003_1992_06_02_Level1.csv,14,12,Yes,2023-07-25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1992_06_30,003,1992,06,30,NA,Yes,2023-07-21,1992-06-30,12,NA,NA,NA,NA,NA,NA,14,NA,14,003_1992_06_30_Level1.csv,14,12,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1992_07_28,003,1992,07,28,NA,Yes,2023-07-21,1992-07-28,12,NA,NA,NA,NA,NA,NA,13,NA,13,003_1992_07_28_Level1.csv,13,12,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1993_05_19,003,1993,05,19,NA,Yes,2023-07-21,1993-05-19,15,NA,NA,NA,NA,NA,NA,17,NA,17,003_1993_05_19_Level1.csv,17,15,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1993_06_30,003,1993,06,30,NA,Yes,2023-07-21,1993-06-30,9,NA,NA,NA,NA,NA,NA,11,NA,11,003_1993_06_30_Level1.csv,11,9,Yes,2023-07-25,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1993_07_22,003,1993,07,22,NA,Yes,2023-07-21,1993-07-22,8,NA,NA,NA,NA,NA,NA,10,NA,10,003_1993_07_22_Level1.csv,10,8,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1994_06_08,003,1994,06,08,NA,Yes,2023-07-21,1994-06-08,8.4,NA,NA,NA,NA,NA,NA,11,NA,11,003_1994_06_08_Level1.csv,11,8.4,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1994_08_03,003,1994,08,03,NA,Yes,2023-07-21,1994-08-03,14.5,NA,NA,NA,NA,NA,NA,17,NA,17,003_1994_08_03_Level1.csv,NA,NA,Yes,2023-07-25,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,yes
003_1995_06_14,003,1995,06,14,NA,Yes,2023-07-21,1995-06-14,14,NA,NA,NA,NA,NA,NA,16,NA,16,003_1995_06_14_Level1.csv,16,14,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1995_07_19,003,1995,07,19,NA,Yes,2023-07-21,1995-07-19,14,NA,NA,NA,NA,NA,NA,16,NA,16,003_1995_07_19_Level1.csv,16,14,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1995_08_16,003,1995,08,16,NA,Yes,2023-07-21,1995-08-16,14,NA,NA,NA,NA,NA,NA,16,NA,16,003_1995_08_16_Level1.csv,16,14,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1996_06_11,003,1996,06,11,NA,Yes,2023-07-21,1996-06-11,12,NA,NA,NA,NA,NA,NA,12,NA,12,003_1996_06_11_Level1.csv,12,12,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1996_07_16,003,1996,07,16,NA,Yes,2023-07-21,1996-07-16,10,NA,NA,NA,NA,NA,NA,15,NA,15,003_1996_07_16_Level1.csv,15,10,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1996_08_12,003,1996,08,12,NA,Yes,2023-07-21,1996-08-12,16,NA,NA,NA,NA,NA,NA,18,NA,18,003_1996_08_12_Level1.csv,18,16,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1997_06_02,003,1997,06,02,NA,Yes,2023-07-21,1997-06-02,15,NA,NA,NA,NA,NA,NA,22,NA,22,003_1997_06_02_Level1.csv,22,15,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1997_06_23,003,1997,06,23,NA,Yes,2023-07-21,1997-06-23,15,NA,NA,NA,NA,NA,NA,18,NA,18,003_1997_06_23_Level1.csv,18,15,Yes,2023-07-25,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1997_07_21,003,1997,07,21,NA,Yes,2023-07-21,1997-07-21,15.2,NA,NA,NA,NA,NA,NA,23,NA,23,003_1997_07_21_Level1.csv,23,15.2,Yes,2023-07-25,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1997_08_11,003,1997,08,11,NA,Yes,2023-07-21,1997-08-11,15.3,NA,NA,NA,NA,NA,NA,24,NA,24,003_1997_08_11_Level1.csv,24,15.3,Yes,2023-07-25,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1998_06_08,003,1998,06,08,NA,Yes,2023-07-21,1998-06-08,15,NA,NA,NA,NA,NA,NA,19,NA,19,003_1998_06_08_Level1.csv,19,15,Yes,2023-07-25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1998_07_06,003,1998,07,06,NA,Yes,2023-07-21,1998-07-06,16,NA,NA,NA,NA,NA,NA,18,NA,18,003_1998_07_06_Level1.csv,18,16,Yes,2023-07-25,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1998_07_27,003,1998,07,27,NA,Yes,2023-07-21,1998-07-27,16,NA,NA,NA,NA,NA,NA,21,NA,21,003_1998_07_27_Level1.csv,21,16,Yes,2023-07-25,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1998_08_17,003,1998,08,17,NA,Yes,2023-07-21,1998-08-17,15,NA,NA,NA,NA,NA,NA,19,NA,19,003_1998_08_17_Level1.csv,19,15,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1999_06_01,003,1999,06,01,NA,Yes,2023-07-21,1999-06-01,14,NA,NA,NA,NA,NA,NA,20,NA,20,003_1999_06_01_Level1.csv,20,14,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1999_06_21,003,1999,06,21,NA,Yes,2023-07-21,1999-06-21,14,NA,NA,NA,NA,NA,NA,20,NA,20,003_1999_06_21_Level1.csv,20,14,Yes,2023-07-25,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1999_07_26,003,1999,07,26,NA,Yes,2023-07-21,1999-07-26,15,NA,NA,NA,NA,NA,NA,19,NA,19,003_1999_07_26_Level1.csv,19,15,Yes,2023-07-25,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_1999_08_16,003,1999,08,16,NA,Yes,2023-07-21,1999-08-16,16,NA,NA,NA,NA,NA,NA,19,NA,19,003_1999_08_16_Level1.csv,19,16,Yes,2023-07-25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2000_05_17,003,2000,05,17,NA,Yes,2023-07-21,2000-05-17,13,NA,NA,NA,NA,NA,NA,16,NA,16,003_2000_05_17_Level1.csv,16,13,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2000_06_07,003,2000,06,07,NA,Yes,2023-07-21,2000-06-07,14,NA,NA,NA,NA,NA,NA,12,NA,12,003_2000_06_07_Level1.csv,12,14,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2000_06_28,003,2000,06,28,NA,Yes,2023-07-21,2000-06-28,15,NA,NA,NA,NA,NA,NA,13,NA,13,003_2000_06_28_Level1.csv,13,15,Yes,2023-07-25,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA
003_2000_08_02,003,2000,08,02,NA,Yes,2023-07-21,2000-08-02,15,NA,NA,NA,NA,NA,NA,19,NA,19,003_2000_08_02_Level1.csv,19,15,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2001_06_08,003,2001,06,08,NA,Yes,2023-07-21,2001-06-08,15,NA,NA,NA,NA,NA,NA,19,NA,19,003_2001_06_08_Level1.csv,19,15,Yes,2023-07-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2001_06_28,003,2001,06,28,NA,Yes,2023-07-21,2001-06-28,11.5,NA,NA,NA,NA,NA,NA,19,NA,19,003_2001_06_28_Level1.csv,19,11.5,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2001_08_03,003,2001,08,03,NA,Yes,2023-07-21,2001-08-03,14,NA,NA,NA,NA,NA,NA,18,NA,18,003_2001_08_03_Level1.csv,18,14,Yes,2023-07-25,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2001_08_26,003,2001,08,26,NA,Yes,2023-07-21,2001-08-26,15,NA,NA,NA,NA,NA,NA,18,NA,18,003_2001_08_26_Level1.csv,18,15,Yes,2023-07-25,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2002_05_30,003,2002,05,30,NA,Yes,2023-07-21,2002-05-30,15,NA,NA,NA,NA,NA,NA,24,NA,24,003_2002_05_30_Level1.csv,24,15,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2002_06_20,003,2002,06,20,NA,Yes,2023-07-21,2002-06-20,15,NA,NA,NA,NA,NA,NA,18,NA,18,003_2002_06_20_Level1.csv,18,15,Yes,2023-07-25,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2002_07_17,003,2002,07,17,NA,Yes,2023-07-21,2002-07-17,15,NA,NA,NA,NA,NA,NA,14,NA,14,003_2002_07_17_Level1.csv,14,15,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2002_08_07,003,2002,08,07,NA,Yes,2023-07-21,2002-08-07,15,NA,NA,NA,NA,NA,NA,12,NA,12,003_2002_08_07_Level1.csv,12,15,Yes,2023-07-25,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2003_05_21,003,2003,05,21,NA,Yes,2023-07-21,2003-05-21,15,NA,NA,NA,NA,NA,NA,18,NA,18,003_2003_05_21_Level1.csv,18,15,Yes,2023-07-25,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2003_06_11,003,2003,06,11,NA,Yes,2023-07-21,2003-06-11,15,NA,NA,NA,NA,NA,NA,17,NA,17,003_2003_06_11_Level1.csv,17,15,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2003_07_09,003,2003,07,09,NA,Yes,2023-07-21,2003-07-09,17,NA,NA,NA,NA,NA,NA,16,NA,16,003_2003_07_09_Level1.csv,16,17,Yes,2023-07-25,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2003_07_30,003,2003,07,30,NA,Yes,2023-07-21,2003-07-30,16,NA,NA,NA,NA,NA,NA,14,NA,14,003_2003_07_30_Level1.csv,14,16,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2004_05_24,003,2004,05,24,NA,Yes,2023-07-21,2004-05-24,16,NA,NA,NA,NA,NA,NA,21,NA,21,003_2004_05_24_Level1.csv,21,16,Yes,2023-07-25,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2004_06_14,003,2004,06,14,NA,Yes,2023-07-21,2004-06-14,16,NA,NA,NA,NA,NA,NA,14,NA,14,003_2004_06_14_Level1.csv,14,16,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2004_07_12,003,2004,07,12,NA,Yes,2023-07-21,2004-07-12,15,NA,NA,NA,NA,NA,NA,12,NA,12,003_2004_07_12_Level1.csv,12,15,Yes,2023-07-25,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2004_08_02,003,2004,08,02,NA,Yes,2023-07-21,2004-08-02,15,NA,NA,NA,NA,NA,NA,15,NA,15,003_2004_08_02_Level1.csv,15,15,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
003_2005_05_31,003,2005,05,31,NA,Yes,2023-07-21,2005-05-31,16,NA,NA,NA,NA,NA,NA,18,NA,18,003_2005_05_31_Level1.csv,18,16,Yes,2023-07-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
