MULakeNumber,date,dateTime,depth_m,verticalPosition_m,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU,turbidity_FNU,pH,orp_mV,specificConductivity_uSpcm,salinity_psu,tds_mgpL,waterPressure_barA,latitude,longitude,altitude_m,barometerAirHandheld_mbars
446-02-00,2021-01-27,2021-01-27T11:40:47Z,0,0,-0.014,17.13,117.2,2.03,1.01,1.22,4.92,254,271,0.13,176,0,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:40:51Z,0.02,0.039,0.031,16.55,113.3,2.07,1.02,1.36,5.12,249.8,299.9,0.14,195,0.0019733260751224825,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:40:52Z,0.064,0.071,0.024,16.41,112.4,2.02,1.04,1.26,5.16,249,306.1,0.14,199,0.006192161132280893,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:40:53Z,0.085,0.097,0.017,16.25,111.3,1.97,0.96,1.2,5.21,248.5,313.5,0.15,204,0.008233532934131737,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:40:54Z,0.128,0.148,0.042,16.11,110.4,2,0.95,1.18,5.26,247.8,319.6,0.15,208,0.012384322264561785,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:40:55Z,0.169,0.17,0.054,15.95,109.4,2.03,1.05,1.16,5.31,246.8,326.2,0.15,212,0.01639902014153511,NA,NA,NA,997.3333333333334
446-02-00,2021-01-27,2021-01-27T11:40:57Z,0.196,0.207,0.071,15.65,107.4,1.97,0.95,1.1,5.41,245.1,337.5,0.16,219,0.01891671203048449,NA,NA,NA,997.1999999999999
446-02-00,2021-01-27,2021-01-27T11:40:59Z,0.238,0.248,0.064,15.4,105.6,2.05,0.95,1.23,5.48,243.7,348.1,0.16,226,0.022999455634186174,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:00Z,0.274,0.29,0.088,15.28,104.8,2.06,0.94,1.22,5.51,242.8,352.9,0.17,229,0.02653783342406097,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:01Z,0.306,0.314,0.093,15.15,104,2.05,0.98,1.1,5.56,241.1,357,0.17,232,0.029667936853565596,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:02Z,0.33,0.338,0.101,15.03,103.2,2.14,0.98,0.95,5.62,238.8,361,0.17,235,0.031981491562329885,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:04Z,0.382,0.407,0.214,14.78,101.6,2.16,0.89,0.79,5.73,235.2,367,0.17,239,0.036948829613500274,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:05Z,0.44,0.467,0.378,14.65,101.2,1.99,0.83,0.79,5.77,233.1,368.9,0.17,240,0.04259662493195428,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:06Z,0.502,0.519,0.436,14.49,100.4,1.88,0.77,0.79,5.82,231.4,373.5,0.18,243,0.048652694610778445,NA,NA,NA,997.1999999999999
446-02-00,2021-01-27,2021-01-27T11:41:07Z,0.552,0.575,0.425,14.36,99.5,1.78,0.75,0.76,5.88,230.2,378.3,0.18,246,0.053415895481763745,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:08Z,0.614,0.647,0.432,14.31,99.1,1.62,0.76,0.79,5.93,229.7,382.9,0.18,249,0.05940391943385955,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:09Z,0.696,0.732,0.538,14.21,98.6,1.51,0.63,0.72,5.98,229.3,386.8,0.18,251,0.06729722373434949,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:10Z,0.791,0.819,0.638,14.04,97.8,1.41,0.49,0.62,6.02,228.7,389,0.18,253,0.07648339684267828,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:13Z,0.875,0.899,0.661,13.87,96.7,1.44,0.64,0.7,6.1,227.3,399.9,0.19,260,0.08471692977681003,NA,NA,NA,997.1999999999999
446-02-00,2021-01-27,2021-01-27T11:41:14Z,0.935,0.95,0.767,13.81,96.6,1.45,0.62,0.83,6.11,227.4,402.3,0.19,262,0.09043277082199237,NA,NA,NA,997.0666666666666
446-02-00,2021-01-27,2021-01-27T11:41:15Z,0.969,0.972,0.754,13.76,96.3,1.44,0.61,0.78,6.14,227.1,405.4,0.19,264,0.09376701143168209,NA,NA,NA,997.0666666666666
