chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
1.13,0.279,113.5,9.44,68.1,0.027,0.09,191.3,0.22,124,19.39,8.18,24.604,0.278,39.16564,-92.73071,216.4,993.6,2021-06-04,2021-06-04T11:33:01Z,044
1.14,0.333,114.5,9.52,69.1,0.033,0.09,191.7,0.25,125,20.43,8.2,24.622,0.379,39.16564,-92.7307,217.2,993.6,2021-06-04,2021-06-04T11:33:22Z,044
1.9,1.138,95.5,8.49,76.2,0.111,0.09,192.4,0.31,125,23.25,8.06,21.032,1.169,39.16563,-92.73071,217.2,993.7,2021-06-04,2021-06-04T11:33:59Z,044
1.18,1.916,66.1,6,82,0.188,0.09,191.2,0.16,124,25.38,7.82,20.042,1.94,39.16563,-92.73069,217.1,993.6,2021-06-04,2021-06-04T11:34:41Z,044
0.78,2.991,17.7,1.67,87.3,0.293,0.09,186.7,0.02,121,35.47,7.55,18.169,3.026,39.16563,-92.73065,217.2,993.5,2021-06-04,2021-06-04T11:35:47Z,044
0.75,3.473,9,0.87,88.2,0.34,0.09,182.2,0.03,118,43.47,7.51,16.805,3.517,39.16564,-92.73065,216.7,993.6,2021-06-04,2021-06-04T11:36:04Z,044
