dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
2021-07-21T09:12:45Z,2.1133333333333333,0.03633333333333333,124.9,9.7,160.5,0.0036666666666666666,0.13,272.3666666666667,0.67,177,1.5633333333333335,8.29,28.421,0.060000000000000005,38.211036666666665,-92.63095,196.56666666666666,995.9,2021-07-21,2021-07-21T09:12:45Z,149
2021-07-21T09:12:48Z,2.0533333333333332,0.042666666666666665,125.03333333333333,9.703333333333333,160.5,0.004333333333333333,0.13,272.26666666666665,0.6733333333333333,177,1.5166666666666666,8.29,28.440666666666665,0.15233333333333335,38.211036666666665,-92.63095,196.7,996.1,2021-07-21,2021-07-21T09:12:48Z,149
2021-07-21T09:12:51Z,1.9766666666666666,0.06266666666666666,125.3,9.723333333333334,160.5,0.006,0.13,272.2,0.6733333333333333,177,1.5066666666666666,8.29,28.465666666666667,0.38133333333333336,38.21104,-92.63095,197.83333333333334,996.1,2021-07-21,2021-07-21T09:12:51Z,149
2021-07-21T09:12:54Z,2.1933333333333334,0.097,125.5,9.736666666666666,160.4,0.009666666666666667,0.13,272.26666666666665,0.68,177,1.5266666666666666,8.29,28.464000000000002,0.5103333333333333,38.21104,-92.63095,198.2,996.1,2021-07-21,2021-07-21T09:12:54Z,149
2021-07-21T09:12:57Z,2.5433333333333334,0.14100000000000001,125.4,9.733333333333334,160.36666666666667,0.013666666666666667,0.13,272.4,0.6933333333333332,177,1.5266666666666666,8.29,28.438,0.6053333333333333,38.21104,-92.63095,198.3,996.1,2021-07-21,2021-07-21T09:12:57Z,149
2021-07-21T09:13:09Z,2.7266666666666666,0.32266666666666666,122.6,9.54,160.3,0.03166666666666667,0.13,272.6666666666667,0.74,177,1.52,8.29,28.289333333333335,0.576,38.21103,-92.63096,198.46666666666667,996.0666666666667,2021-07-21,2021-07-21T09:13:09Z,149
2021-07-21T09:13:12Z,2.6633333333333336,0.369,121.96666666666667,9.493333333333334,160.3,0.036333333333333336,0.13,272.6333333333333,0.7533333333333333,177,1.5333333333333334,8.286666666666665,28.281,0.655,38.21103,-92.63096,197.9,996.0666666666667,2021-07-21,2021-07-21T09:13:12Z,149
2021-07-21T09:13:15Z,2.5966666666666667,0.4196666666666667,121.46666666666667,9.456666666666667,160.4,0.041,0.13,272.7,0.7533333333333333,177,1.56,8.28,28.270333333333333,0.7183333333333334,38.21103,-92.63096,197.8,996.1,2021-07-21,2021-07-21T09:13:15Z,149
2021-07-21T09:13:18Z,2.5433333333333334,0.48,120.96666666666667,9.42,160.5,0.047,0.13,272.7,0.76,177,1.5666666666666667,8.276666666666666,28.257,0.8896666666666666,38.21103,-92.63096,197.73333333333332,996.1,2021-07-21,2021-07-21T09:13:18Z,149
2021-07-21T09:13:21Z,2.4966666666666666,0.5533333333333333,120.4,9.38,160.56666666666666,0.05433333333333333,0.13,272.8,0.75,177,1.5766666666666667,8.27,28.242333333333335,1.012,38.21103,-92.63096,197.9,996.1,2021-07-21,2021-07-21T09:13:21Z,149
2021-07-21T09:13:24Z,2.48,0.6363333333333333,119.86666666666667,9.336666666666666,160.6,0.062,0.13,272.8333333333333,0.7466666666666667,177,1.59,8.27,28.229666666666667,1.1566666666666667,38.21103,-92.63096,198,996.0666666666667,2021-07-21,2021-07-21T09:13:24Z,149
