dateTime_Round,chlorophyll_RFU,depth_m,doSaturation_percent,doConcentration_mgpL,orp_mV,waterPressure_barA,salinity_psu,specificConductivity_uSpcm,phycocyaninBGA_RFU,tds_mgpL,turbidity_FNU,pH,temp_degC,verticalPosition_m,latitude,longitude,altitude_m,barometerAirHandheld_mbars,date,dateTime,MULakeNumber
2021-07-14T14:45:24Z,1.7266666666666666,0.025666666666666664,109.03333333333333,8.616666666666665,70.4,0.0026666666666666666,0.09,197.66666666666666,0.6333333333333333,128,5.43,8.06,27.447,0.03666666666666667,39.514563333333335,-91.65479,191.7,998.1333333333333,2021-07-14,2021-07-14T14:45:24Z,145
2021-07-14T14:45:27Z,1.7833333333333334,0.129,109.03333333333333,8.616666666666665,70.83333333333333,0.012666666666666666,0.09,197.66666666666666,0.66,128,5.3999999999999995,8.053333333333335,27.437666666666665,0.13666666666666666,39.51457,-91.65479,191.5,998.0666666666667,2021-07-14,2021-07-14T14:45:27Z,145
2021-07-14T14:45:30Z,1.8533333333333333,0.23399999999999999,109.13333333333333,8.63,70.43333333333334,0.023,0.09,197.73333333333332,0.75,128.33333333333334,5.49,8.053333333333335,27.401333333333334,0.25466666666666665,39.51457666666667,-91.65479,191.26666666666668,998,2021-07-14,2021-07-14T14:45:30Z,145
2021-07-14T14:45:33Z,2.0533333333333332,0.3973333333333333,108.96666666666667,8.626666666666667,70.1,0.039,0.09,197.86666666666667,0.79,129,5.54,8.046666666666667,27.299666666666667,0.414,39.51458,-91.65479,191.06666666666666,998.0333333333333,2021-07-14,2021-07-14T14:45:33Z,145
2021-07-14T14:45:36Z,2.34,0.6086666666666667,107.13333333333334,8.516666666666667,70.23333333333333,0.059333333333333335,0.09,198.23333333333332,0.79,129,5.78,8.013333333333334,27.006,0.6346666666666667,39.51458,-91.65479,191.16666666666666,998.0666666666667,2021-07-14,2021-07-14T14:45:36Z,145
2021-07-14T14:45:39Z,2.2666666666666666,0.8053333333333333,101.89999999999999,8.16,70.83333333333333,0.07866666666666666,0.09,198.8,0.63,129,6.086666666666667,7.923333333333334,26.615,0.83,39.51458,-91.65479,191.2,998.0666666666667,2021-07-14,2021-07-14T14:45:39Z,145
2021-07-14T14:45:42Z,2.0933333333333333,0.961,91.46666666666667,7.3966666666666665,70.8,0.094,0.09,198.7,0.54,129,6.28,7.84,26.074333333333332,0.9736666666666666,39.51458,-91.65479333333333,191.26666666666668,998.0333333333333,2021-07-14,2021-07-14T14:45:42Z,145
2021-07-14T14:45:45Z,2.02,1.0976666666666666,83.93333333333334,6.8100000000000005,70.66666666666667,0.10733333333333334,0.09,198.56666666666666,0.5666666666666667,129,6.023333333333333,7.79,25.951666666666664,1.111,39.51458,-91.6548,191.36666666666667,998.1333333333333,2021-07-14,2021-07-14T14:45:45Z,145
2021-07-14T14:45:48Z,1.57,1.1673333333333333,77.93333333333334,6.333333333333333,70.53333333333333,0.114,0.09,198.73333333333332,0.3433333333333333,129,6.05,7.756666666666667,25.881666666666668,1.1753333333333333,39.51458,-91.6548,191.4,998.1666666666667,2021-07-14,2021-07-14T14:45:48Z,145
2021-07-14T14:45:51Z,1.1633333333333333,1.2963333333333333,72.60000000000001,5.903333333333333,70.5,0.12666666666666668,0.09,198.43333333333334,0.19666666666666666,129,6.09,7.716666666666667,25.785333333333334,1.3219999999999998,39.51458,-91.6548,191.26666666666668,998.1,2021-07-14,2021-07-14T14:45:51Z,145
2021-07-14T14:45:57Z,1.02,1.5923333333333334,65.1,5.306666666666667,70.4,0.15533333333333332,0.09,197.43333333333334,0.15,128,5.836666666666667,7.64,25.69633333333333,1.5993333333333335,39.51458,-91.65479,191,998.0333333333333,2021-07-14,2021-07-14T14:45:57Z,145
2021-07-14T14:46:00Z,0.9833333333333333,1.6866666666666668,63.53333333333333,5.18,70.1,0.165,0.09,197.53333333333333,0.20666666666666667,128,5.953333333333333,7.623333333333333,25.669333333333334,1.704,39.51458,-91.65479,191.36666666666667,998.0666666666667,2021-07-14,2021-07-14T14:46:00Z,145
2021-07-14T14:46:03Z,0.9666666666666667,1.796,62.7,5.116666666666666,69.93333333333334,0.17566666666666667,0.09,197.36666666666667,0.21333333333333335,128,5.8533333333333335,7.6,25.653,1.8026666666666666,39.51457,-91.65479,191.53333333333333,998.1,2021-07-14,2021-07-14T14:46:03Z,145
2021-07-14T14:46:06Z,0.92,1.862,62.1,5.07,69.8,0.18233333333333332,0.09,197.3,0.12000000000000001,128,5.86,7.573333333333333,25.648666666666667,1.8723333333333334,39.514563333333335,-91.65479,191.9,998.0333333333333,2021-07-14,2021-07-14T14:46:06Z,145
2021-07-14T14:46:09Z,0.8866666666666667,1.9869999999999999,61.56666666666667,5.026666666666666,69.73333333333333,0.194,0.09,197.2,0.05666666666666667,128,5.946666666666666,7.556666666666667,25.625,2.0166666666666666,39.51456,-91.65479,192.03333333333333,998.0666666666667,2021-07-14,2021-07-14T14:46:09Z,145
2021-07-14T14:46:12Z,0.87,2.216666666666667,61.1,4.99,69.6,0.21666666666666667,0.09,197.06666666666666,0.08666666666666667,128,5.943333333333333,7.536666666666667,25.602333333333334,2.2306666666666666,39.51455666666667,-91.65479,192.46666666666667,998.0333333333333,2021-07-14,2021-07-14T14:46:12Z,145
2021-07-14T14:46:15Z,0.8533333333333333,2.3103333333333333,60.666666666666664,4.953333333333333,69.43333333333334,0.226,0.09,197,0.12666666666666668,128,6.093333333333334,7.523333333333333,25.594333333333335,2.3193333333333332,39.51455,-91.65479,192.2,998.0333333333333,2021-07-14,2021-07-14T14:46:15Z,145
